nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,ctg_links,Abstract,Registry,Total_pubs,US_site_flag,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04603729,5/30/2020,6/30/2020,Interventional,Comparison of Efficacy of Dexamethasone and Methylprednisolone in Moderate to Severe Covid 19 Disease,Completed,Phase 3,Fatima Memorial Hospital,NA,NA,NA,NA,NA,0,Pakistan,0,0,Dexamethasone 2 MG/ML|Methylprednisolone Injection,0
NCT04603664,10/30/2020,2/28/2021,Observational,Role of NGAL and Cystatin C in Prediction of Acute Kidney Injury Covid-19 Infection,Recruiting,NA,Ain Shams University,NA,NA,NA,NA,NA,0,Egypt,0,1,serum NGAL and cystatin c,0
NCT04602832,10/14/2020,12/31/2020,Interventional,Enduring Happiness and Continued Self-Enhancement (ENHANCE) for COVID-19,Enrolling by invitation,N/A,University of British Columbia,NA,NA,NA,NA,NA,0,Canada,0,1,Enduring Happiness and Continued Self-Enhancement (ENHANCE) for COVID-19,0
NCT04602637,12/15/2019,12/15/2020,Observational,Training Load Management in Three Professional Tennis Players During COVID-19 Lockdown: a Case Series Study,"Active, not recruiting",NA,Kine Kinesiologia Deportiva y Funcional,NA,NA,NA,NA,NA,0,Argentina,0,0,Training load,0
NCT04602507,12/7/2020,3/31/2021,Interventional,Ivermectin in Adults With Severe COVID-19.,Recruiting,Phase 2,CES University,NA,NA,NA,NA,NA,0,Colombia,0,1,Ivermectin|Placebo,0
NCT04602481,5/31/2020,5/31/2022,Observational,COVID-19 in People With Primary Ciliary Dyskinesia,Recruiting,NA,University of Bern,NA,NA,NA,NA,NA,0,Switzerland,0,0,NA,0
NCT04602442,10/1/2020,8/1/2021,Interventional,Safety and Efficiency of Method of Exosome Inhalation in COVID-19 Associated Pneumonia,Enrolling by invitation,Phase 2,"State-Financed Health Facility ""Samara Regional Medical Center Dinasty""",NA,NA,NA,NA,NA,0,Russian Federation,0,0,EXO 1 inhalation|EXO 2 inhalation|Placebo inhalation,0
NCT04602260,6/9/2020,9/30/2021,Observational,Functional Recovery of Hospitalised Patients With COVID-19: The COREG Extension Study,Recruiting,NA,McMaster University,NA,NA,NA,NA,NA,0,Canada,0,0,NA,0
NCT04602000,9/25/2020,12/31/2020,Interventional,To Evaluate the Safety and Efficacy of CT-P59 in Patients With Mild to Moderate Syptoms of Severe Acute Respiratory Syndrome COVID-19,Recruiting,Phase 2/Phase 3,Celltrion,NA,NA,NA,NA,NA,0,"Korea, Republic of",0,0,CT-P59/Placebo,0
NCT04601090,9/16/2020,9/30/2022,Observational [Patient Registry],Survival Rates and Longterm Outcomes After COVID-19,Recruiting,NA,Oslo University Hospital,NA,NA,NA,NA,NA,0,Norway,0,1,ICU treatment,0
NCT04601077,11/1/2020,6/1/2021,Interventional,The Evaluation of Nitric Oxide Generating Lozenges on Outcome in Newly Diagnosed COVID-19 Patient of African Americans,Recruiting,Phase 1/Phase 2,Nitric Oxide Innovations LLC,NA,NA,NA,NA,NA,1,United States,0,1,"Nitric Oxide lozenges, 30 mg|Placebo",0
NCT04601012,9/20/2020,10/20/2020,Observational,OCTA Study: Retinal Vascular Changes in Patients With SARS-CoV-2 Infection,Completed,NA,Federico II University,NA,NA,NA,NA,NA,0,Italy,0,2,Optical coherence tomography angiography,0
NCT04600999,10/7/2020,6/30/2021,Interventional,Clinical Trial of Favipiravir Treatment of Patients With COVID-19,Recruiting,Phase 3,University of Pecs,NA,NA,NA,NA,NA,0,Hungary,0,0,Favipiravir,0
NCT04600440,4/25/2020,12/31/2021,Interventional,Convalescent Plasma in the Treatment of Covid-19,Recruiting,N/A,Skane University Hospital,NA,NA,NA,NA,NA,0,Sweden,0,0,Convalescent plasma,0
NCT04599998,10/15/2020,2/15/2021,Observational,Long-term Follow-up Findings of Inpatients for COVID-19 Pneumonia,Enrolling by invitation,NA,Koc University Hospital,NA,NA,NA,NA,NA,0,Turkey,0,0,"spirometry, thoracic CT, CPET, 6 minute walking test, SF-36 questionnaire",0
NCT04598620,9/19/2020,10/1/2021,Observational,Non-invasive Prognostication of COVID-19 Patients by Use of Biomarkers in Exhaled Breath Condensate,Recruiting,NA,Aalborg University Hospital,NA,NA,NA,NA,NA,0,Denmark,0,1,NA,0
NCT04598347,8/8/2020,1/8/2022,Observational [Patient Registry],Evaluation of the Possible Vertical Transmission of SARS-CoV-2 Through Study of Amniotic Fluid and Chorionic Villi of Affected Pregnant Women for the COVID-19,Recruiting,NA,FundaciÃ³ Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau,NA,NA,NA,NA,NA,0,Spain,0,1,NA,0
NCT04598256,6/1/2020,8/31/2020,Observational [Patient Registry],Endoscopic Procedures of Children in the Normalization Process of Covid-19 Pandemic,Completed,NA,Tepecik Training and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,2,Endoscopic procedure,0
NCT04597047,8/20/2020,10/31/2022,Interventional,Research & Evaluation of LumiraDx SARS-CoV-2 (COVID-19) Point of Care Ab Test,Recruiting,N/A,LumiraDx UK Limited,NA,NA,NA,NA,NA,1,United States,0,0,Capillary Collection & Testing|Venous Draw & Testing,0
NCT04597034,10/2/2020,12/30/2021,Interventional,Efficacy and Safety of a Highly Selective Semipermeable Membrane (AN-69 Oxiris) vs (Standard AN-69) in COVID-19,Recruiting,N/A,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,NA,NA,NA,NA,NA,0,Mexico,0,0,AN69-Oxiris|AN69-Standard,0
NCT04596098,4/30/2020,6/30/2021,Observational,Immune Responses to COVID-19; Isolation of Neutralizing Antibodies for Therapeutics and Vaccine.,Recruiting,NA,"University Hospital, Grenoble",NA,NA,NA,NA,NA,0,France,0,1,Blood sampling,0
NCT04596085,9/16/2020,11/30/2020,Interventional,"Study to Evaluate Efficacy and Safety of ""VIRACIDE"" IN THE MANAGEMENT OF CORONA VIRUS DISEASE 2019 (COVID-19)",Recruiting,N/A,"The Herb, Inc",NA,NA,NA,NA,NA,0,India,0,6,Investigational Product - ViraCide|Placebo - Starch Powder Soft gels,0
NCT04595240,5/1/2020,10/15/2020,Observational,Semen Analysis Changes in Covid-19 Positivepatients,Completed,NA,Assiut University,NA,NA,NA,NA,NA,0,Egypt,0,0,semen analysis,0
NCT04595110,3/25/2020,4/25/2021,Observational,Hemostatic Profile in Patients Affected by COVID-19,Recruiting,NA,A.O. Ospedale Papa Giovanni XXIII,NA,NA,NA,NA,NA,0,Italy,0,0,Observational study,0
NCT04594668,4/24/2020,4/24/2021,Interventional,Senicapoc in COVID-19 Patients With Severe Respiratory Insufficiency,Recruiting,Phase 2,University of Aarhus,NA,NA,NA,NA,NA,0,Denmark,0,0,Senicapoc,0
NCT04594330,6/1/2020,12/31/2020,Interventional,Virgin Coconut Oil (VCO) as a Potential Adjuvant Therapy in COVID-19 Patients,Recruiting,Phase 2,Gadjah Mada University,NA,NA,NA,NA,NA,0,Indonesia,0,0,virgin coconut oil (VCO)|placebo,0
NCT04594291,10/7/2020,9/30/2023,Observational,MRI Changes of Acute Kidney Injury in COVID-19,Recruiting,NA,University Hospitals of Derby and Burton NHS Foundation Trust,NA,NA,NA,NA,NA,0,United Kingdom,0,0,MRI scans,0
NCT04593654,3/1/2020,8/15/2020,Observational,Dosing of Thromboprophylaxis and Mortality in Critically Ill COVID-19 Patients,Completed,NA,Karolinska Institutet,NA,NA,NA,NA,NA,0,Sweden,0,0,Dose of tinzaparin or dalteparin,0
NCT04593641,9/4/2020,10/22/2020,Interventional,"This is a Phase 1 Study to Evaluate the Safety,Tolerability and Virology of CT P59 in Patients With Mild Symptoms of Symptoms of Coronavirus Disease (COVID-19)","Active, not recruiting",Phase 1,Celltrion,NA,NA,NA,NA,NA,0,"Korea, Republic of",0,0,CT-P59,0
NCT04593069,10/7/2020,2/28/2021,Interventional,The COGCOV Study in ICU Patients,Recruiting,N/A,Ziekenhuis Oost-Limburg,NA,NA,NA,NA,NA,0,Belgium,0,1,Neurocognitive assessment,0
NCT04592354,10/15/2020,4/15/2021,Interventional,Anhydrous Enol-Oxaloacetate (AEO) on Improving Fatigue in Post-COVID-19 Survivors,Recruiting,N/A,Terra Biological LLC,NA,NA,NA,NA,NA,1,United States,0,0,Oxaloacetate Medical Food/Dietary Supplement,0
NCT04591600,7/1/2020,9/30/2020,Interventional,Effectiveness of Ivermectin and Doxycycline on COVID-19 Patients,Completed,Phase 1/Phase 2,Alkarkh Health Directorate-Baghdad,NA,NA,NA,NA,NA,0,Iraq,0,0,Ivermectin and Doxycyline|Standard of care,0
NCT04590170,10/30/2020,10/30/2022,Observational,French Cohort of COVID-19 Patients With Post-intensive Care Syndrome,Recruiting,NA,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,1,Post-intensive Care unit syndrome,0
NCT04590053,10/20/2020,2/28/2021,Interventional,"Allocetra-OTS in COVID-19, Phase II",Recruiting,Phase 2,Hadassah Medical Organization,NA,NA,NA,NA,NA,0,Israel,0,2,Allocetra-OTS,0
NCT04589949,10/12/2020,11/1/2022,Interventional,Early Convalescent Plasma Therapy for High-risk Patients With COVID-19 in Primary Care (the CoV-Early Study),Recruiting,Phase 3,Erasmus Medical Center,NA,NA,NA,NA,NA,0,Netherlands,0,0,ConvP|FFP,0
NCT04589936,9/3/2020,6/30/2021,Interventional,Prone Position to Improve Oxygenation in COVID-19 Patients Outside Critical Care,Recruiting,N/A,Cambridge University Hospitals NHS Foundation Trust,NA,NA,NA,NA,NA,0,United Kingdom,0,0,Prone positioning,0
NCT04589117,5/27/2020,8/2/2020,Interventional,Expressive Writing for COVID-19 Resilience for Parents,Completed,N/A,Duke University,NA,NA,NA,NA,NA,1,United States,0,0,Expressive writing,0
NCT04588909,3/23/2020,9/22/2020,Observational,Outcomes of Elective Colorectal Cancer Surgery During COVID 19 Pandemic: Implications for Cancer Care Policy,"Active, not recruiting",NA,Sheri Kashmir Institute of Medical Sciences,NA,NA,NA,NA,NA,0,India,0,0,Colorectal resections,0
NCT04587921,6/22/2020,1/22/2021,Interventional,Feasibility and Impact of Remote Oximetry in Patients Hospitalized With Covid-19,Recruiting,N/A,University of Sao Paulo General Hospital,NA,NA,NA,NA,NA,0,Brazil,0,0,Digital oximeter monitoring,0
NCT04587414,3/6/2019,10/31/2020,Interventional,eHealth Intervention on Physical Activity for Type 2 Diabetics - Frustrated by COVID-19,"Active, not recruiting",N/A,UKK Institute,NA,NA,NA,NA,NA,0,Finland,0,0,eHealth +counselling contacts|eHealth|Usual care,0
NCT04587375,3/1/2020,5/1/2020,Observational,Diagnosis of Endocrine Dysfunctions in Covid-19,Completed,NA,"University Hospital, Montpellier",NA,NA,NA,NA,NA,0,France,0,0,NA,0
NCT04587323,5/22/2020,3/20/2023,Observational,VEGF and sFlt-1 Levels in the Pathogenesis and Severity of COVID-19 Disease,Recruiting,NA,University of Alabama at Birmingham,NA,NA,NA,NA,NA,1,United States,0,0,NA,0
NCT04587258,8/28/2020,9/1/2022,Observational,Improving Cancer Screening and Prevention During the COVID-19 Pandemic in Underserved Populations of Rhode Island,Recruiting,NA,Rhode Island Hospital,NA,NA,NA,NA,NA,1,United States,0,0,Informational videos and social media campaigns encouraging cancer screening.,0
NCT04587219,10/22/2020,3/30/2021,Interventional,"The Study of ""Gam-COVID-Vac"" Vaccine Against COVID-19 With the Participation of Volunteers of 60 y.o and Older","Active, not recruiting",Phase 2,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",NA,NA,NA,NA,NA,0,Russian Federation,0,5,Gam-COVID-Vac,1
NCT04586413,10/7/2020,10/31/2022,Observational,Post Acute COVID-19 Quality of Life (PAC-19QoL) Tool Development and Patient Registry (PAC-19QoLReg),Recruiting,NA,Medialis Ltd.,NA,NA,NA,NA,NA,0,United Kingdom,0,1,No intervention - quality of life measure,0
NCT04586140,11/9/2020,4/30/2021,Observational,Operation of the GHPSJ Clinical Ethical Reflection Assistance Group During the COVID-19 Period,Recruiting,NA,Groupe Hospitalier Paris Saint Joseph,NA,NA,NA,NA,NA,0,France,0,1,NA,0
NCT04586114,3/1/2020,5/31/2020,Observational,Effect of Corticosteroid Treatment on Prognosis in ARDS Secondary to Covid-19,"Active, not recruiting",NA,"Central Hospital, Nancy, France",NA,NA,NA,NA,NA,0,France,0,1,Corticosteroids and Derivatives,0
NCT04584658,9/15/2020,10/31/2021,Observational,Dysphagia and Dysphonia Outcomes in SARS CoV-2 (COVID-19) Infection (DYADS Study),Recruiting,NA,Cambridge University Hospitals NHS Foundation Trust,NA,NA,NA,NA,NA,0,United Kingdom,0,2,Fibreoptic Endoscopic Evaluation of Swallowing (FEES)|Videofluoroscopy|Dysphagia Handicap Index (DHI)|Voice Symptom Scale (VoiSS),0
NCT04584606,6/27/2020,10/31/2020,Observational,Ain Shams University Experience: Clinical Determinants of Hospitalized COVID-19 Patients,Recruiting,NA,Ain Shams University,NA,NA,NA,NA,NA,0,Egypt,0,0,Lab workup (on admission and regularly during follow up).,0
NCT04584593,10/2/2020,2/28/2022,Interventional,Pilot Study to Detect SARS-CoV-2 Virus in Sperm,Recruiting,N/A,"University Hospital, Toulouse",NA,NA,NA,NA,NA,0,France,0,2,Sample,0
NCT04584580,8/1/2020,10/31/2020,Interventional,D-dimer Adjusted Versus Therapeutic Dose Low-molecular-weight Heparin in Patients With COVID-19 Pneumonia,Recruiting,Phase 4,Ain Shams University,NA,NA,NA,NA,NA,0,Egypt,0,0,low-molecular-weight heparin,0
NCT04583995,9/28/2020,1/31/2021,Interventional,"A Study Looking at the Effectiveness, Immune Response, and Safety of a COVID-19 Vaccine in Adults in the United Kingdom",Recruiting,Phase 3,Novavax,NA,NA,NA,NA,NA,0,United Kingdom,0,3,SARS-CoV-2 rS/Matrix M1-Adjuvant|Placebo|Licensed seasonal influenza vaccine,1
NCT04583865,10/7/2020,9/14/2021,Observational,Feasibility and Quality of TeleConsultation in Pediatric Anesthesia,"Active, not recruiting",NA,"University Hospital, Toulouse",NA,NA,NA,NA,NA,0,France,0,0,teleconsultation,0
NCT04583761,10/12/2020,2/28/2021,Observational,Tobacco and Nicotine Consumption and the Risk of Acquisition of Coronavirus Disease 2019 (COVID-19),"Active, not recruiting",NA,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,1,questionnaire,0
NCT04583566,10/4/2020,10/3/2021,Observational [Patient Registry],"Differential Expression of Cytokines, Transcriptome and miRNA in Coronavirus Disease 2019 (COVID-19) Egyptian's Patients",Recruiting,NA,Tanta University,NA,NA,NA,NA,NA,0,Egypt,0,1,COVID-19 Diagnostic and Assessment Tests,0
NCT04583449,8/19/2020,12/1/2020,Interventional,Mental Imagery to Increase Face Covering Use in UK-based Public Places During the COVID-19 Pandemic,Recruiting,N/A,University of East London,NA,NA,NA,NA,NA,0,United Kingdom,0,0,Mental imagery,0
NCT04583306,6/1/2020,12/15/2020,Observational [Patient Registry],The Salivary Raman COVID-19 Fingerprint,Recruiting,NA,Fondazione Don Carlo Gnocchi Onlus,NA,NA,NA,NA,NA,0,Italy,0,0,"Raman analysis of saliva, characterization of the Raman database and building of the classification model",0
NCT04583293,12/8/2020,10/31/2022,Observational,Acute kIDnEy Injury in coviD-19,Recruiting,NA,University Hospitals of Derby and Burton NHS Foundation Trust,NA,NA,NA,NA,NA,0,United Kingdom,0,2,No intervention,0
NCT04583189,10/1/2020,11/25/2020,Interventional,Evaluation of the Performance of the Covid-19 Ag BSS Rapid Antigenic Test in Symptomatic Children in a Pediatric Emergency Department,Completed,N/A,Centre Hospitalier Intercommunal Creteil,NA,NA,NA,NA,NA,0,France,0,2,Performance of the test antigenic and test RT-PCR,0
NCT04582318,11/8/2020,6/30/2021,Interventional,"A Phase 1/2 Study to Assess the Safety, Tolerability and Pharmacokinetics of NGM621 in Healthy Subjects, and to Assess the Safety, PK and Efficacy in Subjects With Moderate to Severe ARDS Caused by COVID-19",Recruiting,Phase 1/Phase 2,"NGM Biopharmaceuticals, Inc",NA,NA,NA,NA,NA,0,Australia,0,1,NGM621|Placebo,0
NCT04582214,9/28/2020,1/1/2021,Interventional,Oscillation and Lung Expansion Therapy in Patients With COVID-19,Recruiting,N/A,Hill-Rom,NA,NA,NA,NA,NA,1,United States,0,0,MetaNebÂ® System,0
NCT04581889,7/2/2020,7/31/2021,Observational,Prevalence of Antibodies Against SARS-CoV-2 Virus That Causes COVID-19 in TÃ¼bingen Children,Recruiting,NA,University Hospital Tuebingen,NA,NA,NA,NA,NA,0,Germany,0,1,Diagnostic test,0
NCT04581746,11/25/2020,12/31/2021,Interventional,Impact of the Epidemic of COVID-19 Infection Among People Living With HIV (SARS-CoV-2),Recruiting,N/A,Tourcoing Hospital,NA,NA,NA,NA,NA,0,France,0,1,questionnaire,0
NCT04581291,1/1/2020,6/1/2020,Interventional,The Effect of Aerobic Exercise on Immune Biomarkers and Symptoms Severity and Progression in Patients With COVID-19: A Pilot Randomized Control Trial,Completed,N/A,Istanbul Gelisim University,NA,NA,NA,NA,NA,0,Turkey,0,0,Moderate Intensity Aerobic Exercises,0
NCT04581161,8/28/2020,10/31/2020,Interventional,Proportional Open Ventilation (POV) Device and Its Efficacy in Managing Acute Respiratory Failure in COVID-19 Patients,Recruiting,N/A,Hill-Rom,NA,NA,NA,NA,NA,1,United States,0,0,Life2000Â® Ventilator,0
NCT04581135,5/1/2020,4/30/2023,Observational [Patient Registry],Study to Investigate Long-term Pulmonary and Extrapulmonary Effects of COVID-19,Recruiting,NA,"University Hospital Inselspital, Berne",NA,NA,NA,NA,NA,0,Switzerland,0,0,COVID-19,0
NCT04581096,10/2/2020,2/15/2021,Observational [Patient Registry],Mapping COVID-19 Spread in a Tertiary Hospital,Recruiting,NA,Hospital General Universitario de Valencia,NA,NA,NA,NA,NA,0,Spain,0,1,no intervention,0
NCT04581083,10/8/2020,10/10/2020,Observational,"Validation of Laboratory Techniques, Strategies, and Types of Samples for Epidemiological Control in the Covid-19 Pandemic",Completed,NA,Hunter College of City University of New York,NA,NA,NA,NA,NA,0,Bolivia,0,2,RT-PCR|LAMP|POOL RT-PCR|POOL LAMP,0
NCT04581070,4/29/2020,10/9/2020,Observational,"The COVID-IYON Study - Study Examining Data Pertaining to Clinical Outcomes and Organisational Responses to the 2020 SARS-CoV-2 Pandemic""",Terminated,NA,Cancer Trials Ireland,Study stopped due to low accrual,NA,NA,NA,NA,0,Ireland,0,1,NA,0
NCT04581044,9/17/2020,10/23/2020,Observational,Impact of COVID-19 on Psoriasis Practice,Completed,NA,Cairo University,NA,NA,NA,NA,NA,0,Egypt,0,1,NA,0
NCT04581018,8/13/2020,10/30/2021,Interventional,An Evaluation of a Synbiotic Formula for Patients With COVID-19 Infection,Recruiting,N/A,Chinese University of Hong Kong,NA,NA,NA,NA,NA,0,Hong Kong,0,1,Health supplements,0
NCT04579627,5/14/2020,6/8/2020,Observational,"Facial Hair, PPE and COVID-19",Completed,NA,Royal Cornwall Hospitals Trust,NA,NA,NA,NA,NA,0,United Kingdom,0,0,Questionnaire,0
NCT04579588,10/29/2020,12/1/2022,Observational,Understanding Immunity to the Flu Vaccine in COVID-19 Patients,Enrolling by invitation,NA,Stanford University,NA,NA,NA,NA,NA,1,United States,0,2,Flu shot,0
NCT04579471,7/1/2020,12/31/2021,Observational,Prevalence and Outcome of SARS-CoV-2 Infection & COVID-19 in Transplant Recipients: The COVITRA Study,Recruiting,NA,Universitaire Ziekenhuizen Leuven,NA,NA,NA,NA,NA,0,Belgium,0,1,SARS-CoV-2 IgG,0
NCT04579289,6/15/2020,9/1/2020,Observational,Managerial and Environmental Risk for COVID 19 in French Long Term Care Institutions,Completed,NA,Rennes University Hospital,NA,NA,NA,NA,NA,0,France,0,1,questionnaire,0
NCT04578210,9/4/2020,1/31/2021,Interventional,Safety Infusion of NatuRal KillEr celLs or MEmory T Cells as Adoptive Therapy in COVID-19 pnEumonia or Lymphopenia,Recruiting,Phase 1/Phase 2,Instituto de InvestigaciÃ³n Hospital Universitario La Paz,NA,NA,NA,NA,NA,0,Spain,0,1,T memory cells and NK cells,0
NCT04578197,8/18/2020,6/30/2022,Observational,NeuroCovid - a Study of Intensive Care-requiring Covid-19 Patients,Recruiting,NA,Karolinska University Hospital,NA,NA,NA,NA,NA,0,Sweden,0,0,NA,0
NCT04577235,6/5/2020,8/5/2020,Interventional,Correlation Between Thoracic Ultrasound and Thorax Computed Tomography Scores.,Completed,N/A,Gaziosmanpasa Taksim Research and Education Hospital,NA,NA,NA,NA,NA,0,Turkey,0,0,severity of lung involvement with COVID-19.,0
NCT04576299,9/1/2020,10/30/2020,Observational,Health Care Workers' Perception of Patient Safety During COVID-19 Pandemic,"Active, not recruiting",NA,Universidad Miguel Hernandez de Elche,NA,NA,NA,NA,NA,0,Chile|Colombia|Ecuador|Spain,0,0,Group 1,0
NCT04575571,4/29/2020,4/29/2025,Observational,MAVIPAN: My Life and the COVID-19 Pandemic,Recruiting,NA,Laval University,NA,NA,NA,NA,NA,0,Canada,0,0,"No intervention, this is an observational study that uses validated questionnaires and qualitative interviews..",0
NCT04575168,10/30/2020,11/30/2020,Observational,Clinical Study Spartan COVID-19 V2 System,Recruiting,NA,Spartan Bioscience Inc.,NA,NA,NA,NA,NA,1,United States,0,2,Spartan COVID-19 Test,0
NCT04575064,6/29/2020,3/31/2022,Interventional,An International Randomized Trial of Additional Treatments for COVID-19 in Hospitalized Patients Who Are All Receiving the Local Standard of Care - WHO-SOLIDARITY-GERMANY,"Active, not recruiting",Phase 2/Phase 3,"Klinikum Bremen-Mitte, gGmbH",NA,NA,NA,NA,NA,0,Germany,0,0,Standard of Care (SoC)|Remdesivir,0
NCT04574219,11/3/2020,10/31/2022,Interventional,Virtual Parental Presence on Induction,Recruiting,N/A,"Children's Hospital Medical Center, Cincinnati",NA,NA,NA,NA,NA,1,United States|Canada,0,1,Use of Facetime with child and parents during induction,0
NCT04573868,3/1/2020,6/30/2020,Observational [Patient Registry],"National Study ""AEC COVID-19""",Recruiting,NA,Hospitales Universitarios Virgen del RocÃ­o,NA,NA,NA,NA,NA,0,Spain,0,0,NA,0
NCT04573634,5/15/2020,12/31/2023,Observational,A Registry Study of COVID-19 Serologic and Virologic Testing to Accelerate Recovery and Transition,Recruiting,NA,University of Kentucky,NA,NA,NA,NA,NA,1,United States,0,1,NA,0
NCT04573361,5/2/2020,5/27/2020,Interventional,Access to Chiropractic Care During the COVID-19 Healthcare Emergency in Spain,Completed,N/A,Real Centro Universitario Maria Cristina,NA,NA,NA,NA,NA,0,Spain,0,0,Chiropractic care (one visit)|Chiropractic care (more than one visit),0
NCT04573335,6/1/2020,7/15/2020,Observational,Diabetes Outcomes in COVID-19 Pandemic,Completed,NA,"Services Institute of Medical Sciences, Pakistan",NA,NA,NA,NA,NA,0,Pakistan,0,0,NA,0
NCT04573322,9/10/2020,11/14/2021,Interventional,Safety and Efficacy of Trans Sodium Crocetinate (TSC) in SARS-CoV-2 (COVID-19) Infected Subjects,Recruiting,Phase 1/Phase 2,Diffusion Pharmaceuticals Inc,NA,NA,NA,NA,NA,0,Romania,0,0,Trans Sodium Crocetinate|Normal saline,0
NCT04573270,4/24/2020,8/20/2020,Interventional,Mesenchymal Stem Cells for the Treatment of COVID-19,Completed,Phase 1,Thomas Advanced Medical LLC,NA,NA,NA,NA,NA,1,United States,0,0,PrimePro|Placebo,0
NCT04573153,9/21/2020,1/31/2021,Interventional,Metabolic Cofactor Supplementation and Hydroxychloroquine Combination in Covid-19 Patients,Recruiting,Phase 2/Phase 3,ScandiBio Therapeutics AB,NA,NA,NA,NA,NA,0,Turkey,0,1,Hydroxychloroquine + Metabolic cofactor supplementation|Hydroxychloroquine + Sorbitol,0
NCT04572438,8/1/2020,4/1/2021,Observational,A Cohort Study of Mechanically Ventilated COVID-19 Patients Undergoing Tracheostomy,Recruiting,NA,"University College, London",NA,NA,NA,NA,NA,0,United Kingdom,0,0,Tracheostomy,0
NCT04572412,11/25/2020,4/30/2021,Interventional,Low Dose Lung Radiotherapy to Treat COVID-19 Pneumonia,Recruiting,N/A,Lancashire Teaching Hospitals NHS Foundation Trust,NA,NA,NA,NA,NA,0,United Kingdom,0,2,Low dose Radiotherapy,0
NCT04570982,7/30/2020,10/30/2020,Observational,Clinical Protocol for Convalescent Plasma and Remdesivir Therapy in Nepal,Recruiting,NA,Nepal Health Research Council,NA,NA,NA,NA,NA,0,Nepal,0,0,Convalescent Plasma,0
NCT04570397,12/18/2020,5/31/2021,Interventional,Ravulizumab and COVID-19,Recruiting,Phase 3,Brigham and Women's Hospital,NA,NA,NA,NA,NA,1,United States,0,1,Ravulizumab,0
NCT04570189,10/1/2020,1/31/2021,Observational,"Evaluating Auscul-X, a Touch Free Digital Stethoscope",Recruiting,NA,AusculSciences Canada Inc.,NA,NA,NA,NA,NA,0,Canada,0,1,Auscul-X,0
NCT04569851,1/1/2020,10/1/2021,Observational,Clinical Characteristics and Prognostic Factors of Patients With COVID-19 (Coronavirus Disease 2019),Enrolling by invitation,NA,Medsavana,NA,NA,NA,NA,NA,0,Spain,0,0,NA,0
NCT04569383,10/5/2020,5/31/2021,Interventional,"Safety, Tolerability and Immunogenicity of the Candidate Vaccine MVA-SARS-2-S Against COVID-19",Recruiting,Phase 1,UniversitÃ¤tsklinikum Hamburg-Eppendorf,NA,NA,NA,NA,NA,0,Germany,0,1,MVA-SARS-2-S vaccinations (days 0 & 28),1
NCT04569292,1/1/2020,4/30/2021,Observational,COVID-19 Infection in Cancer Pantients,Recruiting,NA,Ospedale Andrea Tortora di Pagani,NA,NA,NA,NA,NA,0,Italy,0,0,No intervention on patients,0
NCT04569266,8/7/2020,11/7/2021,Interventional,Effectiveness of an Exercise Re-training Program on Dyspnea in Patients After Acute Respiratory Distress Syndrome Secondary to Severe COVID-19 Pneumonia in Post-ICU,Recruiting,N/A,Groupe Hospitalier Paris Saint Joseph,NA,NA,NA,NA,NA,0,France,0,0,specific exercise rehabilitation treatment,0
NCT04568876,10/23/2020,11/30/2021,Interventional,Micronized and Ultramicronized Palmitoylethanolamide in COVID-19 Patients,Recruiting,Phase 4,Epitech Group SpA,NA,NA,NA,NA,NA,0,Italy,0,2,"Micronized and ultra-micronized Palmitoylethanolamide (mPEA and umPEA, 300mg + 600mg) oral suspension|Standard Therapy",0
NCT04568655,2/1/2020,7/1/2020,Observational,The Noninvasive Ventilation to COVID-19 Patients,Completed,NA,The First Affiliated Hospital of Guangzhou Medical University,NA,NA,NA,NA,NA,0,China,0,0,noninvasive ventilation,0
NCT04568148,4/15/2020,12/31/2021,Observational,COVID-19 Biorepository,Recruiting,NA,University of Kansas Medical Center,NA,NA,NA,NA,NA,1,United States,0,0,NA,0
NCT04568564,10/1/2020,5/1/2021,Interventional,Telerehabilitation in Lung Surgery Patients,Recruiting,N/A,Istanbul Medipol University Hospital,NA,NA,NA,NA,NA,0,Turkey,0,2,"Breathing exercise, intensive spirometry use, supported cough, progressive mobilisation and ambulation|Exercise booklet",0
NCT04568421,8/18/2020,12/31/2021,Observational [Patient Registry],Argentinian Registry of Patients With Rheumatic Diseases and COVID-19 Infection,Recruiting,NA,Sociedad Argentina de Reumatologia,NA,NA,NA,NA,NA,0,Argentina,0,0,Immunosuppressive Agents,0
NCT04568005,6/1/2020,8/1/2020,Observational [Patient Registry],Evaluation of Lymphedema Patients Status During Covid-19 Pandemic,Completed,NA,Fatih Sultan Mehmet Training and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,1,NA,0
