nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,pubmed_links,ctg_links,Abstract,Registry,Total_pubs,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04454606,5/1/2020,5/15/2020,Interventional,The New Silicone N99 Half-Piece Respirator,Completed,Not Applicable,Bangkok Metropolitan Administration Medical College and Vajira Hospital,NA,https://pubmed.ncbi.nlm.nih.gov/32461699,https://clinicaltrials.gov/ct2/show/NCT04454606,0,1,1,Thailand,0,0,Fit test|Filtration Test,0
NCT04715607,1/22/2021,5/30/2021,Interventional,"COVID-19: SARS-CoV-2 Detection in Saliva, Oropharyngeal and Nasopharyngeal Specimens",Completed,Not Applicable,"Rigshospitalet, Denmark",NA,https://pubmed.ncbi.nlm.nih.gov/33832565,https://clinicaltrials.gov/ct2/show/NCT04715607,1,0,1,Denmark,0,4,Sequence of testing.,0
NCT04568525,7/1/2020,7/25/2020,Interventional,Passive Microwave Radiometry (MWR) and AI for COVID-19 Complications Early Diagnostics of Lungs,Completed,Not Applicable,Kyrgyz State Medical Academy,NA,https://pubmed.ncbi.nlm.nih.gov/33562419,https://clinicaltrials.gov/ct2/show/NCT04568525,1,0,1,Kyrgyzstan,0,0,Passive Microwave Radiometry,0
NCT04537858,6/18/2020,8/20/2020,Interventional,Virtual Reality Therapy Influence on Heart Rate Variability of Inpatients With COVID-19,"Active, not recruiting",Not Applicable,University of Sao Paulo,NA,https://pubmed.ncbi.nlm.nih.gov/33716889,https://clinicaltrials.gov/ct2/show/NCT04537858,1,0,1,Brazil,0,0,Virtual reality therapy first|Conventional therapy first,0
NCT04380909,5/6/2020,7/29/2021,Interventional,ROCO - Self-help for People With Psychological Distress Due to the Covid-19 Situation,Completed,Not Applicable,University of Bern,NA,https://pubmed.ncbi.nlm.nih.gov/33648555,https://clinicaltrials.gov/ct2/show/NCT04380909,1,0,1,Switzerland,0,3,Internet-based self-help|Internet-based self-help after 3 weeks,0
NCT04841681,6/7/2020,8/25/2020,Interventional,Video-based Psychotherapy for COVID-19 Patients in Isolation Ward in Jakarta,Completed,Not Applicable,Indonesia University,NA,https://pubmed.ncbi.nlm.nih.gov/32406348,https://clinicaltrials.gov/ct2/show/NCT04841681,0,6,6,Indonesia,0,0,Video-based Psychotherapy,0
NCT04555005,3/10/2020,4/26/2020,Interventional,Mindfulness-based Crisis Intervention for COVID-19 Frontline Healthcare Workers During COVID-19,Completed,Not Applicable,Instituto de InvestigaciÃ³n Hospital Universitario La Paz,NA,https://pubmed.ncbi.nlm.nih.gov/33329103,https://clinicaltrials.gov/ct2/show/NCT04555005,1,0,1,Spain,0,0,Mindfulness based intervention,0
NCT04430608,5/25/2020,4/25/2021,Interventional,Remote Continues Glucose Monitoring During the COVID-19 Pandemic in Quarantined Hospitalized Patients,Recruiting,Not Applicable,Nordsjaellands Hospital,NA,https://pubmed.ncbi.nlm.nih.gov/33239100,https://clinicaltrials.gov/ct2/show/NCT04430608,1,0,1,Denmark,0,0,Dexcom G6,0
NCT04438070,4/10/2020,6/30/2020,Interventional,COVID Screening Strategies in Homeless Shelters,Recruiting,Not Applicable,St. Joseph's Healthcare Hamilton,NA,https://pubmed.ncbi.nlm.nih.gov/33225995,https://clinicaltrials.gov/ct2/show/NCT04438070,1,0,1,Canada,0,0,COVID-19 Swab,0
NCT04642326,6/26/2020,7/1/2020,Interventional,Study Investigating the Effects of UVC Beam and Laser Beam Therapy According to Standard Therapy in Patients With Covid-19 Diagnosis,"Active, not recruiting",Not Applicable,RD Global AraÅŸtirma GeliÅŸtirme SaÄŸlik IlaÃ§ InÅŸaat Yatirimlari A.Åž.,NA,https://pubmed.ncbi.nlm.nih.gov/31930543,https://clinicaltrials.gov/ct2/show/NCT04642326,0,7,7,Turkey,0,0,Test Group: experimental - UVC Therapy applied,0
NCT05172102,12/20/2021,5/20/2022,Interventional,Quality of Life and Lung Function on Post Covid-19 Patient,Recruiting,Not Applicable,Qassim University,NA,https://pubmed.ncbi.nlm.nih.gov/31499605,https://clinicaltrials.gov/ct2/show/NCT05172102,0,3,3,Saudi Arabia,0,0,"breathing exercise, Aerobic exercises",0
NCT04786483,11/1/2020,1/30/2021,Interventional,The Effect of Laughter Therapy on Students in the COVID-19 Pandemic,"Active, not recruiting",Not Applicable,Zonguldak Bulent Ecevit University,NA,https://pubmed.ncbi.nlm.nih.gov/32377489,https://clinicaltrials.gov/ct2/show/NCT04786483,0,1,1,Turkey,0,0,Laughter Theraphy,0
NCT04333589,4/1/2020,6/1/2020,Interventional,Corona Virus Disease 2019 Patients Whose Nucleic Acids Changed From Negative to Positive,Recruiting,Not Applicable,Peking University First Hospital,NA,https://pubmed.ncbi.nlm.nih.gov/32503657,https://clinicaltrials.gov/ct2/show/NCT04333589,1,0,1,China,0,2,Favipiravir,0
NCT05080920,10/28/2020,9/30/2022,Interventional,RosmalipÂ® for Cancer Infections Prevention,Enrolling by invitation,Not Applicable,FundaciÃ³n InvestigaciÃ³n E InnovaciÃ³n BiomÃ©dica Hospital Universitario Infanta Sofia-Henares,NA,https://pubmed.ncbi.nlm.nih.gov/31450563,https://clinicaltrials.gov/ct2/show/NCT05080920,0,5,5,Spain,0,0,RosmalipÂ®|Placebo,0
NCT04549337,9/25/2020,5/1/2021,Interventional,Feasibility and Safety of High-intensity Exercise Training in Patients Surviving COVID-19,Recruiting,Not Applicable,"Rigshospitalet, Denmark",NA,https://pubmed.ncbi.nlm.nih.gov/34794987,https://clinicaltrials.gov/ct2/show/NCT04549337,1,0,1,Denmark,0,2,Exercise training,0
NCT04425616,6/4/2020,11/30/2021,Interventional,SafeFit Trial: Virtual Clinics to Deliver Universal Interventions in People With Cancer,Recruiting,Not Applicable,University Hospital Southampton NHS Foundation Trust,NA,https://pubmed.ncbi.nlm.nih.gov/34446487,https://clinicaltrials.gov/ct2/show/NCT04425616,1,0,1,United Kingdom,0,1,Exercise|Psychological and Behaviour Change Support|Nutrition,0
NCT04549376,7/1/2020,10/20/2020,Interventional,Virucidal Effect of Povidone Iodine on COVID-19 In-Vivo,Recruiting,Phase 2,"Pi Research Consultancy Center, Bangladesh",NA,https://pubmed.ncbi.nlm.nih.gov/33397432,https://clinicaltrials.gov/ct2/show/NCT04549376,1,0,1,Bangladesh,0,0,Povidone-Iodine 0.4% NI|Povidone-Iodine 0.5% NI|Povidone-Iodine 0.6% NI|Povidone-Iodine 0.5% NS|Povidone-Iodine 0.6% NS|Placebo comparator: DW-NI|Placebo comparator: DW-NS,0
NCT04349618,4/15/2020,4/15/2023,Interventional,Ultraprotective Ventilation Without Extracorporeal Circulation During COVID 19 Pneumonia,Recruiting,Not Applicable,Hospices Civils de Lyon,NA,https://pubmed.ncbi.nlm.nih.gov/34635128,https://clinicaltrials.gov/ct2/show/NCT04349618,1,0,1,France,0,2,PROTECTIVE VENTILATION|ULTRAPROTECTIVE VENTILATION,0
NCT04663594,12/4/2020,2/10/2021,Interventional,Online Culture for Mental Health in People Aged 16-24,Completed,Not Applicable,University of Oxford,NA,https://pubmed.ncbi.nlm.nih.gov/34294126,https://clinicaltrials.gov/ct2/show/NCT04663594,1,0,1,United Kingdom,0,2,WofB|Ashmolean Website,0
NCT04403646,6/12/2020,10/20/2020,Interventional,Tannin Specific Natural Extract for COVID-19 Infection,Terminated,Not Applicable,Hospital de Clinicas JosÃ© de San MartÃ­n,low rate of covid patients,https://pubmed.ncbi.nlm.nih.gov/33910614,https://clinicaltrials.gov/ct2/show/NCT04403646,1,0,1,Argentina,0,1,ARBOX|PLACEBO,0
NCT04813770,4/6/2021,4/26/2021,Interventional,The Impact of Theory-based Messaging on Covid-19 Vaccination Intentions,Completed,Not Applicable,University of Glasgow,NA,https://pubmed.ncbi.nlm.nih.gov/33926540,https://clinicaltrials.gov/ct2/show/NCT04813770,1,0,1,United Kingdom,0,1,Theory-based messages|General messages,1
NCT04786080,5/19/2021,10/30/2021,Interventional,Supporting Parents & Kids Through Lockdown Experiences (SPARKLE).,"Active, not recruiting",Not Applicable,King's College London,NA,https://pubmed.ncbi.nlm.nih.gov/33838678,https://clinicaltrials.gov/ct2/show/NCT04786080,1,0,1,United Kingdom,0,2,Parent Positive,0
NCT04391140,5/13/2020,12/31/2020,Interventional,Prone Positioning and High-flow Nasal Cannula in COVID-19 Induced ARDS,Recruiting,Not Applicable,Hospital Universitari Vall d'Hebron Research Institute,NA,https://pubmed.ncbi.nlm.nih.gov/33177145,https://clinicaltrials.gov/ct2/show/NCT04391140,1,0,1,Spain,0,2,Prone position,0
NCT04455360,10/1/2020,9/20/2021,Interventional,Early EMDR Following Covid-19 Critical Illness: A Feasibility Trial,Completed,Not Applicable,University Hospital Southampton NHS Foundation Trust,NA,https://pubmed.ncbi.nlm.nih.gov/33203440,https://clinicaltrials.gov/ct2/show/NCT04455360,1,0,1,United Kingdom,0,2,Eye Movement Desensitisation and Reprocessing Recent traumatic Event Protocol,0
NCT04321928,4/1/2020,4/21/2021,Interventional,Personalized Health Education Against the Health Damage of Novel Coronavirus (COVID-19) Outbreak in Hungary,Recruiting,Not Applicable,University of Pecs,NA,https://pubmed.ncbi.nlm.nih.gov/32993779,https://clinicaltrials.gov/ct2/show/NCT04321928,1,0,1,Hungary,0,2,Personalized health education|General health education,0
NCT04399317,5/28/2020,7/31/2020,Interventional,Flow Controlled Ventilation in ARDS Associated With COVID-19,Recruiting,Not Applicable,Hamad Medical Corporation,NA,https://pubmed.ncbi.nlm.nih.gov/32917259,https://clinicaltrials.gov/ct2/show/NCT04399317,1,0,1,Qatar,0,1,Flow controlled ventilation (Evone-ventilator),0
NCT04368156,4/20/2020,2/23/2021,Interventional,Study Assessing Vagus Nerve Stimulation in CoViD-19 Respiratory Symptoms,"Active, not recruiting",Not Applicable,Hospital ClÃ­nico Universitario de Valencia,NA,https://pubmed.ncbi.nlm.nih.gov/32586395,https://clinicaltrials.gov/ct2/show/NCT04368156,1,0,1,Spain,0,1,gammaCoreÂ® (Vagus nerve stimulation),0
NCT04334265,4/1/2020,6/1/2020,Interventional,Efficacy and Safety of Anluohuaxian in the Treatment of Rehabilitation Patients With Corona Virus Disease 2019,Recruiting,Not Applicable,Peking University First Hospital,NA,https://pubmed.ncbi.nlm.nih.gov/32513299,https://clinicaltrials.gov/ct2/show/NCT04334265,1,0,1,China,0,1,Anluohuaxian,0
NCT04428099,1/13/2020,1/12/2022,Interventional,Healthy Lifestyle Promotion as Adjunctive Teletherapy for Treatment-resistant Major Depression,Recruiting,Not Applicable,University of the Balearic Islands,NA,https://pubmed.ncbi.nlm.nih.gov/33157937,https://clinicaltrials.gov/ct2/show/NCT04428099,1,0,1,Spain,0,0,Lifestyle change promotion program|Mindfullness based cognitive program|Written Information,0
NCT04366882,4/14/2020,12/31/2020,Interventional,Minimal Invasive Autopsies to Investigate Changes in Deceased COVID-19 Patients,Recruiting,Not Applicable,Jessa Hospital,NA,https://pubmed.ncbi.nlm.nih.gov/33175911,https://clinicaltrials.gov/ct2/show/NCT04366882,2,0,2,Belgium,0,0,NA,0
NCT04506268,9/9/2020,10/30/2020,Interventional,COVID-19 SAFE Enrollment,Completed,Not Applicable,University of Pennsylvania,NA,NA,NA,NA,NA,NA,United States,0,6,Opt-out Recruitment Email|Opt-in Recruitment Email,0
NCT04505592,9/25/2020,10/31/2021,Interventional,Tenecteplase in Patients With COVID-19,Enrolling by invitation,Phase 2,Icahn School of Medicine at Mount Sinai,NA,NA,NA,NA,NA,NA,United States,0,5,Tenecteplase|Placebo,0
NCT04502667,7/15/2020,2/28/2021,Interventional,Efficacy of Vitamin D Treatment in Pediatric Patients Hospitalized by COVID-19,Recruiting,Phase 3,"CoordinaciÃ³n de InvestigaciÃ³n en Salud, Mexico",NA,NA,NA,NA,NA,NA,Mexico,0,0,Cholecalciferol,0
NCT04508075,8/10/2020,1/9/2021,Interventional,"Efficacy, Safety and Immunogenicity Study of SARS-CoV-2 Inactivated Vaccine",Completed,Phase 3,PT Bio Farma,NA,NA,NA,NA,NA,NA,Indonesia,0,3,SARS-CoV-2 vaccine (inactivated)|Placebo,1
NCT04502342,6/1/2020,8/30/2020,Interventional,"Add on to Azythromycine, Phytomedicine and/or Antimalarial Drug vs Hydroxychloroquine in Uncomplicated COVID-19 Patients",Enrolling by invitation,Phase 2,Institute for Research and Development of Medicinal and Food Plants of Guinea,NA,NA,NA,NA,NA,NA,Guinea,0,1,Hydroxycloroquine and Azythromycine|Cospherunate/Azythromycine|Cospherunate/Phytomedicine/Azythromycien,0
NCT04505761,8/1/2020,2/1/2021,Interventional,"The Usability, Feasibility, and Tolerability of Virtual Reality for Rehabilitation From COVID-19",Completed,Not Applicable,Radboud University,NA,NA,NA,NA,NA,NA,Netherlands,0,2,Virtual Reality,0
NCT04558125,9/8/2020,7/10/2021,Interventional,Low-Dose Tenecteplase in Covid-19 Diagnosed With Pulmonary Embolism,Terminated,Phase 4,Cedars-Sinai Medical Center,Identification of eligible patients was slower than anticipated.,NA,NA,NA,NA,NA,United States,1,4,TNKase|Placebo|Enoxaparin,0
NCT04500366,8/26/2020,10/31/2021,Interventional,GERAS Frailty Rehabilitation at Home During COVID-19,"Active, not recruiting",Not Applicable,McMaster University,NA,NA,NA,NA,NA,NA,Canada,0,2,Socialization|Virtual Group Exercise|Nutrition Consult and Protein Supplementation|Medication Review,0
NCT04501783,5/20/2020,7/29/2020,Interventional,Study of Efficacy and Safety of TL-FVP-t vs. SOC in Patients With Mild to Moderate COVID-19,"Active, not recruiting",Phase 3,R-Pharm,NA,NA,NA,NA,NA,NA,Russian Federation,0,0,Favipiravir|Standard of care (SOC)|standard concomitant therapy,0
NCT04502472,6/6/2020,12/31/2021,Interventional,Open-label Treatment of Severe Coronavirus Disease 2019 (COVID-19) With Convalescent Plasma,Recruiting,Phase 2/Phase 3,Inova Health Care Services,NA,NA,NA,NA,NA,NA,United States,0,3,Convalescent plasma transfusion,0
NCT04502433,1/6/2021,1/31/2022,Interventional,Poractant Alfa - Curosurf and SARS-COV-19 ARDS (Covid-19),Recruiting,Phase 2,Chiesi Farmaceutici S.p.A.,NA,NA,NA,NA,NA,NA,United States|Italy|United Kingdom,0,2,CUROSURFÂ® (poractant alfa),0
NCT04500067,5/7/2020,9/15/2020,Interventional,"Intravenous Immunoglobulin (IVIG, Bioven) Efficacy Assess for COVID-19 / SARS-CoV-2 Severe Pneumonia Complex Treatment",Completed,Phase 3,Biopharma Plasma LLC,NA,NA,NA,NA,NA,NA,Ukraine,0,1,IVIG,0
NCT04499391,12/4/2020,7/31/2022,Interventional,COVID-19 Project ECHO in Nursing Homes,Recruiting,Not Applicable,Milton S. Hershey Medical Center,NA,NA,NA,NA,NA,NA,United States,0,5,Project ECHO,0
NCT04501445,9/14/2020,4/8/2021,Interventional,Psychological Symptoms and Families of COVID-19 Patients,Completed,Not Applicable,Rush University Medical Center,NA,NA,NA,NA,NA,NA,United States,0,4,Written Summary of Rounds,0
NCT04500418,8/25/2020,9/30/2021,Interventional,CharitÃ© Trial of Cenicriviroc (CVC) Treatment for COVID-19 Patients,Recruiting,Phase 2,"Charite University, Berlin, Germany",NA,NA,NA,NA,NA,NA,Germany,0,2,Cenicriviroc (CVC)|Placebo,0
NCT04497623,7/28/2020,8/13/2020,Interventional,"Clinical Evaluation of Ventilador Innovation Product in Colombia in the SARS COVID 19 Pandemic, Unisabana Herons.",Completed,Not Applicable,FundaciÃ³n Neumologica Colombiana,NA,NA,NA,NA,NA,NA,Colombia,0,1,Invasive mechanical ventilation using the Unisabana-Herons Ventilator during 24 hours,0
NCT04499313,8/2/2020,11/15/2020,Interventional,Dexamethasone Vs Methylprednisolone for the Treatment of Patients With ARDS Caused by COVID-19,Recruiting,Phase 3,Chattogram General Hospital,NA,NA,NA,NA,NA,NA,Bangladesh,0,4,Dexamethasone|Methylprednisolone,0
NCT04501458,8/10/2020,6/10/2022,Interventional,Western Kenya Integrated COVID-19 Response,"Active, not recruiting",Not Applicable,Surgical Systems Research Group,NA,NA,NA,NA,NA,NA,Kenya,0,4,"Training of youth, community health assistants and community health workers.|Training clinicians in basic critical care and the management of severe COVID-19 cases",0
NCT04500132,5/28/2020,8/31/2021,Interventional,To Evaluate Safety and Efficacy of EC-18 in COVID-19 Infection to Pneumonia,Recruiting,Phase 2,Enzychem Lifesciences Corporation,NA,NA,NA,NA,NA,NA,"Korea, Republic of",0,1,EC-18|Placebo EC-18,0
NCT04497298,8/10/2020,5/12/2021,Interventional,Clinical Trial to Evaluate the Safety and Immunogenicity of the COVID-19 Vaccine,Completed,Phase 1,Institut Pasteur,NA,NA,NA,NA,NA,NA,Belgium|France,0,7,Two COVID-19 vaccine candidate (TMV-083/V-591) administrations - Low dose|Two COVID-19 vaccine candidate (TMV-083/V-591) administrations - High dose|One COVID-19 vaccine candidate (TMV-083/V-591) administration - High dose|Placebo,1
NCT04381988,5/7/2020,4/21/2021,Interventional,A Study of Hydroxychloroquine vs Placebo to Prevent COVID-19 Infection in Patients Receiving Radiotherapy,Terminated,Phase 2,Memorial Sloan Kettering Cancer Center,The study was terminated based results of other studies and use of the new vaccine.,NA,NA,NA,NA,NA,United States,1,3,Hydroxychloroquine|Placebo|Radiation therapy,0
NCT04498442,5/22/2020,10/22/2020,Interventional,"A Study on Prevalence, Protection and Recovery From COVID-19 in Seasoned Yoga Practitioners in Comparison to Age and Gender Matched Controls",Completed,Not Applicable,Beth Israel Deaconess Medical Center,NA,NA,NA,NA,NA,NA,United States,0,4,Simha Kriya|Reading a Book,0
NCT04496245,8/24/2020,6/30/2021,Interventional,Reducing Acute Severe Respiratory Events in Health Care Workers During the Covid-19 Pandemic With OM85,"Active, not recruiting",Phase 3,The University of Queensland,NA,NA,NA,NA,NA,NA,Australia,0,3,Broncho-VaxomÂ®,0
NCT04498936,7/15/2020,10/30/2020,Interventional,Sofosbuvir/Ledipasvir and Nitazoxanide for Treatment of COVID-19,Completed,Phase 4,Assiut University,NA,NA,NA,NA,NA,NA,Egypt,0,1,Sofosbuvir and Ledipasvir|Nitazoxanide,0
NCT04497649,7/1/2020,4/1/2021,Interventional,Sofosbuvir Containing Regimens in Treatment of COVID 19 Patients,Recruiting,Phase 2/Phase 3,Tanta University,NA,NA,NA,NA,NA,NA,Egypt,0,2,Sofosbuvir|Daclatasvir,0
NCT04495543,12/1/2020,8/31/2021,Interventional,Mitigating Suicide Risk With Single Session 'Brief Skills for Safer Living',Recruiting,Not Applicable,Unity Health Toronto,NA,NA,NA,NA,NA,NA,Canada,0,1,Brief Skills for Safer Living,0
NCT04497454,5/8/2020,7/1/2021,Interventional,Mechanical Ventilation Strategy for Coronavirus Disease 2019 (COVID-19),Recruiting,Not Applicable,University of Sao Paulo General Hospital,NA,NA,NA,NA,NA,NA,Brazil,0,0,EIT-Group|ARDSNet,0
NCT04497272,8/7/2020,8/7/2021,Interventional,Assesment of the Metabolomic Signature in COVID-19 Patients,"Active, not recruiting",Not Applicable,Centre Hospitalier Universitaire de Nice,NA,NA,NA,NA,NA,NA,France,0,2,COVID-19 patients,0
NCT04494867,8/19/2020,12/31/2020,Interventional,Core Warming in COVID-19 Patients Undergoing Mechanical Ventilation,Recruiting,Not Applicable,Sharp HealthCare,NA,NA,NA,NA,NA,NA,United States,0,3,Core Warming|Standard of Care,0
NCT04495803,9/1/2020,8/1/2022,Interventional,Augmented CBGT for Perinatal Anxiety During a Global Pandemic (COVID-19),Recruiting,Not Applicable,St. Joseph's Healthcare Hamilton,NA,NA,NA,NA,NA,NA,Canada,0,1,Cognitive Behavioural Group Therapy for Perinatal Anxiety,0
NCT04495101,7/29/2020,4/26/2021,Interventional,Study to Evaluate the Safety and Efficacy of Prolastin in Hospitalized Subjects With COVID-19,Completed,Phase 2,Grifols Therapeutics LLC,NA,NA,NA,NA,NA,NA,Spain,0,6,Prolastin|Standard Medical Treatment,0
NCT04495842,10/1/2020,12/31/2021,Interventional,The Effect of Aromatherapy on COVID-19-induced Anxiety,Recruiting,Not Applicable,Franklin School of Integrative Health Sciences,NA,NA,NA,NA,NA,NA,United States,0,2,Essential Oil Blend|Control Blend,0
NCT04494646,9/8/2020,1/8/2021,Interventional,BARCONA: A Study of Effects of Bardoxolone Methyl in Participants With SARS-Corona Virus-2 (COVID-19),Completed,Phase 2,NYU Langone Health,NA,NA,NA,NA,NA,NA,United States,0,6,Bardoxolone Methyl|Placebo,0
NCT04489446,8/19/2020,4/30/2021,Interventional,Sildenafil in COVID-19,Completed,Phase 1/Phase 2,Universidad Nacional Andres Bello,NA,NA,NA,NA,NA,NA,Chile,0,5,Sildenafil|Placebo,0
NCT04494204,8/7/2020,12/1/2020,Interventional,Effect of a Combination of Treatment of Reginmune Capsule and Immunofree Tablets in the Treatment of Mild to Moderate COVID-19 Patients,Completed,Phase 2/Phase 3,Nutrin GmbH,NA,NA,NA,NA,NA,NA,India,0,4,Immunofree tablets and Reginmune capsule,0
NCT04494399,7/29/2020,7/1/2022,Interventional,IFN Beta-1b and Ribavirin for Covid-19,Recruiting,Phase 2,The University of Hong Kong,NA,NA,NA,NA,NA,NA,Hong Kong,0,0,Interferon beta-1b|Ribavirin,0
NCT04494386,7/23/2020,10/30/2021,Interventional,Umbilical Cord Lining Stem Cells (ULSC) in Patients With COVID-19 ARDS,Recruiting,Phase 1/Phase 2,"Restem, LLC.",NA,NA,NA,NA,NA,NA,United States,0,3,Umbilical Cord Lining Stem Cells (ULSC)|Placebo (carrier control),0
NCT04492358,10/22/2020,10/31/2021,Interventional,"Treatment for Moderate/Severe COVID-19 in a Fragile and Vulnerable Population, Admitted to a Geriatric Hospital Unit or in a Transicional Care Center",Recruiting,Phase 2/Phase 3,Fundacion Clinic per a la Recerca BiomÃ©dica,NA,NA,NA,NA,NA,NA,Spain,0,1,Prednisone tablet|Colchicine|standard of care,0
NCT04493359,7/25/2020,9/28/2021,Interventional,Switch of Renin-Angiotensin System Inhibitors in Patients With Covid-19,Terminated,Phase 2/Phase 3,University of Sao Paulo,Dificulteis in enrolling patients,NA,NA,NA,NA,NA,Brazil,0,2,Renin-angiotensin system inhibitors,0
NCT04489628,8/1/2020,6/1/2021,Interventional,Tele-health Enabled Clinical Trial for COVID-19,Terminated,Phase 1/Phase 2,University Hospitals Cleveland Medical Center,Unable to overcome hurdles to study recruitment,NA,NA,NA,NA,NA,United States,0,3,Vitamin D3 or Placebo|Doctella telehealth monitoring,0
NCT04490200,3/1/2021,12/30/2021,Interventional,Effectiveness of a Novel Respirator With Chitosan Nanoparticles,Recruiting,Not Applicable,University of Brasilia,NA,NA,NA,NA,NA,NA,Brazil,0,2,VESTA respirator|Conventional N95 respirator,0
NCT04490473,7/24/2020,3/24/2021,Interventional,Turkish of the SARS-CoV-2 Anxiety Scale,Recruiting,Not Applicable,Eskisehir Osmangazi University,NA,NA,NA,NA,NA,NA,Turkey,0,1,survey work,0
NCT04492410,7/21/2020,5/12/2021,Interventional,COVID-19 Infection Screening in Cancer Patients (NEOSCREENCOVID),"Active, not recruiting",Not Applicable,Centre Antoine Lacassagne,NA,NA,NA,NA,NA,NA,France,0,2,rapid serological test,0
NCT04492228,9/1/2020,12/31/2020,Interventional,Eucaloric Ketogenic Diet in COVID-19 Cytokine Storm Syndrome,Recruiting,Not Applicable,Ospedale Policlinico San Martino,NA,NA,NA,NA,NA,NA,Italy,0,1,Ketogenic diet,0
NCT04492254,9/15/2020,7/31/2021,Interventional,Early Prophylactic Low-molecular-weight Heparin (LMWH) in Symptomatic COVID-19 Positive Patients,Recruiting,Phase 3,Thrombosis Research Institute,NA,NA,NA,NA,NA,NA,Australia|Belgium|South Africa,0,1,Enoxaparin,0
NCT04490278,9/29/2020,6/30/2021,Interventional,CoV-PICS: A Virtual Post-ICU Clinic,Completed,Not Applicable,Washington University School of Medicine,NA,NA,NA,NA,NA,NA,United States,0,5,Medical Record Review - Inpatient Treatment|Online Questionnaires,0
NCT04487691,12/8/2020,6/1/2021,Interventional,Nebulized PL for Post-COVID-19 Syndrome,"Active, not recruiting",Not Applicable,"Regenexx, LLC",NA,NA,NA,NA,NA,NA,United States,0,3,Nebulized Platelet Lysate|Nebulized Sterile Saline,0
NCT04492501,4/1/2020,7/20/2020,Interventional,Investigational Treatments for COVID-19 in Tertiary Care Hospital of Pakistan,Completed,Not Applicable,UNICEF,NA,NA,NA,NA,NA,NA,Pakistan,0,0,Therapeutic Plasma exchange|Convalescent Plasma|Tocilizumab|Remdesivir|Mesenchymal stem cell therapy,0
NCT04490824,10/1/2020,3/30/2021,Interventional,Inhalation of KELEA Excellerated Water in Covid-19 Infected Individuals,Recruiting,Not Applicable,Institute of Progressive Medicine,NA,NA,NA,NA,NA,NA,United States,0,4,KELEA Excellerated Water|Water Without an Elevated Level of KELEA,0
NCT04492527,7/28/2020,4/30/2021,Interventional,Student-delivered Telehealth Program for COVID-19 Education and Health Promotion,Completed,Not Applicable,University of British Columbia,NA,NA,NA,NA,NA,NA,Canada,0,3,Telehealth coaching sessions,0
NCT04490850,7/15/2020,12/15/2021,Interventional,COVID-19 Seroprevalence Study in French Guiana,Recruiting,Not Applicable,Institut Pasteur,NA,NA,NA,NA,NA,NA,French Guiana,0,1,Blood sample,0
NCT04488796,9/7/2020,12/16/2020,Interventional,STAND UP to SARS-CoV-2 (COVID-19): Using Behavioural Economics to Reduce Sedentary Behaviour in At-home Office Workers,Completed,Not Applicable,"Western University, Canada",NA,NA,NA,NA,NA,NA,Canada,0,5,Assigned Strategies: Opt-in|Assigned Strategies: Active Choice|Assigned Strategies: Enhanced Active Choice|Choice of Assignment: Opt-in|Choice of Assignment: Active Choice|Choice of Assignment: Enhanced Active Choice,0
NCT04488081,7/31/2020,7/24/2022,Interventional,I-SPY COVID-19 TRIAL: An Adaptive Platform Trial for Critically Ill Patients,Recruiting,Phase 2,QuantumLeap Healthcare Collaborative,NA,NA,NA,NA,NA,NA,United States,0,6,Remdesivir|Pulmozyme|IC14|Celecoxib Famotidine|Narsoplimab|Aviptadil Acetate|Cyclosporine,0
NCT04483960,7/28/2020,12/31/2021,Interventional,Australasian COVID-19 Trial (ASCOT) ADAptive Platform Trial,Recruiting,Phase 3,University of Melbourne,NA,NA,NA,NA,NA,NA,Australia,0,3,Nafamostat Mesilate|Hyperimmune Globulin|Enoxaparin|Dalteparin|Tinzaparin,0
NCT04485169,4/1/2020,7/31/2020,Interventional,Therapeutic Plasma Exchange for Coronavirus Disease-2019 Triggered Cytokine Release Storm;,Completed,Not Applicable,UNICEF,NA,NA,NA,NA,NA,NA,Pakistan,0,1,Therapeutic Plasma Exchange,0
NCT04486313,8/13/2020,2/8/2021,Interventional,Trial to Evaluate Efficacy and Safety of Nitazoxanide in the Treatment of Mild or Moderate COVID-19,Completed,Phase 3,Romark Laboratories L.C.,NA,NA,NA,NA,NA,NA,United States,0,5,Nitazoxanide|Placebo|Vitamin Super B-Complex,0
NCT04487574,7/25/2020,10/29/2020,Interventional,A Study to Assess the Efficacy and Safety of XC221 in Patients With COVID-19,Completed,Phase 3,RSV Therapeutics LLC,NA,NA,NA,NA,NA,NA,Russian Federation,0,2,XC221|Placebo,0
NCT04487639,7/10/2020,7/31/2021,Interventional,Presence of SARS-CoV-2 in Semen: Impact on Fertility Preservation in Male Oncological Patients ?,Recruiting,Not Applicable,"University Hospital, Clermont-Ferrand",NA,NA,NA,NA,NA,NA,France,0,0,"SARS-CoV-2 research in nasopharyngeal swab, sperm and serologics",0
NCT04487886,11/18/2020,2/28/2022,Interventional,Duvelisib Ameliorates Manifestations of Pneumonia in Established Novel Coronavirus Infection (COVID-19),Recruiting,Phase 2,Emory University,NA,NA,NA,NA,NA,NA,United States,0,2,Duvelisib|Placebo,0
