nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,pubmed_links,ctg_links,Abstract,Registry,Total_pubs,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04606498,12/18/2020,2/1/2022,Observational,Blood Purification With Seraph 100 Microbind Affinity Blood Filter for Treatment of Severe COVID19 Observational Study,"Active, not recruiting",NA,Henry M. Jackson Foundation for the Advancement of Military Medicine,NA,NA,NA,NA,NA,NA,United States,0,12,Observational,0
NCT04619693,11/18/2020,10/6/2021,Observational,Biomarkers for Dexamethasone Response in Sars-Cov-2 / COVID-19 Pneumonia,Terminated,NA,"University Hospital, Montpellier",Difficulty of recruitment with the increase of the vaccination against COVID19,NA,NA,NA,NA,NA,France,0,5,NA,0
NCT05123742,12/13/2021,5/31/2022,Observational,PREDICT: A PBRN Feasibility Study on COVID-19 Screening in Dental Practice,Recruiting,NA,"Rutgers, The State University of New Jersey",NA,NA,NA,NA,NA,NA,United States,0,2,Testing in POC Offices|Testing in LAB Offices,0
NCT05145803,3/15/2021,3/9/2022,Observational,Asymptomatic and Pre-symptomatic Transmission of SARS-CoV-2 in a Community Congregant Setting,Recruiting,NA,Colorado School of Public Health,NA,NA,NA,NA,NA,NA,United States,0,1,Polyvinylalcohol strip [diagnostic],0
NCT05107245,4/28/2020,4/29/2021,Observational,Observational Study on the Diagnostic Evaluation of the Intestinal Microbiota of Patients With COVID-19.,Completed,NA,Luxia Scientific,NA,NA,NA,NA,NA,NA,France,0,1,1test1,0
NCT04958954,7/7/2021,6/30/2023,Observational,Post-Marketing Safety Study of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) mRNA-1273 COVID-19 Vaccine in the United States,Recruiting,NA,"ModernaTX, Inc.",NA,NA,NA,NA,NA,NA,United States,0,2,NA,0
NCT05164744,7/1/2021,7/30/2026,Observational,Cardiac Magnetic Resonance Tissue Characterization in COVID-19 Survivors,Recruiting,NA,Weill Medical College of Cornell University,NA,NA,NA,NA,NA,NA,United States,0,0,Cardiac MRI|Echocardiogram|6-minute walk test|Questionnaire,0
NCT04432350,6/12/2020,12/31/2021,Observational,Assessment of Mortality Rates in COVID-19 Infected Populations Treated With Repurposed Medications,Enrolling by invitation,NA,Tabula Rasa HealthCare,NA,NA,NA,NA,NA,NA,United States,0,2,NA,0
NCT05165953,12/1/2020,2/28/2021,Observational,Relationship Between Bronchial Asthma and COVID-19 Infection in Adults: Clinical and Laboratory Assessment,Completed,NA,Benha University,NA,NA,NA,NA,NA,NA,Saudi Arabia,0,0,no intervention,0
NCT05165719,7/7/2021,9/21/2021,Observational,Validation of 'Corona-T-test' for Assessment of SARS-COV-2-specific T-cell Response After COVID-19 or Vaccination,Completed,NA,"National Research Center for Hematology, Russia",NA,NA,NA,NA,NA,NA,Russian Federation,0,0,Corona-T-test,0
NCT04387708,5/12/2020,5/20/2020,Observational,Care in Patients Hospitalized for Anorexia Nervosa at the Time of the Coronavirus-19 Epidemic (QUALICOVID),Completed,NA,Centre PsychothÃ©rapique de Nancy,NA,NA,NA,NA,NA,NA,France,0,2,NA,0
NCT05088902,10/22/2021,3/6/2022,Observational,Validation of TERA Bio Station T101 of COVID-19 Tested Population.,Recruiting,NA,Tera Group,NA,NA,NA,NA,NA,NA,Turkey,0,1,TERABio Ltd.,0
NCT05008562,6/9/2021,6/9/2021,Observational,HOW SARS-CoV- 2 EFFECTS TO MUSCLE MASS CHANGE IN ICU?,"Active, not recruiting",NA,Ondokuz MayÄ±s University,NA,NA,NA,NA,NA,NA,Turkey,0,2,COVID-19 RELATED MUSCLE MASS CHANGE IN THE INTENSIVE CARE UNIT,0
NCT04590222,11/20/2020,11/30/2022,Observational,Impact of a Monoamine Oxidase Inhibitor on the Phenotype of Blood Mononucleated Cells in Patients With COVID-19,Recruiting,NA,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,NA,France,0,1,blood sample,0
NCT04655612,12/1/2020,7/1/2021,Observational,Seroprevalence Study of CoV-2-SARS (COVID-19) Infection in Patients With Chronic Inflammatory Rheumatic Diseases,Completed,NA,"University Hospital, Montpellier",NA,NA,NA,NA,NA,NA,France,0,3,NA,0
NCT04342884,4/8/2020,4/30/2022,Observational,COVID-19 Community Research Partnership,Recruiting,NA,Wake Forest University Health Sciences,NA,NA,NA,NA,NA,NA,United States,0,4,NA,0
NCT05148975,12/11/2021,12/31/2022,Observational,The Diagnosis of Superinfections in Mechanically Ventilated Covid-19 Patients,Recruiting,NA,Brno University Hospital,NA,NA,NA,NA,NA,NA,Czechia,0,1,Bronchoalveolar lavage fluid diagnostics,0
NCT05167240,12/3/2021,6/3/2022,Observational,ESH ABPM COVID-19 STUDY,Recruiting,NA,"Institute of Cardiology, Warsaw, Poland",NA,NA,NA,NA,NA,NA,Poland,0,0,NA,0
NCT05130710,2/25/2020,12/25/2020,Observational,The Impact of COVID-19 Pandemic on Clinical Presentation and Staging of Gastric Cancer,Completed,NA,Tehran University of Medical Sciences,NA,NA,NA,NA,NA,NA,"Iran, Islamic Republic of",0,1,staging laparoscopy,0
NCT04900402,5/18/2021,7/18/2021,Observational,Activity Level and Quality of Life of Individuals With Physical Disabilities,Completed,NA,Saglik Bilimleri Universitesi,NA,NA,NA,NA,NA,NA,Turkey,0,2,Survey,0
NCT04863573,11/19/2021,5/31/2024,Observational,COVID-19 Antibody Responses In Cystic Fibrosis,Recruiting,NA,"Queen's University, Belfast",NA,NA,NA,NA,NA,NA,United Kingdom,0,2,NA,0
NCT04852822,3/18/2021,8/8/2022,Observational,Immune Response to SARS-CoV-2 (COVID-19) Vaccines in Patients With Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma,Recruiting,NA,University of Washington,NA,NA,NA,NA,NA,NA,United States,0,11,Biospecimen Collection|Electronic Health Record Review,0
NCT04667442,12/1/2020,12/14/2021,Observational,Investigational Performance Evaluation of the Nanomix eLabÂ® COVID-19 Rapid Antigen Panel With Samples From COVID-19 Positive and Negative Human Subjects,Completed,NA,Nanomix,NA,NA,NA,NA,NA,NA,United States,0,2,Nanomix eLabÂ® COVID-19 Rapid Antigen Panel (non-interventional),0
NCT04665258,12/14/2020,6/14/2022,Observational,Male Reproduction COVID Sequelae Study (MARCOS).,Recruiting,NA,University of Miami,NA,NA,NA,NA,NA,NA,United States,0,3,NA,0
NCT04568551,10/30/2020,3/31/2021,Observational,"COVID-19-associated Anxiety of Pregnant Women for Anomalies, Stillbirth and Preterm Labor",Completed,NA,Martin-Luther-UniversitÃ¤t Halle-Wittenberg,NA,NA,NA,NA,NA,NA,Germany,0,2,NA,0
NCT04649918,11/25/2020,1/16/2021,Observational,Short and Medium-term Effects of Pulmonary Rehabilitation in Mild to Critical Post-acute COVID-19,Completed,NA,SchÃ¶n Klinik Berchtesgadener Land,NA,NA,NA,NA,NA,NA,Germany,0,2,pulmonary rehabilitation,0
NCT04566965,8/18/2020,6/30/2021,Observational,Serology to COVID-19 for Recording Exposures and Evaluating Needs,Terminated,NA,"Children's Hospital Medical Center, Cincinnati",CARES and institutional funding ended,NA,NA,NA,NA,NA,United States,0,1,SARS-CoV-2,0
NCT04565080,10/29/2020,3/4/2021,Observational,Clinical Correlates of COVID-19 Pandemic in Patients With Functional Movement Disorder (FMD) and Parkinson's Disease (PD),Completed,NA,National Institutes of Health Clinical Center (CC),NA,NA,NA,NA,NA,NA,United States,0,213,NA,0
NCT04522076,4/6/2020,9/1/2022,Observational,Prospective Hospital Registry of Patients With Suspected or Confirmed Coronavirus Infection (COVID-19) and Community-acquired Pneumonia,"Active, not recruiting",NA,National Medical Research Center for Therapy and Preventive Medicine,NA,NA,NA,NA,NA,NA,Russian Federation,0,3,NA,0
NCT04474301,6/11/2020,7/1/2022,Observational,Well-Being and Health-Related Quality of Life in Melanoma Patients During COVID-19 Pandemic,Recruiting,NA,M.D. Anderson Cancer Center,NA,NA,NA,NA,NA,NA,United States,0,1,Survey Administration,0
NCT04447495,7/1/2020,12/31/2020,Observational,Self-sampling for the Study of COVID-19,Completed,NA,Medical College of Wisconsin,NA,NA,NA,NA,NA,NA,United States,0,1,iAMP test,0
NCT04403386,6/1/2020,5/31/2022,Observational,"Prospective Natural History Study of Smoking, Immune Cell Profiles, Epigenetics and COVID-19",Recruiting,NA,National Institutes of Health Clinical Center (CC),NA,NA,NA,NA,NA,NA,United States,0,21,NA,0
NCT04378881,6/12/2020,12/31/2021,Observational,Simulation of Risk of Adverse Drug Events Associated With the Initiation of Drugs Repurposed for the Treatment of COVID-19 in Adults With Polypharmacy Using Data From Large Medicare and Commercially Insured Populations,Enrolling by invitation,NA,Tabula Rasa HealthCare,NA,NA,NA,NA,NA,NA,United States,0,2,NA,0
NCT05172180,12/1/2020,1/31/2021,Observational,Correction of Metabolic Disorders and Its Effect on Respiratory Function of Lungs in Patients With Severe COVID-19,Completed,NA,POLYSAN Scientific & Technological Pharmaceutical Company,NA,NA,NA,NA,NA,NA,Russian Federation,0,0,Reamberin|Ringer's solution,0
NCT05171998,1/1/2021,6/1/2021,Observational,Characterisation of the Immune Response to SARS-CoV2 Infection in Type 1 Diabetes,Completed,NA,Cwm Taf University Health Board (NHS),NA,NA,NA,NA,NA,NA,United Kingdom,0,0,venous blood sample,0
NCT05171959,5/5/2021,2/15/2022,Observational,Platelet and Immune Response in Covid-19 Vaccine,Recruiting,NA,University of Roma La Sapienza,NA,NA,NA,NA,NA,NA,Italy,0,0,NA,0
NCT05171803,5/29/2021,12/31/2022,Observational,Investigating Immune Escape by SARS-CoV-2 Variants,Recruiting,NA,"University of California, Los Angeles",NA,NA,NA,NA,NA,NA,United States,0,0,No intervention,0
NCT05145348,2/3/2021,6/30/2022,Observational,Prospective Monitoring of Antibody Response Following COVID-19 Vaccination in Patients With Down Syndrome.,Recruiting,NA,UMC Utrecht,NA,NA,NA,NA,NA,NA,Netherlands,0,1,"Immune response to Sars-CoV-2 vaccinations; including COVID-19 vaccin Moderna, Comirnaty (Pfizer) and Vaxzevria (AstraZeneca)",0
NCT04823988,4/13/2021,11/30/2022,Observational,"Emotional, Social, Cognitive and Behavioral Sequalae of the COVID-19 Pandemic","Active, not recruiting",NA,National Institutes of Health Clinical Center (CC),NA,NA,NA,NA,NA,NA,United States,0,175,NA,0
NCT04564287,10/28/2020,10/30/2022,Observational,An Observational Study of Neurologic Function After COVID-19 Infection,Recruiting,NA,National Institutes of Health Clinical Center (CC),NA,NA,NA,NA,NA,NA,United States,0,42,NA,0
NCT04488510,9/11/2020,9/10/2022,Observational,Pathogens Involved in Secondary Infections During Severe Forms of Covid-19 Pneumonia:,Recruiting,NA,Groupe Hospitalier Paris Saint Joseph,NA,NA,NA,NA,NA,NA,France,0,3,NA,0
NCT04525716,3/1/2020,8/31/2020,Observational,The Effect of Covid-19 on Patient Outcomes Among Operated Patients,Recruiting,NA,Karolinska Institutet,NA,NA,NA,NA,NA,NA,Sweden,0,0,COVID-19 infection status,0
NCT04524754,7/11/2020,9/11/2020,Observational,Prevalence and Outcomes of Olfactory and Gustatory Dysfunctions in Patients With COVID-19,Recruiting,NA,Ain Shams University,NA,NA,NA,NA,NA,NA,Egypt,0,2,NA,0
NCT04525404,11/12/2020,9/22/2021,Observational,MOIST Study: Multi-Organ Imaging With Serial Testing in COVID-19 Infected Patients,"Active, not recruiting",NA,University of Alberta,NA,NA,NA,NA,NA,NA,Canada,0,4,"MRI (heart, brain, lungs, liver)|Bloodwork|Cognitive testing|Olfaction testing|Spirometry|Walk Test",0
NCT04523012,7/1/2020,6/30/2021,Observational,COVID-19 and HIV Patients,Recruiting,NA,Centre de Recherches et d'Etude sur la Pathologie Tropicale et le Sida,NA,NA,NA,NA,NA,NA,France,0,0,Seroprevalence of SARS-CoV-2 infection in patients with HIV infection,0
NCT04522037,6/1/2020,9/30/2020,Observational,Measurement of the Efficacy of MORPHINE in the Early Management of Dyspnea in COVID-19 Positive Patients,Recruiting,NA,Hospices Civils de Lyon,NA,NA,NA,NA,NA,NA,France,0,0,No intervention / Compare the difference in respiratory rate between H0 and H12 of the initiation of morphine between the control and interventional groups,0
NCT04521010,1/1/2020,4/30/2020,Observational,Staff Absenteeism and Delivery of Healthcare Services During the COVID-19 Pandemic,Completed,NA,Poznan University of Medical Sciences,NA,NA,NA,NA,NA,NA,Poland,0,0,COVID-19 pandemic,0
NCT04520191,1/4/2021,12/1/2021,Observational,Home-based Kidney Care in Native Americans of New Mexico (HBKC) - Enhancement: COVID-19 Study,Recruiting,NA,University of New Mexico,NA,NA,NA,NA,NA,NA,United States,0,3,NA,0
NCT04519502,6/23/2020,8/31/2021,Observational,Maternal Morbidity and Mortality During the COVID-19 Pandemic,Recruiting,NA,The George Washington University Biostatistics Center,NA,NA,NA,NA,NA,NA,United States,0,5,NA,0
NCT04519398,8/18/2020,2/17/2021,Observational,Investigating the Involvement of ACE and Angiotensinogen Genes' Polymorphism Along With Other Thrombophilic Genotypes in Severe Forms of COVID-19 With/Without Thrombotic Events,Recruiting,NA,Grigore T. Popa University of Medicine and Pharmacy,NA,NA,NA,NA,NA,NA,Romania,0,0,Complete thrombophilic profile testing by multiplex PCR,0
NCT04519034,9/1/2020,1/30/2021,Observational,Vitamin D Status and Immune-inflammatory Status in Different UK Populations With COVID-19 Infection,Completed,NA,Guy's and St Thomas' NHS Foundation Trust,NA,NA,NA,NA,NA,NA,United Kingdom,0,1,no intervention,0
NCT04518735,4/1/2020,6/30/2020,Observational,Evolution of COVID-19 in Anticoagulated or Antiaggregated Patients (CORONA Study),Completed,NA,FundaciÃ³ Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau,NA,NA,NA,NA,NA,NA,Spain,0,0,Antithrombotic Therapy (anticoagulant and/or antiplatelet) before admission for Covid19,0
NCT04517695,8/1/2020,8/1/2022,Observational,Blood Volume Assessment in COVID-19 ICU Patients - BVAC19,Recruiting,NA,NYU Langone Health,NA,NA,NA,NA,NA,NA,United States,0,1,BVA-100,0
NCT04517682,5/21/2020,12/15/2020,Observational,COVID-19 and SARS-CoV-2 Detection in Saliva,Enrolling by invitation,NA,Ambry Genetics,NA,NA,NA,NA,NA,NA,United States,0,1,RT-PCR,0
NCT04517097,5/12/2020,6/30/2020,Observational,Study of the Specific Seroprevalence of SARS-CoV-2 in a Sample of Patients and Salaried Staff From a French Anti-cancer Center at the End of the Containment Period of the SARS-CoV-2 Pandemic,Completed,NA,Centre Georges Francois Leclerc,NA,NA,NA,NA,NA,NA,France,0,0,blood sample,0
NCT04516824,3/19/2020,7/13/2020,Observational,Experience of Orthopaedic and Spine Center Pakistan During COVID-19,Completed,NA,Ghurki Trust and Teaching Hospital,NA,NA,NA,NA,NA,NA,Pakistan,0,0,Orthopaedic Surgical Procedures,0
NCT04515225,11/4/2020,5/3/2022,Observational,COVID-19 Prevalence in HIV-infected Patients,"Active, not recruiting",NA,"University Hospital, Strasbourg, France",NA,NA,NA,NA,NA,NA,France,0,1,Blood Sample,0
NCT04511962,8/24/2020,11/25/2021,Observational,"Feasibility, of Tele-rehabilitation Following COVID-19",Recruiting,NA,Hull University Teaching Hospitals NHS Trust,NA,NA,NA,NA,NA,NA,United Kingdom,0,1,Tele-Pulmonary rehabilitation,0
NCT04510441,5/26/2020,5/1/2022,Observational,Artificial Intelligence-assisted Diagnosis and Prognostication in COVID-19 Using Electrocardiograms,Recruiting,NA,Imperial College London,NA,NA,NA,NA,NA,NA,United Kingdom,0,1,Nil intervention,0
NCT04510025,5/13/2020,5/1/2023,Observational,Capturing MultiORgan Effects of COVID-19,Recruiting,NA,University of Oxford,NA,NA,NA,NA,NA,NA,United Kingdom,0,1,Magnetic Resonance Imaging,0
NCT04510012,3/5/2020,3/5/2021,Observational,Characterizing the Immune Response and Neuronal Damage in COVID-19,Recruiting,NA,"University Hospital Inselspital, Berne",NA,NA,NA,NA,NA,NA,Switzerland,0,0,"Analysis of cytokine response, innate and adaptive immune response, complement activation, and serum neurofilaments as a marker of neurological damage.",0
NCT04509752,10/8/2020,2/15/2021,Observational,Dysphagia Management During COVID-19 Pandemic,Recruiting,NA,Hacettepe University,NA,NA,NA,NA,NA,NA,Turkey,0,1,Survey,0
NCT04509713,7/2/2020,9/30/2020,Observational,Canine COVID-19 Detection,Recruiting,NA,ARCTEC,NA,NA,NA,NA,NA,NA,United Kingdom,0,0,Collection of odour samples,0
NCT04508972,7/1/2020,10/1/2020,Observational,The VOICE-COVID-19,Recruiting,NA,McGill University Health Centre/Research Institute of the McGill University Health Centre,NA,NA,NA,NA,NA,NA,Canada,0,4,Alexa Amazon,0
NCT04506632,6/2/2020,4/2/2021,Observational,Burden for STaff Working in the NHS,Recruiting,NA,Sheffield Teaching Hospitals NHS Foundation Trust,NA,NA,NA,NA,NA,NA,United Kingdom,0,0,NA,0
NCT04506229,8/20/2020,8/31/2021,Observational,Genetic Mechanisms Underlying SARS-CoV-2 Infection and the Impact of COVID-19 on Cognitive Function,Recruiting,NA,Texas Cardiac Arrhythmia Research Foundation,NA,NA,NA,NA,NA,NA,United States,0,2,Whole exome sequencing,0
NCT04501822,7/19/2020,7/19/2021,Observational,One-year Cardiac Follow-up of Patients With COVID-19 Pneumonia,"Active, not recruiting",NA,Tomsk National Research Medical Center of the Russian Academy of Sciences,NA,NA,NA,NA,NA,NA,Russian Federation,0,1,"Evaluation of clinical, instrumental and laboratory diagnostics tests",0
NCT04501991,3/11/2020,5/4/2020,Observational,Short-term Impact of COVID-19 Lockdown on Metabolic Control of Type 2 Diabetes,Completed,NA,University of Pisa,NA,NA,NA,NA,NA,NA,Italy,0,0,antidiabetic treatment,0
NCT04499300,6/9/2020,12/31/2020,Observational,Elderly Patients and COVID-19 Infection: a Cohort of Fifty Patients Over Ninety Years of Age,Recruiting,NA,Brugmann University Hospital,NA,NA,NA,NA,NA,NA,Belgium,0,1,Data collection from medical files,0
NCT04500639,7/23/2020,12/31/2021,Observational,Over-the-counter Medications & COVID-19,Recruiting,NA,University of Alberta,NA,NA,NA,NA,NA,NA,Canada,0,2,NA,0
NCT04500652,6/27/2020,8/30/2020,Observational,Mental Health Status and Related Factors Among Physical Medicine & Rehabilitation Physicians in the Covid-19 Pandemic,Recruiting,NA,Dokuz Eylul University,NA,NA,NA,NA,NA,NA,Turkey,0,0,NA,0
NCT04498299,9/1/2020,10/1/2020,Observational,Stress Echocardiography in Patients Recovery From Mild COVID-19 Illness,Recruiting,NA,Hospital Beneficencia Espanola de Puebla,NA,NA,NA,NA,NA,NA,Mexico,0,0,echocardiogram 2D,0
NCT04498507,4/16/2020,10/30/2020,Observational,Psychosocial Outcomes in Families of COVID-19 ICU Patients,Completed,NA,University of Liege,NA,NA,NA,NA,NA,NA,Belgium,0,1,HADS questionnaire,0
NCT04498091,3/15/2020,7/1/2020,Observational,EPIdemiological Approaches to the Cardiovascular Consequences of COVID-19,"Active, not recruiting",NA,Centre Hospitalier Universitaire Dijon,NA,NA,NA,NA,NA,NA,France,0,0,Biological data|Clinical data,0
NCT04497467,8/1/2020,12/31/2021,Observational,Changes in Out-patient Visits in Taiwan During the Time of Global COVID-19 Pandemic,Recruiting,NA,National Taiwan University Hospital,NA,NA,NA,NA,NA,NA,Taiwan,0,1,NA,0
NCT04498065,3/1/2020,7/1/2020,Observational,MYocardial DOmmages Related to COVID-19,"Active, not recruiting",NA,Centre Hospitalier Universitaire Dijon,NA,NA,NA,NA,NA,NA,France,0,0,Biological data|Clinical data,0
NCT04497779,7/13/2020,8/21/2023,Observational,Analysis of Coronavirus Disease 19 (COVID-19) Convalescent Plasma,Recruiting,NA,City of Hope Medical Center,NA,NA,NA,NA,NA,NA,United States,0,2,Biospecimen Collection|Diagnostic Laboratory Biomarker Analysis|Electronic Health Record Review|Questionnaire Administration,0
NCT04497441,6/10/2020,8/10/2020,Observational,Netizens' Perception of COVID-19 Information & Information Sources.,Recruiting,NA,Qassim University,NA,NA,NA,NA,NA,NA,Saudi Arabia,0,0,Electronic Survey questionnaire,0
NCT04497818,6/16/2020,7/16/2020,Observational,Correlation Fear of COVID-19 & Dental Treatment Anxiety,Completed,NA,Qassim University,NA,NA,NA,NA,NA,NA,Saudi Arabia,0,0,Cross Sectional study using scientifically validated psychometric Scales,0
NCT04497246,5/29/2020,12/31/2020,Observational,"Psychological Impact, Mental Health and Sleep Disorder Among Patients Hospitalized and Health Care Workers During the 2019 Coronavirus Outbreak (COVID-19)",Recruiting,NA,Brugmann University Hospital,NA,NA,NA,NA,NA,NA,Belgium,0,0,Questionnaire,0
NCT04496141,7/27/2020,11/30/2020,Observational,Evaluation of Commercial SARS-CoV-2 Antibody Immunoassays for COVID-19,"Active, not recruiting",NA,Hong Kong Sanatorium & Hospital,NA,NA,NA,NA,NA,NA,Hong Kong,0,0,SARS-CoV-2 antibody immunoassays,0
NCT04492267,7/7/2020,1/7/2021,Observational,Inflammatory Bowel Disease (IBD) and Covid-19 Infection,Recruiting,NA,"University Hospital, Strasbourg, France",NA,NA,NA,NA,NA,NA,France,0,0,NA,0
NCT04492371,7/1/2020,7/31/2022,Observational,COVID-19 Infection and Multiple Myeloma,Recruiting,NA,European Myeloma Network,NA,NA,NA,NA,NA,NA,Austria|Belgium|Czechia|Germany|Greece|Italy|Netherlands|United Kingdom,0,1,NA,0
NCT04491318,7/1/2020,7/25/2020,Observational,COVID-19 Quarantine on Musculoskeletal Status in Hemophilia,Completed,NA,InvestigaciÃ³n en Hemofilia y Fisioterapia,NA,NA,NA,NA,NA,NA,Spain,0,1,Observational,0
NCT04490811,4/9/2020,12/31/2021,Observational,Seroprevalence and Immunoprotection Against COVID-19 in Parisian Children,Recruiting,NA,HÃ´pital Necker-Enfants Malades,NA,NA,NA,NA,NA,NA,France,0,0,no intervention. observational cohort study,0
NCT04491071,10/22/2020,12/31/2021,Observational,Stress Induced by the COVID-19 Pandemic and Nonconfinement: Study of Anxiety Factors and Potential Effects on Immunity.,Recruiting,NA,Centre Hospitalier Universitaire de Saint Etienne,NA,NA,NA,NA,NA,NA,France|United Kingdom,0,3,Generalized Anxiety Disorder-7 (GAD 7)|Background questionnaire|Impact of COVID-19 questionnaire|Confinement and Communication During the COVID-19 Pandemic|Mental Health questionnaire|Patient Health Questionnaire (PHQ-9)|Post Traumatic Stress Disorder questionnaire (PTSD-8)|Experiences in Close Relationship Scale questionnaire (ECR-S),0
NCT04488471,6/30/2020,6/30/2022,Observational,Impact of Isolation in Patients With IBD During the COVID-19 Crisis,Recruiting,NA,Sheffield Teaching Hospitals NHS Foundation Trust,NA,NA,NA,NA,NA,NA,United Kingdom,0,0,NA,0
NCT04487977,4/22/2020,9/30/2020,Observational,Survey on COVID-19 Airway Management,Recruiting,NA,Spanish Society of Anesthesia and Critical Care (SEDAR),NA,NA,NA,NA,NA,NA,Spain,0,0,Survey,0
NCT04487951,7/1/2020,11/1/2020,Observational,N-terminal Pro B-type Natriuretic Peptide and Vitamin D Levels as Prognostic Markers in COVID-19 Pneumonia,Recruiting,NA,Cairo University,NA,NA,NA,NA,NA,NA,Egypt,0,0,"Pro BNP , Vitamin D",0
NCT04487197,7/15/2020,1/15/2021,Observational,"SARS-CoV2 (COVID-19) Seroepidemiological Transplanted Subjects (Kidney, Kidney-pancreas, Pancreas, Langerhans Islets)",Completed,NA,IRCCS San Raffaele,NA,NA,NA,NA,NA,NA,Italy,0,3,blood sample for seroepidemiological investigation,0
NCT04486417,6/1/2020,7/22/2020,Observational,Feasibility of a Telematics Pre-operative Assessment in a Bariatric Surgery During Covid-19,Recruiting,NA,University of Roma La Sapienza,NA,NA,NA,NA,NA,NA,Italy,0,0,NA,0
NCT04485364,4/14/2020,12/31/2021,Observational,Place of Circulating Biomarkers and Respiratory Eicosanoids in the Prognosis of Severe Forms of Covid-19 Pneumonia,Recruiting,NA,Groupe Hospitalier Paris Saint Joseph,NA,NA,NA,NA,NA,NA,France,0,1,NA,0
NCT04484597,3/15/2020,8/15/2020,Observational,Predictors of COVID-19 Infection and Disease Progression,Recruiting,NA,Port Said University,NA,NA,NA,NA,NA,NA,Egypt,0,0,Rt PCR,0
NCT04485338,8/1/2020,12/31/2020,Observational,Chest Radiography in COVID-19 Patients,Recruiting,NA,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),NA,NA,NA,NA,NA,NA,Netherlands,0,2,NA,0
NCT04483622,6/12/2020,1/13/2021,Observational,Immunoglobulin G Antibody Immune Response Profile Following Infection With SARS-CoV-2 in COVID-19 Egyptian Patients,Recruiting,NA,Sohag University,NA,NA,NA,NA,NA,NA,Egypt,0,0,NA,0
NCT04482023,3/23/2021,4/30/2021,Observational,Emotional Support and Stress Management in Patients Diagnosed With COVID-19,Recruiting,NA,Corporacion Parc Tauli,NA,NA,NA,NA,NA,NA,Spain,0,1,"Training video on anxiety, fear and loneliness in the COVID-19 environment.",0
NCT04481620,8/31/2020,5/31/2021,Observational,"Development and Validation of a Prediction Model for the Transition From Mild to Moderate Form of COVID-19, Using Data From Chest CT",Recruiting,NA,"University Hospital, Bordeaux",NA,NA,NA,NA,NA,NA,France,0,2,NA,0
NCT04481516,7/1/2020,12/31/2021,Observational,Yoga in NHS Health Care Workers With COVID-19 Related Stress,Recruiting,NA,Doncaster And Bassetlaw Hospitals NHS Foundation Trust,NA,NA,NA,NA,NA,NA,United Kingdom,0,1,Yoga,0
NCT04481477,11/27/2020,4/15/2021,Observational,Results of Emotional Support Activities During Hospital Admission With a Diagnosis of COVID19,Recruiting,NA,Corporacion Parc Tauli,NA,NA,NA,NA,NA,NA,Spain,0,1,"Nursing care to reduce anxiety, fear and loneliness",0
NCT04480580,3/30/2020,4/30/2020,Observational,Seroprevalence of SARS-Cov-2 in the Setting of a Non-dedicated COVID-19 Hospital in a Low CoV-2 Incidence Area: Implications for Surgery,Completed,NA,University of Cagliari,NA,NA,NA,NA,NA,NA,Italy,0,0,SARS-CoV-2 Ab,0
NCT04480398,5/12/2020,6/15/2020,Observational,Efficacy and Safety of Guduchi Ghan Vati for Covid-19 Asymptomatic Patients,Completed,NA,Aarogyam UK,NA,NA,NA,NA,NA,NA,India,0,1,Guduchi Ghan Vati,0
NCT04479982,9/24/2020,12/31/2020,Observational,Microbial Infection and AMR in Hospitalized Patients With Covid 19,Recruiting,NA,Assiut University,NA,NA,NA,NA,NA,NA,Egypt,0,3,NA,0
NCT04479293,7/1/2020,10/30/2020,Observational,Post COVID-19 Functional Status in Egypt,Recruiting,NA,Assiut University,NA,NA,NA,NA,NA,NA,Egypt,0,1,Post COVID-19 Functional Satus Scale,0
NCT04479280,7/20/2020,8/16/2020,Observational,Evaluation of Coagulopathy in Critically Ill COVID-19 Patients.,Completed,NA,Assiut University,NA,NA,NA,NA,NA,NA,Egypt,0,2,"Sonclot Coagulation and platelet function Analyzer SCP1, Sienco, USA",0
NCT04476602,4/27/2020,12/31/2020,Observational,Ambulatory Management of Moderate to High Risk COVID-19 (SARS-CoV-2) Patients - The Coronavirus Related Outpatient Work Navigators (CROWN) Protocol,Recruiting,NA,Northwell Health,NA,NA,NA,NA,NA,NA,United States,0,1,NA,0
NCT04475484,6/10/2020,12/31/2020,Observational,Online Survey on Psychological Impact of COVID-19 Epidemic on School-age Children,Recruiting,NA,Hospices Civils de Lyon,NA,NA,NA,NA,NA,NA,France,0,0,Online questionnaire,0
NCT04474288,7/16/2020,7/31/2021,Observational,The COVID-19 PUI Reality Check (CPRC) Study,Recruiting,NA,Bassett Healthcare,NA,NA,NA,NA,NA,NA,United States,0,1,SARS-CoV-2 antibody testing,0
NCT04475211,8/10/2020,8/31/2022,Observational,LILLE COVID RESEARCH NETWORK (Covid-19),Recruiting,NA,"University Hospital, Lille",NA,NA,NA,NA,NA,NA,France,0,1,NA,0
