pmid,ArticleType,Substance,MeSH,Title,PubDate,Journal,Article_Abstract,nct_id,pub_source,start_date,primary_completion_date,study_type,brief_title,overall_status,phase,source,why_stopped,ctg_links,Abstract,Registry,Total_pubs,US_site_flag,id.x,country,Has_Results,Number_of_updates,intervention,phase_rank,days_since_pub,date_rank,update_Rank,protocol,score
31265835,"Journal Article|Research Support, Non-U.S. Gov't|Review", ,Extracellular Traps|Humans|Respiration Disorders|NA,The Emerging Role of Neutrophil Extracellular Traps in Respiratory Disease.,2020-05-14,Chest,"<AbstractText>Neutrophil extracellular traps (NETs) are extrusions of intracellular DNA and attached granular material that enable bacterial killing. NETs are increasingly recognized for their role in the pathogenesis of respiratory disease. NETs are composed of a complex mix of intracellularly derived material that neutrophils organize within the cytoplasm and then expel in a nondirected manner in the vicinity of invading organisms. Combined, these trap and destroy multiple genera of microbes including bacteria, fungi, viruses, and protozoans, limiting infection especially where phagocytosis is not possible. At first, NET formation was thought to be a terminal event for neutrophils; however, it is now apparent that some neutrophils survive this process, becoming anuclear, and may drive ongoing tissue damage. NETs are now known to be directly cytotoxic to lung epithelium and endothelium, and their excessive production is seen in pneumonia and acute lung injury as well as several chronic diseases, including COPD, asthma, and cystic fibrosis. NETs also appear to play a role in both tumor defense and dissemination, depending on the local microenvironment and the specific tumor subtype. It is becoming increasingly apparent that NET formation can exert a positive or negative influence on multiple respiratory pathologies and that simply globally reducing or increasing NET formation is unlikely to be a therapeutic success. Rather, as our understanding grows, it is likely that targeted NET up- or downregulation along with destruction or protection of already formed NETs may become an additional point of intervention for respiratory physicians.</AbstractText><CopyrightInformation>Copyright Â© 2019 American College of Chest Physicians. Published by Elsevier Inc. All rights reserved.</CopyrightInformation>",NCT04594356,Registry,11/19/2020,1/31/2021,Observational,"Assessment of Netosis During COVID-19, Under Treatment With Anakinra, an Interleukin-1 Receptor Antagonist","Active, not recruiting",NA,Groupe Hospitalier Paris Saint Joseph,NA,https://clinicaltrials.gov/ct2/show/NCT04594356,0,6,6,0,NA,France,0,2,NA,0,459,0.9737789203084833,0.5,0,1.4737789203084835
31285919,Journal Article|Review, , ,Oxidative stress and sperm function: A systematic review on evaluation and management.,2020-09-30,Arab journal of urology,"<AbstractText><b>Objective</b>: To review and present the most distinct concepts on the association of reactive oxygen species (ROS) with male reproduction. <b>Methods</b>: The Preferred Reporting Items for Systematic Reviews and Meta Analyses (PRISMA) guidelines were used to search PubMed, Medline, EMBASE, and the Cochrane electronic databases for studies investigating the role of oxidative stress (OS) on sperm function. <b>Results</b>: The literature search yielded 1857 studies, of which 1791 articles were excluded because of irrelevance of data, non-English language, non-human nature or because they were case reports or commentaries. All included studies were reviews (46), meta-analyses (one), original research studies (18) and guideline articles (one). The studies were published between 1984 and 2018. Under normal physiological conditions, ROS are vital for sperm maturation, hyperactivation, capacitation, acrosome reaction, as well as fertilisation. However, a number of endogenous and exogenous causes may induce supra-physiological levels of ROS resulting in lipid peroxidation, sperm DNA fragmentation and apoptosis, and consequently infertility. Several laboratory testing methods can be used in infertile men to diagnose OS. Treatment usually involves antioxidant supplementation and, when possible, elimination of the causative factor. <b>Conclusion</b>: OS is an important cause of male factor infertility. Its assessment provides essential information that can guide treatment strategies aimed at improving the male's reproductive potential. <b>Abbreviations:</b> bp: base-pair; CAT: catalase; LPO: lipid peroxidation; MDA: malondialdehyde; MiOXSYS: Male Infertility Oxidative System; mtDNA: mitochondrial DNA; NAD(PH): nicotinamide adenine dinucleotide (phosphate); NO: nitric oxide; 8-OHdG: 8-hydroxy-2'-deoxyguanosine; ORP: oxidation-reduction potential; OS: oxidative stress; PKA: protein kinase A; PLA2: phospholipase A2; PRISMA: Preferred Reporting Items for Systematic Reviews and Meta-Analyses; PUFA: poly-unsaturated fatty acid; ROS: reactive oxygen species; SOD: superoxide dismutase; TAC: total antioxidant capacity; TBA: thiobarbituric acid.</AbstractText>",NCT04748172,Registry,2/1/2021,2/28/2022,Observational,COVID-19 Vaccine and Ovarian Reserve,Recruiting,NA,Sheba Medical Center,NA,https://clinicaltrials.gov/ct2/show/NCT04748172,0,12,12,0,NA,Israel,0,1,SARS-CoV-2 virus vaccines|AMH sampling,0,320,0.9817195087117966,0.5,0,1.4817195087117967
31464823,Journal Article,Adalimumab|NA,"Adalimumab|Adult|Bayes Theorem|Colitis, Ulcerative|Crohn Disease|Drug Monitoring|Female|Humans|Male|Middle Aged|Prospective Studies|Specimen Handling|NA",Monitoring of Adalimumab Concentrations at Home in Patients with Inflammatory Bowel Disease Using Dried Blood Samples.,2021-05-05,Therapeutic drug monitoring,"<AbstractText Label=""BACKGROUND"">Adalimumab (ADL) is a subcutaneously administered anti-tumor necrosis factor (TNF) agent used in the treatment of patients with inflammatory bowel disease. Higher ADL trough concentrations are associated with improved clinical and endoscopic outcomes. Therapeutic drug monitoring (TDM) of ADL might be facilitated by using dried blood samples (DBSs) from capillary blood obtained at home. The study aimed to compare serum ADL concentrations obtained through venipuncture to ADL concentrations in DBSs.</AbstractText><AbstractText Label=""METHODS"">Patients with Crohn's disease and ulcerative colitis receiving induction or maintenance ADL therapy were enrolled in this prospective cohort study. Blood was obtained through venipuncture and through DBSs during a regular outpatient visit (time point 1). Just before the next ADL administration, patients performed DBSs at home (time point 2). For this time point, serum ADL concentrations were estimated by Bayesian analysis.</AbstractText><AbstractText Label=""RESULTS"">Thirty-three patients with inflammatory bowel disease were enrolled. During the outpatient visit, samples were obtained after a median (interquartile range) of 6 (4-10) days after the last ADL dose. A high correlation was found between DBSs and venipuncture results (Pearson correlation: â‰¥0.96), without any clinically relevant bias. For DBSs performed by patients at home, initial comparison showed a moderate correlation between DBS results and predicted ADL serum concentrations (Pearson correlation: 0.51), although no bias was present. In addition, DBS eluate results compared with predicted ADL serum concentrations showed a mean absolute percentage error (ie, accuracy) of 45%.</AbstractText><AbstractText Label=""CONCLUSIONS"">High correlations were found between ADL serum concentrations obtained through conventional venipuncture and DBSs, which indicates that this home-based test can facilitate therapeutic drug monitoring-based ADL dose adjustments in daily practice.</AbstractText>",NCT04841785,Registry,4/22/2021,5/1/2023,Observational,Long Term Efficacy and Safety of COVID-19 (SARS-CoV-2) Vaccination in Kidney Disease Patients,Recruiting,NA,University Medical Center Groningen,NA,https://clinicaltrials.gov/ct2/show/NCT04841785,0,11,11,0,NA,Netherlands,0,1,mailer-based finger-prick,0,103,0.9941159668666095,0.5,0,1.4941159668666095
31477039,"Journal Article|Research Support, Non-U.S. Gov't", ,"Adult|Aged|Aged, 80 and over|Female|Humans|Male|Middle Aged|Netherlands|Patient Reported Outcome Measures|Registries|Renal Insufficiency, Chronic|Reproducibility of Results|Surveys and Questionnaires|Young Adult|NA",Patient-reported outcome measures: selection of a valid questionnaire for routine symptom assessment in patients with advanced chronic kidney disease - a four-phase mixed methods study.,2020-11-04,BMC nephrology,"<AbstractText Label=""BACKGROUND"">Patient-reported outcome measures (PROMs) are becoming increasingly important in healthcare. In nephrology, there is no agreement on which chronic kidney disease (CKD) symptom questionnaire to use. Therefore, the aim of this study is to select a valid symptom questionnaire for routine assessment in patients with advanced CKD.</AbstractText><AbstractText Label=""METHODS"">A four-phase mixed methods approach, using qualitative and quantitative research methods, was applied. First, a systematic literature search was conducted to retrieve existing symptom questionnaires. Second, a symptom list was created including all symptoms in existing questionnaires and symptoms mentioned in interviews with patients with CKD, from which symptom clusters were identified. Next, questionnaires were selected based on predefined criteria regarding content validity. Last, two online feedback panels of patients with CKD (nâ€‰=â€‰151) and experts (nâ€‰=â€‰6) reviewed the most promising questionnaires.</AbstractText><AbstractText Label=""RESULTS"">The literature search identified 121 questionnaires, of which 28 were potentially suitable for symptom assessment in patients with advanced CKD. 101 unique symptoms and 10 symptom clusters were distinguished. Based on predefined criteria, the Dialysis Symptom Index (DSI) and Palliative Care Outcome Scale-Renal Version (IPOS-Renal) were selected and reviewed by feedback panels. Patients needed 5.4 and 7.5â€‰min to complete the DSI and IPOS-Renal, respectively (pâ€‰&lt;â€‰0.001). Patients experienced the DSI as more specific, complete and straightforward compared to the IPOS-Renal.</AbstractText><AbstractText Label=""CONCLUSIONS"">The DSI was found to be valid and reliable, the most relevant, complete, and comprehensible symptom questionnaire available for routine assessment in patients with advanced CKD. Routine PROMs collection could be of great value to healthcare, both at individual patient and national level. Feedback on scores and involvement of healthcare providers may promote adaptation and implementation in healthcare.</AbstractText>",NCT04841785,Registry,4/22/2021,5/1/2023,Observational,Long Term Efficacy and Safety of COVID-19 (SARS-CoV-2) Vaccination in Kidney Disease Patients,Recruiting,NA,University Medical Center Groningen,NA,https://clinicaltrials.gov/ct2/show/NCT04841785,0,11,11,0,NA,Netherlands,0,1,mailer-based finger-prick,0,285,0.9837189374464439,0.5,0,1.483718937446444
31558043,"Journal Article|Observational Study|Research Support, Non-U.S. Gov't", ,Adult|Critical Care|Critical Illness|Cross-Cultural Comparison|Humans|Psychometrics|Reproducibility of Results|Sweden|NA,Cross-cultural adaptation and inter-rater reliability of the Swedish version of the Chelsea critical care assessment tool (CPAX-Swe) in critically ill patients.,2021-07-09,Disability and rehabilitation,"<AbstractText Label=""OBJECTIVES"">To translate and culturally adapt the Chelsea Critical Care Physical Assessment Tool into Swedish and to test the inter-rater reliability of the Swedish version in critically ill patients.</AbstractText><AbstractText Label=""DESIGN"">This is an observational study.</AbstractText><AbstractText Label=""METHODS"">Translation and cross-cultural adaptation was performed in line with international recommendations, including forward and backward translation and expert round table discussions. The inter-rater reliability of the Chelsea Critical Care Physical Assessment Tool - Swedish was then explored in 50 critically ill adult patients, pragmatically recruited, in a University Hospital clinical setting. Reliability was calculated using intraclass correlation coefficient for aggregated scores and quadratic weighted Cohen's kappa analysis for individual items.</AbstractText><AbstractText Label=""RESULTS"">The expert round table discussion group agreed that the translation was a satisfactory equivalent to the original version and applicable for use within the clinical setting. Reliability of aggregated scores and individual items were very good (intraclass correlation coefficient of 0.97 and quadric weighted kappa values ranging from 0.88 to 0.98). The measurement error for aggregated scores was low, with a standard error of measurement of 1.79, smallest detectable change of 4.95, and limits of agreement of 5.20 and -4.76. The percentage agreement for individual items ranged from 64% to 88%.</AbstractText><AbstractText Label=""CONCLUSION"">The Chelsea Critical Care Physical Assessment Tool - Swedish was found applicable and appropriate for assessment of functioning in critically ill patients in an acute setting in Sweden, and it displayed high inter-rater reliability. This implies that the Swedish version can be used as assessment tool within intensive care and acute wards in Sweden.Implications for rehabilitationThere is a lack of validated instruments to test the functional status of critically ill patients in Sweden.The Chelsea Critical Care Physical Assessment Tool is validated and reliable in English.The Chelsea Critical Care Physical Assessment Tool - Swedish is considered reliable for use by physiotherapist in intensive care settings in Sweden.The Swedish version is feasible for use within clinical practice due to its simplicity and strong clinical relevance.</AbstractText>",NCT04762056,Registry,2/22/2021,5/30/2021,Observational,CPAx for Assessing Functional Status of COVID-19 Patients After Intensive Care Unit Discharge,Recruiting,NA,Gaziosmanpasa Research and Education Hospital,NA,https://clinicaltrials.gov/ct2/show/NCT04762056,0,8,8,0,NA,Turkey,0,2,Chelsea Critical Care Physical Assessment Tool,0,38,0.9978291916595259,0.5,0,1.4978291916595259
31583123,Journal Article|Review, , ,The how's and what's of vaccine reactogenicity.,2020-10-01,NPJ vaccines,"<AbstractText>Reactogenicity represents the physical manifestation of the inflammatory response to vaccination, and can include injection-site pain, redness, swelling or induration at the injection site, as well as systemic symptoms, such as fever, myalgia, or headache. The experience of symptoms following vaccination can lead to needle fear, long-term negative attitudes and non-compliant behaviours, which undermine the public health impact of vaccination. This review presents current knowledge on the potential causes of reactogenicity, and how host characteristics, vaccine administration and composition factors can influence the development and perception of reactogenicity. The intent is to provide an overview of reactogenicity after vaccination to help the vaccine community, including healthcare professionals, in maintaining confidence in vaccines by promoting vaccination, setting expectations for vaccinees about what might occur after vaccination and reducing anxiety by managing the vaccination setting.</AbstractText><CopyrightInformation>Â© The Author(s) 2019.</CopyrightInformation>",NCT04843917,Registry,4/9/2021,6/9/2022,Observational,Immunity Against COVID-19 Vaccine in Healthcare Workers in Argentine,Recruiting,NA,Hospital Italiano de Buenos Aires,NA,https://clinicaltrials.gov/ct2/show/NCT04843917,0,9,9,0,NA,Argentina,0,1,Immunoglobulin G detection,0,319,0.9817766352470723,0.5,0,1.4817766352470723
31583123,Journal Article|Review, , ,The how's and what's of vaccine reactogenicity.,2020-10-01,NPJ vaccines,"<AbstractText>Reactogenicity represents the physical manifestation of the inflammatory response to vaccination, and can include injection-site pain, redness, swelling or induration at the injection site, as well as systemic symptoms, such as fever, myalgia, or headache. The experience of symptoms following vaccination can lead to needle fear, long-term negative attitudes and non-compliant behaviours, which undermine the public health impact of vaccination. This review presents current knowledge on the potential causes of reactogenicity, and how host characteristics, vaccine administration and composition factors can influence the development and perception of reactogenicity. The intent is to provide an overview of reactogenicity after vaccination to help the vaccine community, including healthcare professionals, in maintaining confidence in vaccines by promoting vaccination, setting expectations for vaccinees about what might occur after vaccination and reducing anxiety by managing the vaccination setting.</AbstractText><CopyrightInformation>Â© The Author(s) 2019.</CopyrightInformation>",NCT04944433,Registry,4/9/2021,6/9/2022,Observational,Safety and Efficacy of the Coronavirus Disease 2019 Vaccine in Hemodialysis Patients,"Active, not recruiting",NA,Hospital Italiano de Buenos Aires,NA,https://clinicaltrials.gov/ct2/show/NCT04944433,0,7,7,0,NA,Argentina,0,0,NA,0,319,0.9817766352470723,0,0,0.9817766352470723
31591693,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't", , ,A Unique Signature of Cardiac-Induced Cranial Forces During Acute Large Vessel Stroke and Development of a Predictive Model.,2021-01-22,Neurocritical care,"<AbstractText Label=""BACKGROUND"">Cranial accelerometry is used to detect cerebral vasospasm and concussion. We explored this technique in a cohort of code stroke patients to see whether a signature could be identified to aid in the diagnosis of large vessel occlusion (LVO) stroke.</AbstractText><AbstractText Label=""METHODS"">A military-grade three-axis accelerometer was affixed to a headset. Accelerometer and electrocardiogram (ECG) outputs were digitized at 1.6Â kHz. We call the resulting digitized signals the ""headpulse."" Three-minute recordings were performed immediately after computed tomography (CT) angiography (CTA) and/or immediately before and after attempted mechanical thrombectomy in patents with suspected stroke. The resulting waveforms were inspected by eye and then subjected to supervised machine learning (MATLAB Classification Learner R2018a) to train a model using fivefold cross-validation.</AbstractText><AbstractText Label=""RESULTS"">Of 42 code stroke subjects with recordings, 19 (45%) had LVO and 23 (55%) had normal CTAs. In patients without LVO, ECG-triggered waveforms followed a self-similar time course revealing that the headpulse is highly coupled to the cardiac contraction. However, in most patients with LVO, headpulses showed little cardiac contraction correlation. We term this abnormality ""chaos"" and parameterized it with 156 measures of trace-by-trace variation from the ECG-signal-averaged mean for machine learning model training. Selecting the best model, using biometric data only, we properly classified 15/19 LVOs and 20/23 non-LVO patients, with receiver operating characteristic curve areaâ€‰=â€‰0.79, sensitivity of 73%, and specificity of 87%, Pâ€‰&lt;â€‰0.0001. Headpulse waveforms following thrombectomy showed return of cardiac contraction correlation.</AbstractText><AbstractText Label=""CONCLUSIONS"">Headpulse recordings performed on patients with suspected acute stroke significantly identify those with LVO. The lack of temporal correlation of the headpulse with cardiac contraction and resolution to normal may reflect changes in cerebral blood flow and may provide a useful technique to triage stroke patients for thrombectomy using a noninvasive device.</AbstractText>",NCT04445493,Registry,3/1/2021,7/31/2021,Observational,EPISODE-PS-COVID: hEad Pulse for Ischemic StrOke DEtection Prehospital Study During the COVID-19 Pandemic ( EPISODEPSCOVID ),Recruiting,NA,"MindRhythm, Inc.",NA,https://clinicaltrials.gov/ct2/show/NCT04445493,0,1,1,1,81107808,United States,0,3,MindRhythm Harmony,0,206,0.988231933733219,1,0,2.988231933733219
31608830,Journal Article|Randomized Controlled Trial, ,"Actigraphy|Adult|Humans|Male|Physical Conditioning, Human|Sleep Hygiene|Sleep Latency|Soccer|Time Factors|Young Adult|NA",Acute sleep hygiene strategy improves objective sleep latency following a late-evening soccer-specific training session: A randomized controlled trial.,2020-01-07,Journal of sports sciences,"<AbstractText>The aim of this study was to evaluate the effects of sleep hygiene (SH) education on sleep quality in soccer players after a late-evening small-sided-game (SSG) training session. Twenty-nine non-professional players were recruited and allocated to either an experimental group (EG, n = 17) that received SH education, or a control group (CG, n = 12). SSG consisted of 3 Ã— 4 min in a 4vs4, with 3 min of recovery and was performed at 8.00 p.m. Sleep quality was monitored via actigraphy and sleep diary entries before (PRE) and two nights after (POST1, POST2) the SSG. Sleep latency (SL) differed between the two groups at POST1 (4.9 Â± 5.4 vs. 15.5 Â± 16.1 for EG and CG, respectively; p = 0.017, effect size [ES] = 2.0); SL values were lower at POST1 compared to PRE for the EG (-47%; p = 0.021, ES = 0.6). Subjective sleep quality was better in the EG than the CG at POST1 (8.6 Â± 1.0 vs. 7.1 Â± 2.0 for EG and CG, respectively; p = 0.016, ES = 0.9) with a significant improvement over PRE-values (+11.0%, p = 0.004, ES = 0.8). Although SL and subjective sleep quality did not decrease significantly from POST1 to POST2 values at POST2 no longer differed significantly form baseline and, hence, indicate that observed effects may be short-lasting. No other objective sleep indices were influenced by late-evening training or SH practices implemented by the EG. Soccer players may benefit from acute SH strategies to reduce the time to sleep onset after late-evening training sessions.</AbstractText>",NCT04632615,Registry,5/22/2020,3/31/2021,Observational,Sleep Behaviour in Athletes During Home Confinement Due to the Covid-19 Outbreak,"Active, not recruiting",NA,Istituto Ortopedico Galeazzi,NA,https://clinicaltrials.gov/ct2/show/NCT04632615,0,8,8,0,NA,Italy,0,1,NA,0,587,0.966466723793202,0.5,0,1.4664667237932019
31756987,Journal Article,"Biomarkers, Tumor|MicroRNAs|NA","Biomarkers, Tumor|Breast Neoplasms|Female|Gene Regulatory Networks|Humans|Machine Learning|Magnetic Resonance Imaging|MicroRNAs|Transcriptome|NA",<i>In Silico</i> Approach for the Definition of radiomiRNomic Signatures for Breast Cancer Differential Diagnosis.,2020-04-13,International journal of molecular sciences,"<AbstractText>Personalized medicine relies on the integration and consideration of specific characteristics of the patient, such as tumor phenotypic and genotypic profiling.</AbstractText><AbstractText Label=""BACKGROUND"" NlmCategory=""BACKGROUND"">Radiogenomics aim to integrate phenotypes from tumor imaging data with genomic data to discover genetic mechanisms underlying tumor development and phenotype.</AbstractText><AbstractText Label=""METHODS"" NlmCategory=""METHODS"">We describe a computational approach that correlates phenotype from magnetic resonance imaging (MRI) of breast cancer (BC) lesions with microRNAs (miRNAs), mRNAs, and regulatory networks, developing a radiomiRNomic map. We validated our approach to the relationships between MRI and miRNA expression data derived from BC patients. We obtained 16 radiomic features quantifying the tumor phenotype. We integrated the features with miRNAs regulating a network of pathways specific for a distinct BC subtype.</AbstractText><AbstractText Label=""RESULTS"" NlmCategory=""RESULTS"">We found six miRNAs correlated with imaging features in Luminal A (<i>miR-1537</i>, <i>-205</i>, <i>-335</i>, <i>-337</i>, <i>-452</i>, and <i>-99a</i>), seven miRNAs (<i>miR-142</i>, <i>-155</i>, <i>-190</i>, <i>-190b</i>, <i>-1910</i>, <i>-3617</i>, and <i>-429</i>) in HER2+, and two miRNAs (<i>miR-135b</i> and <i>-365-2</i>) in Basal subtype. We demonstrate that the combination of correlated miRNAs and imaging features have better classification power of Luminal A versus the different BC subtypes than using miRNAs or imaging alone.</AbstractText><AbstractText Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"">Our computational approach could be used to identify new radiomiRNomic profiles of multi-omics biomarkers for BC differential diagnosis and prognosis.</AbstractText>",NCT04441814,Registry,7/23/2019,7/31/2021,Observational,FOUND - Ancillary Study to Smile Protocol NCT03654105,Enrolling by invitation,NA,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",NA,https://clinicaltrials.gov/ct2/show/NCT04441814,0,7,7,0,NA,Italy,0,1,NA,0,490,0.9720079977149386,0.5,0,1.4720079977149387
31789298,Journal Article, ,Adolescent|Cross-Cultural Comparison|Female|Humans|Male|Musculoskeletal Pain|Psychometrics|Reproducibility of Results|Surveys and Questionnaires|Translations|Turkey|Young Adult|NA,Translation and cross-cultural adaptation of the extended version of the Nordic musculoskeletal questionnaire into Turkish.,2020-08-10,Journal of musculoskeletal &amp; neuronal interactions,"<AbstractText Label=""OBJECTIVES"">The purpose of this study was to translate and culturally adapt the Extended Version of the Nordic Musculoskeletal Questionnaire (NMQ-E) for use in Turkey.</AbstractText><AbstractText Label=""METHODS"">The cross-cultural adaptation was achieved by translating the items from the original version, with back-translation performed by independent mother-tongue translators, followed by committee review. Reliability (internal consistency and test-retest) was examined for 132 students (97 females, 35 males; meanÂ±SD age: 19.91Â±1.24 years, meanÂ±SD body mass index: 21.77Â±3.31 kg/m<sup>2</sup>) who completed the NMQ-E twice (with a 1 week interval). Construct validity was analyzed with the Cornell Musculoskeletal Discomfort questionnaire. Cronbach alpha was used to assess internal consistency. Intraclass correlation coefficient (ICC) and prevalence-adjusted bias-adjusted kappa (PABAK) were used to estimate the test-retest reliability. All of the statistical analyses were performed by using SPSS (version 22.0).</AbstractText><AbstractText Label=""RESULTS"">The Turkish version of the NMQ-E showed adequate internal consistency (Cronbach coefficient Î±=.78). The test-retest reliability was examined with PABAK and all items showed moderate to almost perfect reliability (PABAK=0.610-0.955), excellent ICC= 0.88 and good construct validity (p&lt;0.001).</AbstractText><AbstractText Label=""CONCLUSIONS"">The Turkish version of the NMQ-E has applicable psychometric properties, including good test-retest reliability, internal consistency and construct validity.</AbstractText>",NCT04954612,Registry,5/1/2021,7/9/2021,Observational,Musculoskeletal Problems in School Children During the COVID-19 Pandemic,Enrolling by invitation,NA,Gaziosmanpasa Research and Education Hospital,NA,https://clinicaltrials.gov/ct2/show/NCT04954612,0,6,6,0,NA,Turkey,0,0,Questionnaire study (Cross-sectional analytical clinical research),0,371,0.9788060554127392,0,0,0.9788060554127392
31789984,Journal Article|Observational Study, ,"Adult|Aged|Female|Humans|Italy|Male|Middle Aged|Patient Positioning|Pressure Ulcer|Prone Position|Respiration, Artificial|Respiratory Distress Syndrome|Retrospective Studies|Risk Factors|NA",Prone Position in Acute Respiratory Distress Syndrome Patients: A Retrospective Analysis of Complications.,2020-08-10,Dimensions of critical care nursing : DCCN,"<AbstractText Label=""BACKGROUND"" NlmCategory=""BACKGROUND"">Early application of prolonged prone positioning has been shown to improve patient survival in moderate to severe adult respiratory distress syndrome (ARDS) patients. Prone position is a key component of lung protective mechanical ventilation in association with low tidal volume and neuromuscular blocking agents in patients with severe ARDS. Pressure sores are the major prone position complication. The rate of complication is lowering with the increase in center expertise.</AbstractText><AbstractText Label=""AIMS"" NlmCategory=""OBJECTIVE"">The aim of this study was to examine the onset of pressure sores and other complications caused by the use of prone position in patients having ARDS.</AbstractText><AbstractText Label=""DESIGN"" NlmCategory=""METHODS"">This is a single-center, retrospective, observational study.</AbstractText><AbstractText Label=""RESULTS"" NlmCategory=""RESULTS"">One hundred seventy patients were enrolled, with a median age of 49 years (interquartile range [IQR], 38-63). Of all participants, 58% (n = 98) survived the intensive care unit recovery. The total prone position maneuvers were 526, with a median of 2 prone position sessions for each patient (IQR, 1-3). The median length of the prone position session was 9 hours (IQR, 7-12). Twenty-three patients developed pressure sores after prone position (14%). The anatomical positions of pressure sores were as follows: face/chin, 5% (n = 8); face/cheekbones, 6% (n = 11); thorax, 2% (n = 3); trochanter, 1% (n = 1); and other sites, 5% (n = 8). Complications were observed in 1% (n = 6) of all pronation maneuvers (vomit, 2%; respiratory device removal, 0.4%). No removal of intravascular catheter was observed.</AbstractText><AbstractText Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"">The onset rate of complications given by the use of prone position in ARDS patients is similar to data reported by previous literature. The implementation of a dedicated protocol in specialized centers and the involvement of 5 trained and skilled professionals while moving the patient in the prone position are recommended to prevent the occurrence of similar adverse events.</AbstractText>",NCT04905875,Registry,12/1/2020,5/1/2022,Observational,Prone Positioning for Invasively Ventilated Patients With COVID-19 Registry,Recruiting,NA,St. Bortolo Hospital,NA,https://clinicaltrials.gov/ct2/show/NCT04905875,0,2,2,0,NA,Italy,0,1,Prone Position,0,371,0.9788060554127392,0.5,0,1.4788060554127394
31849989,Journal Article|Review,Antigen-Antibody Complex|NA,Anaphylaxis|Animals|Antigen-Antibody Complex|Autoimmune Diseases|Autoimmunity|Extracellular Traps|Humans|Hypersensitivity|Neutrophils|NA,Neutrophil Extracellular Traps in Autoimmunity and Allergy: Immune Complexes at Work.,2020-11-19,Frontiers in immunology,"<AbstractText>Neutrophil extracellular traps (NETs) have been initially described as main actors in host defense owing to their ability to immobilize and sometimes kill microorganisms. Subsequent studies have demonstrated their implication in the pathophysiology of various diseases, due to the toxic effects of their main components on surrounding tissues. Several distinct NETosis pathways have been described in response to various triggers. Among these triggers, IgG immune complexes (IC) play an important role since they induce robust NET release upon binding to activating FcÎ³Rs on neutrophils. Few <i>in vitro</i> studies have documented the mechanisms of IC-induced NET release and evidence about the partners involved is controversial. <i>In vivo</i>, animal models and clinical studies have strongly suggested the importance of IgG IC-induced NET release for autoimmunity and anaphylaxis. In this review, we will focus on two autoimmune diseases in which NETs are undoubtedly major players, systemic lupus erythematosus (SLE), and rheumatoid arthritis (RA). We will also discuss anaphylaxis as another example of disease recently associated with IC-induced NET release. Understanding the role of IC-induced NETs in these settings will pave the way for new diagnostic tools and therapeutic strategies.</AbstractText><CopyrightInformation>Copyright Â© 2019 Granger, Peyneau, Chollet-Martin and de Chaisemartin.</CopyrightInformation>",NCT04594356,Registry,11/19/2020,1/31/2021,Observational,"Assessment of Netosis During COVID-19, Under Treatment With Anakinra, an Interleukin-1 Receptor Antagonist","Active, not recruiting",NA,Groupe Hospitalier Paris Saint Joseph,NA,https://clinicaltrials.gov/ct2/show/NCT04594356,0,6,6,0,NA,France,0,2,NA,0,270,0.9845758354755784,0.5,0,1.4845758354755785
