Intervention_type,intervention,Study_count
Behavioral,choice of assignment: enhanced active choice,1
Behavioral,choice of assignment: opt-in,1
Other,chx0.12,1
Other,chx0.12/cpc0.05 oral rinse (perioaidactive control),1
Other,cig axial,1
Other,cig tilted,1
Biological,ck0802,1
Drug,clarithromycin,1
Drug,clarithromycin 500mg,1
Drug,clevudine,1
Device,clinical decision support system based on non-invasive multimodal monitoring,1
Procedure,clinical examination,1
Device,cliniporator,1
Device,cliniporatorâ®,1
Device,cliniporatorâ®/epsgun,1
Drug,clofazimine,1
Other,closed face shield with surgical face mask use,1
Drug,cm4620-ie (injectable emulsion),1
Behavioral,co-mestring (co-coping),1
Drug,cobicistat,1
Dietary Supplement,cod liver oil,1
Behavioral,cognitive,1
Behavioral,cognitive activity,1
Other,"cognitive behavior therapy (cbt), specifically using the facing your fears (fyf) curriculum",1
Behavioral,cognitive behavioral brief-telepsychotherapy,1
Other,cognitive behavioural group therapy for perinatal anxiety,1
Drug,colchicine 0.5 mg,1
Drug,colchicine 0.6 mg,1
Drug,colchicine pill,1
Drug,colchicine/herbal phenolic monoterpene fractions,1
Drug,colchicine/symptomatic treatment (paracetamol),1
Other,colgate periogard mouthwash,1
Other,colgate peroxyl mouthwash,1
Other,colgate total mouthwash,1
Drug,collagen-polyvinylpyrrolidone,1
Other,"collection of blood, salivary",1
Other,"collection of blood, salivary/nasopharyngeal samples.",1
Behavioral,combination,1
Drug,combined art,1
Drug,combined art/hydroxychloroquine,1
Biological,comirnaty - biontech manufacturing gmbh,1
Biological,"comirnaty (covid-19, mrna vaccine)",1
Other,communication type,1
Behavioral,"community-based, mobile van testing",1
Other,community health worker support,1
Other,community health workers.,1
Other,community interest message,1
Other,community mask,1
Behavioral,comparison group,1
Behavioral,compass,1
Other,compassion exercises,1
Other,compassion focused intervention,1
Diagnostic Test,complement dosage,1
Drug,conestat alfa,1
Diagnostic Test,conjunctival swab/nasopharyngeal swab,1
Behavioral,contain covid anxiety ssi,1
Other,continuation of acei,1
Other,continuation of acei/arb,1
Drug,continuation of ras blocker,1
Other,continued self-enhancement (enhance) for covid-19,1
Device,continuous blind glucose measurement device (free style pro),1
Device,continuous glucose monitor (cgm),1
Device,continuous positive airway pressure,1
Device,continuous vital sign monitoring - isansys patient status engine,1
Device,contrast-enhanced cmr,1
Other,control blend,1
Other,control group - waiting list,1
Drug,control group (standard hospital treatment),1
Other,control message,1
Other,control patients,1
Device,control swab,1
Drug,control test,1
Behavioral,controls,1
Biological,convalescent plasma infusion,1
Other,convalescent plasma with antibody against sars-cov-2.,1
Biological,convalescent plasma/standard care,1
Drug,convalscent plasma,1
Drug,"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation,/lopinavir/ritonavir)",1
Device,conventional n95 respirator,1
Device,conventional therapy first,1
Biological,convp,1
Device,core warming,1
placebo,corn oil (placebo),1
Drug,corvax,1
Behavioral,cosh self-help smoking cessation booklet,1
Combination Product,cospherunate/azythromycine,1
Combination Product,cospherunate/phytomedicine/azythromycien,1
Behavioral,cost-benefit frame,1
Behavioral,counselling,1
Behavioral,"couple hopes guided, internet-delivered, self-help intervention",1
Behavioral,couples' group education,1
Biological,covi-vac,1
Diagnostic Test,covid-19 antigen,1
Diagnostic Test,"covid-19 antigen/antibody rapid testing, mobile device image capture/telemedicine support",1
Device,covid-19 barrier box,1
Other,covid-19 convalescent plasma (cp),1
Diagnostic Test,covid-19 diagnostic test,1
Behavioral,covid-19 related health warning leaflet,1
Diagnostic Test,covid-19 swab,1
Biological,covid-19 vaccine astrazeneca suspension for injection,1
Biological,covid-19 vaccine moderna dispersion for injection - moderna biotech,1
Biological,covid-evax,1
Biological,covid-higiv,1
Behavioral,covid-specific advice,1
Other,covid 19 self-questionnaire,1
Diagnostic Test,covid 19 serology,1
Other,covid watch,1
Biological,covid19 vaccine,1
Biological,covishield,1
Biological,covishield 0.25ml,1
Biological,covishield 0.5ml,1
Biological,coviv,1
Biological,coviv only (1st,1
Biological,coviv only (1st/2nd dose),1
Biological,coviv/iiv4; coviv/ppv23,1
Device,covsurf drug delivery system,1
Other,cpc0.05 oral rinse (perioaidactive control),1
Drug,cpi-006,1
Drug,cpi-006 1 mg,1
Drug,cpi-006 1 mg/kg / soc,1
Drug,cpi-006 2 mg,1
Drug,cpi-006 2 mg/kg / soc,1
Dietary Supplement,cretan iama,1
Device,cri management,1
Behavioral,crisis intervention therapy,1
Behavioral,critical dialogue,1
Drug,crizanlizumab,1
Other,cryo lung biopsies,1
Biological,csl760,1
Drug,cst-2: eidd-2801,1
placebo,cst-2: placebo,1
Procedure,csvf,1
Biological,ct-p59/placebo,1
Diagnostic Test,ctus examination,1
Procedure,cuff application with inflation,1
Drug,cumin,1
Other,cupping,1
Other,current care per ucla treating physicians,1
Device,current ipac-uhn ppe,1
Biological,cvncov,1
Biological,cyp-001,1
Diagnostic Test,cytokines,1
Drug,d,1
Drug,d followed by enoxaparin,1
Drug,daclatasvir 200mg,1
Behavioral,daily coping toolkit,1
Behavioral,daily monitoring,1
Other,daily room disinfection,1
Drug,dalcetrapib,1
Drug,dalteparin,1
Drug,danoprevir,1
Drug,danoprevir/ritonavir,1
Drug,dapansutrile capsules,1
Drug,darunavir,1
Drug,darunavir/cobicistat,1
Drug,das181,1
Diagnostic Test,data collection/rhinopharyngeal swab,1
Other,data record,1
Diagnostic Test,ddpcr,1
Other,decision science-based design,1
Other,decision tool for clinicians,1
Drug,decitabine,1
Other,dect,1
Other,deep breathing training,1
Drug,deferoxamine,1
Drug,defibrotide 25 mg/kg 24 hours continuous infusion for 15 days,1
Drug,degarelix,1
Drug,deglycyrrhizinated licorice,1
Other,derivatives.,1
Drug,desidustat,1
Behavioral,desmond,1
Combination Product,device),1
Drug,dexamethasone 2 mg,1
Drug,dexamethasone 2 mg/ml,1
Drug,dexamethasone high dose,1
Drug,dexamethasone low dose,1
Drug,dexamethasone/hydroxychloroquine,1
Device,dexcom,1
Drug,dfv890,1
Diagnostic Test,diagnostic,1
Diagnostic Test,diagnostic test covid-19,1
Diagnostic Test,diagnostic test for sars-cov2 for patients,1
Diagnostic Test,diagnostic test for sars-cov2 for patients/health staff,1
Diagnostic Test,diagnostic tests for covid-19 infection,1
Behavioral,dialectical behavioral therapy (dbt) skills,1
Dietary Supplement,diet,1
Dietary Supplement,diet/sun exposure,1
Dietary Supplement,dietary supplement,1
Drug,dietary supplement containing resistant starch,1
Dietary Supplement,dietary supplementation in patients with covid disease admitted to hospital,1
Other,difficulties lived by disabled children's parents in the period of covid-19 pandemic,1
Other,dig axial,1
Other,dig tilted,1
Behavioral,digital brochure,1
Other,digital cardiac counseling,1
Behavioral,digital health online platform,1
Device,digital oximeter monitoring,1
Behavioral,digital problem solving tool,1
Behavioral,digital social activity video intervention,1
Device,digivis visual acuity app,1
Drug,dimethyl fumarate,1
Drug,diovan,1
Drug,dipyridamole er 200mg,1
Drug,dipyridamole er 200mg/ aspirin 25mg orally/enterally/standard of care,1
Diagnostic Test,direct antigen tests for covid-19,1
Diagnostic Test,direct antigen tests for sars-cov-2,1
Other,discontinuation of acei,1
Other,discontinuation of acei/arb,1
Drug,discontinuation of ras blocker,1
Behavioral,discussion board for social support /basic feedback,1
Behavioral,discussion board for social support/personalized feedback,1
Other,distance learning,1
Other,distilled water with the same colorant as the experimental product,1
Drug,disulfiram,1
Drug,dociparstat sodium,1
Other,doppler echo,1
Drug,dornase alfa,1
Biological,dose finding phase (mtd),1
Drug,double-blind nt-i7,1
Drug,doxycyclin,1
Drug,doxycycline hcl,1
Drug,doxycyline,1
Other,drugs,1
Other,drugs/supportive care,1
Biological,ds-5670a,1
Drug,duact,1
Drug,dur-928,1
Other,during hospitalization blood samples,1
Drug,dutasteride 0.5 mg,1
Behavioral,duty frame,1
Drug,dwj1248 with remdesivir,1
Drug,dwrx2003,1
Behavioral,early access,1
Drug,ec-18,1
Device,ecco2r,1
Other,economic benefit message,1
Other,economic freedom message,1
Drug,eculizumab,1
Other,educational program (cartoon),1
Behavioral,educational video,1
Other,"educational, culturally appropriate covid-19 messages",1
Diagnostic Test,eeg,1
Other,eit-group,1
Diagnostic Test,ejaculated semen sample,1
Device,electric pad for human external pain therapy,1
Device,electrical stimulation,1
Device,electrical stimulation - sham,1
Diagnostic Test,elispot,1
Device,elmo project at covid-19: proof of concept,1
Device,elmo project at covid-19: proof of concept/usability,1
Other,elmo project at covid-19: study in humans,1
Drug,eltrombopag,1
Biological,emapalumab,1
Other,embarrassment message,1
Behavioral,emdr,1
Procedure,emergency surgical procedures,1
Behavioral,emotion regulation training via telehealth,1
Behavioral,emotional freedom technique,1
Behavioral,emotional support plan,1
Behavioral,emphasis of academic researchers involvement,1
Behavioral,emphasis of government involvement,1
Drug,emricasan,1
Drug,emtricitabine 200 mg oral tablet,1
Drug,emtricitabine/tenofovir,1
Drug,emtricitabine/tenofovir disoproxil,1
Device,endoscopy,1
Drug,endothelial protocol,1
Other,endotracheal intubation,1
Other,enduring happiness,1
Other,enduring happiness/continued self-enhancement (enhance) for covid-19,1
Behavioral,enhanced follow through message,1
Drug,enisamium iodide,1
Drug,enoxaparin/lovenox,1
Behavioral,enriched survey feedback,1
Drug,ensifentrine,1
Diagnostic Test,ent exam,1
Drug,enterally,1
Drug,enzalutamide,1
Diagnostic Test,ep,1
Other,epic risk score display,1
Other,eproms assessment,1
Device,epsgun,1
Biological,erucov-vac,1
Drug,escin,1
Other,essence oils,1
Other,essential oil blend,1
Drug,estetrol monohydrate 15 mg,1
Drug,estradiol,1
Drug,estrogen therapy,1
Behavioral,ethnic frame,1
Drug,etoposide,1
Biological,eucorvac-19,1
Other,exercise booklet,1
Other,exercise program,1
Diagnostic Test,exercise test ecg,1
Drug,exo-cd24,1
Procedure,expanded hemodialysis for covid19 maintenance hemodialysis patients,1
Other,experimental: questionnaire without precaution information,1
Other,extra-cvd virtual care,1
Drug,extract psidii guava,1
Other,eye movement desensitisation,1
Other,eye movement desensitisation/reprocessing recent traumatic event protocol,1
Biological,f-652,1
Device,face-mask niv,1
Device,face mask,1
Behavioral,face mask awareness,1
Device,facial mask,1
Behavioral,family nurture intervention (fni),1
Device,familychildcare (provisional name of app),1
Other,farmalarm,1
Device,fast dissolving film,1
Drug,favipiravir / standard care,1
Drug,favipiravir/azithromycin,1
Drug,favipiravir/chloroquine,1
Drug,favipiravir/nitazoxanide,1
Drug,favipiravir/tocilizumab,1
Other,fecal sample,1
Other,fenofibrate,1
Other,fenofibrate/fenofibric acid,1
Other,fenofibric acid,1
Biological,ffp,1
Device,ffp2,1
Other,ffp2 respirator,1
Other,ffp3 respirator,1
Diagnostic Test,filmarray pneumonia,1
Device,filtration test,1
Diagnostic Test,fingerstick,1
Drug,fisetin,1
Behavioral,fixed site standard of care testing,1
Device,flow controlled ventilation (evone-ventilator),1
Other,fluorescein,1
Drug,fluoxetine,1
Drug,fluoxetine tablets,1
Drug,fluvoxamine maleate 100 mg [luvox],1
Behavioral,focused,1
Behavioral,focused/targeted message,1
Other,follow-up visit,1
Drug,fondapariniux,1
Drug,fondaparinux,1
Other,food diary,1
Drug,formoterol,1
Drug,fotv,1
Drug,foy-305,1
Device,freestyle libre 14 day cgm system,1
Behavioral,fresh start,1
Drug,fsd201,1
Dietary Supplement,full spectrum cbd oil,1
Drug,fx06,1
Biological,gam-covid-vac lyo,1
Behavioral,gamification,1
Biological,gamunex-c,1
Drug,ganovo,1
Drug,ganovo/ritonavir//-interferon nebulization,1
Biological,"garadacimab, factor xiia antagonist monoclonal antibody",1
Other,gas exchanges at different peep,1
Other,gastroscopy in transnasal techique,1
Biological,gbp510 (rbd 10î¼g,1
Biological,gbp510 (rbd 10î¼g/dose) - stage 1,1
Biological,gbp510 (rbd 25î¼g/dose)- stage 2,1
Biological,gbp510 (rbd 25î¼g/dose) - stage 1,1
Biological,gbp510 adjuvanted with alum (rbd 10î¼g/dose) - stage 1,1
Biological,gbp510 adjuvanted with alum (rbd 10î¼g/dose) - stage 2,1
Biological,gbp510 adjuvanted with alum (rbd 25î¼g/dose)- stage 2,1
Biological,gbp510 adjuvanted with alum (rbd 25î¼g/dose) - stage 1,1
Biological,gbp510 adjuvanted with as03 (rbd 10î¼g/dose) - stage 1,1
Biological,gbp510 adjuvanted with as03 (rbd 10î¼g/dose) - stage 2,1
Biological,gbp510 adjuvanted with as03 (rbd 25î¼g/dose)- stage 2,1
Biological,gbp510 adjuvanted with as03 (rbd 25î¼g/dose) - stage 1,1
Drug,gc4419,1
Biological,gc5131,1
Behavioral,general communication message,1
Behavioral,general health education,1
Behavioral,general recommendation,1
Behavioral,generic best practices,1
Drug,gimsilumab,1
Drug,gls-1200,1
Biological,gls-5310,1
Other,gm-csf,1
Drug,gns561,1
Device,go2 peep mouthpiece,1
Biological,grad-cov2,1
Other,grocery store gift cards,1
Drug,group 1: rivaroxaban 20mg/d followed by enoxaparin/unfractionated heparin when needed,1
Biological,group a (ag0302-covid19),1
placebo,group a (placebo),1
Other,group a (sample collection),1
Drug,group apixaban,1
Biological,group b (ag0302-covid19),1
placebo,group b (placebo),1
Other,group b (sample collection),1
Drug,group hydroxychloroquine/apixaban,1
Behavioral,growth mindset ssi,1
Drug,guduchi ghan vati,1
Behavioral,guided online support program,1
Other,guilt message,1
Drug,gx-19,1
Drug,gx-19n,1
Drug,gx-i7 vehicle,1
Biological,had5-s-fusion/n-etsd (suspension for injection),1
Drug,had5-sfusion,1
Drug,had5-sfusion/ n-etsd (oral capsule),1
Behavioral,hads,1
Behavioral,handwashing stations at the public places,1
Device,hcfwo,1
Other,health enhancement program,1
Behavioral,health literacy,1
Diagnostic Test,health staff,1
Behavioral,health warning leaflet,1
Behavioral,healthcare providers' communication about the covid-19 vaccine,1
Other,healthy lifestyle advise,1
Behavioral,healthy minds program foundations training,1
Device,helmet niv,1
Device,helmet non-invasive ventilation,1
Procedure,hemodialysis by protein-leaking dialyzer for covid19 maintenance hemodialysis patients,1
Other,hemodynamics changes at different peep,1
Drug,heparin - prophylactic dosage,1
Drug,heparin - therapeutic dosage,1
Biological,hepatitis a vaccine,1
Drug,herbal phenolic monoterpene,1
Drug,hesperidin,1
Drug,hfb30132a,1
Biological,high-dose placebo (18-59 years)/three dose regimen,1
Biological,high-dose placebo (18-59 years)/two dose regimen,1
Biological,high-dose placebo (60-85 years)/three dose regimen,1
Biological,high-dose placebo (60-85 years)/two dose regimen,1
Biological,high-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/three dose regimen,1
Biological,high-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/two dose regimen,1
Biological,high-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/three dose regimen,1
Biological,high-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/two dose regimen,1
Drug,high-dose vitamin c treatment,1
Other,high-intensity aerobic training with high protein diet,1
Biological,high dose of kbp-covid-19,1
Radiation,high dose radiation 100 cgy,1
Device,high flow nasal therapy,1
Behavioral,high intensity interval training,1
Behavioral,high touch multi-pronged behavioral intervention,1
Behavioral,hiking challenge,1
Biological,hmsc,1
Behavioral,home-based exercise training,1
Other,home-cov rule implementation,1
Other,home care monitoring,1
Other,home exercise,1
Device,home pulse oximetry monitoring,1
Other,home sample collection of concerning mole with physician supervision,1
Behavioral,hope intervention,1
Diagnostic Test,"hormone levels (testosterone, fsh, lh, prolactin)",1
Device,hospital telemedicine management system,1
Behavioral,hospital: dd-ca,1
Behavioral,hospital: usual care (uc),1
Other,"human coach first, then virtual assistant",1
Drug,human recombinant interleukin 2,1
Drug,hydrocortisone,1
Device,hydrogen oxygen generator with nebulizer,1
Other,hydrogen peroxide (b) mouth rinse with the solution provided,1
Drug,hydroxychloroquine / metabolic cofactor supplementation,1
Drug,hydroxychloroquine / oxygen,1
Drug,hydroxychloroquine / sorbitol,1
placebo,hydroxychloroquine sulfate placebo,1
Drug,"hydroxychloroquine, lopinavir",1
Drug,"hydroxychloroquine, lopinavir/ritonavir/azithromycin/placebo (standard therapy)",1
Combination Product,hydroxychloroquine/azithromycin/ tocilizumab,1
Drug,hydroxychloroquine/clindamycin,1
Drug,hydroxychloroquine/doxycycline,1
Drug,hydroxychloroquine/lopinavir/ritonavir,1
Drug,hydroxychloroquine/placebo,1
Drug,hydroxyvitamin,1
Drug,hyperimmune immunoglobulin to sars-cov-2 (hivig),1
Drug,hyperpolarized xe129,1
Other,hypothermia via cooling machine- arctic sun 5000,1
Other,hypoxia : 14.3,1
Other,"hypoxia : 14.3/12.7% fio2, hypercapnia 7% co2, inspiratory mechanical constraint",1
Drug,ibudilast,1
Drug,icatibant,1
Drug,icosapent ethyl,1
Drug,icosapent ethyl (ipe),1
Other,icu recovery,1
Other,icu recovery / physical therapy,1
Drug,idoine complex,1
Drug,ifx-1,1
Drug,igiv,1
Biological,iibr-100 high-dose (prime),1
Biological,iibr-100 low-dose (prime-boost),1
Biological,iibr-100 medium dose (prime),1
Biological,"iibr-100, low dose (prime)",1
Biological,iiv4 for the 1st dose,1
Biological,iiv4 for the 1st dose/ppv23 for the 2nd dose,1
Biological,iiv4; coviv,1
Drug,il-12 plasmid,1
Drug,imatinib mesylate intravenous solution,1
Biological,imm-101,1
Behavioral,immediate vs. delayed provision of antibody test results,1
Biological,immune globulin,1
Biological,immune plasma,1
Combination Product,immunofree tablets,1
Combination Product,immunofree tablets/reginmune capsule,1
Behavioral,implementation strategy,1
Behavioral,in-person postoperative visit,1
Biological,inactivated sars cov 2 vaccine (vero cell). wuhan,1
Biological,inactivated vaccine,1
Drug,inb03,1
Drug,indian costus,1
Drug,indomethacin,1
Dietary Supplement,inflammation (i),1
Dietary Supplement,inflammation (ii),1
Dietary Supplement,inflammation (iii),1
Other,inflammatory cytokines,1
Other,inflammatory cytokines/chemokines profiles of patients with dexmedetomidine administration,1
Behavioral,informational sheet,1
Other,inhalation of 5% sodium chloride,1
Other,"inhalation of 8,4% sodium bicarbonate",1
Other,inhalation of n-acetylcysteine,1
Drug,inhalation of vitamin c,1
Drug,inhaled type i interferon,1
placebo,injectable placebo,1
Biological,injection,1
Biological,injection of secretome-mscs,1
Drug,inm005,1
Device,innova lateral flow device,1
Combination Product,inopulse,1
Other,inspiratory muscle training,1
Behavioral,instrumental activities of daily living shaping,1
Drug,insulin,1
Combination Product,insulin film,1
Behavioral,insurance navigation,1
Drug,interferon alfa,1
Drug,intermediate dose enoxaparin/ unfractionated heparin,1
Behavioral,intermittent,1
Behavioral,internet-based cognitive behavioral therapy,1
Behavioral,internet-based guided self-help based on cbt principles,1
Behavioral,internet-based self-help,1
Behavioral,internet-based self-help after 3 weeks,1
Behavioral,internet-delivered cognitive behavior therapy (icbt) for dysfunctional worry related to the covid-19 pandemic,1
Behavioral,intervention app,1
Behavioral,intervention group coronacope,1
Other,intervention group_rehabilitation program,1
Behavioral,intervention program,1
Other,interview by psychologists,1
Drug,intramuscular injection,1
Drug,intranasal ivermectin spray,1
Device,intraosseous,1
Device,intravenous,1
Drug,intravenous drug,1
Other,introductory phone call (cc,1
Device,invasive mechanical ventilation using the unisabana-herons ventilator during 24 hours,1
Dietary Supplement,investigational product - viracide,1
Drug,irl201104,1
Drug,isavuconazonium injection [cresemba],1
Drug,isis 721744,1
Drug,isoflurane inhalant product,1
Drug,isoquercetin,1
Drug,itolizumab,1
Drug,iv tocillizumab (tcz),1
Drug,ivermectin (iver pâ®) arm will receive ivm 600 âµg,1
Drug,ivermectin (iver pâ®) arm will receive ivm 600 âµg / kg once daily/standard care. control arm will receive standard care.,1
Drug,ivermectin / doxycycline / placebo,1
Drug,ivermectin / iota-carrageenan,1
Drug,ivermectin / placebo,1
Drug,ivermectin 3 mg,1
Other,ivermectin impregnated mask,1
Drug,ivermectin oral tablets,1
Drug,ivermectin oral tablets/sublingual waffles,1
Drug,ivermectin pill,1
Drug,ivermectin powder,1
Drug,ivermectin/doxycycline,1
Drug,ivermectin/doxycyline,1
Drug,ivig,1
Biological,ixekizumab,1
Combination Product,"jinhua qinggan (jhqg) granules, traditional chinese medicine",1
Biological,kamada anti-sars-cov-2,1
Device,kelea water,1
Drug,ketamine,1
Other,ketogenic diet,1
Dietary Supplement,ketogenic diet with phytoextracts,1
Drug,kg 24 hours continuous infusion for 15 days,1
Biological,kg eb05 iv,1
Drug,kg once daily,1
Biological,kg),1
Biological,kg;100mg,1
Biological,kg;50mg,1
Procedure,kidney biopsy,1
Other,kinesiotherapy protocol,1
Behavioral,kundalini yoga,1
Behavioral,kundalini yoga/anxiety reduction training,1
Drug,l-arginine,1
Dietary Supplement,l. reuteri dsm 17938,1
Dietary Supplement,l. reuteri dsm 17938 / vitamin d,1
Dietary Supplement,lactobacillus,1
Dietary Supplement,lactobaciltus rhamnosus gg,1
Dietary Supplement,"lactoferrin, green tea extract",1
Drug,lambda 180 mcg s.c,1
placebo,lanadelumab placebo,1
Device,laryngoscope,1
Drug,late dexamethazone,1
Drug,lau-7b,1
Other,laughter theraphy,1
Behavioral,lay telephone coaching,1
Drug,leaf-4l6715,1
Other,let it out (lio)-c,1
Other,leukapheresis,1
Drug,levamisole,1
Drug,levamisole / budesonide/formoterol,1
Drug,levilimab,1
Drug,liberase enzyme,1
Biological,licensed seasonal influenza vaccine,1
Dietary Supplement,licorice extract,1
Drug,lidocaine 2%,1
Device,lifesignals biosensor 1ax*,1
Behavioral,lifestyle (exercise),1
Behavioral,lifestyle (meditation),1
Behavioral,lifestyle change promotion program,1
Behavioral,lift,1
Device,limbix spark,1
Drug,linagliptin,1
Drug,linagliptin 5 mg,1
Drug,liposomal,1
Biological,liquid alpha1-proteinase inhibitor (human),1
Procedure,"liver, lung, heart",1
Procedure,"liver, lung, heart/kidney biopsy",1
Biological,longeveron mesenchymal stem cells (lmscs),1
Biological,longitudinally,1
Drug,lopinavir 200 mg,1
Drug,lopinavir 200 mg / ritonavir 50 mg [kaletra],1
Drug,lopinavir/ ritonavir/remdesivir combination,1
Drug,lopinavir/ritonavir / hydoxychloroquine,1
Drug,lopinavir/ritonavir 200 mg-50 mg oral tablet,1
Drug,losartan 50 mg,1
Drug,losartan 50 mg/spironolactone 25 mg pillules oral use,1
Drug,losmapimod,1
Drug,lovenox,1
Biological,low-dose placebo (18-59 years)/three dose regimen,1
Biological,low-dose placebo (18-59 years)/two dose regimen,1
Biological,low-dose placebo (60-85 years)/three dose regimen,1
Biological,low-dose placebo (60-85 years)/two dose regimen,1
Biological,low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/three dose regimen,1
Biological,low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/two dose regimen,1
Biological,low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/three dose regimen,1
Biological,low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/two dose regimen,1
Other,low-intensity aerobic training,1
Drug,low-molecular-weight heparin,1
Drug,low dose low molecular weight heparin,1
Drug,low dose low molecular weight heparin/placebo,1
Biological,low dose of kbp-covid-19,1
Drug,low dose prednisolone,1
Biological,low/upper respiratory tract sample,1
Drug,lsalt peptide,1
Drug,lucinactant,1
Diagnostic Test,lung impedance,1
Radiation,lung low dose radiation,1
Other,lung mechanics at different peep,1
Device,lung ultrasonography,1
Diagnostic Test,lung ultrasound use in patients hospitalized with covid,1
Device,lus fourteen area,1
Device,lus twelve area,1
Biological,lv-smenp-dc vaccine,1
Biological,lv-smenp-dc vaccine/antigen-specific ctls,1
Drug,ly3127804,1
Drug,lyt-100,1
Drug,m-m-r ii â® vaccine,1
Dietary Supplement,m capsules 148 mg,1
Other,machine learning,1
Other,machine learning/ai algorithm,1
Dietary Supplement,maf capsules 148 mg,1
Dietary Supplement,magnesium stearate),1
Other,magnetic resonance spectroscopy (mrs).,1
Other,maintenance,1
Device,makair,1
Dietary Supplement,manremyc,1
Drug,mas825,1
Drug,masitinib,1
placebo,masked saline placebo,1
Procedure,masseter inhibitory reflex,1
Biological,matrix-m1 adjuvant (crossover vaccination period),1
Biological,matrix-m1 adjuvant (initial vaccination period),1
Biological,matrix m1-adjuvant,1
Other,maximal effort test,1
Device,mcgrath videolaryngoscope,1
Other,media intervention,1
Device,medical mask,1
Other,medical record review - inpatient treatment,1
Behavioral,medication review,1
Behavioral,meditation app usage,1
Procedure,meditation therapy,1
Behavioral,meditation/anxiety reduction training,1
Biological,medium dosage inactivated sars-cov-2 vaccine on a 0-/14-day schedule,1
Drug,medium dose prednisolone,1
Combination Product,mefloquine/azithromycin/ tocilizumab,1
Device,mejoracare,1
Drug,melatonin intravenous,1
Drug,melphalan,1
Diagnostic Test,memory b-cell function,1
Biological,menacwy prime,1
Biological,menacwy prime/saline placebo boost / paracetamol,1
Biological,menacwy single dose,1
Biological,menacwy single dose / paracetamol,1
Biological,menacwy vaccine,1
Behavioral,mencare,1
Behavioral,mencare//bandebereho fathers'/couples' group education,1
Behavioral,mental imagery,1
Behavioral,mental well-being,1
Drug,meplazumab,1
Drug,merimepodib,1
Other,mesenchymal stromal cell-based therapy,1
Biological,mesenchymalÂ stem cells/heparin,1
Biological,mesencure,1
Behavioral,messaging,1
Drug,metabolic cofactor supplementation,1
Drug,metenkefalin,1
Drug,metenkefalin / tridecactide,1
Drug,metformin,1
Drug,metformin extended release oral tablet,1
Drug,metformin glycinate,1
Drug,methotrexate-lde phase 1,1
Drug,methotrexate-lde phase 2,1
Other,methylene-blue photodisinfection,1
Drug,methylene blue/ vitamin c/n-acetyl cysteine,1
Drug,methylprednisolone injectable product,1
Drug,methylprednisolone injection,1
Device,mfs,1
Other,mhealth assessments,1
Behavioral,mhealth platform,1
Biological,microbiome spray,1
Dietary Supplement,micronized,1
Dietary Supplement,"micronized/ultra-micronized palmitoylethanolamide (mpea/umpea, 300mg / 600mg) oral suspension",1
Behavioral,mindfullness training,1
Behavioral,mindfulness-based cognitive therapy,1
Behavioral,mindfulness-based stress reduction,1
Behavioral,mindfulness session(s),1
Behavioral,minimal attention control intervention,1
Device,miniprobe alveoflex,1
Drug,"minus formula, huhuang detoxicity paste, baimu qingre jiedu paste, fumigation",1
Drug,ml intravenous solution [actemra]_#1,1
Drug,ml intravenous solution [actemra]_#1 (2 doses),1
Drug,ml prefilled syringe [kineret],1
Device,mls laser,1
Behavioral,mobile mental health app - 1,1
Behavioral,mobile mental health app - 2,1
Behavioral,mobile mental health app - 3,1
Behavioral,mobile mental health app - 4,1
Other,moderate intensity aerobic exercises,1
Device,modified ipac-uhn ppe,1
Dietary Supplement,molecular hydrogen,1
Drug,molgramostim nebuliser solution,1
Drug,molixan,1
Drug,mometasone furoate nasal spray,1
Biological,mon002,1
Drug,monalizumab,1
Other,monitoring,1
Combination Product,monoclonal antibody,1
Drug,montmorrillonite,1
Behavioral,motivational interviewing/covid-19 symptom monitoring system,1
Other,motivational messages,1
Device,mouthrinse with bãªta-cyclodextrin,1
Device,mouthrinse with bãªta-cyclodextrin/citrox,1
Device,mouthrinse without bãªta-cyclodextrin,1
Device,mouthrinse without bãªta-cyclodextrin/citrox,1
Other,moxibustion,1
Other,moxibustion/cupping,1
Drug,mr,1
Drug,mr/m-m-r ii â® vaccine,1
Drug,mrg-001,1
Biological,mrna-1273.351,1
Biological,mrna-1283,1
Drug,mrx-4dp0004,1
Biological,msc,1
Drug,mstt1041a,1
Drug,mucodentol,1
Biological,multipeptide cocktail,1
Biological,multistem,1
Dietary Supplement,multivitamin with 11mg of zinc,1
Procedure,muscle biopsy,1
Behavioral,muscle relaxation therapy,1
Biological,mva-sars-2-s vaccinations (days 0,1
Biological,mva-sars-2-s vaccinations (days 0/28),1
Biological,mvc-cov1901,1
Biological,mvc-cov1901(s protein with adjuvant),1
Biological,mvc-cov1901(saline),1
Combination Product,mw33 injection,1
placebo,mw33 injection placebo,1
