intervention,"Active, not recruiting",Completed,Enrolling by invitation,Recruiting,Terminated,Total
adcld-cov19-1,0,0,0,1,0,1
adcovid,1,0,0,0,0,1
adenovirus type-5 vectored covid-19 vaccine,1,0,0,0,0,1
adimrsc-2f,0,0,0,1,0,1
adm03820,0,0,0,1,0,1
administration of equine immunoglobulin anti sars-cov-2,0,1,0,0,0,1
adsorbed sars-cov-2 (inactivated) vaccine,1,0,0,0,0,1
adx-629,0,0,0,1,0,1
aerobic exercise therapy,0,0,0,1,0,1
aerobic exercises,0,0,1,0,0,1
aerobic training,0,0,0,1,0,1
aerosolized dnase,0,0,0,1,0,1
african american sender acknowledgement,0,1,0,0,0,1
african american sender in informational videos.,0,1,0,0,0,1
after-each-case room disinfection,0,1,0,0,0,1
after covid-19 vaccination,1,0,0,0,0,1
ag0301-covid19,0,1,0,0,0,1
ag0302-covid19,1,0,0,0,0,1
ag0302-covid19 for intradermal injection,0,0,0,1,0,1
ag0302-covid19 for intramuscular injection,0,0,0,1,0,1
agent-797,0,0,0,1,0,1
ai algorithm,0,0,0,1,0,1
airflo2,0,0,0,1,0,1
ak119,0,0,0,1,0,1
akl-t01,0,0,0,1,0,1
aks-452,0,0,0,1,0,1
alanine,0,0,0,1,0,1
albumine,0,1,0,0,0,1
alcohol mouthwash (listerine) (d) mouth rinse with the solution provided,0,0,0,1,0,1
aldesleukin,0,0,0,1,0,1
alfq (qs21 adjuvant),1,0,0,0,0,1
allogeneic,1,0,0,0,0,1
allogeneic human menstrual blood stem cells secretome,0,1,0,0,0,1
allogeneic mesenchymal stem cell,0,1,0,0,0,1
allogeneic wharton's jelly-mscs (wj-msc),0,0,0,1,0,1
almitrine,0,0,0,1,0,1
"alpha-interferon alpha, abidol, ribavirin, buzhong yiqi plus",1,0,0,0,0,1
"alpha-interferon alpha, abidol, ribavirin, buzhong yiqi plus/minus formula, huhuang detoxicity paste, baimu qingre jiedu paste, fumigation/inhalation of vitamin c",1,0,0,0,0,1
"alpha-interferon, abidol, ribavirin, buzhong yiqi plus",1,0,0,0,0,1
"alpha-interferon, abidol, ribavirin, buzhong yiqi plus/minus formula, huhuang detoxicity paste, baimu qingre jiedu paste/5% glucose",1,0,0,0,0,1
"alpha-interferon, abidol, ribavirin, buzhong yiqi plus/minus formula, huhuang detoxicity paste, baimu qingre jiedu paste/high-dose vitamin c treatment",1,0,0,0,0,1
alpha one antitrypsin,0,0,0,1,0,1
alpha variant,0,0,0,1,0,1
also no soap (pure control),1,0,0,0,0,1
alteplase,0,0,0,1,0,1
altruism video,0,0,0,1,0,1
alum adjuvant,1,0,0,0,0,1
aluminum adjuvant of inactivated sars-cov-2 vaccine,1,0,0,0,0,1
alvelestat,1,0,0,0,0,1
alveolar,0,0,0,1,0,1
ama acknowledgement drug pricing,0,1,0,0,0,1
amantadine,0,0,0,1,0,1
amantadine hydrochloride,0,0,0,1,0,1
ambulation,0,0,0,1,0,1
amiodarone,0,1,0,0,0,1
amlodipine,0,0,0,1,0,1
amor 18 powder,0,0,0,1,0,1
amor 18 powder/inhalation,0,0,0,1,0,1
amoxicillin,0,0,0,1,0,1
an69-oxiris,0,0,0,1,0,1
an69-standard,0,0,0,1,0,1
anakinra/osoc,0,0,0,0,1,1
anakinra/ruxolitinib,0,0,0,0,1,1
andrographis paniculata,0,0,0,1,0,1
ang-3777,1,0,0,0,0,1
anger message,0,1,0,0,0,1
angiography scanner,0,0,0,1,0,1
angiotensin,0,0,0,1,0,1
angiotensin-(1-7),0,0,0,1,0,1
angiotensin ii receptor blockers,0,0,0,1,0,1
angiotensin peptide (1-7) derived plasma,0,0,0,1,0,1
anise,0,0,0,1,0,1
anluohuaxian,0,0,0,1,0,1
anti-cd14,0,0,0,1,0,1
anti-coronavirus antibodies (immunoglobulins)obtained with dfpp from convalescent patients,0,0,0,1,0,1
anti-sars-cov-2,0,0,0,1,0,1
anti-sars-cov-2 igt seropositivity,0,1,0,0,0,1
anti-sars-cov-2 igy,0,1,0,0,0,1
anti-sars-cov-2 mab,0,0,0,1,0,1
anti covid 19 intravenous immunoglobulin (c-ivig),0,0,0,1,0,1
anti sars-cov-2 equine hyperimmune serum,0,0,0,1,0,1
anti sars-cov 2 convalescent plasma in critical covid-19 patients,0,0,0,0,1,1
anti sars-cov 2 convalescent plasma in severe covid-19 patients,0,0,0,0,1,1
antibiotics,0,0,0,1,0,1
antibody test,0,1,0,0,0,1
antibody testing for sars-cov-2 igg,0,0,0,1,0,1
anticoagulants according to different protocols.,0,1,0,0,0,1
anticoagulation agents (edoxaban and,0,0,0,1,0,1
anticoagulation agents (edoxaban and/or high dose lmwh),0,0,0,1,0,1
anticov-220,1,0,0,0,0,1
antigen,0,0,0,1,0,1
antihypertensives,0,0,0,1,0,1
antimicrobial stewardship prospective audit,0,0,0,1,0,1
antimicrobial stewardship prospective audit/feedback,0,0,0,1,0,1
antioxidants,0,0,0,1,0,1
antithrombin,0,1,0,0,0,1
antithrombin / best available treatment,0,1,0,0,0,1
antithrombin iii,0,0,0,1,0,1
antroquinonol,0,0,0,1,0,1
anxiety,0,1,0,0,0,1
anxiety reduction training,1,0,0,0,0,1
ap-23,0,0,0,1,0,1
apilimod dimesylate,0,0,0,1,0,1
apixaban 5mg,1,0,0,0,0,1
apl-9,0,1,0,0,0,1
application of cdss to provide nutritional care in breast cancer patients from home,0,1,0,0,0,1
apps,0,1,0,0,0,1
apremilast,0,1,0,0,0,1
apremilast placebo,0,1,0,0,0,1
aprepitant injectable emulsion,0,0,0,1,0,1
aprotinin,1,0,0,0,0,1
aptamex,0,0,0,1,0,1
arbidol hydrochloride/interferon atomization,0,0,0,1,0,1
arbox,0,0,0,0,1,1
arct-021,0,0,0,1,0,1
arct-021 dose 1,0,1,0,0,0,1
arct-021 dose 2,0,1,0,0,0,1
arct-021 dose 3,0,1,0,0,0,1
arct-021 dose 4,0,1,0,0,0,1
arct-021 dose regimen 1,0,1,0,0,0,1
arct-021 dose regimen 2,0,1,0,0,0,1
arct-021 single dose priming,1,0,0,0,0,1
arct-021 two higher dose priming,1,0,0,0,0,1
arct-021 two lower dose priming,1,0,0,0,0,1
arct-154,0,0,0,1,0,1
arct-165,0,0,0,1,0,1
ardsnet,0,0,0,1,0,1
ardsnet table,0,0,0,1,0,1
argatroban,0,0,0,1,0,1
artemesia annua,0,0,0,1,0,1
artemether-lumefantrine (al),0,0,0,1,0,1
artemic,0,1,0,0,0,1
artemisia annua leaf,0,0,0,0,1,1
artemisinin,0,1,0,0,0,1
asc09,0,0,0,1,0,1
asc09f/oseltamivir,0,0,0,1,0,1
ascorbic acid/zinc gluconate,0,1,0,0,0,1
ashmolean website,0,0,0,1,0,1
asp,0,0,0,1,0,1
aspirin 25mg orally,0,0,0,1,0,1
assembled mask,1,0,0,0,0,1
"assessing antibody responses, neutralizing capacity",1,0,0,0,0,1
"assessing antibody responses, neutralizing capacity/memory b-cell function",1,0,0,0,0,1
assigned strategies: active choice,0,1,0,0,0,1
assigned strategies: enhanced active choice,0,1,0,0,0,1
assigned strategies: opt-in,0,1,0,0,0,1
astrazeneca,0,0,0,1,0,1
astrazeneca/oxford vaccine,0,0,0,1,0,1
astrazenica vaccine,0,0,0,1,0,1
asunercept,0,0,0,1,0,1
asunercept 100mg,0,0,0,1,0,1
asunercept 25mg,0,0,0,1,0,1
asunercept 400mg,0,0,0,1,0,1
asynchronous telerehabilitation programme,0,0,0,1,0,1
at-001,0,1,0,0,0,1
at-100,0,0,0,1,0,1
atazanavir/dexamethasone,0,0,0,1,0,1
ati-450,0,1,0,0,0,1
atorvastatin-ezetimibe,0,0,0,1,0,1
atorvastatin / l-arginine / folic acid / nicorandil / nebivolol,0,0,0,1,0,1
atorvastatin 20 mg oral tablet,0,0,0,1,0,1
atorvastatin 80mg,0,0,0,1,0,1
atovaquone,0,0,0,1,0,1
atovaquone/azithromycin,0,0,0,1,0,1
atr-002,0,0,0,1,0,1
attention bias modification (abm),0,1,0,0,0,1
atyr1923,0,1,0,0,0,1
audio for relaxation techniques,0,0,0,1,0,1
auditory evoked potentials (aep),0,1,0,0,0,1
augmented message,0,0,0,1,0,1
auricular neuromodulation,0,0,0,0,1,1
auricular percutaneous neurostimulation,0,0,0,1,0,1
auricular stimulation,0,0,0,1,0,1
autologous activated platelet-rich plasma,0,0,0,1,0,1
autologous non-hematopoietic peripheral blood stem cells (nhpbsc),0,1,0,0,0,1
autophagy inhibitor (gns651),1,0,0,0,0,1
auxora,0,1,0,0,0,1
aviptadil acetate,0,0,0,1,0,1
aviptadil placebo,0,0,0,1,0,1
aviptadil/standard care,0,1,0,0,0,1
award,0,0,0,1,0,1
award advice,0,0,0,1,0,1
award/covid-specific advice,0,0,0,1,0,1
azd1656,0,1,0,0,0,1
azd2816,0,0,0,1,0,1
azd7442 (im),0,0,0,1,0,1
azd7442 (iv),0,0,0,1,0,1
azithromycin / ivermectin / ribaroxaban / paracetamol,0,1,0,0,0,1
azithromycin / ribaroxaban / paracetamol,0,1,0,0,0,1
azithromycin pill,0,0,0,1,0,1
azoximer bromide,1,0,0,0,0,1
azvudine,0,0,0,1,0,1
azvudine placebo,0,0,0,1,0,1
"b.1.351)-as03, dosage a",0,0,0,1,0,1
"b.1.351)-as03, dosage b",0,0,0,1,0,1
b: placebo,0,0,0,1,0,1
bacillus subtilis,0,0,0,1,0,1
bactek-r,0,0,0,1,0,1
bactrl-spike,1,0,0,0,0,1
baf312,0,0,0,1,0,1
balanced amino acid,0,0,0,1,0,1
bandebereho fathers',0,0,1,0,0,1
bardoxolone methyl,0,1,0,0,0,1
baricitinib / dexamethasone,0,0,0,1,0,1
baseline,0,0,0,1,0,1
baseline blood sample,0,0,0,1,0,1
baseline disease modifying therapies (dmts),0,0,0,1,0,1
baseline message,0,1,0,0,0,1
baseline/during hospitalization blood samples,0,0,0,1,0,1
basic feedback,0,1,0,0,0,1
bat / calcifediol,0,0,0,1,0,1
bbv152,1,0,0,0,0,1
bbv152a - phase i,1,0,0,0,0,1
bbv152a - phase ii,1,0,0,0,0,1
bbv152b - phase i,1,0,0,0,0,1
bbv152b - phase ii,1,0,0,0,0,1
bbv152c - phase i,1,0,0,0,0,1
bbv154 vaccine,1,0,0,0,0,1
bcg-10 vaccine,0,0,0,1,0,1
bdb-001 injection,0,0,0,1,0,1
beck anxiety inventory,0,1,0,0,0,1
beck depression inventory,0,1,0,0,0,1
behavioral activation ssi,0,1,0,0,0,1
behavioral economics,0,0,0,1,0,1
behavioral intervention,0,0,0,1,0,1
behaviour change technique intervention to improve quality of life,0,0,0,1,0,1
beijing,1,0,0,0,0,1
bemcentinib,1,0,0,0,0,1
bemiparin,0,0,0,1,0,1
bemiparin sodium,0,0,0,1,0,1
bempegaldesleukin,1,0,0,0,0,1
berberine,0,1,0,0,0,1
bereavement virtual support group,0,0,1,0,0,1
best message,0,0,0,1,0,1
best message / augmented message/implementation strategy,0,0,0,1,0,1
best message alone,0,0,0,1,0,1
best standard of care / cardio,0,0,0,1,0,1
best symptomatic treatment based on doctor recommendations),0,0,0,1,0,1
betadine (c) mouth rinse with the solution provided,0,0,0,1,0,1
betadineâ© bucal 100 mg,0,1,0,0,0,1
betadineâ© bucal 100 mg/ml,0,1,0,0,0,1
bgb-dxp593,0,1,0,0,0,1
bgb dxp593,0,1,0,0,0,1
bge-175,0,0,0,1,0,1
bi 764198,0,0,0,0,1,1
bi 767551 inhaled,1,0,0,0,0,1
bi 767551 intravenous,1,0,0,0,0,1
bicalutamide 150 mg,0,0,0,0,1,1
bidirectional oxygenation mouthpiece,0,0,0,1,0,1
bio 300 oral suspension,0,0,0,1,0,1
bio101,0,0,0,1,0,1
bioarginina c,0,0,0,1,0,1
biobehavioral tele-rehabilitation sessions,1,0,0,0,0,1
biochemistry blood test,0,0,0,1,0,1
biocollection,0,0,0,1,0,1
biological test,0,0,0,1,0,1
biological/vaccine: bnt162b2 10mcg,0,0,0,1,0,1
biological/vaccine: recombinant new coronavirus vaccine (cho cell) low-dose group,1,0,0,0,0,1
biological/vaccine: recombinant new coronavirus vaccine (cho cells) high-dose group,1,0,0,0,0,1
biological/vaccine: recombinant new coronavirus vaccine (cho cells) placebo group,1,0,0,0,0,1
biological: mrna-1273,1,0,0,0,0,1
biontech),0,0,0,1,0,1
biosensor,0,0,0,1,0,1
biospecimen collection,0,0,0,1,0,1
biovitals,0,0,0,1,0,1
biozek covid-19 antigen rapid test,0,0,0,1,0,1
biozek covid-19 antigen rapid test (saliva),0,0,0,1,0,1
bivalirudin,0,0,0,1,0,1
bld-2660,1,0,0,0,0,1
blended gaming covid-19 training system (bgcts),0,0,0,1,0,1
blink,0,1,0,0,0,1
blink/masseter inhibitory reflex,0,1,0,0,0,1
blis k12,0,0,0,1,0,1
blood biomarkers,0,0,0,1,0,1
blood count,1,0,0,0,0,1
blood group determination,0,0,0,1,0,1
blood sample analyses,0,0,0,1,0,1
blood sample/data record,0,0,0,1,0,1
blood sample/salivary sample,0,0,0,1,0,1
blood samples for the study of the humoral response to sars-cov-2 variants,0,0,0,1,0,1
blood samples for the study of the humoral response to sars-cov-2 variants/of the cellular response after vaccination against covid-19,0,0,0,1,0,1
blood test for inflammatory markers,0,0,0,1,0,1
blood test to describe the humoral,0,0,0,1,0,1
blood test to describe the humoral/cellular response to vaccination bnt162b2 in the elderly,0,0,0,1,0,1
blood/derivatives,0,1,0,0,0,1
blood/nasal fluid sampling before/after covid-19 vaccination,1,0,0,0,0,1
bms-986253,0,0,0,1,0,1
bms-986413,0,0,0,1,0,1
bms-986414,0,0,0,1,0,1
bms-986414 / bms-986413,0,0,0,1,0,1
bno 1030,0,1,0,0,0,1
bnt162a1,0,0,0,1,0,1
bnt162b2 20mcg,0,0,0,1,0,1
bnt162b2 30mcg,0,0,0,1,0,1
bnt162b2.b.1.351,0,1,0,0,0,1
bnt162b2sa,0,0,0,1,0,1
bnt162b3,1,0,0,0,0,1
bnt162c2,0,0,0,1,0,1
body odor samples,0,0,0,1,0,1
body position change,0,0,0,1,0,1
boesenbergia,0,0,0,1,0,1
boost,1,0,0,0,0,1
botulinum neurotoxin,0,1,0,0,0,1
bovine lactoferrin,0,0,0,1,0,1
bovine plasma-derived immunoglobulin concentrate,0,0,0,1,0,1
brain mri,0,0,0,1,0,1
brain parenchyma biopsies,0,0,0,1,0,1
brazilian green propolis extract (epp-af),0,1,0,0,0,1
breath biopsy,0,1,0,0,0,1
breath biopsy analysis,0,0,0,1,0,1
breath test,0,1,0,0,0,1
breath test/cheek swab,0,1,0,0,0,1
"breathing exercise, intensive spirometry use, supported cough, progressive mobilisation",0,0,0,1,0,1
"breathing exercise, intensive spirometry use, supported cough, progressive mobilisation/ambulation",0,0,0,1,0,1
breathing exercises,0,1,0,0,0,1
brensocatib,0,1,0,0,0,1
brexanolone,0,0,0,0,1,1
bridge therapy,0,0,0,1,0,1
brief counseling,0,0,0,1,0,1
brief digital imagery-competing task intervention,0,0,0,1,0,1
brief informational infographic,0,1,0,0,0,1
brief interpersonal telepsychotherapy,0,0,1,0,0,1
brief mindfulness based intervention,0,1,0,0,0,1
brief skills for safer living,0,0,0,1,0,1
brilacidin,0,1,0,0,0,1
broad-spectrum cbd oil,0,0,0,1,0,1
bromelain,0,0,0,1,0,1
bromhexine oral tablet and/or hydroxychloroquine tablet,0,0,0,1,0,1
btl-tml-covid,0,1,0,0,0,1
bucillamine,0,0,1,0,0,1
buddy,1,0,0,0,0,1
buddy assigned in community,1,0,0,0,0,1
butterfly iq,0,1,0,0,0,1
c-135-ls,1,0,0,0,0,1
c1 inhibitor human,0,1,0,0,0,1
c144-ls,1,0,0,0,0,1
c144-ls/c-135-ls,1,0,0,0,0,1
c19-ig 20%,0,0,0,1,0,1
c21,0,1,0,0,0,1
calcifediol,0,0,0,1,0,1
calisthenic exercises,0,1,0,0,0,1
camostat mesylate,0,0,0,1,0,1
candesartan,0,0,0,1,0,1
"cannabidiol, pharmaceutically produced with < 5 ppm thc",0,0,0,1,0,1
canrenoate potassium,0,0,0,1,0,1
canswab,0,1,0,0,0,1
cap-1002,0,0,0,1,0,1
capillary collection,0,0,0,1,0,1
capillary collection/testing,0,0,0,1,0,1
cardiac echocardiography,0,1,0,0,0,1
cardiac magnetic resonance imaging (cmr),0,0,0,1,0,1
cardiac pet,0,0,0,1,0,1
cardiac pet/mri,0,0,0,1,0,1
cardiac rhythm monitoring,0,1,0,0,0,1
cardio,0,0,0,1,0,1
cardiopulmonary exercise (centre-based),0,0,0,1,0,1
cardiopulmonary exercise (online-based),0,0,0,1,0,1
cardiopulmonary exercise training,0,0,0,1,0,1
cardiorespiratory exercise,0,0,0,1,0,1
care as usual,0,1,0,0,0,1
caring contacts without an introductory phone call (cc),0,0,1,0,0,1
caring contacts/introductory phone call (cc/),0,0,1,0,0,1
carrageenan nasal,0,0,0,1,0,1
carrageenan nasal spray,0,0,0,1,0,1
carrageenan nasal spray/1% pvp- mouthwash/gargle,0,0,0,1,0,1
carrageenan nasal/throat spray,0,0,0,1,0,1
carragelose,0,0,0,1,0,1
carrimycin,0,0,0,1,0,1
cash transfer,1,0,0,0,0,1
casirivimab / imdevimab,0,0,0,1,0,1
castem,0,0,0,1,0,1
cbd isolate,0,0,0,1,0,1
ccp,0,0,0,1,0,1
cd127lo,0,0,0,1,0,1
cd24fc,0,1,0,0,0,1
cefditoren pivoxil 400mg,0,0,0,1,0,1
celecoxib famotidine,0,0,0,1,0,1
cell therapy protocol 1,0,0,0,1,0,1
cell therapy protocol 2,0,0,0,1,0,1
cellular response to vaccination bnt162b2 in the elderly,0,0,0,1,0,1
centricyte 1000,0,0,0,1,0,1
cerc-002,0,1,0,0,0,1
cerebrolysin,0,1,0,0,0,1
"cerebrospinal fluid sampling, meningeal",0,0,0,1,0,1
"cerebrospinal fluid sampling, meningeal/brain parenchyma biopsies",0,0,0,1,0,1
certified cloth face mask,1,0,0,0,0,1
certified cloth face mask/preventive information,1,0,0,0,0,1
chadox1-s [recombinant],0,0,0,1,0,1
chadox1 ncov-19 0.5ml (3.5-6.5x10^10vp) late vaccine (lv),1,0,0,0,0,1
chadox1 ncov-19 0.5ml (3.5-6.5x10^10vp) late vaccine two (lvt),1,0,0,0,0,1
chadox1 ncov-19 single dose,0,0,0,1,0,1
chadox1 ncov-19 single dose / paracetamol,0,0,0,1,0,1
chadox1 ncov-19 two dose,0,0,0,1,0,1
chadox1 ncov-19 two dose / paracetamol,0,0,0,1,0,1
chadv68-s,0,0,0,1,0,1
chadv68-s-tce,0,0,0,1,0,1
chain-referral,0,0,0,1,0,1
chamindwell,0,0,0,1,0,1
"change in knowledge, motivation, skills, resources",0,0,0,1,0,1
chat-based instant messaging support,0,1,0,0,0,1
chat-based support,0,0,0,1,0,1
chatbot on covid-19 vaccine hesitancy,0,0,0,1,0,1
check-list including lung ultrasound,0,0,0,1,0,1
cheek swab,0,1,0,0,0,1
chemokines profiles of patients with dexmedetomidine administration,0,0,0,1,0,1
chest physiotherapy post-covid19,0,0,0,1,0,1
chest x-ray,0,0,0,1,0,1
chiropractic care (more than one visit),0,1,0,0,0,1
chiropractic care (one visit),0,1,0,0,0,1
chlorhexidine gluconate (a) mouth rinse with the solution provided,0,0,0,1,0,1
chlorine dioxide,0,0,0,1,0,1
choice of assignment: active choice,0,1,0,0,0,1
choice of assignment: enhanced active choice,0,1,0,0,0,1
choice of assignment: opt-in,0,1,0,0,0,1
cholecalciferol 6 lakh iu,1,0,0,0,0,1
christmas holiday,1,0,0,0,0,1
chx0.12,0,1,0,0,0,1
chx0.12/cpc0.05 oral rinse (perioaidactive control),0,1,0,0,0,1
ciclã©sonide,0,0,0,1,0,1
ciclesonide nasal,0,0,0,0,1,1
cig axial,0,1,0,0,0,1
cig tilted,0,1,0,0,0,1
cimetra-1,0,0,0,1,0,1
cimetra-2,0,0,0,1,0,1
citrox,0,1,0,0,0,1
ck0802,1,0,0,0,0,1
ckd-314,0,0,0,1,0,1
ckd-314 placebo,0,0,0,1,0,1
ckd-314 placebo/soc,0,0,0,1,0,1
ckd-314/soc,0,0,0,1,0,1
clarithromycin,0,1,0,0,0,1
clarithromycin 500mg,0,1,0,0,0,1
clinical decision support system based on non-invasive multimodal monitoring,1,0,0,0,0,1
clinical examination,0,1,0,0,0,1
clinician endorsement,0,1,0,0,0,1
cliniporator,1,0,0,0,0,1
cliniporatorâ®,0,0,0,1,0,1
cliniporatorâ®/epsgun,0,0,0,1,0,1
clofazimine,0,0,0,1,0,1
closed face shield with surgical face mask use,0,1,0,0,0,1
closys ultra sensitive rinse mouthwash,0,0,0,1,0,1
cm4620-ie (injectable emulsion),0,0,0,1,0,1
co-mestring (co-coping),0,1,0,0,0,1
cobicistat,0,0,0,1,0,1
cod liver oil,0,0,0,1,0,1
coenzyme q10,0,0,0,1,0,1
cognitive,0,0,0,1,0,1
cognitive activity,0,1,0,0,0,1
"cognitive behavior therapy (cbt), specifically using the facing your fears (fyf) curriculum",0,0,0,1,0,1
cognitive behavioral brief-telepsychotherapy,0,0,1,0,0,1
cognitive behavioural group therapy for perinatal anxiety,0,0,0,1,0,1
cognitive training,1,0,0,0,0,1
colchcine,1,0,0,0,0,1
colchicine 0.6 mg,0,0,1,0,0,1
colchicine pill,0,1,0,0,0,1
colchicine/herbal phenolic monoterpene fractions,0,1,0,0,0,1
colchicine/symptomatic treatment (paracetamol),0,0,0,1,0,1
colgate total zero,0,0,0,0,1,1
collagen-polyvinylpyrrolidone,0,0,0,1,0,1
"collection of blood, salivary",0,1,0,0,0,1
"collection of blood, salivary/nasopharyngeal samples.",0,1,0,0,0,1
collective intelligence intervention,0,0,0,1,0,1
colloidal silver,0,0,0,1,0,1
combination,0,1,0,0,0,1
"combination of curcumin, quercetin",0,0,0,1,0,1
"combination of curcumin, quercetin/vitamin d",0,0,0,1,0,1
combination product: js016 (anti-sars-cov-2 monoclonal antibody),0,0,0,1,0,1
combined art,0,0,0,1,0,1
combined art/hydroxychloroquine,0,0,0,1,0,1
comirnaty - biontech manufacturing gmbh,0,0,0,1,0,1
"comirnaty (covid-19, mrna vaccine)",1,0,0,0,0,1
commercial covid-19 vaccine,1,0,0,0,0,1
communication type,0,1,0,0,0,1
"community-based, mobile van testing",0,0,1,0,0,1
community-provided moderna mrna-1273 covid-19 vaccine,0,0,0,1,0,1
community-provided mrna-based covid-19 vaccine,0,0,0,1,0,1
community health worker support,0,1,0,0,0,1
community health workers.,1,0,0,0,0,1
community interest message,0,1,0,0,0,1
community mask,0,1,0,0,0,1
community popular opinion leader (pol) based intervention,0,0,0,1,0,1
comparator,0,1,0,0,0,1
comparison group,1,0,0,0,0,1
compass,1,0,0,0,0,1
compassion exercises,0,0,0,1,0,1
compassion focused intervention,0,1,0,0,0,1
complement dosage,0,0,0,1,0,1
computerized cognitive training,1,0,0,0,0,1
concentrate beetroot juice,0,0,0,1,0,1
concentrated air,0,0,0,1,0,1
concentrated oxygen,0,0,0,1,0,1
concentrated rehabilitation for patients with persistent symptoms post covid-19,0,0,0,1,0,1
concert,0,1,0,0,0,1
concurrent treatment of ptsd,0,0,0,1,0,1
concurrent treatment of ptsd/substance use disorders using prolonged exposure (cope),0,0,0,1,0,1
conestat alfa,1,0,0,0,0,1
confirm sars-cov-2 infection,0,0,0,1,0,1
conjunctival swab/nasopharyngeal swab,0,0,0,1,0,1
contain covid anxiety ssi,0,1,0,0,0,1
continuation of acei,0,0,0,1,0,1
continuation of acei/arb,0,0,0,1,0,1
continuation of arb,0,1,0,0,0,1
continuation of ras blocker,0,0,0,0,1,1
continued self-enhancement (enhance) for covid-19,0,0,1,0,0,1
continuous blind glucose measurement device (free style pro),0,0,0,1,0,1
continuous glucose monitor (cgm),0,0,0,1,0,1
"continuous glucose monitoring (cgm, dexcom g6)",0,0,1,0,0,1
continuous positive airway pressure,0,0,0,0,1,1
continuous positive airway pressure (cpap) therapy using oxyjet,1,0,0,0,0,1
continuous vital sign monitoring - isansys patient status engine,0,0,0,1,0,1
contrast-enhanced cmr,0,0,0,1,0,1
control blend,0,0,0,1,0,1
control group - waiting list,0,0,0,1,0,1
control group (standard hospital treatment),0,1,0,0,0,1
control intervention,0,0,0,1,0,1
control message,0,1,0,0,0,1
control patients,0,0,0,1,0,1
control swab,0,0,0,1,0,1
control test,0,0,0,1,0,1
control training group,0,1,0,0,0,1
controlled vaccine,0,0,0,1,0,1
controls,0,0,0,1,0,1
convalescent plasma infusion,0,0,0,1,0,1
convalescent plasma treatment,0,0,0,1,0,1
convalescent plasma with antibody against sars-cov-2.,0,0,0,1,0,1
convalescent plasma/standard care,0,0,0,1,0,1
convalscent plasma,0,0,0,1,0,1
convenient scheduling link,1,0,0,0,0,1
conventional,0,1,0,0,0,1
"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation,",0,0,0,1,0,1
"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation,/lopinavir/ritonavir)",0,0,0,1,0,1
conventional n95 respirator,0,0,0,1,0,1
conventional therapy first,1,0,0,0,0,1
convp,0,0,0,1,0,1
cor-101,0,0,0,1,0,1
core warming,0,0,0,1,0,1
corn oil (placebo),0,0,0,1,0,1
coronavirus vaccine,0,0,0,1,0,1
corpus cavernosum electromyography,0,1,0,0,0,1
corvax,1,0,0,0,0,1
cosh self-help smoking cessation booklet,0,0,0,1,0,1
cospherunate,0,0,1,0,0,1
cospherunate/azythromycine,0,0,1,0,0,1
cospherunate/phytomedicine/azythromycien,0,0,1,0,0,1
cost-benefit frame,1,0,0,0,0,1
counselling,1,0,0,0,0,1
"couple hopes guided, internet-delivered, self-help intervention",0,0,0,1,0,1
couples' group education,0,0,1,0,0,1
covac-1,0,0,0,1,0,1
covaxin,0,0,0,1,0,1
covend24,0,0,0,1,0,1
covepit (ose13e),0,0,0,1,0,1
covi-drops,0,0,0,1,0,1
covi-vac,1,0,0,0,0,1
covid-19-impact on quality of life questionnaire,0,0,0,1,0,1
covid-19 antibody test,0,1,0,0,0,1
"covid-19 antigen/antibody rapid testing, mobile device image capture/telemedicine support",0,0,0,1,0,1
covid-19 barrier box,0,1,0,0,0,1
covid-19 community outreach,0,0,0,1,0,1
covid-19 community outreach/health promotion.,0,0,0,1,0,1
covid-19 convalescent plasma (cp),1,0,0,0,0,1
covid-19 diagnostic test,0,1,0,0,0,1
covid-19 e-package: psychological wellbeing for healthcare workers,0,1,0,0,0,1
covid-19 individual awareness,0,0,0,1,0,1
covid-19 individual awareness/education.,0,0,0,1,0,1
covid-19 individual health education,0,0,0,1,0,1
covid-19 individual health education/linkages to medical/supportive services.,0,0,0,1,0,1
covid-19 informational text,0,0,0,1,0,1
covid-19 mrna vaccine (nucleoside modified),0,0,0,1,0,1
covid-19 related health warning leaflet,0,0,0,1,0,1
covid-19 rt-pcr test,0,0,0,1,0,1
covid-19 sars-cov igg,0,0,0,1,0,1
covid-19 sars-cov igg/igm antibody rapid test,0,0,0,1,0,1
covid-19 standard of care,0,0,0,1,0,1
covid-19 standard therapy,1,0,0,0,0,1
covid-19 swab,0,0,0,1,0,1
covid-19 symptom monitoring system,0,0,0,1,0,1
covid-19 vaccine astrazeneca suspension for injection,0,0,0,1,0,1
covid-19 vaccine education campaign,0,0,0,1,0,1
covid-19 vaccine hipra 10,1,0,0,0,0,1
covid-19 vaccine hipra 20,1,0,0,0,0,1
covid-19 vaccine hipra 40,1,0,0,0,0,1
covid-19 vaccine janssen (ad26.cov2-s),0,0,0,1,0,1
covid-19 vaccine message,1,0,0,0,0,1
covid-19 vaccine moderna dispersion for injection - moderna biotech,0,0,0,1,0,1
covid-evax,0,0,0,1,0,1
covid-globulin,0,0,0,1,0,1
covid-higiv,0,1,0,0,0,1
covid-specific advice,0,0,0,1,0,1
