Intervention_type,intervention,Study_count
Drug,umifenovir,1
Drug,unikinon (chloroquine phosphate) 200mg tablets,1
Drug,usual care and no colchine,1
Drug,valsartan (diovan),1
Drug,vazegepant (bhv-3500),1
Drug,vc,1
Drug,verapamil,1
Drug,xiyanping injection,1
Drug,yin hu qing wen granula(low does),1
Drug,yinhu qingwen decoction,1
Drug,yinhu qingwen decoction(low dose),1
Drug,yinhu qingwen granula,1
Drug,zithromax oral product,1
Genetic,mesenchymal stromal cells,1
Genetic,next generation sequencing (ngs) analysis,1
Genetic,sars-cov-2 viral composition,1
Genetic,sequencing,1
Genetic,t-cell receptor (tcr) repertoire,1
Genetic,whole genome analysis,1
Other,- synthetic anti-malarial drugs,1
Other,"""calm"" is a mindfulness meditation mobile app",1
Other,(standard of care) soc,1
Other,1: usual practice,1
Other,2d telemedicine,1
Other,3d telemedicine,1
Other,40ml blood sample,1
Other,additional biological samples,1
Other,additional blood tubes,1
Other,all treatment about covid-2019,1
Other,anti-sars-cov-2 convalescent plasma,1
Other,antibody-rich plasma from covid-19 recovered patients,1
Other,assessment of postnatal depression using the the edinburgh questionnaire between 4 and 6 weeks after delivery,1
Other,assessment of the presence of the sars-cov-2 virus,1
Other,auto-questionnaires (patients co infected hiv sras-cov-2),1
Other,bacterial species isolated,1
Other,basic treatment,1
Other,best available therapy,1
Other,best practice,1
Other,best standard of care,1
Other,biological samples collection,1
Other,biomarkers in the long term impact of coronavirus infection in the cardiorrespiratory system,1
Other,biomedomics covid-19 igm-igg rapid test,1
Other,blood and derivatives.,1
Other,blood donation from convalescent donor,1
Other,blood samples,1
Other,brief psychiatric rating scale,1
Other,cardiac and electrodermal recordings,1
Other,cardiac surgery,1
Other,cash transfer,1
Other,chinese medicine treatment,1
Other,clinical diagnosis of covid-19 by a health care professional,1
Other,comprehensive treatment,1
Other,connor-davidson resilience scale 10 items (cd-risc 10),1
Other,continuation of acei/arb,1
Other,continuation of arb/acei,1
Other,control,1
Other,control group,1
Other,convalescent plasma from recovered covid 19 donor,1
Other,conventional management of patients,1
Other,covid-19 igm-igg rapid test,1
Other,covid-19 infection,1
Other,covid-19 pandemic,1
Other,cross-sectional observational study,1
Other,cross-sectional study investigating the association of npis with mental health,1
Other,ct score,1
Other,current care per ucla treating physicians,1
Other,daily syndromic surveillance,1
Other,data collection,1
Other,data record,1
Other,deep venous disease diagnostic,1
Other,"depression, anxiety and stress scale",1
Other,"determination of physical activity, quality of life, stress levels of isolated people at home with the danger of coronavirus.",1
Other,discontinuation of acei/arb,1
Other,discontinuation of arb/acei,1
Other,doppler echo,1
Other,echocardiography,1
Other,equipment with smartwatch throughout hospital stay on the general ward,1
Other,evaluate hacor score effectivity in this patients,1
Other,evaluation of the epidemiological characteristics of coronavirus infection (sars-cov-2),1
Other,experimental: questionnaire without precaution information,1
Other,exposed to the novel coronavirus disease 2019,1
Other,exposure,1
Other,exposure (not intervention) - sars-cov-2 infection,1
Other,exposure to the sars-cov-2 and its consequences,1
Other,extra blood sample,1
Other,fibrin generation markers assays,1
Other,gad-7 (7-item generalized anxiety disorder),1
Other,gas exchanges at different peep,1
Other,global survey,1
Other,"gps reports of potential patient safety incidents, non-covid-19 related",1
Other,hemodynamics changes at different peep,1
Other,home-cov rule implementation,1
Other,home care monitoring,1
Other,hospital anxiety and depression scale,1
Other,hospitalized children with covid19,1
Other,human biological samples,1
Other,hydroxychloroquine/chloroquine,1
Other,hyperimmune plasma,1
Other,"hypoxia : 14.3 and 12.7% fio2, hypercapnia 7% co2, inspiratory mechanical constraint",1
Other,icu treatment,1
Other,immunological profiling,1
Other,impact event score,1
Other,impact of event scale-revised,1
Other,individualised ayurveda,1
Other,inhaled supplemental oxygen,1
Other,injective placebo,1
Other,interview,1
Other,intravenous saline injection (placebo),1
Other,it is a survey,1
Other,liver injury,1
Other,local standard of care,1
Other,lung mechanics at different peep,1
Other,maslach burnout inventory questionnair,1
Other,matched placebo hydroxychloroquine,1
Other,maximal effort test,1
Other,mobile internet survey on self-test,1
Other,modification of the planned therapeutic management,1
Other,monitoring for aggravation,1
Other,na (no intervention),1
Other,nacl 0.9%,1
Other,nasal swab,1
Other,"ncapp, a cell phone-based auto-diagnosis system",1
Other,newborns from covid 19 positive mothers,1
Other,no intervention (survey study for medical doctors).,1
Other,no interventional study,1
Other,no special intervention,1
Other,non,1
Other,non-interventional,1
Other,none - na,1
Other,nosocomial infection/hospital acquired infection,1
Other,nutrition support,1
Other,observation,1
Other,"observation of patients with known, suspected, or at risk for covid-19 infection",1
Other,observational only,1
Other,observational study,1
Other,olfactory and gustatory tests,1
Other,on-line survey,1
Other,online survey,1
Other,oral placebo,1
Other,others(no intervention),1
Other,"oxygen-ozone therapy, probiotic supplementation and standard of care",1
Other,oxygen therapy,1
Other,oxygen treatment,1
Other,ozone therapy group (covid positive),1
Other,patient management suffering of coronavirus infection,1
Other,patient sampling,1
Other,peep trial,1
Other,phq-9 (9-item patient health questionnaire),1
Other,phsyiotherapy,1
Other,physiological serum,1
Other,placebo + placebo,1
Other,placebo oral tablet,1
Other,plasma donation,1
Other,plasma therapy using convalescent plasma with antibody against sars-cov-2,1
Other,postpartum women under investigation for coronavirus or diagnosed with covid-19,1
Other,postural positioning,1
Other,practice details,1
Other,pregnant women under investigation for coronavirus or diagnosed with covid-19,1
Other,"primary care professionals reports of potential patient safety incidents, non-covid-19 related",1
Other,prone,1
Other,prone decubitus,1
Other,prone position,1
Other,prone positioning,1
Other,prospective oberservational registry,1
Other,protective ventilation,1
Other,pss (perceived stress scale),1
Other,psycho-education video,1
Other,psychoeducational intervention,1
Other,pulmonary physiotherapy techniques,1
Other,pulmonary ultrasound,1
Other,qualitative interviews (in 40 patients : 20 with covid-19 and 20 without covid-19),1
Other,quality of life,1
Other,quesionnair,1
Other,questionnair about emerging legal and ehical disputes over patient confidentiality,1
Other,questionnaire by phone call,1
Other,questionnaire with precaution information,1
Other,"questionnaires, spirometry",1
Other,quetionnary,1
Other,rapid molecular test,1
Other,rehabilitation,1
Other,retrospective data collection,1
Other,routine care for covid-19 patients,1
Other,saline,1
Other,saline nasal irrigation,1
Other,saline with baby shampoo nasal irrigation,1
Other,samling of oropharynx and nasopharynx,1
Other,sars-cov-2 infection,1
Other,satisfaction evaluation,1
Other,self-administered questionnaires,1
Other,self-prone position recommendation,1
Other,serological test,1
Other,serum chemistry analysis,1
Other,severe covid-19 pneumonia with et,1
Other,simulation of repurposed drugs for covid-19,1
Other,speq (specific psychotic experiences questionnaire) - paranoia and grandiosity subscales,1
Other,spin-chat program,1
Other,standar of care,1
Other,standard administration of oxygen flow,1
Other,standard interface,1
Other,standard medical care,1
Other,standard medical treatment,1
Other,standard of care treatment,1
Other,standard operating procedures,1
Other,standard public health measures,1
Other,standard supportive care,1
Other,standard western medicine treatment,1
Other,study a,1
Other,study b,1
Other,study c,1
Other,study group,1
Other,supportive care,1
Other,surgical facial mask,1
Other,survey administration,1
Other,survey group,1
Other,suspension or maintenance of angiotensin receptor blockers and angiotensin-converting enzyme inhibitors,1
Other,symptoms questionnare,1
Other,systemic indirect endovenous ozone therapy,1
Other,taste and olfactory function evaluation,1
Other,tele-medicine platform,1
Other,telehealth,1
Other,telehealth applications,1
Other,telephone survey,1
Other,tested for sars-cov-2 (regardless of the result),1
Other,the control group will not receive hydroxychloroquine,1
Other,there is no intervention in this study,1
Other,this study is non- interventional,1
Other,thrombin generation test assay,1
Other,ultraprotective ventilation,1
Other,usual antibiotic treatment,1
Other,venous ultrasound,1
Other,video based aerobic exercise,1
Other,vitamin c,1
Other,washed microbiota transplantation,1
Other,web-based redcap survey,1
Other,weekly assessment,1
Other,zaritt burden interview,1
Other,zinc levels,1
Procedure,alveolar recruitment,1
Procedure,auricular neuromodulation,1
Procedure,awake proning,1
Procedure,biological samples specific to research,1
Procedure,blood draw,1
Procedure,blood sampling,1
Procedure,chest physiotherapy using a non-invasive oscillating device,1
Procedure,clinical examination,1
Procedure,combined use of a respiratory broad panel multiplex pcr and procalcitonin,1
Procedure,continuous renal replacement therapy,1
Procedure,control,1
Procedure,conventional oxygen,1
Procedure,cpap,1
Procedure,ct-scan with minimal invasive autopsy,1
Procedure,direct laryngoscopy,1
Procedure,double gloves,1
Procedure,ecmo implantation,1
Procedure,extended sampling and procedures,1
Procedure,facial fractures reduction or osteosynthesis,1
Procedure,follow-up at 14 days,1
Procedure,hfno,1
Procedure,human biological samples,1
Procedure,iv deployment of csvf in sterile normal saline iv solution,1
Procedure,lung ultrasound,1
Procedure,mechanical ventilation,1
Procedure,microcannula harvest adipose derived tissue stromal vascular fraction (tsvf),1
Procedure,peripheral blood draw,1
Procedure,prone position,1
Procedure,prone positioning (pp),1
Procedure,standard of care.,1
Procedure,standard procedure,1
Procedure,standard therapy recommended by the ministry of health of the russian federation and dalargin inhalation,1
Procedure,standard therapy recommended by the ministry of health of the russian federation and dalargin intramuscular injection,1
Procedure,standard therapy recommended by the ministry of health of the russian federation and dalargin intramuscular injection combined with dalargin inhalation,1
Procedure,standard therapy recommended by the ministry of health of the russian federation.,1
Procedure,surgery,1
Procedure,telephone follow-up,1
Procedure,vascular surgery,1
Procedure,vie scope laryngoscopy,1
Radiation,low dose radiation therapy,1
