nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,days_since_update
NCT04346420,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-08,NA,NA,2020-06-05,2020-04-13,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-06-05,2020-06-09,Actual,"April 9, 2020",Actual,2020-04-09,June 2020,2020-06-30,"May 1, 2020",Actual,2020-05-01,"May 1, 2020",Actual,2020-05-01,NA,Interventional,NA,,Impact of the Double-Trunk Mask on Oxygenation Titration in COVID-19,Impact of the Double-Trunk Mask on Oxygenation Titration in Patients With COVID-19,Completed,NA,N/A,12,Actual,Cliniques universitaires Saint-Luc- UniversitÃ© Catholique de Louvain,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-09-01T09:49:33Z,2020-09-01T09:49:33Z,94
NCT04343768,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-08,NA,NA,2020-05-02,2020-04-09,2020-04-13,Actual,NA,NA,NA,NA,NA,NA,2020-05-02,2020-05-05,Actual,"April 9, 2020",Actual,2020-04-09,May 2020,2020-05-31,"April 27, 2020",Actual,2020-04-27,"April 27, 2020",Actual,2020-04-27,NA,Interventional,COVIFERON,,"An Investigation Into Beneficial Effects of Interferon Beta 1a, Compared to Interferon Beta 1b And The Base Therapeutic Regiment in Moderate to Severe COVID-19: A Randomized Clinical Trial","An Investigation Into Beneficial Effects of Interferon Beta 1a, Compared to Interferon Beta 1b And The Base Therapeutic Regiment in Moderate to Severe COVID-19: A Randomized Clinical Trial",Completed,NA,Phase 2,60,Actual,Shahid Beheshti University of Medical Sciences,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,One year after the publication of the results in a journal.,"Qualifying researchers who reach out to Dr. Seyed Sina Naghibi Irvani at ""sina.irvani@sbmu.ac.ir"" or ""sina.irvani@gmail.com"" and submit a proposal with a valuable research question.",NA,Yes,"One year after the publication of the results in a journal, Qualifying researchers who reach out to Dr. Seyed Sina Naghibi Irvani at ""sina.irvani@sbmu.ac.ir"" or ""sina.irvani@gmail.com"" and submit a proposal with a valuable research question can have access to data and supporting information.",2020-09-01T09:49:53Z,2020-09-01T09:49:53Z,128
NCT04345549,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-10,NA,NA,2020-04-10,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,"February 26, 2020",Actual,2020-02-26,April 2020,2020-04-30,"March 30, 2020",Actual,2020-03-30,"March 30, 2020",Actual,2020-03-30,NA,Interventional,NA,,Ayurveda Self-Management for Flu Like Symptoms During the Covid-19 Outbreak,Ayurveda Self-Management for Flu Like Symptoms in People Self-Isolated for 7 Days During the Coronavirus Disease 2019 (COVID-19) Outbreak,Completed,NA,N/A,18,Actual,Aarogyam UK,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-09-01T09:49:39Z,2020-09-01T09:49:39Z,150
NCT04345276,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-10,NA,NA,2020-06-01,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-06-01,2020-06-02,Actual,"March 18, 2020",Actual,2020-03-18,March 2020,2020-03-31,"April 15, 2020",Actual,2020-04-15,"April 15, 2020",Actual,2020-04-15,NA,Interventional,NA,,Efficacy and Safety of Ganovo (Danoprevir) Combined With Ritonavir in the Treatment of SARS-CoV-2 Infection,An Open Clinical Trial to Evaluate Danoprevir Sodium Tablets Combined With Ritonavir in the Treatment of SARS-CoV-2 Infection,Completed,NA,Phase 4,10,Actual,Huoshenshan Hospital,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-09-01T09:49:41Z,2020-09-01T09:49:41Z,98
NCT04349241,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-13,NA,NA,2020-06-24,2020-04-15,2020-04-16,Actual,NA,NA,NA,NA,NA,NA,2020-06-24,2020-06-25,Actual,"April 18, 2020",Actual,2020-04-18,June 2020,2020-06-30,"June 20, 2020",Actual,2020-06-20,"June 1, 2020",Actual,2020-06-01,NA,Interventional,FAV-001,,Efficacy and Safety of Favipiravir in Management of COVID-19,Efficacy and Safety of Favipiravir in Management of COVID-19,Completed,NA,Phase 3,100,Actual,Ain Shams University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:49:12Z,2020-09-01T09:49:12Z,75
NCT04359251,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-13,NA,NA,2020-04-21,2020-04-21,2020-04-24,Actual,NA,NA,NA,NA,NA,NA,2020-04-21,2020-04-24,Actual,"March 5, 2020",Actual,2020-03-05,April 2020,2020-04-30,"March 25, 2020",Actual,2020-03-25,"March 25, 2020",Actual,2020-03-25,NA,Interventional,NA,,Different PEEP Settings of COVID-19 Induced ARDS,Avoiding High PEEP in COVID-19 Induced ARDS: a Multi-center Study,Completed,NA,N/A,20,Actual,"Southeast University, China",,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:47:52Z,2020-09-01T09:47:52Z,139
NCT04357340,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-13,NA,NA,2020-05-30,2020-04-18,2020-04-22,Actual,NA,NA,NA,NA,NA,NA,2020-05-30,2020-06-02,Actual,"April 2, 2020",Actual,2020-04-02,May 2020,2020-05-31,"May 30, 2020",Actual,2020-05-30,"April 30, 2020",Actual,2020-04-30,NA,Interventional,NA,,The Effects of Pulmonary Physiotherapy Treatments on Patients With COVID-19,Efficacy of Pulmonary Physiotherapy on Hospitalized Patients With Novel Coronavirus 2019 Pneumonia,Completed,NA,N/A,40,Actual,Tehran University of Medical Sciences,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,Beginning 3 months and ending 12 months following article publication,Researchers who provide an approved methodologically proposal in the same purpose,NA,Yes,"Individual participant data that underline the results reported in this article, after de-identification",2020-09-01T09:48:06Z,2020-09-01T09:48:06Z,100
NCT04350281,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-13,NA,NA,2020-07-27,2020-04-13,2020-04-17,Actual,NA,NA,NA,NA,NA,NA,2020-07-27,2020-07-28,Actual,"April 9, 2020",Actual,2020-04-09,July 2020,2020-07-31,"July 7, 2020",Actual,2020-07-07,"July 1, 2020",Actual,2020-07-01,NA,Interventional,NA,,Double Therapy With IFN-beta 1b and Hydroxychloroquine,"An Open-label Randomized Controlled Trial on Interferon Î²-1b and Hydroxychloroquine Combination Versus Hydroxychloroquine Alone, as Treatment for COVID-19 Infection",Completed,NA,Phase 2,60,Actual,The University of Hong Kong,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:49:04Z,2020-09-01T09:49:04Z,42
NCT04351542,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-14,NA,NA,2020-04-15,2020-04-15,2020-04-17,Actual,NA,NA,NA,NA,NA,NA,2020-04-15,2020-04-17,Actual,"March 6, 2020",Actual,2020-03-06,April 2020,2020-04-30,"April 12, 2020",Actual,2020-04-12,"April 6, 2020",Actual,2020-04-06,NA,Interventional,NA,,Ayurveda for Flu Like Illness During Covid-19 Outbreak,Ayurveda for Flu-like Illness During the Covid 19 Outbreak: Non Randomised Single-blind Controlled Trial,Completed,NA,N/A,32,Actual,Aarogyam UK,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-09-01T09:48:54Z,2020-09-01T09:48:54Z,145
NCT04346446,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-14,NA,NA,2020-06-11,2020-04-14,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-06-11,2020-06-12,Actual,"April 20, 2020",Actual,2020-04-20,June 2020,2020-06-30,"May 30, 2020",Actual,2020-05-30,"May 30, 2020",Actual,2020-05-30,NA,Interventional,NA,,Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients,Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients: A Pilot Randomized Controlled Trial,Completed,NA,Phase 2,29,Actual,"Institute of Liver and Biliary Sciences, India",,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-09-01T09:49:33Z,2020-09-01T09:49:33Z,88
NCT04350736,"ClinicalTrials.gov processed this data on September 04, 2020",2020-04-14,NA,NA,2020-08-31,2020-04-14,2020-04-17,Actual,NA,NA,NA,NA,NA,NA,2020-08-31,2020-09-02,Actual,"April 23, 2020",Actual,2020-04-23,August 2020,2020-08-31,"June 24, 2020",Actual,2020-06-24,"June 24, 2020",Actual,2020-06-24,NA,Interventional,NA,,"First in Human SAD and MAD Study of Inhaled TD-0903, a Potential Treatment for ALI Associated With COVID-19","A Phase 1, Double-blind, Randomized, Placebo-controlled, Sponsor-open, SAD and MAD Study in Healthy Subjects to Evaluate the Safety, Tolerability, and PK of Inhaled TD-0903, a Potential Treatment for ALI Associated With COVID-19",Completed,NA,Phase 1,54,Actual,Theravance Biopharma,,4,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,"Theravance Biopharma, Inc. will not be sharing individual de-identified participant data or other relevant study documents.",2020-09-07T08:42:52Z,2020-09-07T08:42:52Z,7
NCT04356534,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-15,NA,NA,2020-07-27,2020-04-17,2020-04-22,Actual,NA,NA,NA,NA,NA,NA,2020-07-27,2020-07-28,Actual,"April 19, 2020",Actual,2020-04-19,July 2020,2020-07-31,"July 9, 2020",Actual,2020-07-09,"June 15, 2020",Actual,2020-06-15,NA,Interventional,NA,,Convalescent Plasma Trial in COVID -19 Patients,Use of Convalescent Plasma Therapy for COVID-19 Patients With Hypoxia: a Prospective Randomized Trial,Completed,NA,N/A,40,Actual,Royal College of Surgeons in Ireland - Medical University of Bahrain,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,"Dr Manaf will act as the data custodian and is responsible for the storage, handling and quality of the study data.
Data will be collected in the case report form to allow for cross referencing to check validity.
Study documents (paper and electronic) will be retained in a secure (kept locked when not in use) location during and after the trial has finished. All essential documents including source documents will be retained for a period of 5 years after study completion (last patient, last study point). A label stating the date after which the documents can be destroyed will be placed on the inside front cover of the case notes of trial participants.",Study documents (paper and electronic) will be retained in a secure (kept locked when not in use) location during and after the trial has finished.,NA,Yes,"Monitoring, audits, and REC review will be permitted and provide direct access to source data and documents. The Lead PI and the researchers assigned by him will have access to the stored data/specimens. Only the Lead PI and the researchers assigned working on this study will be eligible to obtain the data/specimens from the participants during data collection.",2020-09-01T09:48:12Z,2020-09-01T09:48:12Z,42
NCT04367662,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-16,NA,NA,2020-06-05,2020-04-27,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-06-05,2020-06-09,Actual,"April 9, 2020",Actual,2020-04-09,June 2020,2020-06-30,"May 14, 2020",Actual,2020-05-14,"May 14, 2020",Actual,2020-05-14,NA,Interventional,COVID'HEMOS,,Study of the Vascular Compartment and Hypercoagulability During Coronavirus Infection COVID-19,Study of the Vascular Compartment and Hypercoagulability During Coronavirus Infection COVID-19,Completed,NA,N/A,99,Actual,"University Hospital, Rouen",,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:46:46Z,2020-09-01T09:46:46Z,94
NCT04358614,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-19,NA,NA,2020-04-21,2020-04-21,2020-04-24,Actual,NA,NA,NA,NA,NA,NA,2020-04-21,2020-04-24,Actual,"March 16, 2020",Actual,2020-03-16,April 2020,2020-04-30,"April 7, 2020",Actual,2020-04-07,"April 5, 2020",Actual,2020-04-05,NA,Interventional,NA,,Baricitinib Therapy in COVID-19,Baricitinib Therapy in COVID-19: A Pilot Study on Safety and Clinical Impact,Completed,NA,Phase 2/Phase 3,12,Actual,Hospital of Prato,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:47:58Z,2020-09-01T09:47:58Z,139
NCT04358068,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-20,NA,NA,2020-07-30,2020-04-20,2020-04-22,Actual,NA,NA,NA,NA,NA,NA,2020-07-30,2020-08-03,Actual,"May 1, 2020",Actual,2020-05-01,July 2020,2020-07-31,"July 7, 2020",Actual,2020-07-07,"July 7, 2020",Actual,2020-07-07,NA,Interventional,NA,,Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,"A Randomized, Double-blind, Placebo-controlled Trial to Evaluate the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19",Completed,NA,Phase 2,20,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,Beginning 3 months following publication and available throughout period of funding of the AIDS Clinical Trials Group by NIH.,"With whom?
Researchers who provide a methodologically sound proposal for use of the data that is approved by the AIDS Clinical Trials Group.
For what types of analyses?
To achieve aims in the proposal approved by the AIDS Clinical Trials Group.
By what mechanism will data be made available?
Researchers may submit a request for access to data using the AIDS Clinical Trials Group ""Data Request"" form at: https://actgnetwork.org/about-actg/templates-and-forms. Researchers of approved proposals will need to sign an AIDS Clinical Trials Group Data Use Agreement before receiving the data.",NA,Yes,"Individual participant data that underlie results in the publication, after deidentification.",2020-09-01T09:48:02Z,2020-09-01T09:48:02Z,39
NCT04364594,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-22,NA,NA,2020-07-22,2020-04-25,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-07-22,2020-07-23,Actual,"March 26, 2020",Actual,2020-03-26,July 2020,2020-07-31,"May 30, 2020",Actual,2020-05-30,"April 24, 2020",Actual,2020-04-24,NA,Interventional,COVID-T,,COVID-19 Search in Conjunctival Cells,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2): Diagnostic Targets for Customized Medicine.,Completed,NA,N/A,50,Actual,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,The data will be available immediately after the statistical analysis of the results and will remain available for at least 1 year,On request by e-mail,NA,Yes,"Study Protocol approved by Ethical Committee, informed consent, clinical study report, will be available",2020-09-01T09:47:09Z,2020-09-01T09:47:09Z,47
NCT04368377,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-23,NA,NA,2020-04-28,2020-04-28,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-29,Actual,"April 6, 2020",Actual,2020-04-06,April 2020,2020-04-30,"April 23, 2020",Actual,2020-04-23,"April 23, 2020",Actual,2020-04-23,NA,Interventional,PIC-19,,Enhanced Platelet Inhibition in Critically Ill Patients With COVID-19,Platelet Inhibition With GP IIb/IIIa Inhibitor in Critically Ill Patients With Coronavirus Disease 2019 (COVID-19). A Compassionate Use Protocol,Completed,NA,Phase 2,5,Actual,University of Milan,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-09-01T09:46:41Z,2020-09-01T09:46:41Z,132
NCT04366297,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-23,NA,NA,2020-04-27,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-28,Actual,"January 12, 2020",Actual,2020-01-12,April 2020,2020-04-30,"February 25, 2020",Actual,2020-02-25,"February 25, 2020",Actual,2020-02-25,NA,Interventional,NA,,Intravascular Access of COVID-19 Patient Under Personal Protective Equipment,Intraosseous Versus Intravenous Access During COVID-19 Patients Performed by Paramedics Wearing Level C Personal Protective Equipment. A Multi-center Prospective Randomized Crossover Single-blinded Simulation Trial,Completed,NA,N/A,41,Actual,Lazarski University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,Undecided,the investigators will add data into manuscript,2020-09-01T09:46:56Z,2020-09-01T09:46:56Z,133
NCT04365972,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-24,NA,NA,2020-05-06,2020-04-27,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-05-06,2020-05-08,Actual,"April 23, 2020",Actual,2020-04-23,May 2020,2020-05-31,"April 30, 2020",Actual,2020-04-30,"April 30, 2020",Actual,2020-04-30,NA,Interventional,NA,,Attention Bias Modification for Reducing Health Anxiety During the Coronavirus Pandemic,Attention Bias Modification for Reducing Health Anxiety During the Coronavirus Pandemic: An Open Pilot Trial,Completed,NA,N/A,20,Actual,Tel Aviv University,,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:46:59Z,2020-09-01T09:46:59Z,124
NCT04365738,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-26,NA,NA,2020-04-26,2020-04-26,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-26,2020-04-28,Actual,"March 11, 2020",Actual,2020-03-11,April 2020,2020-04-30,"April 26, 2020",Actual,2020-04-26,"April 10, 2020",Actual,2020-04-10,NA,Interventional,NA,,Pulmonary Rehabilitation in Post-Acute Period of COVID-19 Infection,Pulmonary Rehabilitation in Post-Acute Period of COVID-19 Infection: Prospective Randomized Controlled Trial,Completed,NA,N/A,270,Actual,Istanbul Bilgi University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-09-01T09:47:01Z,2020-09-01T09:47:01Z,134
NCT04371419,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-28,NA,NA,2020-06-17,2020-04-28,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-06-17,2020-06-19,Actual,"May 13, 2020",Actual,2020-05-13,June 2020,2020-06-30,"May 24, 2020",Actual,2020-05-24,"May 24, 2020",Actual,2020-05-24,NA,Interventional,NA,,COVID-19 Health Messaging to Underserved Communities,COVID-19 Health Messaging to Underserved Communities,Completed,NA,N/A,15475,Actual,"National Bureau of Economic Research, Inc.",,17,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,"Generally, social scientists post code and de-identified data when the findings are published","To be determined, if published alongside the paper data and code may be gated.",NA,Yes,"Generally, economists will post code and de-identified data when the findings are published",2020-09-01T09:46:18Z,2020-09-01T09:46:18Z,82
NCT04370886,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-28,NA,NA,2020-05-28,2020-04-28,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-05-28,2020-06-01,Actual,"April 30, 2020",Actual,2020-04-30,April 2020,2020-04-30,"May 10, 2020",Actual,2020-05-10,"April 30, 2020",Actual,2020-04-30,NA,Interventional,NA,,Recruit Blood Donors Via SMS During Epidemic of COVID-19,Recruit Blood Donors Via SMS With Different Contents During Epidemic of COVID-19,Completed,NA,N/A,456517,Actual,Guangzhou Blood Center,,4,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-09-01T09:46:22Z,2020-09-01T09:46:22Z,102
NCT04378712,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-29,NA,NA,2020-05-13,2020-05-05,2020-05-07,Actual,NA,NA,NA,NA,NA,NA,2020-05-13,2020-05-15,Actual,"January 21, 2020",Actual,2020-01-21,May 2020,2020-05-31,"March 23, 2020",Actual,2020-03-23,"March 23, 2020",Actual,2020-03-23,NA,Interventional,NA,,Hydrogen/Oxygen Mixed Gas Inhalation for Coronavirus Disease 2019 (COVID-19),"Effects of Hydrogen/Oxygen Mixed Gas Inhalation for Patients With Coronavirus Disease 2019 (COVID-19) Who Had Dyspnea: A Multicenter, Open-label Clinical Trial",Completed,NA,N/A,90,Actual,Guangzhou Institute of Respiratory Disease,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-09-01T09:45:19Z,2020-09-01T09:45:19Z,117
NCT04379531,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-30,NA,NA,2020-06-10,2020-05-06,2020-05-07,Actual,NA,NA,NA,NA,NA,NA,2020-06-10,2020-06-12,Actual,"April 25, 2020",Actual,2020-04-25,May 2020,2020-05-31,"May 22, 2020",Actual,2020-05-22,"May 22, 2020",Actual,2020-05-22,NA,Interventional,LDCTiP,,LDCT in COVID-19 Pneumonia: a Prospective Moscow Study,Low-dose Computed Tomography in COVID-19 Pneumonia: a Prospective Moscow Study,Completed,NA,N/A,230,Actual,Research and Practical Clinical Center for Diagnostics and Telemedicine Technologies of the Moscow Health Care Department,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:45:13Z,2020-09-01T09:45:13Z,89
NCT04373161,"ClinicalTrials.gov processed this data on August 31, 2020",2020-04-30,NA,NA,2020-05-05,2020-04-30,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2020-05-05,2020-05-06,Actual,"March 20, 2020",Actual,2020-03-20,May 2020,2020-05-31,"April 22, 2020",Actual,2020-04-22,"April 22, 2020",Actual,2020-04-22,NA,Interventional,NA,,Home Pulse Oximeter Use in Patients With COVID-19,Utilizing Home Pulse Oximetry for Patients With COVID-19 To Monitor Disease Progression,Completed,NA,N/A,209,Actual,Swedish Hospital,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-09-01T09:46:06Z,2020-09-01T09:46:06Z,125
NCT04376814,"ClinicalTrials.gov processed this data on August 31, 2020",2020-05-03,NA,NA,2020-06-12,2020-05-04,2020-05-06,Actual,NA,NA,NA,NA,NA,NA,2020-06-12,2020-06-16,Actual,"March 29, 2020",Actual,2020-03-29,May 2020,2020-05-31,"May 25, 2020",Actual,2020-05-25,"April 5, 2020",Actual,2020-04-05,NA,Interventional,NA,,Favipiravir Plus Hydroxychloroquine and Lopinavir/Ritonavir Plus Hydroxychloroquine in COVID-19,"The Regimen of Favipiravir Plus Hydroxychloroquine Can Accelerate Recovery of the COVID-19 Patients With Moderate Severity in Comparison to Lopinavir/Ritonavir Plus Hydroxychloroquine Regimen: an Open-label, Non-randomized Clinical Trial Study",Completed,NA,N/A,40,Actual,Baqiyatallah Medical Sciences University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-09-01T09:45:33Z,2020-09-01T09:45:33Z,87
NCT04391712,"ClinicalTrials.gov processed this data on August 31, 2020",2020-05-04,NA,NA,2020-08-03,2020-05-15,2020-05-18,Actual,NA,NA,NA,NA,NA,NA,2020-08-03,2020-08-05,Actual,"April 30, 2020",Actual,2020-04-30,August 2020,2020-08-31,"July 16, 2020",Actual,2020-07-16,"May 15, 2020",Actual,2020-05-15,NA,Interventional,NA,,Photobiomodulation Laser Therapy for COVID-19 Positive Patients With Pulmonary Disease,Multiwave Locked System (MLS) Laser Therapy for COVID-19 Positive Patients With Pulmonary Disease,Completed,NA,Phase 2,10,Actual,Lowell General Hospital,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,,NA,NA,NA,NA,NA,2020-09-01T09:43:29Z,2020-09-01T09:43:29Z,35
NCT04378803,"ClinicalTrials.gov processed this data on August 31, 2020",2020-05-04,NA,NA,2020-08-14,2020-05-04,2020-05-07,Actual,NA,NA,NA,NA,NA,NA,2020-08-14,2020-08-17,Actual,"May 13, 2020",Actual,2020-05-13,August 2020,2020-08-31,"August 4, 2020",Actual,2020-08-04,"August 4, 2020",Actual,2020-08-04,NA,Interventional,NA,,Mindfulness Training for Seniors,Mindfulness Training for Older Adults During the COVID-19 Pandemic,Completed,NA,N/A,53,Actual,University of Miami,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:45:18Z,2020-09-01T09:45:18Z,24
NCT04382092,"ClinicalTrials.gov processed this data on August 31, 2020",2020-05-06,NA,NA,2020-05-08,2020-05-08,2020-05-11,Actual,NA,NA,NA,NA,NA,NA,2020-05-08,2020-05-11,Actual,"March 23, 2020",Actual,2020-03-23,May 2020,2020-05-31,"April 24, 2020",Actual,2020-04-24,"April 24, 2020",Actual,2020-04-24,NA,Interventional,NA,,Co-infection Management in COVID-19 Critically Ill,Co-infections in COVID-19 Critically Ill and Antibiotic Management,Completed,NA,N/A,32,Actual,Cliniques universitaires Saint-Luc- UniversitÃ© Catholique de Louvain,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-09-01T09:44:50Z,2020-09-01T09:44:50Z,122
NCT04381000,"ClinicalTrials.gov processed this data on August 31, 2020",2020-05-07,NA,NA,2020-06-30,2020-05-07,2020-05-08,Actual,NA,NA,NA,NA,NA,NA,2020-06-30,2020-07-01,Actual,"April 1, 2020",Actual,2020-04-01,June 2020,2020-06-30,"June 10, 2020",Actual,2020-06-10,"May 29, 2020",Actual,2020-05-29,NA,Interventional,NA,,Quarantine and Telerehabilitation in Chronic Pain Patients During COVID-19 Pandemic.,The Impact of Quarantine and the Effectiveness of Telerehabilitation in Patients With Chronic Pain During COVID-19 Pandemic.,Completed,NA,N/A,170,Actual,Clinical Exercise Physiology and Rehabilitation Reasearch Laboratory,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-09-01T09:45:00Z,2020-09-01T09:45:00Z,69
