nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,days_since_update
NCT04402970,"ClinicalTrials.gov processed this data on April 14, 2021",2020-05-20,2021-03-12,NA,2021-04-12,2020-05-22,2020-05-27,Actual,2021-04-12,2021-04-14,Estimate,NA,NA,NA,2021-04-12,2021-04-14,Estimate,"June 19, 2020",Actual,2020-06-19,April 2021,2021-04-30,"December 31, 2020",Actual,2020-12-31,"December 31, 2020",Actual,2020-12-31,NA,Interventional,DORNASESARS2,,Dornase Alfa for ARDS in Patients With Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2),Inhaled Dornase Alfa for Treatment of ARDS in Patients With SARS-CoV-2,Completed,NA,Phase 3,30,Actual,University of Missouri-Columbia,Study was performed in non-randomized trial as there were initial concerns for low recruitment and difficulty with randomization. Study was also not powered for most secondary outcome analyses as it was designed in a pilot/feasibility status to determine drug effects.,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2021-04-15T08:22:23Z,2021-04-15T08:22:23Z,122
NCT04345653,"ClinicalTrials.gov processed this data on May 12, 2021",2020-04-08,2021-04-01,NA,2021-05-10,2020-04-13,2020-04-14,Actual,2021-05-05,2021-05-10,Actual,NA,NA,NA,2021-05-10,2021-05-12,Estimate,"April 14, 2020",Actual,2020-04-14,May 2021,2021-05-31,"May 10, 2021",Actual,2021-05-10,"June 5, 2020",Actual,2020-06-05,NA,Interventional,NA,High risk healthcare providers,Hydroxychloroquine as Chemoprevention for COVID-19 for High Risk Healthcare Workers,"Feasibility, Safety and Early Efficacy Trial of Hydroxychloroquine as Primary Prevention of Corona Virus Disease 2019 in High Risk Health Care Providers",Completed,NA,Phase 2,48,Actual,Hackensack Meridian Health,,1,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-05-12T20:10:57Z,2021-05-12T20:10:57Z,94
NCT04399980,"ClinicalTrials.gov processed this data on May 13, 2021",2020-05-21,2021-05-06,NA,2021-05-11,2020-05-21,2020-05-22,Actual,2021-05-11,2021-05-13,Estimate,NA,NA,NA,2021-05-11,2021-05-13,Estimate,"May 20, 2020",Actual,2020-05-20,May 2021,2021-05-31,"April 23, 2021",Actual,2021-04-23,"April 23, 2021",Actual,2021-04-23,NA,Interventional,NA,,Mavrilimumab to Reduce Progression of Acute Respiratory Failure in COVID-19 Pneumonia and Systemic Hyper-inflammation,Mavrilimumab to Reduce Progression of Acute Respiratory Failure in Patients With Severe COVID-19 Pneumonia and Systemic Hyper-inflammation,Completed,NA,Phase 2,40,Actual,The Cleveland Clinic,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-05-14T08:39:09Z,2021-05-14T08:39:09Z,93
NCT04338074,"ClinicalTrials.gov processed this data on May 13, 2021",2020-04-06,2021-04-21,NA,2021-05-11,2020-04-06,2020-04-08,Actual,2021-05-11,2021-05-13,Estimate,NA,NA,NA,2021-05-11,2021-05-13,Estimate,"June 1, 2020",Actual,2020-06-01,May 2021,2021-05-31,"April 21, 2021",Actual,2021-04-21,"April 21, 2021",Actual,2021-04-21,NA,Interventional,TCOutpatient,,TXA and Corona Virus 2019 (COVID19) in Outpatients,Exploratory Studies of the Effect of Tranexamic Acid Treatment on the Progression of COVID19 in Outpatients,Terminated,NA,Phase 2,5,Actual,University of Alabama at Birmingham,,2,NA,Lack of recruitment,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-05-14T08:39:57Z,2021-05-14T08:39:57Z,93
NCT04327388,"ClinicalTrials.gov processed this data on May 13, 2021",2020-03-26,2021-04-28,NA,2021-05-11,2020-03-26,2020-03-31,Actual,2021-05-11,2021-05-13,Estimate,NA,NA,NA,2021-05-11,2021-05-13,Estimate,"March 28, 2020",Actual,2020-03-28,May 2021,2021-05-31,"September 2, 2020",Actual,2020-09-02,"July 31, 2020",Actual,2020-07-31,NA,Interventional,NA,Analysis was performed on randomized population.,Sarilumab COVID-19,"An Adaptive Phase 3, Randomized, Double-blind, Placebo-controlled Study Assessing Efficacy and Safety of Sarilumab for Hospitalized Patients With COVID19",Completed,NA,Phase 3,420,Actual,Sanofi,,3,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,Yes,"Qualified researchers may request access to patient level data and related study documents including the clinical study report, study protocol with any amendments, blank case report form, statistical analysis plan, and dataset specifications. Patient level data will be anonymized and study documents will be redacted to protect the privacy of trial participants. Further details on Sanofi's data sharing criteria, eligible studies, and process for requesting access can be found at: https://www.clinicalstudydatarequest.com/",2021-05-14T08:40:24Z,2021-05-14T08:40:24Z,93
NCT04308668,"ClinicalTrials.gov processed this data on May 13, 2021",2020-03-11,2021-04-26,NA,2021-05-11,2020-03-11,2020-03-16,Actual,2021-05-11,2021-05-13,Estimate,NA,NA,NA,2021-05-11,2021-05-13,Estimate,"March 17, 2020",Actual,2020-03-17,May 2021,2021-05-31,"May 20, 2020",Actual,2020-05-20,"May 20, 2020",Actual,2020-05-20,NA,Interventional,COVID-19 PEP,,Post-exposure Prophylaxis / Preemptive Therapy for SARS-Coronavirus-2,Post-exposure Prophylaxis or Preemptive Therapy for SARS-Coronavirus-2: A Pragmatic Randomized Clinical Trial,Completed,NA,Phase 3,1312,Actual,University of Minnesota,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,at time of publication,To be publicly provided. Please register at the website to receive the dataset.,https://covidpep.umn.edu/data,Yes,De-identified dataset will be available within 1 month of publication.,2021-05-14T08:40:43Z,2021-05-14T08:40:43Z,93
NCT04335552,"ClinicalTrials.gov processed this data on May 18, 2021",2020-04-03,2021-05-03,NA,2021-05-13,2020-04-03,2020-04-06,Actual,2021-05-03,2021-05-12,Actual,NA,NA,NA,2021-05-13,2021-05-17,Actual,"April 17, 2020",Actual,2020-04-17,May 2021,2021-05-31,"June 26, 2020",Actual,2020-06-26,"June 17, 2020",Actual,2020-06-17,NA,Interventional,NA,,"Pragmatic Factorial Trial of Hydroxychloroquine, Azithromycin, or Both for Treatment of Severe SARS-CoV-2 Infection","Pragmatic Factorial Trial of Hydroxychloroquine, Azithromycin, or Both for Treatment of Severe SARS-CoV-2 Infection",Terminated,NA,Phase 2,11,Actual,Duke University,,4,NA,"Poor recruitment, strong evidence from larger trials of no therapeutic benefit",FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-05-18T19:24:17Z,2021-05-18T19:24:17Z,91
NCT04407507,"ClinicalTrials.gov processed this data on May 21, 2021",2020-05-27,2021-05-10,NA,2021-05-19,2020-05-27,2020-05-29,Actual,2021-05-19,2021-05-21,Estimate,NA,NA,NA,2021-05-19,2021-05-21,Estimate,"July 1, 2020",Actual,2020-07-01,May 2021,2021-05-31,"January 29, 2021",Actual,2021-01-29,"January 29, 2021",Actual,2021-01-29,NA,Interventional,SILVERBULLET,,"Efficacy, Safety and Tolerability of Ivermectin in Subjects Infected With SARS-CoV-2 With or Without Symptoms","Multicenter, Double-blind, Randomized, Placebo-controlled Study to Assess the Efficacy, Safety and Tolerability of Ivermectin in Mild Virus-positive Subjects (SARS-CoV)-2 With or Without Symptoms",Completed,NA,Phase 2,66,Actual,Investigacion Biomedica para el Desarrollo de Farmacos S.A. de C.V.,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-05-24T09:19:46Z,2021-05-24T09:19:46Z,85
NCT04331899,"ClinicalTrials.gov processed this data on May 21, 2021",2020-03-27,2021-04-08,NA,2021-05-19,2020-04-01,2020-04-02,Actual,2021-04-19,2021-04-22,Actual,NA,NA,NA,2021-05-19,2021-05-21,Estimate,"April 25, 2020",Actual,2020-04-25,May 2021,2021-05-31,"May 6, 2021",Actual,2021-05-06,"August 14, 2020",Actual,2020-08-14,NA,Interventional,COVID-Lambda,,Single-Blind Study of a Single Dose of Peginterferon Lambda-1a Compared With Placebo in Outpatients With Mild COVID-19,"A Phase 2 Randomized, Single-Blind Study of a Single Dose of Peginterferon Lambda-1a (Lambda) Compared With Placebo in Outpatients With Mild COVID-19",Completed,NA,Phase 2,120,Actual,Stanford University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,The datasets generated and analyzed during the current study are permanently available in the Stanford Digital Repository,Full access,https://purl.stanford.edu/hc972ys6733,Yes,Sharing of generated and analyzed datasets.,2021-05-24T09:21:25Z,2021-05-24T09:21:25Z,85
NCT04634903,"ClinicalTrials.gov processed this data on May 25, 2021",2020-11-11,2021-05-18,NA,2021-05-21,2020-11-17,2020-11-18,Actual,2021-05-21,2021-05-25,Estimate,NA,NA,NA,2021-05-21,2021-05-25,Estimate,"November 19, 2020",Actual,2020-11-19,May 2021,2021-05-31,"March 15, 2021",Actual,2021-03-15,"March 15, 2021",Actual,2021-03-15,NA,Interventional,NA,,"Testing Scalable, Single-Session Interventions for Adolescent Depression in the Context of COVID-19",Comparing Two Online Single-Session Interventions for Adolescent Depression: Outcomes of a Randomized Trial,Completed,NA,N/A,2452,Actual,Stony Brook University,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,Protocol and statistical plan have been posted to Open Science Framework prior to the start of this trial as part of study pre-registration (https://osf.io/kumdv/). Code will be made available upon publication of trial results.,NA,https://osf.io/8mk6x,Yes,NA,2021-05-26T10:57:09Z,2021-05-26T10:57:09Z,83
NCT04401202,"ClinicalTrials.gov processed this data on May 26, 2021",2020-05-21,2021-05-23,NA,2021-05-25,2020-05-22,2020-05-26,Actual,2021-05-25,2021-05-26,Estimate,NA,NA,NA,2021-05-25,2021-05-26,Estimate,"May 21, 2020",Actual,2020-05-21,May 2021,2021-05-31,"December 31, 2020",Actual,2020-12-31,"December 31, 2020",Actual,2020-12-31,NA,Interventional,NA,,Nigella Sativa in COVID-19,"Effects of Nigella Sativa as a Treatment of Patients With Upper Respiratory Tract Infection Caused by SARS-coronavirus-2: a Prospective, Randomized, Open-label, Controlled Clinical Study",Completed,NA,Phase 2,183,Actual,King Abdulaziz University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-05-27T09:15:54Z,2021-05-27T09:15:54Z,79
NCT04340557,"ClinicalTrials.gov processed this data on May 26, 2021",2020-04-06,2021-05-20,NA,2021-05-24,2020-04-08,2020-04-09,Actual,2021-05-24,2021-05-26,Estimate,NA,NA,NA,2021-05-24,2021-05-26,Estimate,"March 27, 2020",Actual,2020-03-27,May 2021,2021-05-31,"June 13, 2020",Actual,2020-06-13,"June 13, 2020",Actual,2020-06-13,NA,Interventional,NA,,Do Angiotensin Receptor Blockers Mitigate Progression to Acute Respiratory Distress Syndrome With SARS-CoV-2 Infection,Randomized Open Label Study of Standard of Care Plus an Angiotensin II Receptor Blocker Compared to Standard of Care Alone to Minimize the Progression to Respiratory Failure in SARS-CoV-2 Infection,Completed,NA,Phase 4,31,Actual,Sharp HealthCare,"The generalizability is limited by small size of the study population, unblinded design, and all the subjects being screened from three hospitals in close proximity in one geographic area in Southern California.",2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-05-27T09:16:44Z,2021-05-27T09:16:44Z,80
NCT04362137,"ClinicalTrials.gov processed this data on June 02, 2021",2020-04-22,2021-04-15,NA,2021-05-28,2020-04-22,2020-04-24,Actual,2021-05-28,2021-06-02,Estimate,NA,NA,NA,2021-05-28,2021-06-02,Estimate,"May 2, 2020",Actual,2020-05-02,May 2021,2021-05-31,"October 17, 2020",Actual,2020-10-17,"October 17, 2020",Actual,2020-10-17,NA,Interventional,RUXCOVID,,Study to Assess the Efficacy and Safety of Ruxolitinib in Patients With COVID-19 Associated Cytokine Storm,"Phase 3 Randomized, Double-blind, Placebo-controlled Multi-center Study to Assess the Efficacy and Safety of Ruxolitinib in Patients With COVID-19 Associated Cytokine Storm (RUXCOVID)",Completed,NA,Phase 3,432,Actual,Novartis,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Novartis is committed to sharing with qualified external researchers, access to patient-level data and supporting clinical documents from eligible studies. These requests are reviewed and approved by an independent review panel on the basis of scientific merit. All data provided is anonymized to respect the privacy of patients who have participated in the trial in line with applicable laws and regulations.
This trial data availability is according to the criteria and process described on www.clinicalstudydatarequest.com",2021-06-03T08:22:35Z,2021-06-03T08:22:35Z,76
NCT04475588,"ClinicalTrials.gov processed this data on June 14, 2021",2020-07-16,2020-08-02,NA,2021-06-10,2020-07-16,2020-07-17,Actual,2021-05-17,2021-05-20,Actual,NA,NA,NA,2021-06-10,2021-06-14,Estimate,"May 1, 2020",Actual,2020-05-01,June 2021,2021-06-30,"July 7, 2020",Actual,2020-07-07,"July 7, 2020",Actual,2020-07-07,NA,Interventional,NA,,Efficacy and Safety of Itolizumab in COVID-19 Complications,"A Multi-Centre, Open Label, Two Arm Randomized, Phase 2 Trial to Study the Efficacy and Safety of Itolizumab in COVID-19 Complications",Completed,NA,Phase 2,32,Actual,Biocon Limited,Due to current pandemic situation few datapoints not available for ptxs who got discharged earlier basis clinical status & bed shortage. As time to discharge was influenced by load on the hospital it was not an evaluable parameter after the trial.,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-06-15T08:39:54Z,2021-06-15T08:39:54Z,63
NCT04446429,"ClinicalTrials.gov processed this data on June 16, 2021",2020-06-22,2021-01-22,NA,2021-06-14,2020-06-23,2020-06-24,Actual,2021-01-29,2021-02-03,Actual,NA,NA,NA,2021-06-14,2021-06-16,Estimate,"September 15, 2020",Actual,2020-09-15,June 2021,2021-06-30,"January 21, 2021",Actual,2021-01-21,"December 24, 2020",Actual,2020-12-24,NA,Interventional,NA,,Anti-Androgen Treatment for COVID-19,Anti-Androgen Treatment for COVID-19,Completed,NA,N/A,268,Actual,"Applied Biology, Inc.",,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-06-17T10:16:42Z,2021-06-17T10:16:42Z,59
NCT04409886,"ClinicalTrials.gov processed this data on June 29, 2021",2020-05-27,2021-05-25,NA,2021-06-25,2020-05-28,2020-06-01,Actual,2021-06-25,2021-06-29,Estimate,NA,NA,NA,2021-06-25,2021-06-29,Estimate,"June 1, 2020",Actual,2020-06-01,June 2021,2021-06-30,"January 31, 2021",Actual,2021-01-31,"January 31, 2021",Actual,2021-01-31,NA,Interventional,HBOT,,Hyperbaric Oxygen Therapy in Non-ventilated COVID-19 Patients,The Application of Hyperbaric Oxygen Therapy in Non-ventilated COVID-19 Patients - Randomized Controlled Trial,Terminated,NA,Phase 4,1,Actual,Maimonides Medical Center,,1,NA,"This study is part of a larger national study. Only 1 patient was enrolled at Maimonides;
    Medical Center. The study was ended by the sponsor because the PI left; funding ended; , and no
    time, or personnel to do the study",FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,Data will not be shared,2021-06-30T09:21:38Z,2021-06-30T09:21:38Z,48
NCT04322396,"ClinicalTrials.gov processed this data on June 29, 2021",2020-03-23,2021-06-15,NA,2021-06-28,2020-03-24,2020-03-26,Actual,2021-06-24,2021-06-28,Actual,NA,NA,NA,2021-06-28,2021-06-29,Estimate,"April 6, 2020",Actual,2020-04-06,June 2021,2021-06-30,"February 2, 2021",Actual,2021-02-02,"February 2, 2021",Actual,2021-02-02,NA,Interventional,ProPAC-COVID,,Proactive Protection With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,"Proactive Protection With Azithromycin and Hydroxychloroquine in Hospitalized Patients With COVID: A Randomized, Placebo-controlled Double-blinded Trial Evaluating Treatment With Azithromycin and Hydroxychloroquine to Patients With COVID-19",Terminated,NA,Phase 2,117,Actual,"Chronic Obstructive Pulmonary Disease Trial Network, Denmark",Early termination based on recommendations from the DSMB leading to small numbers of subjects analyzed.,2,NA,Recommended by the DSMB,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-06-30T09:22:32Z,2021-06-30T09:22:32Z,45
NCT04332081,"ClinicalTrials.gov processed this data on June 22, 2021",2020-03-30,2021-06-14,NA,2021-06-16,2020-04-01,2020-04-02,Actual,2021-06-16,2021-06-22,Estimate,NA,NA,NA,2021-06-16,2021-06-22,Estimate,"April 6, 2020",Actual,2020-04-06,June 2021,2021-06-30,"May 29, 2020",Actual,2020-05-29,"May 29, 2020",Actual,2020-05-29,NA,Interventional,NA,,Hyperbaric Oxygen for COVID-19 Patients,Open Label Single-Center Study of Emergency Hyperbaric Oxygen for Respiratory Distress in Patients With COVID-19,Terminated,NA,N/A,80,Actual,NYU Langone Health,,2,NA,"The IRB has determined that the design of this trial should be changed to a randomized
    controlled trial. A new record will be created for the redesigned study.",FALSE,NA,NA,NA,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,,Immediately following publication. No end date.,"Requests should be directed to David.Lee@nyulangone.org and Scott.Gorenstein@nyulangone.org. To gain access, data requestors will need to sign a data access agreement.",NA,Yes,"Individual participant data that underlie the results reported in this article, after deidentification (text, tables, figures, and appendices) will be made available immediately following publication, upon reasonable request by an investigator who proposes to use the data.",2021-06-23T08:43:54Z,2021-06-23T08:43:54Z,57
NCT04452435,"ClinicalTrials.gov processed this data on June 23, 2021",2020-06-29,2021-03-24,NA,2021-06-21,2020-06-29,2020-06-30,Actual,2021-04-28,2021-04-30,Actual,NA,NA,NA,2021-06-21,2021-06-23,Estimate,"July 21, 2020",Actual,2020-07-21,June 2021,2021-06-30,"October 13, 2020",Actual,2020-10-13,"October 13, 2020",Actual,2020-10-13,NA,Interventional,NA,,Safety and Efficacy of C21 in Subjects With COVID-19,"A Randomised, Double-blind, Placebo-controlled, Phase 2 Trial Investigating the Safety and Efficacy of C21 in Hospitalised Subjects With COVID-19 Infection Not Requiring Mechanical Ventilation",Completed,NA,Phase 2,206,Actual,Vicore Pharma AB,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-06-24T09:05:34Z,2021-06-24T09:05:34Z,52
NCT04728802,"ClinicalTrials.gov processed this data on June 24, 2021",2021-01-27,2021-06-15,NA,2021-06-22,2021-01-27,2021-01-28,Actual,2021-06-15,2021-06-23,Actual,NA,NA,NA,2021-06-22,2021-06-24,Estimate,"February 1, 2021",Actual,2021-02-01,June 2021,2021-06-30,"April 15, 2021",Actual,2021-04-15,"April 15, 2021",Actual,2021-04-15,NA,Interventional,NA,,Proxalutamide Treatment for Hospitalized COVID-19 Patients,Proxalutamide Treatment for Hospitalized COVID-19 Patients,Completed,NA,Phase 3,645,Actual,"Applied Biology, Inc.",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,Available upon request after peer review and publication.,Available upon request at data@appliedbiology.com,NA,Yes,"Yes, study data sets will be made available upon request after peer review and publication.",2021-06-25T08:40:29Z,2021-06-25T08:40:29Z,51
NCT04411667,"ClinicalTrials.gov processed this data on June 25, 2021",2020-05-29,2021-06-10,NA,2021-06-23,2020-06-01,2020-06-02,Actual,2021-06-23,2021-06-25,Estimate,NA,NA,NA,2021-06-23,2021-06-25,Estimate,"April 28, 2020",Actual,2020-04-28,June 2021,2021-06-30,"June 23, 2020",Actual,2020-06-23,"June 23, 2020",Actual,2020-06-23,NA,Interventional,NA,,Study of SOC Plus IVIG Compared to SOC Alone in the Treatment of COVID-19,Randomized Open Label Study of Standard of Care Plus Intravenous Immunoglobulin (IVIG) Compared to Standard of Care Alone in the Treatment of COVID-19 Infection,Completed,NA,Phase 4,34,Actual,Sharp HealthCare,"Study limited to two hospitals in one US city. Resulted in a homogenous population of younger Hispanic/Latino patients.
Study was not blinded.
Methylprednisolone was used as a pre-medication for each dose of IVIG which may have confounded the results.
Small sample size.",2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-06-26T09:18:41Z,2021-06-26T09:18:41Z,50
NCT04724538,"ClinicalTrials.gov processed this data on July 07, 2021",2020-12-29,2021-05-02,NA,2021-07-04,2021-01-23,2021-01-26,Actual,2021-07-04,2021-07-07,Estimate,NA,NA,NA,2021-07-04,2021-07-07,Estimate,"October 15, 2020",Actual,2020-10-15,July 2021,2021-07-31,"March 15, 2021",Actual,2021-03-15,"February 10, 2021",Actual,2021-02-10,NA,Interventional,NA,,Inhalation Low Dose Radionuclide Therapy in Treatment COVID-19,Inhalation Low Dose Radionuclide Therapy in Comprehensive Treatment of COVID-19 Viral Pneumonia,Completed,NA,Phase 1/Phase 2,25,Actual,National Medical Research Radiological Centre of the Ministry of Health of Russia,,3,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-07-08T01:32:36Z,2021-07-08T01:32:36Z,39
NCT04328467,"ClinicalTrials.gov processed this data on July 07, 2021",2020-03-27,2021-06-25,NA,2021-06-30,2020-03-30,2020-03-31,Actual,2021-06-25,2021-06-30,Actual,NA,NA,NA,2021-06-30,2021-07-02,Actual,"April 6, 2020",Actual,2020-04-06,June 2021,2021-06-30,"July 13, 2020",Actual,2020-07-13,"July 13, 2020",Actual,2020-07-13,NA,Interventional,NA,,Pre-exposure Prophylaxis for SARS-Coronavirus-2,Pre-exposure Prophylaxis for SARS-Coronavirus-2: A Pragmatic Randomized Clinical Trial,Completed,NA,Phase 3,1483,Actual,University of Minnesota,,3,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-07-08T02:16:49Z,2021-07-08T02:16:49Z,43
NCT04320615,"ClinicalTrials.gov processed this data on July 07, 2021",2020-03-23,2021-06-23,NA,2021-06-28,2020-03-23,2020-03-25,Actual,2021-06-28,2021-06-30,Actual,NA,NA,NA,2021-06-28,2021-06-30,Actual,"April 3, 2020",Actual,2020-04-03,June 2021,2021-06-30,"July 28, 2020",Actual,2020-07-28,"June 24, 2020",Actual,2020-06-24,NA,Interventional,COVACTA,,A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia",Completed,NA,Phase 3,452,Actual,Hoffmann-La Roche,,2,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Qualified researchers may request access to individual patient level data through the clinical study data request platform https://vivli.org.
Further details on Roche's criteria for eligible studies are available here: https://vivli.org.
For further details on Roche's Global Policy on the Sharing of Clinical Information and how to request access to related clinical study documents, see here: (https://www.roche.com/research_and_development/who_we_are_how_we_work/clinical_trials/our_commitment_to_data_sharing.htm",2021-07-08T02:17:55Z,2021-07-08T02:17:55Z,45
NCT04342663,"ClinicalTrials.gov processed this data on July 13, 2021",2020-04-08,2021-07-01,NA,2021-07-07,2020-04-08,2020-04-13,Actual,2021-07-07,2021-07-09,Actual,NA,NA,NA,2021-07-07,2021-07-09,Actual,"April 10, 2020",Actual,2020-04-10,July 2021,2021-07-31,"December 12, 2020",Actual,2020-12-12,"August 20, 2020",Actual,2020-08-20,NA,Interventional,STOP COVID,,"A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection","A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection",Completed,NA,Phase 2,152,Actual,Washington University School of Medicine,It was a small study and was conducted within a single geographic area; there was a small number of end point events; it is possible that the differences in clinical deterioration may have been a reflection of the comparative baseline distributions of O2 saturation rather than an effect of treatment; the method of measuring the most severe baseline symptom over time did not appear to provide valid data; the follow-up was short; the 7-point scale created for this study has not been validated.,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-07-13T16:56:44Z,2021-07-13T16:56:44Z,36
NCT04698993,"ClinicalTrials.gov processed this data on July 20, 2021",2021-01-05,2021-06-16,NA,2021-07-19,2021-01-06,2021-01-07,Actual,2021-06-23,2021-06-25,Actual,NA,NA,NA,2021-07-19,2021-07-20,Estimate,"February 12, 2021",Actual,2021-02-12,July 2021,2021-07-31,"March 22, 2021",Actual,2021-03-22,"March 22, 2021",Actual,2021-03-22,NA,Interventional,NA,,DrÃ¤ger COVID-19 Antigen Test Clinical Performance Study,DrÃ¤ger Antigen Test SARS-CoV-2 Clinical Performance Study,Terminated,NA,N/A,388,Actual,DrÃ¤gerwerk AG & Co. KGaA,,2,NA,poor recruitment,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-07-21T08:03:08Z,2021-07-21T08:03:08Z,24
NCT04370834,"ClinicalTrials.gov processed this data on July 20, 2021",2020-04-30,2021-05-28,NA,2021-07-16,2020-04-30,2020-05-01,Actual,2021-05-28,2021-06-04,Actual,NA,NA,NA,2021-07-16,2021-07-20,Estimate,"May 28, 2020",Actual,2020-05-28,July 2021,2021-07-31,"January 14, 2021",Actual,2021-01-14,"January 14, 2021",Actual,2021-01-14,NA,Interventional,NA,,Tocilizumab for Patients With Cancer and COVID-19 Disease,Tocilizumab in Hospitalized Cancer Patients With Coronavirus 2019 (SARS-CoV-2) and Severe Complications of Coronavirus Disease 19 (COVID-19),Terminated,NA,Phase 2,1,Actual,National Cancer Institute (NCI),Early termination as randomized data did not support continuation.,1,NA,Other - Randomized data no longer support continuation,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,https://grants.nih.gov/policy/sharing.htm,Yes,"NCI is committed to sharing data in accordance with NIH policy. For more details on how clinical trial data is shared, access the link to the NIH data sharing policy page.",2021-07-21T08:03:20Z,2021-07-21T08:03:20Z,27
