nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,days_since_update
NCT04313127,"ClinicalTrials.gov processed this data on January 29, 2021",2020-03-15,NA,NA,2020-05-16,2020-03-17,2020-03-18,Actual,NA,NA,NA,NA,NA,NA,2020-05-16,2020-05-19,Actual,"March 16, 2020",Actual,2020-03-16,May 2020,2020-05-31,"December 20, 2022",Anticipated,2022-12-20,"December 30, 2020",Anticipated,2020-12-30,NA,Interventional,CTCOVID-19,,Phase I Clinical Trial of a COVID-19 Vaccine in 18-60 Healthy Adults,"A Single-center,Open-labelï¼ŒDose-escalating Phase I Clinical Trial to Evaluate Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) in Healthy Adults Aged 18-60 Years Old","Active, not recruiting",NA,Phase 1,108,Actual,CanSino Biologics Inc.,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,Data will be available beginning 3 months and ending one year following article publication,"Data access requests will be reviewed by the sponsorï¼Œinvestigator and collaborators on the basis of scientific merit. To gain access, data requestors will need to sign a data access agreement.",http://www.jshealth.com/,Yes,"We support data sharing of the individual participant data. The individual participant data that underlie the results reported in this article, after deidentiï¬cation (text, tables, figures, and appendixes) will be shared. Individual participant data will be available beginning 3 months and ending one year following article publication. Supporting clinical documents including study protocol, statistical analysis plan (SAP), and the informed consent form (ICF) will be available immediately following publication for at least one year. Supporting clinical documents access information will be available at http://www.jshealth.com/. Researchers who provide a scientifically sound proposal will be allowed to access to the individual participant data. Proposals should be directed to jszfc@vip.sina.com or cw0226@foxmail.com.",2021-02-01T12:36:24Z,2021-02-01T12:36:24Z,421
NCT04276896,"ClinicalTrials.gov processed this data on January 29, 2021",2020-02-17,NA,NA,2020-03-17,2020-02-17,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-03-17,2020-03-19,Actual,"March 24, 2020",Anticipated,2020-03-24,March 2020,2020-03-31,"December 31, 2024",Anticipated,2024-12-31,"July 31, 2023",Anticipated,2023-07-31,NA,Interventional,NA,,Immunity and Safety of Covid-19 Synthetic Minigene Vaccine,Phase I/II Multicenter Trial of Lentiviral Minigene Vaccine (LV-SMENP) of Covid-19 Coronavirus,Recruiting,NA,Phase 1/Phase 2,100,Anticipated,Shenzhen Geno-Immune Medical Institute,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:42:53Z,2021-02-01T12:42:53Z,481
NCT04299724,"ClinicalTrials.gov processed this data on January 29, 2021",2020-03-05,NA,NA,2020-03-06,2020-03-06,2020-03-09,Actual,NA,NA,NA,NA,NA,NA,2020-03-06,2020-03-09,Actual,"February 15, 2020",Actual,2020-02-15,March 2020,2020-03-31,"December 31, 2024",Anticipated,2024-12-31,"July 31, 2023",Anticipated,2023-07-31,NA,Interventional,NA,,Safety and Immunity of Covid-19 aAPC Vaccine,Safety and Immunity Evaluation of A Covid-19 Coronavirus Artificial Antigen Presenting Cell Vaccine,Recruiting,NA,Phase 1,100,Anticipated,Shenzhen Geno-Immune Medical Institute,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:38:41Z,2021-02-01T12:38:41Z,492
NCT04679909,"ClinicalTrials.gov processed this data on February 26, 2021",2020-12-21,NA,NA,2021-02-22,2020-12-21,2020-12-22,Actual,NA,NA,NA,NA,NA,NA,2021-02-22,2021-02-24,Actual,February 2021,Anticipated,2021-02-28,December 2020,2020-12-31,February 2022,Anticipated,2022-02-28,February 2022,Anticipated,2022-02-28,NA,Interventional,NA,,Safety and Immunogenicity of AdCOVID in Healthy Adults (COVID-19 Vaccine Study),"A Phase 1, Double-blind, Randomized, Placebo-controlled, First-in-Human Study of the Safety and Immunogenicity of AdCOVID Administered as One or Two Doses",Recruiting,NA,Phase 1,180,Anticipated,"Altimmune, Inc.",,8,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-03-01T09:30:43Z,2021-03-01T09:30:43Z,139
NCT04760132,"ClinicalTrials.gov processed this data on March 02, 2021",2021-02-08,NA,NA,2021-02-23,2021-02-17,2021-02-18,Actual,NA,NA,NA,NA,NA,NA,2021-02-23,2021-02-26,Actual,"February 8, 2021",Actual,2021-02-08,February 2021,2021-02-28,"December 31, 2024",Anticipated,2024-12-31,"December 31, 2024",Anticipated,2024-12-31,NA,Interventional,ENFORCE,,National Cohort Study of Effectiveness and Safety of SARS-CoV-2/COVID-19 Vaccines (ENFORCE),National Cohort Study of Effectiveness and Safety of SARS-CoV-2/COVID-19 Vaccines,Recruiting,NA,Phase 4,10000,Anticipated,"Rigshospitalet, Denmark",,3,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-03-03T09:54:41Z,2021-03-03T09:54:41Z,138
NCT04651790,"ClinicalTrials.gov processed this data on March 02, 2021",2020-11-20,NA,NA,2021-02-25,2020-12-01,2020-12-03,Actual,NA,NA,NA,NA,NA,NA,2021-02-25,2021-03-02,Estimate,"November 27, 2020",Actual,2020-11-27,February 2021,2021-02-28,March 2022,Anticipated,2022-03-31,January 2022,Anticipated,2022-01-31,NA,Interventional,CoronaVac3CL,,"Efficacy, Safety, and Immunogenicity of Two Vaccination Schedules of an Inactivated Vaccine Against COVID-19 in Adults","Multicenter, Phase 3, Randomized Clinical Study to Evaluate the Efficacy, Safety and Immunogenicity of Two Vaccination Schedules of an Inactivated Vaccine Against SARS-CoV-2 Infection in Adults.",Recruiting,NA,Phase 3,2300,Anticipated,Pontificia Universidad Catolica de Chile,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-03-03T09:56:36Z,2021-03-03T09:56:36Z,136
NCT04527575,"ClinicalTrials.gov processed this data on February 26, 2021",2020-08-11,NA,NA,2021-02-20,2020-08-25,2020-08-26,Actual,NA,NA,NA,NA,NA,NA,2021-02-20,2021-02-23,Actual,"July 27, 2020",Actual,2020-07-27,February 2021,2021-02-28,May 2021,Anticipated,2021-05-31,May 2021,Anticipated,2021-05-31,NA,Interventional,EpiVacCorona,,"Study of the Safety, Reactogenicity and Immunogenicity of ""EpiVacCorona"" Vaccine for the Prevention of COVID-19","Simple, Blind, Placebo-controlled, Randomized Study of the Safety, Reactogenicity and Immunogenicity of Vaccine Based on Peptide Antigens for the Prevention of COVID-19 (EpiVacCorona), in Volunteers Aged 18-60 Years (I-II Phase)","Active, not recruiting",NA,Phase 1/Phase 2,100,Actual,"Federal Budgetary Research Institution State Research Center of Virology and Biotechnology ""Vector""",,3,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-28T10:10:15Z,2021-02-28T10:10:15Z,141
NCT04728594,"ClinicalTrials.gov processed this data on February 04, 2021",2021-01-26,NA,NA,2021-01-27,2021-01-26,2021-01-28,Actual,NA,NA,NA,NA,NA,NA,2021-01-27,2021-02-01,Actual,"January 15, 2021",Actual,2021-01-15,January 2021,2021-01-31,"January 20, 2021",Actual,2021-01-20,"January 17, 2021",Actual,2021-01-17,NA,Interventional,NA,,Emails Promoting COVID-19 Vaccination Among Healthcare Workers,Evaluation of an Email Intervention Promoting COVID-19 Vaccination Among Healthcare Workers,Completed,NA,N/A,9656,Actual,Geisinger Clinic,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,The data will become available after publication of study results in a scientific journal and will be available as long as the Open Science Framework hosts the data.,The data on the Open Science Framework will be open to anyone requesting that information.,http://osf.io,Yes,Data with no personally identifiable information will be made available to other researchers on the Open Science Framework for transparency. This will include the essential data and code needed to replicate the analysis that yielded reported findings.,2021-02-05T12:31:05Z,2021-02-05T12:31:05Z,165
NCT04713488,"ClinicalTrials.gov processed this data on February 04, 2021",2021-01-13,NA,NA,2021-02-01,2021-01-15,2021-01-19,Actual,NA,NA,NA,NA,NA,NA,2021-02-01,2021-02-02,Actual,"January 15, 2021",Actual,2021-01-15,January 2021,2021-01-31,"July 31, 2021",Anticipated,2021-07-31,"July 20, 2021",Anticipated,2021-07-20,NA,Interventional,NA,,"An Open Study on the Safety, Tolerability, and Immunogenicity of ""Sputnik Light"" Vaccine","An Open Study on the Safety, Tolerability, and Immunogenicity of ""Sputnik Light"" t Vaccine for Prevention of Coronavirus Infection Caused by the SARS-CoV-2 Viruso","Active, not recruiting",NA,Phase 1/Phase 2,110,Actual,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-05T12:31:48Z,2021-02-05T12:31:48Z,160
NCT04639375,"ClinicalTrials.gov processed this data on February 04, 2021",2020-11-16,NA,NA,2021-02-01,2020-11-19,2020-11-20,Actual,NA,NA,NA,NA,NA,NA,2021-02-01,2021-02-02,Actual,"November 15, 2020",Actual,2020-11-15,November 2020,2020-11-30,"April 18, 2021",Anticipated,2021-04-18,"April 18, 2021",Anticipated,2021-04-18,NA,Interventional,NA,,Polio Vaccine (IPV) for SARS-CoV-2 and Prevention of Coronavirus Disease (COVID-19),A Proof-of-concept Study of Poliovirus Vaccine (IPV) Activity to Induce an Immune Response That Cross-reacts With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS CoV-2),Recruiting,NA,Phase 4,300,Anticipated,E-MO Biology Inc,,1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-02-05T12:33:58Z,2021-02-05T12:33:58Z,160
NCT04569786,"ClinicalTrials.gov processed this data on March 04, 2021",2020-09-24,NA,NA,2021-03-02,2020-09-24,2020-09-30,Actual,NA,NA,NA,NA,NA,NA,2021-03-02,2021-03-04,Estimate,"October 29, 2020",Actual,2020-10-29,March 2021,2021-03-31,"February 18, 2021",Actual,2021-02-18,"February 18, 2021",Actual,2021-02-18,NA,Interventional,NA,,Dose Ranging Trial to Assess Safety and Immunogenicity of V590 (COVID-19 Vaccine) in Healthy Adults (V590-001),"A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging Trial to Evaluate the Safety and Immunogenicity of V590 in Healthy Adults",Terminated,NA,Phase 1,232,Actual,Merck Sharp & Dohme Corp.,,9,NA,The study was terminated based on an interim assessment of immunogenicity.,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,http://engagezone.msd.com/ds_documentation.php,Yes,http://engagezone.msd.com/doc/ProcedureAccessClinicalTrialData.pdf,2021-03-05T10:21:22Z,2021-03-05T10:21:22Z,131
NCT04706403,"ClinicalTrials.gov processed this data on March 08, 2021",2021-01-05,NA,NA,2021-03-05,2021-01-11,2021-01-12,Actual,NA,NA,NA,NA,NA,NA,2021-03-05,2021-03-08,Estimate,"January 4, 2021",Actual,2021-01-04,March 2021,2021-03-31,"December 26, 2021",Anticipated,2021-12-26,"June 1, 2021",Anticipated,2021-06-01,NA,Interventional,NA,,Views on COVID-19 and Vaccination,"If We Build It, Will They Come? A Pilot Study to Develop and Test Messages to Maximize Uptake of Coronavirus Vaccine When Available","Active, not recruiting",NA,N/A,3000,Anticipated,"University of Massachusetts, Worcester",,6,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-03-08T23:48:51Z,2021-03-08T23:48:51Z,128
NCT04671017,"ClinicalTrials.gov processed this data on March 09, 2021",2020-12-15,NA,NA,2021-03-08,2020-12-15,2020-12-17,Actual,NA,NA,NA,NA,NA,NA,2021-03-08,2021-03-09,Estimate,"December 16, 2020",Actual,2020-12-16,March 2021,2021-03-31,"August 28, 2021",Anticipated,2021-08-28,"February 26, 2021",Actual,2021-02-26,NA,Interventional,NA,,"Dose Finding Study to Evaluate Safety, Tolerability and Immunogenicity of an Inactiviated Adjuvanted Sars-Cov-2 Virus Vaccine Candidate Against Covid-19 in Healthy Adults","A Phase I/II Randomized, Two Parts, Dose-Finding Study To Evaluate The Safety, Tolerability and Immunogenicity Of An Inactivated, Adjuvanted Sars-Cov-2 Virus Vaccine Candidate (VLA2001), Against Covid-19 In Healthy Subjects","Active, not recruiting",NA,Phase 1/Phase 2,153,Actual,Valneva Austria GmbH,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-03-10T10:11:53Z,2021-03-10T10:11:53Z,125
NCT04742738,"ClinicalTrials.gov processed this data on February 12, 2021",2021-02-04,NA,NA,2021-02-05,2021-02-05,2021-02-08,Actual,NA,NA,NA,NA,NA,NA,2021-02-05,2021-02-08,Actual,"January 20, 2021",Actual,2021-01-20,January 2021,2021-01-31,April 2022,Anticipated,2022-04-30,August 2021,Anticipated,2021-08-31,NA,Interventional,NA,,Safety and Immunogenicity Study of SARS-CoV-2 Nanoparticle Vaccine (GBP510) Adjuvanted With Aluminum Hydroxide (COVID-19),"A 2-Stage, Phase I/II, Placebo-controlled, Randomized, Observer-blinded, Dose-finding Study to Assess the Safety, Reactogenicity, and Immunogenicity of a SARS-CoV-2 Recombinant Protein Nanoparticle Vaccine (GBP510) Adjuvanted With Aluminum Hydroxide in Healthy Younger and Older Adults",Recruiting,NA,Phase 1/Phase 2,260,Anticipated,"SK Chemicals Co., Ltd.",,7,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-13T09:27:10Z,2021-02-13T09:27:10Z,156
NCT04780659,"ClinicalTrials.gov processed this data on March 03, 2021",2021-02-19,NA,NA,2021-03-02,2021-03-02,2021-03-03,Estimate,NA,NA,NA,NA,NA,NA,2021-03-02,2021-03-03,Estimate,"February 23, 2021",Actual,2021-02-23,March 2021,2021-03-31,"December 31, 2022",Anticipated,2022-12-31,"December 31, 2022",Anticipated,2022-12-31,NA,Interventional,COVAXID,,COVID-19 Vaccination of Immunodeficient Persons (COVAXID),"Immunological Responses After Vaccination for COVID-19 With the Messenger Ribonucleic Acid (mRNA) Vaccine Comirnaty in Immunosuppressed and Immunocompetent Individuals. An Open and Non-randomized, Phase IV Multicenter Study",Recruiting,NA,Phase 4,540,Anticipated,Karolinska University Hospital,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,Within one year after study end.,Published in EudraCT and national COVID-19 data portal (SciLifeLab Data Centre),https://eudract.ema.europa.eu/index.html,Yes,"Will submit data to European Union Drug Regulating Authorities Clinical Trials Database (EudraCT) and share data result. Will share research results and data through national COVID-19 data portal, operated by SciLifeLab Data Centre, Sweden.",2021-03-04T08:37:56Z,2021-03-04T08:37:56Z,131
NCT04780035,"ClinicalTrials.gov processed this data on March 03, 2021",2021-02-25,NA,NA,2021-03-02,2021-03-02,2021-03-03,Estimate,NA,NA,NA,NA,NA,NA,2021-03-02,2021-03-03,Estimate,"November 18, 2020",Actual,2020-11-18,February 2021,2021-02-28,September 2021,Anticipated,2021-09-30,August 2021,Anticipated,2021-08-31,NA,Interventional,NA,,"Study of the Tolerability, Safety, Immunogenicity and Preventive Efficacy of the EpiVacCorona Vaccine for the Prevention of COVID-19","Multicenter Double-blind Placebo-controlled Comparative Randomized Study of the Tolerability, Safety, Immunogenicity and Prophylactic Efficacy of the EpiVacCorona Peptide Antigen-based Vaccine for the Prevention of COVID-19, With the Participation of 3000 Volunteers Aged 18 Years and Above (Phase III-IV)","Active, not recruiting",NA,Phase 3,3000,Actual,"Federal Budgetary Research Institution State Research Center of Virology and Biotechnology ""Vector""",,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-03-04T08:38:19Z,2021-03-04T08:38:19Z,131
NCT04334980,"ClinicalTrials.gov processed this data on March 04, 2021",2020-03-31,NA,NA,2021-03-03,2020-04-02,2020-04-06,Actual,NA,NA,NA,NA,NA,NA,2021-03-03,2021-03-04,Estimate,"November 2, 2020",Actual,2020-11-02,September 2020,2020-09-30,"February 28, 2022",Anticipated,2022-02-28,"February 8, 2022",Anticipated,2022-02-08,NA,Interventional,NA,,"Evaluating the Safety, Tolerability and Immunogenicity of bacTRL-Spike Vaccine for Prevention of COVID-19","A Phase 1, Randomized, Observer-Blind, Placebo-Controlled Trial to Evaluate the Safety, Tolerability and Immunogenicity of the bacTRL-Spike Oral Candidate Vaccine for the Prevention of COVID-19 in Healthy Adults","Active, not recruiting",NA,Phase 1,24,Anticipated,Symvivo Corporation,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-03-05T10:22:58Z,2021-03-05T10:22:58Z,130
NCT04659239,"ClinicalTrials.gov processed this data on February 12, 2021",2020-12-05,NA,NA,2021-02-09,2020-12-08,2020-12-09,Actual,NA,NA,NA,NA,NA,NA,2021-02-09,2021-02-10,Actual,"January 28, 2021",Actual,2021-01-28,February 2021,2021-02-28,July 2022,Anticipated,2022-07-31,September 2021,Anticipated,2021-09-30,NA,Interventional,NA,,"The Efficacy, Safety and Immunogenicity Study of Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19","A Randomized, Double-Blinded, Placebo Controlled Phase III Clinical Trial of SARS-CoV-2 Vaccine, Inactivated (Vero Cell) in Adults Aged 18 Years and Above",Enrolling by invitation,NA,Phase 3,34020,Anticipated,Chinese Academy of Medical Sciences,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-14T10:25:02Z,2021-02-14T10:25:02Z,152
NCT04750343,"ClinicalTrials.gov processed this data on February 15, 2021",2021-02-10,NA,NA,2021-02-10,2021-02-10,2021-02-11,Actual,NA,NA,NA,NA,NA,NA,2021-02-10,2021-02-11,Actual,"February 3, 2021",Actual,2021-02-03,February 2021,2021-02-28,June 2022,Anticipated,2022-06-30,July 2021,Anticipated,2021-07-31,NA,Interventional,NA,,Safety and Immunogenicity Study of SARS-CoV-2 Nanoparticle Vaccine (GBP510) Adjuvanted With or Without AS03 (COVID-19),"A 2-Stage, Phase I/II, Placebo-controlled, Randomized, Observer-blinded, Dose-finding Study to Assess the Safety, Reactogenicity, and Immunogenicity of a SARS-CoV-2 Recombinant Protein Nanoparticle Vaccine (GBP510) Adjuvanted With or Without AS03 in Healthy Younger and Older Adults",Recruiting,NA,Phase 1/Phase 2,320,Anticipated,"SK Chemicals Co., Ltd.",,10,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-16T09:34:24Z,2021-02-16T09:34:24Z,151
NCT04530656,"ClinicalTrials.gov processed this data on February 15, 2021",2020-08-27,NA,NA,2021-02-08,2020-08-27,2020-08-28,Actual,NA,NA,NA,NA,NA,NA,2021-02-08,2021-02-11,Actual,"August 28, 2020",Actual,2020-08-28,August 2020,2020-08-31,"August 28, 2021",Anticipated,2021-08-28,"October 28, 2020",Actual,2020-10-28,NA,Interventional,NA,,Phase I Trial of a Recombinant SARS-CoV-2 Vaccine (Sf9 Cell),"Safety, Tolerability and Immunogenicity of a Recombinant SARS-CoV-2 Vaccine (Sf9 Cell) in Chinese Healthy Population Aged 18 Years and Older: A Phase I, Single-center, Randomized, Placebo-controlled, Double-blind Study","Active, not recruiting",NA,Phase 1,168,Anticipated,Jiangsu Province Centers for Disease Control and Prevention,,12,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-16T09:39:45Z,2021-02-16T09:39:45Z,153
NCT04456595,"ClinicalTrials.gov processed this data on February 15, 2021",2020-06-30,NA,NA,2021-02-10,2020-06-30,2020-07-02,Actual,NA,NA,NA,NA,NA,NA,2021-02-10,2021-02-11,Actual,"July 21, 2020",Actual,2020-07-21,February 2021,2021-02-28,February 2022,Anticipated,2022-02-28,"December 17, 2020",Actual,2020-12-17,NA,Interventional,PROFISCOV,,Clinical Trial of Efficacy and Safety of Sinovac's Adsorbed COVID-19 (Inactivated) Vaccine in Healthcare Professionals,"Double-Blind, Randomized, Placebo-Controlled Phase III Clinical Trial to Evaluate Efficacy and Safety in Healthcare Professionals of the Adsorbed COVID-19 (Inactivated) Vaccine Manufactured by Sinovac","Active, not recruiting",NA,Phase 3,12688,Actual,Butantan Institute,,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-02-16T09:40:51Z,2021-02-16T09:40:51Z,151
NCT04540419,"ClinicalTrials.gov processed this data on February 18, 2021",2020-08-17,NA,NA,2021-02-15,2020-09-04,2020-09-07,Actual,NA,NA,NA,NA,NA,NA,2021-02-15,2021-02-16,Actual,"September 11, 2020",Actual,2020-09-11,February 2021,2021-02-28,"July 31, 2021",Anticipated,2021-07-31,"May 30, 2021",Anticipated,2021-05-30,NA,Interventional,NA,,Clinical Trial of Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) Against COVID-19,"Multicenter, Randomized, Double Blind, Placebo Controlled Parallel Group Study Evaluating Efficacy, Reactogenicity and Safety of Recombinant Vaccine Ad5-nCoV Against Novel Coronavirus Infection in Adult Volunteers","Active, not recruiting",NA,Phase 3,500,Actual,NPO Petrovax,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-20T10:58:58Z,2021-02-20T10:58:58Z,146
NCT04758273,"ClinicalTrials.gov processed this data on February 18, 2021",2021-02-09,NA,NA,2021-02-16,2021-02-16,2021-02-17,Actual,NA,NA,NA,NA,NA,NA,2021-02-16,2021-02-17,Actual,"October 7, 2020",Actual,2020-10-07,February 2021,2021-02-28,"February 28, 2022",Anticipated,2022-02-28,"June 30, 2021",Anticipated,2021-06-30,NA,Interventional,NA,,A Safety and Immunogenicity Study of Inactivated SARS-CoV-2 Vaccine (Vero Cells) in Healthy Population Aged 18 Years and Above(COVID-19),"Evaluation of the Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccine (Vero Cells) in Healthy Population Aged 18 Years and Above: a Randomized, Double-blind, Placebo Parallel-controlled Phase I Clinical Trial","Active, not recruiting",NA,Phase 1,180,Actual,"Beijing Minhai Biotechnology Co., Ltd",,9,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-21T10:31:33Z,2021-02-21T10:31:33Z,145
NCT04568811,"ClinicalTrials.gov processed this data on February 12, 2021",2020-09-28,NA,NA,2021-02-08,2020-09-28,2020-09-29,Actual,NA,NA,NA,NA,NA,NA,2021-02-08,2021-02-10,Actual,"September 26, 2020",Actual,2020-09-26,September 2020,2020-09-30,"September 27, 2021",Anticipated,2021-09-27,"October 25, 2020",Actual,2020-10-25,NA,Interventional,NA,,The Phase I Clinical Trial of Booster Vaccination of Adenovirus Type-5 Vectored COVID-19 Vaccine,"The Single-center, Open-label Phase I Clinical Trial of Booster Vaccination of Adenovirus Type-5 Vectored COVID-19 Vaccine in Healthy Adults Aged 18-60 Years","Active, not recruiting",NA,Phase 1,89,Actual,Jiangsu Province Centers for Disease Control and Prevention,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-14T10:27:05Z,2021-02-14T10:27:05Z,153
NCT04649021,"ClinicalTrials.gov processed this data on February 18, 2021",2020-11-17,NA,NA,2021-02-12,2020-11-30,2020-12-02,Actual,NA,NA,NA,NA,NA,NA,2021-02-12,2021-02-15,Actual,"December 4, 2020",Actual,2020-12-04,February 2021,2021-02-28,December 2021,Anticipated,2021-12-31,December 2021,Anticipated,2021-12-31,NA,Interventional,NA,,Safety and Immunogenicity of SARS-CoV-2 mRNA Vaccine (BNT162b2) in Chinese Healthy Population,"Safety and Immunogenicity of SARS-CoV-2 mRNA Vaccine (BNT162b2) in Chinese Healthy Population: A Phase II, Randomized, Placebo-controlled, Observer-blinded Study","Active, not recruiting",NA,Phase 2,950,Actual,BioNTech SE,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-19T11:21:40Z,2021-02-19T11:21:40Z,149
NCT04756323,"ClinicalTrials.gov processed this data on February 18, 2021",2021-02-09,NA,NA,2021-02-16,2021-02-14,2021-02-16,Actual,NA,NA,NA,NA,NA,NA,2021-02-16,2021-02-17,Actual,"October 27, 2020",Actual,2020-10-27,February 2021,2021-02-28,"February 28, 2022",Anticipated,2022-02-28,"June 30, 2021",Anticipated,2021-06-30,NA,Interventional,NA,,A Study to Evaluate Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccine (Vero Cells) in Healthy Population Aged 18 Years and Above(COVID-19),"Evaluation of the Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccine (Vero Cells) in Healthy Population Aged 18 Years and Above: a Randomized, Double-blind, Placebo Parallel-controlled Phase II Clinical Trial","Active, not recruiting",NA,Phase 2,1000,Actual,"Beijing Minhai Biotechnology Co., Ltd",,12,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-21T10:32:24Z,2021-02-21T10:32:24Z,145
NCT04582344,"ClinicalTrials.gov processed this data on February 18, 2021",2020-10-01,NA,NA,2021-02-16,2020-10-08,2020-10-09,Actual,NA,NA,NA,NA,NA,NA,2021-02-16,2021-02-17,Actual,"September 14, 2020",Actual,2020-09-14,February 2021,2021-02-28,"April 15, 2021",Anticipated,2021-04-15,"February 15, 2021",Anticipated,2021-02-15,NA,Interventional,NA,,Clinical Trial For SARS-CoV-2 Vaccine (COVID-19),"Randomized, Double-Blind, Placebo-Controlled Phase III Clinical Trial For Evaluation of Efficacy and Safety of SARS-CoV-2 Vaccine (Vero Cell), Inactivated",Recruiting,NA,Phase 3,13000,Anticipated,Health Institutes of Turkey,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-21T10:34:57Z,2021-02-21T10:34:57Z,145
