nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,intervention_type,intervention_name,description,status,facility_name,city,state,zip,country,site_count
NCT04341389,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-07,NA,NA,2020-04-20,2020-04-09,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-04-20,2020-04-21,Actual,"April 12, 2020",Actual,2020-04-12,April 2020,2020-04-30,"January 31, 2021",Anticipated,2021-01-31,"January 31, 2021",Anticipated,2021-01-31,NA,Interventional,CTII-nCoV,,A Phase II Clinical Trial to Evaluate the Recombinant Vaccine for COVID-19 (Adenovirus Vector),"A Randomized, Double-blind, Placebo-controlled Phase II Clinical Trial to Evaluate the Safety and Immunogenicity of the Recombinant Novel Coronavirus Vaccine (Adenovirus Vector) in Healthy Adults Aged Above 18 Years","Active, not recruiting",NA,Phase 2,500,Anticipated,"Insitute of Biotechnology, Academy of Military Medical Sciences, PLA of China",,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:17:34Z,2020-04-30T09:17:34Z,5233333,Biological,Recombinant novel coronavirus vaccine (Adenovirus type 5 vector),Intramuscular injection,,Hubei Provincial Center for Disease Control and Prevention,Wuhan,Hubei,,China,1
NCT04341389,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-07,NA,NA,2020-04-20,2020-04-09,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-04-20,2020-04-21,Actual,"April 12, 2020",Actual,2020-04-12,April 2020,2020-04-30,"January 31, 2021",Anticipated,2021-01-31,"January 31, 2021",Anticipated,2021-01-31,NA,Interventional,CTII-nCoV,,A Phase II Clinical Trial to Evaluate the Recombinant Vaccine for COVID-19 (Adenovirus Vector),"A Randomized, Double-blind, Placebo-controlled Phase II Clinical Trial to Evaluate the Safety and Immunogenicity of the Recombinant Novel Coronavirus Vaccine (Adenovirus Vector) in Healthy Adults Aged Above 18 Years","Active, not recruiting",NA,Phase 2,500,Anticipated,"Insitute of Biotechnology, Academy of Military Medical Sciences, PLA of China",,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:17:34Z,2020-04-30T09:17:34Z,5233334,Other,Placebo,Intramuscular injection,,Hubei Provincial Center for Disease Control and Prevention,Wuhan,Hubei,,China,1
NCT04339426,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-07,NA,NA,2020-04-17,2020-04-07,2020-04-09,Actual,NA,NA,NA,NA,NA,NA,2020-04-17,2020-04-21,Actual,"April 20, 2020",Anticipated,2020-04-20,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,October 2020,Anticipated,2020-10-31,NA,Interventional,NA,,Atovaquone and Azithromycin Combination for Confirmed COVID-19 Infection,"Open-Label, Non-Randomized Study to Evaluate Anti-Malarial/Anti-Infective Combination Therapies in Patients With Confirmed COVID-19 Infection",Recruiting,NA,Phase 2,25,Anticipated,HonorHealth Research Institute,,1,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-04-30T09:17:40Z,2020-04-30T09:17:40Z,5233361,Drug,Atovaquone/Azithromycin,Atovaquone 750 mg PO Q12H for up to 10 Days Azithromycin 500 mg PO Daily 1 followed by 250 mg PO Daily for up to 10 days (days 2-10),Recruiting,HonorHealth,Scottsdale,Arizona,85258,United States,1
NCT04338958,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-07,NA,NA,2020-04-20,2020-04-07,2020-04-08,Actual,NA,NA,NA,NA,NA,NA,2020-04-20,2020-04-22,Actual,"May 1, 2020",Anticipated,2020-05-01,April 2020,2020-04-30,"August 31, 2021",Anticipated,2021-08-31,"January 31, 2021",Anticipated,2021-01-31,NA,Interventional,RuxCoFlam,,Ruxolitinib in Covid-19 Patients With Defined Hyperinflammation,A Phase-II Clinical Trial for First Line Treatment of Stage II/III Covid-19 Patients to Treat Hyperinflammation,Not yet recruiting,NA,Phase 2,200,Anticipated,University of Jena,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:17:43Z,2020-04-30T09:17:43Z,5233371,Drug,Ruxolitinib,2 x 10mg Ruxolitinib with defined response adapted dose escalation up to 2 x 20mg for a duration of 7 days with clinical and/or radiographic response assessment,,University Hospital Jena,Jena,,07747,Germany,1
NCT04341922,"ClinicalTrials.gov processed this data on April 17, 2020",2020-04-07,NA,NA,2020-04-09,2020-04-09,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-04-09,2020-04-10,Actual,"April 10, 2020",Anticipated,2020-04-10,April 2020,2020-04-30,"June 10, 2021",Anticipated,2021-06-10,"June 10, 2021",Anticipated,2021-06-10,NA,Interventional,NA,,A Online-delivered Cognitive-behavioral Intervention for Dysfunctional Worry Related to the Covid-19 Pandemic,Evaluation of a Brief Online-delivered Cognitive-behavioral Intervention for Dysfunctional Worry Related to the Covid-19 Pandemic: A Randomized Controlled Trial,Not yet recruiting,NA,N/A,670,Anticipated,Karolinska Institutet,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-20T08:49:45Z,2020-04-20T08:49:45Z,5119677,Behavioral,Internet-delivered cognitive behavior therapy (ICBT) for dysfunctional worry related to the Covid-19 pandemic,"A three week intervention including a structured self-guided program without therapist support, administered via a secure web platform, focusing on 1) teaching participants how to discriminate between functional- and dysfunctional worry (what are solvable problems vs. what is worry, i.e. unsolvable thoughts?) 2) providing participants with skills to solve functional worry topics (e.g. set time and make a workable plan to be prepared for possible negative outcomes [e.g. becoming unemployed]), 3) providing participants with skills to approach dysfunctional worry (e.g., not engage in worrisome thoughts, just leave them, refrain from excessive use of media coverage about Covid-19), and 4) increase the behavioral repertoire (take walks, engage in activities that promote health without putting yourself at risk to become infected) and provide advice how to properly assess and digest new information about Covid-19 and its consequences.",,Karolinska Institutet,Stockholm,,17177,Sweden,1
NCT04341610,"ClinicalTrials.gov processed this data on April 17, 2020",2020-04-07,NA,NA,2020-04-09,2020-04-09,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-04-09,2020-04-10,Actual,"April 20, 2020",Anticipated,2020-04-20,April 2020,2020-04-30,"April 30, 2021",Anticipated,2021-04-30,"January 30, 2021",Anticipated,2021-01-30,NA,Interventional,ASC COVID-19,,ASC Therapy for Patients With Severe Respiratory COVID-19,"Allogeneic Adipose Tissue Derived Mesenchymal Stromal Cell Therapy for Treating Patients With Severe Respiratory COVID-19. A Danish, Double-blind, Randomized Placebo-controlled Study",Not yet recruiting,NA,Phase 1/Phase 2,40,Anticipated,"Rigshospitalet, Denmark",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-20T08:49:57Z,2020-04-20T08:49:57Z,5119719,Drug,Stem Cell Product,100 million allogeneic adipose-derived mesenchymal stromal cells diluted in 100 ml saline,,"2014 Department of Cardiology, The Heart Centre, University Hospital Rigshospitalet",Copenhagen,,2100,Denmark,1
NCT04341415,"ClinicalTrials.gov processed this data on April 17, 2020",2020-04-07,NA,NA,2020-04-07,2020-04-07,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-04-07,2020-04-10,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,June 2020,Anticipated,2020-06-30,June 2020,Anticipated,2020-06-30,NA,Interventional,SOS-COVID19,,Impact of Auricular Vagus Nerve Neuromodulation on COVID-19 Positive Inpatients Outcome,Randomized Double Blinded Monocentric Clinical Trial to Assess the Impact of Auricular Vagus Nerve Neuromodulation in COVID-19 Positive Inpatients Outcome.,Not yet recruiting,NA,N/A,60,Anticipated,Fondation Ophtalmologique Adolphe de Rothschild,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-20T08:50:05Z,2020-04-20T08:50:05Z,5119750,Procedure,Auricular neuromodulation,"The pose is carried out by the principal investigator, alone, without the presence of the nursing staff in the room.
Ear disinfection and sterile neuromodulation needle placement (service protocol with Chlorhexidine) Placement of 4 semi-permanent Classic needles (SEDATELECÂ®) on each ear flap at the level of the concha (innervated by the vagus nerve) according to an order and a precise location (4 cardinal points conch), i.e. 8 needles per patient.
Compress soaked with Oxygenated water on the concha (to stop potential bleeding).
Placing an opaque dressing on the ear and a non-occlusive Band-Aid",,Fondation Adolphe de Rothschild,Paris,,75019,France,1
NCT04341415,"ClinicalTrials.gov processed this data on April 17, 2020",2020-04-07,NA,NA,2020-04-07,2020-04-07,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-04-07,2020-04-10,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,June 2020,Anticipated,2020-06-30,June 2020,Anticipated,2020-06-30,NA,Interventional,SOS-COVID19,,Impact of Auricular Vagus Nerve Neuromodulation on COVID-19 Positive Inpatients Outcome,Randomized Double Blinded Monocentric Clinical Trial to Assess the Impact of Auricular Vagus Nerve Neuromodulation in COVID-19 Positive Inpatients Outcome.,Not yet recruiting,NA,N/A,60,Anticipated,Fondation Ophtalmologique Adolphe de Rothschild,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-20T08:50:05Z,2020-04-20T08:50:05Z,5119751,Procedure,Control,"The pose is carried out by the principal investigator, alone, without the presence of the nursing staff in the room.
Ear disinfection and sterile manipulation without needle placement (service protocol with Chlorhexidine) No needle laying but only sterile disinfection and pressure over the 4 putative locations with the sterile plastic tip (without the needle).
Compress soaked with Oxygenated water on the concha. Placing an opaque dressing on the ear and a non-occlusive Band-Aid.",,Fondation Adolphe de Rothschild,Paris,,75019,France,1
NCT04341038,"ClinicalTrials.gov processed this data on April 17, 2020",2020-04-07,NA,NA,2020-04-08,2020-04-08,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-04-08,2020-04-10,Actual,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,"July 1, 2020",Anticipated,2020-07-01,"June 1, 2020",Anticipated,2020-06-01,NA,Interventional,TACROVID,,Clinical Trial to Evaluate Methylprednisolone Pulses and Tacrolimus in Patients With COVID-19 Lung Injury,Open Randomized Single Centre Clinical Trial to Evaluate Methylprednisolone Pulses and Tacrolimus in Patients With Severe Lung Injury Secondary to COVID-19,Recruiting,NA,Phase 3,84,Anticipated,Hospital Universitari de Bellvitge,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-04-20T08:50:19Z,2020-04-20T08:50:19Z,5119805,Drug,Tacrolimus,the necessary dose to obtain blood levels of 8-10 ng / ml,Recruiting,Hospital Universitari de Bellvitge,L'Hospitalet de Llobregat,Barcelona,08907,Spain,1
NCT04341038,"ClinicalTrials.gov processed this data on April 17, 2020",2020-04-07,NA,NA,2020-04-08,2020-04-08,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-04-08,2020-04-10,Actual,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,"July 1, 2020",Anticipated,2020-07-01,"June 1, 2020",Anticipated,2020-06-01,NA,Interventional,TACROVID,,Clinical Trial to Evaluate Methylprednisolone Pulses and Tacrolimus in Patients With COVID-19 Lung Injury,Open Randomized Single Centre Clinical Trial to Evaluate Methylprednisolone Pulses and Tacrolimus in Patients With Severe Lung Injury Secondary to COVID-19,Recruiting,NA,Phase 3,84,Anticipated,Hospital Universitari de Bellvitge,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-04-20T08:50:19Z,2020-04-20T08:50:19Z,5119806,Drug,Methylprednisolone,120mg of methylprednisolone daily for 3 consecutive days,Recruiting,Hospital Universitari de Bellvitge,L'Hospitalet de Llobregat,Barcelona,08907,Spain,1
NCT04345445,"ClinicalTrials.gov processed this data on April 22, 2020",2020-04-08,NA,NA,2020-04-11,2020-04-11,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-11,2020-04-14,Actual,"April 15, 2020",Anticipated,2020-04-15,April 2020,2020-04-30,"October 31, 2020",Anticipated,2020-10-31,"October 31, 2020",Anticipated,2020-10-31,NA,Interventional,NA,,Study to Evaluate the Efficacy and Safety of Tocilizumab Versus Corticosteroids in Hospitalised COVID-19 Patients With High Risk of Progression,"An Open-label, Randomized, Cross-over Interventional Study to Evaluate the Efficacy and Safety of Tocilizumab Versus Corticosteroids in Hospitalised COVID-19 Patients With High Risk of Progression",Not yet recruiting,NA,Phase 3,310,Anticipated,University of Malaya,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-24T09:05:48Z,2020-04-24T09:05:48Z,5163516,Drug,Tocilizumab,IV infusion,,University Malaya Medical Centre,Kuala Lumpur,,59100,Malaysia,1
NCT04345445,"ClinicalTrials.gov processed this data on April 22, 2020",2020-04-08,NA,NA,2020-04-11,2020-04-11,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-11,2020-04-14,Actual,"April 15, 2020",Anticipated,2020-04-15,April 2020,2020-04-30,"October 31, 2020",Anticipated,2020-10-31,"October 31, 2020",Anticipated,2020-10-31,NA,Interventional,NA,,Study to Evaluate the Efficacy and Safety of Tocilizumab Versus Corticosteroids in Hospitalised COVID-19 Patients With High Risk of Progression,"An Open-label, Randomized, Cross-over Interventional Study to Evaluate the Efficacy and Safety of Tocilizumab Versus Corticosteroids in Hospitalised COVID-19 Patients With High Risk of Progression",Not yet recruiting,NA,Phase 3,310,Anticipated,University of Malaya,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-24T09:05:48Z,2020-04-24T09:05:48Z,5163517,Drug,Methylprednisolone,IV infusion,,University Malaya Medical Centre,Kuala Lumpur,,59100,Malaysia,1
NCT04344236,"ClinicalTrials.gov processed this data on April 22, 2020",2020-04-08,NA,NA,2020-04-10,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,"April 9, 2020",Actual,2020-04-09,April 2020,2020-04-30,"May 9, 2020",Anticipated,2020-05-09,"May 1, 2020",Anticipated,2020-05-01,NA,Interventional,NA,,Gargling and Nasal Rinses to Reduce Oro- and Nasopharyngeal Viral Load in Patients With COVID-19,"A Phase II, Randomized, Open-label, Single-institution Study of the Effects of Povidone Iodine Oral Gargles and Nasal Rinses on Viral Load in Patients With COVID-19",Recruiting,NA,Phase 2,48,Anticipated,NYU Langone Health,,4,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,Beginning 9 months and ending 36 months following article publication or as required by a condition of awards and agreements supporting the research.,"Requests should be directed to scott.rickert@nyulangone.org. To gain access, data requestors will need to sign a data access agreement.",NA,Yes,The de-identified participant data from the final research dataset used in the published manuscript will be shared upon reasonable request beginning 9 months and ending 36 months following article publication or as required by a condition of awards and agreements supporting the research provided the investigator who proposes to use the data executes a data use agreement with NYU Langone Health. Requests may be directed to: [contact information for PI or designee]. The protocol and statistical analysis plan will be made available on Clinicaltrials.gov only as required by federal regulation or as a condition of awards and agreements supporting the research.,2020-04-24T09:06:34Z,2020-04-24T09:06:34Z,5163665,Drug,Saline oral/nasal rinse,"5 cc of nasal rinses total for both nostrils + 20 cc of oral gargles, 4 times a day, for 7 days.",Recruiting,NYU Langone Health,New York,New York,10016,United States,1
NCT04344236,"ClinicalTrials.gov processed this data on April 22, 2020",2020-04-08,NA,NA,2020-04-10,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,"April 9, 2020",Actual,2020-04-09,April 2020,2020-04-30,"May 9, 2020",Anticipated,2020-05-09,"May 1, 2020",Anticipated,2020-05-01,NA,Interventional,NA,,Gargling and Nasal Rinses to Reduce Oro- and Nasopharyngeal Viral Load in Patients With COVID-19,"A Phase II, Randomized, Open-label, Single-institution Study of the Effects of Povidone Iodine Oral Gargles and Nasal Rinses on Viral Load in Patients With COVID-19",Recruiting,NA,Phase 2,48,Anticipated,NYU Langone Health,,4,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,Beginning 9 months and ending 36 months following article publication or as required by a condition of awards and agreements supporting the research.,"Requests should be directed to scott.rickert@nyulangone.org. To gain access, data requestors will need to sign a data access agreement.",NA,Yes,The de-identified participant data from the final research dataset used in the published manuscript will be shared upon reasonable request beginning 9 months and ending 36 months following article publication or as required by a condition of awards and agreements supporting the research provided the investigator who proposes to use the data executes a data use agreement with NYU Langone Health. Requests may be directed to: [contact information for PI or designee]. The protocol and statistical analysis plan will be made available on Clinicaltrials.gov only as required by federal regulation or as a condition of awards and agreements supporting the research.,2020-04-24T09:06:34Z,2020-04-24T09:06:34Z,5163666,Drug,0.5% Povidone/Iodine oral/nasal rinse,"5 cc of nasal rinses total for both nostrils + 20 cc of oral gargles, 4 times a day, for 7 days.",Recruiting,NYU Langone Health,New York,New York,10016,United States,1
NCT04344236,"ClinicalTrials.gov processed this data on April 22, 2020",2020-04-08,NA,NA,2020-04-10,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,"April 9, 2020",Actual,2020-04-09,April 2020,2020-04-30,"May 9, 2020",Anticipated,2020-05-09,"May 1, 2020",Anticipated,2020-05-01,NA,Interventional,NA,,Gargling and Nasal Rinses to Reduce Oro- and Nasopharyngeal Viral Load in Patients With COVID-19,"A Phase II, Randomized, Open-label, Single-institution Study of the Effects of Povidone Iodine Oral Gargles and Nasal Rinses on Viral Load in Patients With COVID-19",Recruiting,NA,Phase 2,48,Anticipated,NYU Langone Health,,4,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,Beginning 9 months and ending 36 months following article publication or as required by a condition of awards and agreements supporting the research.,"Requests should be directed to scott.rickert@nyulangone.org. To gain access, data requestors will need to sign a data access agreement.",NA,Yes,The de-identified participant data from the final research dataset used in the published manuscript will be shared upon reasonable request beginning 9 months and ending 36 months following article publication or as required by a condition of awards and agreements supporting the research provided the investigator who proposes to use the data executes a data use agreement with NYU Langone Health. Requests may be directed to: [contact information for PI or designee]. The protocol and statistical analysis plan will be made available on Clinicaltrials.gov only as required by federal regulation or as a condition of awards and agreements supporting the research.,2020-04-24T09:06:34Z,2020-04-24T09:06:34Z,5163667,Drug,0.12% Chlorhexidine oral/nasal rinse,"5 cc of nasal rinses total for both nostrils + 20 cc of oral gargles, 4 times a day, for 7 days.",Recruiting,NYU Langone Health,New York,New York,10016,United States,1
NCT04344106,"ClinicalTrials.gov processed this data on April 22, 2020",2020-04-08,NA,NA,2020-04-10,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,"May 1, 2020",Anticipated,2020-05-01,"April 15, 2020",Anticipated,2020-04-15,NA,Interventional,ProCov,,Prone Positioning in Spontaneously Breathing Nonintubated Covid-19 Patient: a Pilot Study,Prone Positioning in Spontaneously Breathing Nonintubated Covid-19 Patient: a Pilot Study (ProCov),Recruiting,NA,N/A,25,Anticipated,Centre Hospitalier Intercommunal Aix-Pertuis,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-24T09:06:39Z,2020-04-24T09:06:39Z,5163677,Procedure,Prone positioning,"The prone positioning consists of placing the patient on his or her stomach with the head on the side, during sessions lasting several hours a day.",Recruiting,CHI Aix-Pertuis,Aix-en-Provence,,13100,France,1
NCT04343261,"ClinicalTrials.gov processed this data on April 22, 2020",2020-04-08,NA,NA,2020-04-12,2020-04-08,2020-04-13,Actual,NA,NA,NA,NA,NA,NA,2020-04-12,2020-04-14,Actual,"April 10, 2020",Anticipated,2020-04-10,April 2020,2020-04-30,"April 1, 2021",Anticipated,2021-04-01,"December 1, 2020",Anticipated,2020-12-01,NA,Interventional,NA,,Convalescent Plasma in the Treatment of COVID 19,Convalescent Plasma in the Treatment of COVID 19,Not yet recruiting,NA,Phase 2,15,Anticipated,Saint Francis Care,,1,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-24T09:06:57Z,2020-04-24T09:06:57Z,5163732,Biological,Convalescent Plasma,treatment with 2 Units of convalescent plasma,,Trinity Health Of New England,Hartford,Connecticut,06105,United States,1
NCT04347941,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-14,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-15,Actual,"April 11, 2020",Anticipated,2020-04-11,April 2020,2020-04-30,"May 11, 2021",Anticipated,2021-05-11,"March 11, 2021",Anticipated,2021-03-11,NA,Interventional,APPROVE-CARE,,Awake Prone Positioning to Reduce Invasive VEntilation in COVID-19 Induced Acute Respiratory failurE,Awake Prone Positioning to Reduce Invasive VEntilation in COVID-19 Induced Acute Respiratory failurE,Not yet recruiting,NA,N/A,200,Anticipated,University College Hospital Galway,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,up to 15 years post study,NA,NA,Yes,"Electronic Case report form following informed consent, all patient identification removed, and individual patient response to intervention will be shared.",2020-04-25T09:15:39Z,2020-04-25T09:15:39Z,5175715,Procedure,Prone Positioning,"Patient will be asked to remain for at least one hour and to a maximum total of 16 hours in prone position with 45 minutes breaks for meals. Immediately prior to proning, if spO2 <94% on FiO2 0.4, start on 100% O2 to ensure stability during proning. A nurse or assistant will assist patient to turn on side and then face down with the support of pillows as required for comfort, ensure that they are predominantly on their chest rather than on their side. Arms can be at side, in swimmer position and can be moved to patients' comfort, pillows under knees and chest for comfort and call bell to be at patient's arm's length. Vitals and work of breathing score will be measured before and at 1 hour into each proning session and at the end of each session. Total length of time in prone position will be recorded. Intervention to continue daily until oxygen requirement to maintain spO2 >94% is below FiO2 0.4 via venturi facemask or high flow nasal cannula",,Galway University Hospital,Galway,,,Ireland,1
NCT04347941,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-14,2020-04-14,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-15,Actual,"April 11, 2020",Anticipated,2020-04-11,April 2020,2020-04-30,"May 11, 2021",Anticipated,2021-05-11,"March 11, 2021",Anticipated,2021-03-11,NA,Interventional,APPROVE-CARE,,Awake Prone Positioning to Reduce Invasive VEntilation in COVID-19 Induced Acute Respiratory failurE,Awake Prone Positioning to Reduce Invasive VEntilation in COVID-19 Induced Acute Respiratory failurE,Not yet recruiting,NA,N/A,200,Anticipated,University College Hospital Galway,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,up to 15 years post study,NA,NA,Yes,"Electronic Case report form following informed consent, all patient identification removed, and individual patient response to intervention will be shared.",2020-04-25T09:15:39Z,2020-04-25T09:15:39Z,5175716,Procedure,Standard of care.,Standard of care. Prone positioning may be administered as a rescue therapy,,Galway University Hospital,Galway,,,Ireland,1
NCT04346693,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-10,2020-04-10,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-15,Actual,"April 8, 2020",Actual,2020-04-08,April 2020,2020-04-30,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,NA,Interventional,NA,,An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,An Open Randomized Study of the Effectiveness of the Drug Dalargin for the Prevention and Treatment of Symptoms of Pulmonary Complications in Patients With Coronavirus Infection (SARS-COVID-19),Enrolling by invitation,NA,Phase 3,320,Actual,Burnasyan Federal Medical Biophysical Center,,4,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-25T09:16:28Z,2020-04-25T09:16:28Z,5175864,Procedure,Standard therapy recommended by the Ministry of Health of the Russian Federation.,"Hydroxychloroquine + azithromycin + / - tocilizumab. Hydroxychloroquine intake is conducted according to the following schedule: 400 mg twice per day for 1-2 days of the treatment and 200 mg twice per day during six days of the treatment course.
For the tocilizumab, 400 mg intravenously drip slowly (for at least 1 hour), with insufficient effect, administration is repeated the after 12 hours. Simultaneously no more than 800 mg of tocilizumab could be administered.
For the azithromycin admission 500mg on day 1 is prescribed followed by 250mg per day, the next four days",,Burnasyan Federal Medical Biophysical Center FMBA of Russia,Moscow,,123098,Russian Federation,1
NCT04346693,"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-10,2020-04-10,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-15,Actual,"April 8, 2020",Actual,2020-04-08,April 2020,2020-04-30,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,NA,Interventional,NA,,An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,An Open Randomized Study of the Effectiveness of the Drug Dalargin for the Prevention and Treatment of Symptoms of Pulmonary Complications in Patients With Coronavirus Infection (SARS-COVID-19),Enrolling by invitation,NA,Phase 3,320,Actual,Burnasyan Federal Medical Biophysical Center,,4,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-25T09:16:28Z,2020-04-25T09:16:28Z,5175865,Procedure,Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection,"Hydroxychloroquine + azithromycin + / - tocilizumab. Hydroxychloroquine intake is conducted according to the following schedule: 400 mg twice per day for 1-2 days of the treatment and 200 mg twice per day during six days of the treatment course.
For the tocilizumab, 400 mg intravenously drip slowly (for at least 1 hour), with insufficient effect, administration is repeated the after 12 hours. Simultaneously no more than 800 mg of tocilizumab could be administered.
For the azithromycin admission 500mg on day 1 is prescribed followed by 250mg per day, the next four days.
Additional intramuscular injection of the drug Dalargin (solution for intravenous and intramuscular doses) under dosage of 1 mg daily once per day for 10 days",,Burnasyan Federal Medical Biophysical Center FMBA of Russia,Moscow,,123098,Russian Federation,1
