nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,intervention_type,intervention_name,description,n.x,status,facility_name,city,state,zip,country,n.y
NCT04302688,"ClinicalTrials.gov processed this data on March 19, 2020",2020-03-07,NA,NA,2020-03-07,2020-03-07,2020-03-10,Actual,NA,NA,NA,NA,NA,NA,2020-03-07,2020-03-10,Actual,"December 10, 2019",Actual,2019-12-10,March 2020,2020-03-31,"March 4, 2020",Actual,2020-03-04,"February 10, 2020",Actual,2020-02-10,NA,Observational,NA,,Accurate Classification System for Patients With COVID-19 Pneumonitis,Accurate Classification System for Patients With COVID-19 Based on Prognostic Nomogram,Completed,NA,NA,669,Actual,Renmin Hospital of Wuhan University,,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,Not going to share for the time being.,2020-03-20T09:16:49Z,2020-03-20T09:16:49Z,NA,NA,NA,NA,,Renmin Hospital of Wuhan University,Wuhan,Hubei,430060,China,1
NCT04306705,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-08,NA,NA,2020-03-16,2020-03-12,2020-03-13,Actual,NA,NA,NA,NA,NA,NA,2020-03-16,2020-03-17,Actual,"February 20, 2020",Actual,2020-02-20,March 2020,2020-03-31,"June 20, 2020",Anticipated,2020-06-20,"May 30, 2020",Anticipated,2020-05-30,NA,Observational,TACOS,,Tocilizumab vs CRRT in Management of Cytokine Release Syndrome (CRS) in COVID-19,A Retrospective Study of Evaluating Safety and Efficacy of Tocilizumab Compared to Continuous Renal Replacement Therapy in Controlling CRS Triggered by COVID-19,Recruiting,NA,NA,120,Anticipated,Tongji Hospital,,NA,3,NA,FALSE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-24T08:55:53Z,2020-03-24T08:55:53Z,Drug|Other|Procedure,Tocilizumab|Standard of care|Continuous renal replacement therapy,"Administered as an intravenous infusion.|Standard of care therapy per local written policies or guidelines and includes balancing of electrolytes and acid-base, the provision of enteral or parenteral nutrients support, antibiotics therapy, oxygen therapy and noninvasive ventilation.|Catheter insertion site is femoral vein.",3,Recruiting,Tongji Hospital,Wuhan,Hubei,430030,China,1
NCT04307459,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-10,NA,NA,2020-03-14,2020-03-10,2020-03-13,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"March 19, 2020",Anticipated,2020-03-19,March 2020,2020-03-31,"December 31, 2020",Anticipated,2020-12-31,"April 19, 2020",Anticipated,2020-04-19,NA,Observational,NA,,Acute Respiratory Failure and Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection in Real Life,Acute Respiratory Failure and Continuous Positive Airway Pressure Therapy in Patients With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection: a Real Life Evaluation,Not yet recruiting,NA,NA,50,Anticipated,University of Milan,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:55:47Z,2020-03-24T08:55:47Z,Other,standard operating procedures,"standard operating procedures represented by continuous positive airway pressure (CPAP) therapy or non invasive ventilation, pharmacological treatment as antiviral and antibiotic drugs, bronchodilators, xanthines, enteral nutrition, hydration.",1,,Luigi Sacco University Hospital,Milan,Lombardia,20157,Italy,1
NCT04316884,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-13,NA,NA,2020-03-18,2020-03-18,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-03-18,2020-03-20,Actual,"March 12, 2020",Actual,2020-03-12,March 2020,2020-03-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2020",Anticipated,2020-12-31,NA,Observational,UMODCOVID19,,Mechanisms for Organ Dysfunction in Covid-19,Uppsala Intensive Care Study of Mechanisms for Organ Dysfunction in Covid-19,Recruiting,NA,NA,100,Anticipated,Uppsala University,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Plasma, Urine and Sputum
    ",NA,NA,NA,Undecided,IPD may be made available upon reasonable request.,2020-03-24T08:50:30Z,2020-03-24T08:50:30Z,NA,NA,NA,NA,Recruiting,Uppsala University Hospital,Uppsala,,75185,Sweden,1
NCT04312100,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-13,NA,NA,2020-03-14,2020-03-14,2020-03-18,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-18,Actual,"February 1, 2020",Actual,2020-02-01,March 2020,2020-03-31,February 2021,Anticipated,2021-02-28,October 2020,Anticipated,2020-10-31,NA,Observational,SOTSPC,,Sequential Oxygen Therapy Strategy for Patients With COVID-19,Sequential Oxygen Therapy Strategy for Patients With COVID-19,Recruiting,NA,NA,30,Anticipated,Henan Provincial People's Hospital,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2020-03-24T08:53:16Z,2020-03-24T08:53:16Z,Other,oxygen treatment,different kinds of oxygen treatments will be given to patients according to their state of illness,1,Recruiting,Henan Provincial People's Hospital,Zhengzhou,Henan,450000,China,1
NCT04311398,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-14,NA,NA,2020-03-14,2020-03-14,2020-03-17,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"March 14, 2020",Anticipated,2020-03-14,March 2020,2020-03-31,"December 1, 2020",Anticipated,2020-12-01,"June 1, 2020",Anticipated,2020-06-01,NA,Observational,NA,,Development and Verification of a New Coronavirus Multiplex Nucleic Acid Detection System,Development and Verification of a New Coronavirus Multiplex Nucleic Acid Detection System,Not yet recruiting,NA,NA,100,Anticipated,Huashan Hospital,,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:53:43Z,2020-03-24T08:53:43Z,Diagnostic Test,New QIAstat-Dx fully automatic multiple PCR detection platform,We use the New QIAstat-Dx fully automatic multiple PCR detection platform to test the enrolled patients,1,,Huashan Hospital of Fudan University,Shanghai,Shanghai,200040,China,1
NCT04316299,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-17,NA,NA,2020-03-19,2020-03-19,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-20,Actual,"February 26, 2020",Actual,2020-02-26,March 2020,2020-03-31,"March 8, 2020",Actual,2020-03-08,"February 28, 2020",Actual,2020-02-28,NA,Observational,NA,,Acute Kidney Injury in Patients Hospitalized With COVID-19,"Acute Kidney Injury in Patients Hospitalized With COVID-19 in Wuhan, China: a Single-center Retrospective Observational Study",Completed,NA,NA,287,Actual,Nanfang Hospital of Southern Medical University,,NA,2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-03-24T08:50:49Z,2020-03-24T08:50:49Z,NA,NA,NA,NA,,Hankou Hospital,Wuhan,Hubei,430000,China,1
NCT04314817,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-17,NA,NA,2020-03-18,2020-03-17,2020-03-19,Actual,NA,NA,NA,NA,NA,NA,2020-03-18,2020-03-20,Actual,"March 17, 2020",Actual,2020-03-17,March 2020,2020-03-31,"January 1, 2023",Anticipated,2023-01-01,"January 1, 2021",Anticipated,2021-01-01,NA,Observational,CovidTox,,Adverse Events Related to Treatments Used Against Coronavirus Disease 2019,Adverse Events Related to Treatments Used Against Coronavirus Disease 2019,Recruiting,NA,NA,1000,Anticipated,Groupe Hospitalier Pitie-Salpetriere,,NA,1,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,No individual data is available per se. They need to be retrieved from the World Health Organization.,2020-03-24T08:51:40Z,2020-03-24T08:51:40Z,Drug,Any drug used to treat Covid-19,"lopinavir/ritonavir, remdesivir, interferon beta-1a, chloroquine and/or azithromycin. This list may be amended at a further date.",1,Recruiting,AP-HP Assistance Publique Hopitaux de Paris,Paris,,,France,1
NCT04314232,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-17,NA,NA,2020-03-17,2020-03-17,2020-03-19,Actual,NA,NA,NA,NA,NA,NA,2020-03-17,2020-03-19,Actual,"March 23, 2020",Anticipated,2020-03-23,March 2020,2020-03-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Observational,COVID MECH,,Mechanisms to Morbidity and Mortality for Covid-19,"Changes in Organ Specific Biomarkers, Virus Expression and Prognosis for Covid-19",Not yet recruiting,NA,NA,200,Anticipated,"University Hospital, Akershus",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-24T08:52:00Z,2020-03-24T08:52:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCT04313946,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-17,NA,NA,2020-03-18,2020-03-17,2020-03-18,Actual,NA,NA,NA,NA,NA,NA,2020-03-18,2020-03-20,Actual,"March 18, 2020",Actual,2020-03-18,March 2020,2020-03-31,"August 18, 2020",Anticipated,2020-08-18,"August 16, 2020",Anticipated,2020-08-16,NA,Observational,AI-COVID-Xr,,Artificial Intelligence Algorithms for Discriminating Between COVID-19 and Influenza Pneumonitis Using Chest X-Rays,The Benefits of Artificial Intelligence Algorithms (CNNs) for Discriminating Between COVID-19 and Influenza Pneumonitis in an Emergency Department Using Chest X-Ray Examinations,Recruiting,NA,NA,200,Anticipated,Grigore T. Popa University of Medicine and Pharmacy,,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-03-24T08:52:10Z,2020-03-24T08:52:10Z,Diagnostic Test,Scanning Chest X-rays and performing AI algorithms on images,Chest X-Rays; AI CNNs; Results,1,Recruiting,University of Medicine and Pharmacy Gr T Popa,IaÅŸi,,,Romania,1
NCT04316949,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-19,NA,NA,2020-03-19,2020-03-19,2020-03-20,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-20,Actual,"April 1, 2020",Anticipated,2020-04-01,March 2020,2020-03-31,"May 31, 2020",Anticipated,2020-05-31,"April 30, 2020",Anticipated,2020-04-30,NA,Observational,NA,,Predictors of Respiratory Failure in SARS-Cov-2 Infection,Predictors of Respiratory Failure Requiring ICU Admission Among Hospitalized Patients With SARS-Cov-2 Infection,Not yet recruiting,NA,NA,350,Anticipated,University of Bologna,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,Participant from other centers may request to analyze the registry for other purposes upon IRB and study group approval,2020-03-24T08:50:28Z,2020-03-24T08:50:28Z,NA,NA,NA,NA,,University of Bologna - Department of Medical and Surgical Sciences,Bologna,,40138,Italy,1
NCT04318301,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-20,NA,NA,2020-03-20,2020-03-20,2020-03-23,Estimate,NA,NA,NA,NA,NA,NA,2020-03-20,2020-03-23,Estimate,"March 21, 2020",Anticipated,2020-03-21,March 2020,2020-03-31,"March 30, 2020",Anticipated,2020-03-30,"March 28, 2020",Anticipated,2020-03-28,NA,Observational,HT-COVID19,,Hypertension in Patients Hospitalized With COVID-19,"Hypertension in Patients Hospitalized With COVID-19 in Wuhan, China: a Single-center Retrospective Observational Study",Not yet recruiting,NA,NA,275,Anticipated,Nanfang Hospital of Southern Medical University,,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,None Retained,"
      Blood
    ",NA,NA,NA,Undecided,NA,2020-03-24T08:49:39Z,2020-03-24T08:49:39Z,NA,NA,NA,NA,,Hankou Hospital,Hankou,Hubei,430000,China,1
