Intervention_type,intervention,Study_count
Diagnostic Test,stress levels,1
Diagnostic Test,stress levels/mental well-being assessment,1
Diagnostic Test,study of immune-mediated mechanisms in patients tested positive for sars-cov-2,1
Diagnostic Test,study questionnaire,1
Diagnostic Test,"supar, c-reactive protein, ferritin, d-dimer, procalcitonin, interleukin-6, lactate dehydrogenase",1
Diagnostic Test,survey,1
Diagnostic Test,susceptibility to infection,1
Diagnostic Test,suspected of covid-19 infection,1
Diagnostic Test,swabbing of conjunctiva,1
Diagnostic Test,swallowing evaluation with the eat-10,1
Diagnostic Test,swallowing evaluation with the eat-10/the volume-viscosity swallowing test (v-vst),1
Diagnostic Test,tears swab,1
Diagnostic Test,tem-tpa,1
Diagnostic Test,testing for sars-cov-2,1
Diagnostic Test,testing sensitivity for sars-cov-2 virus in symptomatic individuals,1
Diagnostic Test,testnpass,1
Diagnostic Test,th17 cytokine profile,1
Diagnostic Test,"the demographic, clinical, laboratory,",1
Diagnostic Test,"the demographic, clinical, laboratory,/instrumental data",1
Diagnostic Test,the placenta,1
Diagnostic Test,thoracic ct,1
Diagnostic Test,thorax ct,1
Diagnostic Test,thoraxic computed tomography,1
Diagnostic Test,throat swab sample for measuring current infection with sars-cov-2,1
Diagnostic Test,titanium blood test,1
Diagnostic Test,tlrs activation measurement,1
Diagnostic Test,tomography angiography,1
Diagnostic Test,tuberculin,1
Diagnostic Test,ultrasonography,1
Diagnostic Test,ultrasound,1
Diagnostic Test,venous blood collection,1
Diagnostic Test,venous blood was collected for biochemistry testing,1
Diagnostic Test,venous blood was collected for biochemistry testing.,1
Diagnostic Test,videofluoroscopic swallowing study (vfss),1
Diagnostic Test,videofluoroscopy,1
Diagnostic Test,visual analogue scale,1
Diagnostic Test,volume rapid test,1
Diagnostic Test,weck-cel swab collection,1
Diagnostic Test,whole exome sequencing,1
Diagnostic Test,x-ray,1
Dietary Supplement,ayurvedic kadha,1
Dietary Supplement,immunoformulation,1
Dietary Supplement,nricm101,1
Dietary Supplement,proper diet,1
Dietary Supplement,sivomixx,1
Dietary Supplement,traditional chinese medicine,1
Drug,aat( alpha 1 antitrypsin),1
Drug,ace inhibitor/arb,1
Drug,ace inhibitors/calcium channel blockers,1
Drug,albuterol sulfate (mdi),1
Drug,albuterol sulfate (nebulizer),1
Drug,anakinra,1
Drug,angiotensin-converting enzyme inhibitors (ace-i)/angiotensin ii receptor blockers (arb),1
Drug,angiotensin ii,1
Drug,antibiotic,1
Drug,antirheumatic drugs,1
Drug,antithrombin iii,1
Drug,any drug used to treat covid-19,1
Drug,apixaban,1
Drug,arb blocker,1
Drug,baricitinib,1
Drug,baricitinib/anakinra,1
Drug,beta interferon,1
Drug,bovhyaluronidase azoxymer,1
Drug,calcium channel blockers,1
Drug,chemotherapy,1
Drug,chlorine dioxide,1
Drug,cobicistat,1
Drug,control treatment schedule,1
Drug,corticosteroid alone,1
Drug,corticosteroid with,1
Drug,corticosteroid with/without colchicine,1
Drug,corticosteroids/derivatives,1
Drug,covid-19 group,1
Drug,covid-19 group (group i),1
Drug,covid-19 group (group ii),1
Drug,covid-19 treatment,1
Drug,darunavir,1
Drug,darunavir/cobicistat,1
Drug,derivatives,1
Drug,dexamethasone,1
Drug,dexamethasone oral,1
Drug,dornase alfa,1
Drug,enoxaparin,1
Drug,famotidine,1
Drug,favorable outcome,1
Drug,fondaparinux,1
Drug,guduchi ghan vati,1
Drug,heparin,1
Drug,immunoglubulins,1
Drug,immunosuppressive,1
Drug,infliximab,1
Drug,"ivermectin 5 mg/ml oral solution, aspirin 250 mg tablets",1
Drug,ivermectin 6 mg oral tablet,1
Drug,kaletra,1
Drug,kaletra/beta interferon,1
Drug,ketotifen,1
Drug,lmwh,1
Drug,lopinavir,1
Drug,lopinavir/ritonavir,1
Drug,management of covid-19,1
Drug,"ml oral solution, aspirin 250 mg tablets",1
Drug,modafinil,1
Drug,montelukast,1
Drug,no-immunosuppressive,1
Drug,non-acei,1
Drug,non-acei/arb,1
Drug,observational,1
Drug,opaganib,1
Drug,polyoxidonium,1
Drug,recommended treatment schedule,1
Drug,retrospective case-control analysis,1
Drug,ritonavir,1
Drug,rivaroxaban,1
Drug,sars-cov-2 vaccine,1
Drug,sedation,1
Drug,standard care,1
Drug,surfactant,1
Drug,tcm,1
Drug,thromboprophylaxis,1
Drug,treatment data collect,1
Drug,type ii diabetes mellitus,1
Drug,type ii diabetes mellitus/covid-19 group (group ii),1
Drug,vitamin c,1
Drug,vitamin d,1
Drug,without colchicine,1
Genetic,complete thrombophilic profile testing by multiplex pcr,1
Genetic,covid-19 androgen sensitivity test (covast),1
Genetic,cross-sectional genetics study,1
Genetic,d region,1
Genetic,genetic,1
Genetic,massive parallel sequencing of host genome,1
Genetic,next generation sequencing (ngs) analysis,1
Genetic,sequencing,1
Genetic,single-nucleotide polymorphisms (snp) within the tcra,1
Genetic,single-nucleotide polymorphisms (snp) within the tcra/d region,1
Genetic,whole exome sequencing,1
Other,,1
Other,[11c]sl25.1188 pet scan,1
Other,[18f]feppa pet scan,1
Other,[timp-2]*[igfbp-7],1
Other,2 post-mortem transcutaneous lung biopsies (1 anterior ; 1 posterior) using anatomical landmarks,1
Other,25 oh vitamin d level,1
Other,25 post non-icu patients,1
Other,40ml blood sample,1
Other,6 weeks after delivery,1
Other,a - samples collected along routine care samples only,1
Other,a questionnaire,1
Other,a questionnaire/scales.,1
Other,a survey of 60 questions was created through the internet-based 'google forms surveys' site.,1
Other,"ä±t will be compared pain, sleep, fatigue, physical activity level",1
Other,"ä±t will be compared pain, sleep, fatigue, physical activity level/quality of life/questioning exercise habits before/after the covid-19 outbreak in patients with behã§et/fmf.",1
Other,ace inhibitor,1
Other,ace/arb,1
Other,active covid-19 disease,1
Other,activity,1
Other,"adaptive immune response, complement activation,",1
Other,additional,1
Other,additional/minimal collection of products of the human body carried out during a sample for standard of care,1
Other,adjunctive therapies,1
Other,admission to icu for covid-19,1
Other,after covid-19 pandemic,1
Other,after the covid-19 outbreak in patients with behã§et,1
Other,airwave oscillometry,1
Other,airway pressure release ventilation,1
Other,all treatment about covid-2019,1
Other,alternate nostril breathing,1
Other,alternative medicine,1
Other,analog scale,1
Other,analysis of blood samples,1
Other,analysis of cell-mediated,1
Other,analysis of cell-mediated/antibody-mediated immunity to sars-cov-2 virus,1
Other,"analysis of cytokine response, innate",1
Other,"analysis of cytokine response, innate/adaptive immune response, complement activation,/serum neurofilaments as a marker of neurological damage.",1
Other,anti-sars-cov-2 antibody testing,1
Other,antibody-mediated immunity to sars-cov-2 virus,1
Other,antibody response to spike antigens of sars-cov-2 in both groups in peripheral blood samples,1
Other,antibody tests,1
Other,antidiabetic treatment,1
Other,antithrombotic therapy (anticoagulant and,1
Other,antithrombotic therapy (anticoagulant and/or antiplatelet) before admission for covid19,1
Other,anxiety,1
Other,anxiety questionnaire,1
Other,anxiety),1
Other,anxiety/depression assessment,1
Other,appendectomy,1
Other,arb,1
Other,assessing the impact of covid-19,1
Other,assessment of postnatal depression using the the edinburgh questionnaire between 4,1
Other,assessment of postnatal depression using the the edinburgh questionnaire between 4/6 weeks after delivery,1
Other,assessment of the sequelae after hospitalization for sars-cov-2,1
Other,attendance by ambulance crew,1
Other,autologous stem cell transplantation,1
Other,autopsy,1
Other,balance assessments,1
Other,beck depression inventory (bdi),1
Other,big five inventory (bfi) scale,1
Other,biochemical analysis,1
Other,biological sample/clinical data collection,1
Other,biospecimen collection,1
Other,blood serum samples,1
Other,"blood tests sputum, nasal lavage",1
Other,"blood tests sputum, nasal lavage/brushing",1
Other,brief cope scale,1
Other,brushing,1
Other,by computer consultation,1
Other,cardiac,1
Other,cardiac surgery,1
Other,cardiac/electrodermal recordings,1
Other,cardiology clinical consultations,1
Other,care modalities,1
Other,case fatality rate,1
Other,cellular,1
Other,cellular/antibody response to spike antigens of sars-cov-2 in both groups in peripheral blood samples,1
Other,change in kidney function,1
Other,change in kidney function/proteinuria,1
Other,chart review,1
Other,chelsea critical care physical assessment tool,1
Other,chest computed tomography,1
Other,chiropractic care,1
Other,clinical data collection,1
Other,clinical examination,1
Other,clinical interview,1
Other,clinical observation,1
Other,clinical outcomes in elderly patients with covid-19.,1
Other,"clinical, functional",1
Other,"clinical, functional/radiological lung involvement evolution",1
Other,"clinical, laboratory",1
Other,"clinical, laboratory/imaging characteristics of pneumonia",1
Other,cns magnetic resonance imaging (mri) imaging,1
Other,coca is an observational study based on retrospective data issued from patient medial file.,1
Other,cognitive testing,1
Other,cognitive tests,1
Other,collection of clinical events of interest,1
Other,community-driven messages to promote covid-19 testing,1
Other,compare the difference in respiratory rate between h0,1
Other,comparison of cohorts,1
Other,complementary,1
Other,complementary/alternative medicine,1
Other,completion of post telemedicine encounter survey,1
Other,completion of pre-pandemic survey,1
Other,completion of survey after peak of pandemic,1
Other,comprehensive treatment,1
Other,contrast-enhanced mri,1
Other,control,1
Other,control group quality of life assessment,1
Other,convalescent plasma,1
Other,covicu,1
Other,covid-19 / patients,1
Other,covid-19 experience surveys,1
Other,covid-19 facility,1
Other,covid-19 infection status,1
Other,covid-19 monitoring using wearable sensors,1
Other,covid-19 monitoring using wearable sensors/smartphone technology,1
Other,covid-19 pneumonia,1
Other,covid-19 survey,1
Other,covid-19 treatments,1
Other,covid-19 vaccine hesitancy associated factors,1
Other,covid-19 vaccine hesitancy scale in rheumatic diseases,1
Other,covid-19/intensive care,1
Other,covid 19 impact,1
Other,covid rehabilitation program for the elderly (core),1
Other,cries 13 questionnaire,1
Other,cross-sectional observational study,1
Other,cross-sectional study investigating the association of npis with mental health,1
Other,cross-sectional survey,1
Other,cross sectional e-survey on surgeons exposed to any educational intervention,1
Other,cross sectional study using scientifically validated psychometric scales,1
Other,daily syndromic surveillance,1
Other,dass-21 instrument (depression,1
Other,dass-21 instrument (depression/anxiety),1
Other,dass questionnaire,1
Other,data collecting,1
Other,data collection (,1
Other,data collection from blood draw,1
Other,data collection from lumbar puncture,1
Other,data collection from medical files,1
Other,data collection up to 1 year,1
Other,data monitoring for 48h within the first 24 hours of admission for covid-19,1
Other,"data research, database analysis",1
Other,death with routine,1
Other,demographic characteristics,1
Other,depression assessment,1
Other,depression scale,1
Other,description of groups caracteristics,1
Other,diagnostic test,1
Other,diet tracking,1
Other,"dietary counselling on food groups according to iyc feeding practices, who",1
Other,dietary intervention,1
Other,differences in triage,1
Other,digital storytelling intervention,1
Other,dlco,1
Other,"duration of hospitalization, mortality rate",1
Other,during covid-19 pandemic,1
Other,dysautonomia,1
Other,dysphagia handicap index (dhi),1
Other,eat-26 questionnaire,1
Other,echocardiography,1
Other,edinburgh postnatal depression scale (edps),1
Other,electrodermal recordings,1
Other,electrolytes,1
Other,emergency general surgical admissions,1
Other,encephalography measurement,1
Other,endoscopic management according to standard of care,1
Other,epds (edinburgh postnatal depression scale),1
Other,epidemiological,1
Other,epidemiological/demographic characteristics,1
Other,equipment with smartwatch throughout hospital stay on the general ward,1
Other,evaluate hacor score effectivity in this patients,1
Other,evaluation of skin microvascular flow,1
Other,evaluation of skin microvascular flow/reactivity,1
Other,evaluation of the epidemiological characteristics of coronavirus infection (sars-cov-2),1
Other,evaluation of the ferritin,1
Other,experience of pandemic,1
Other,experts consensus,1
Other,exposure to covid19,1
Other,exposure to disinfectants during the coronavirus pandemic,1
Other,"exposure to telemedicine, after the onset of the pandemic",1
Other,exposure to the dutch measures due to the covid-19 pandemic.,1
Other,extended post anaesthetic care in pacu,1
Other,feasibility of using the opal app for covid,1
Other,fibrin generation markers assays,1
Other,file inquiry,1
Other,filling in an online survey,1
Other,fmf.,1
Other,follow-up of patients with covid-19,1
Other,fulfilling questionaires,1
Other,further processing of health data,1
Other,gad-7 (7-item generalized anxiety disorder),1
Other,gad-7 (general anxiety disorder) scale,1
Other,gad-7 (generalized anxiety disorder) scale (during containment),1
Other,gad-7 (generalized anxiety disorder) scale (post containment),1
Other,gad-7 general anxiety disorder scale,1
Other,general public cohort,1
Other,genetic analyses.,1
Other,global survey,1
Other,glucose control,1
Other,glucose control/sensor usage,1
Other,glycaemic levels,1
Other,glycosylated ferritin by standard approved serological tests,1
Other,"gps reports of potential patient safety incidents, non-covid-19 related",1
Other,grandiosity subscales,1
Other,group 1,1
Other,group1,1
Other,gustatory tests,1
Other,h12 of the initiation of morphine between the control,1
Other,health,1
Other,health questionnaire,1
Other,"health, daily self-assessment,",1
Other,health/safety executive's (hse) management standards indicator tool (msit) to measure work-related stress,1
Other,healthcare workers with the coronavac vaccine,1
Other,high peep with end inspiratory pause,1
Other,high peep without end inspiratory pause,1
Other,home-use test,1
Other,hospital acquired infection,1
Other,hospital anxiety,1
Other,hospital anxiety/depression scale,1
Other,hospitalisation for sars-cov2 infection,1
Other,"hospitalisation, necessity of icu, mortality rate, lung involvement",1
Other,hospitalization,1
Other,hospitalization for premature birth,1
Other,hospitalized patients for covid-19 infection,1
Other,host genotype,1
Other,host immune factors,1
Other,human milk donors,1
Other,ice swimming,1
Other,ier-r (posttraumatic stress),1
Other,igm/igg rapid test,1
Other,imaging characteristics of pneumonia,1
Other,"immune response monitoring , blood samples",1
Other,immunoglobulin,1
Other,immunological,1
Other,impact event score,1
Other,in-hospital mortality rate,1
Other,incentive spirometer,1
Other,incentive spirometer/respiratory exerciser,1
Other,individual interview,1
Other,individualized-chinese herbal medicine,1
Other,infectious disease,1
Other,infectious disease/cardiology clinical consultations,1
Other,informed consent,1
Other,integrated clinical evaluation,1
Other,intensive care,1
Other,intensive care unit admission ratio,1
Other,intensive care unit stay during the covid-19 pandemic,1
Other,inter icu long distance patient transfer,1
Other,interventional groups,1
Other,interventions,1
Other,intestinal microbiota,1
Other,intestinal parasite,1
Other,invasive mechanical ventilation,1
Other,investigation of smell,1
Other,investigation of smell/taste disorders,1
Other,investigation of the prevalence of test positivity,1
Other,its,1
Other,ivermectin,1
Other,ivermectin/deamethisone/aspirin,1
Other,ivermectin/deamethisone/exoparin,1
Other,kb109,1
Other,kb109 / self supportive care,1
Other,laboratory parameters,1
Other,laboratory test positive for sars-cov-2 virus,1
Other,labs,1
Other,lifestyle habits,1
Other,liver,1
Other,loneliness,1
Other,low peep - fio2 high,1
Other,low peep - fio2 low,1
Other,lung ct scan analysis in covid-19 patients,1
Other,lung ultrasound,1
Other,lung ultrasound (lus),1
Other,management strategy of outpatient with mild to moderate sars-cov-2 pneumonia,1
Other,"maternal attachment, edinburgh depression scoring",1
Other,"maternal attachment, edinburgh depression scoring/postpartum anxiety scale scores",1
Other,maternal sars-cov-2 infection,1
Other,maternal stress,1
Other,measurement of circulating sflt1 concentration,1
Other,measurement of respiratory muscle force,1
Other,measurement of sublingual microcirculation,1
Other,mechanical trombectomy,1
Other,medical consultation,1
Other,medical follow-up,1
Other,medical records analysis,1
Other,mental health student,1
Other,microscopy of defined brain regions on autopsy specimens,1
Other,minimal collection of products of the human body carried out during a sample for standard of care,1
Other,"ml oral solution, dexamethasone 4-mg injection, aspirin 250 mg tablets",1
Other,"ml oral solution, dexamethasone 4-mg injection, enoxaparin injection. inpatient treatment with mechanical ventilation in icu.",1
Other,mmrc (modified medical research council) dyspnea scale,1
Other,mobile internet survey on self-test,1
Other,model building,1
Other,model validation,1
Other,modification,1
Other,monitoring for aggravation,1
Other,mortality,1
Other,mr-pro-adm,1
Other,mri,1
Other,n,1
Other,n/a - samples collected along routine care samples only,1
Other,na (no intervention),1
Other,nasal,1
Other,naser al-husban,1
Other,nbi images and,1
Other,nbi images and/or videos,1
Other,ncapp,1
Other,neuropsychological questionnaires,1
Other,newborns,1
Other,nhanes smell,1
Other,nhanes smell/taste tests,1
Other,no active intervention (observational only),1
Other,no intervention-mechanistic study,1
Other,no intervention (survey study for medical doctors).,1
Other,no intervention as it is an observational study,1
Other,no intervention is planned,1
Other,no intervention performed,1
Other,no intervention used,1
Other,"no intervention will be administered, this is a retrospective observational study.",1
Other,"no intervention, observation only",1
Other,"no intervention, questioner only",1
Other,no intervention. method study. psychometric testing,1
Other,no intervention; observational study,1
Other,no interventional study,1
Other,"no interventions performed. just collecting data, blood samples",1
Other,"no interventions performed. just collecting data, blood samples/post-mortem biopsies.",1
Other,no intervetion will be used,1
Other,non intervention,1
Other,non invasive visual acuity testing,1
Other,none - descriptive study,1
Other,none - na,1
Other,none - observational,1
Other,"none, this study is observational",1
Other,none. as this was an observational study.,1
Other,nosocomial,1
Other,not applicable (na),1
Other,not applicable as observational study,1
Other,"not applicable, this is an observational study",1
Other,"nursing care to reduce anxiety, fear",1
Other,"nursing care to reduce anxiety, fear/loneliness",1
Other,nutrition,1
Other,nutritional assessment,1
Other,nutritional intervention,1
Other,observation group 1,1
Other,observation of breathing pattern,1
Other,observation of covid 19 pneumonia,1
Other,observation of different courses of sars-cov-2 infection in different phases (acute vs. post-acute),1
Other,observation of different courses of sars-cov-2 infection in different phases (acute vs. post-acute)/settings,1
Other,observation to monitor patients for these infections,1
Other,observational cohort study on the natural history of hospitalized sars-cov-2 patients.,1
Other,observational study exploring the epidemiology,1
Other,observational study exploring the epidemiology/outcomes of aki in critical covid-19 patients admitted to the icu,1
Other,ofatumumab,1
Other,olfaction testing,1
Other,olfactory,1
Other,olfactory function evaluation,1
Other,olfactory/gustatory tests,1
Other,online survey questionnaire,1
Other,optional interview,1
Other,or antiplatelet) before admission for covid19,1
Other,or mis-c exposure,1
Other,or videos,1
Other,oropharyngeal,1
Other,oropharyngeal/intestinal microbiota,1
Other,outcomes of aki in critical covid-19 patients admitted to the icu,1
Other,outpatient clinic,1
Other,overnight intensive recovery,1
Other,overnight intensive recovery / extended post anaesthetic care in pacu,1
Other,oxygen,1
Other,pain,1
Other,pain/neuropsychological questionnaires,1
Other,pandemic control measures,1
Other,paraclinical examination,1
Other,passed infection of sars-cov-2,1
Other,patient characteristics,1
Other,patient quality of life assessment,1
Other,patient with sar-cov-2 infection,1
Other,patients,1
Other,patients admitted in intensive care units,1
Other,patients admitted to intensive care unit with sars-cov2,1
Other,patients received standard of care treatment during hospitalization,1
Other,pcr,1
Other,pct/serology,1
Other,peep,1
Other,personal protective equipment from biological hazard,1
Other,personal protective testing booth,1
Other,phobia questionairre,1
Other,phone interview,1
Other,phone interviews,1
Other,phq,1
Other,phq-9 depression scale,1
Other,phsyiotherapy,1
Other,physical activity level,1
Other,physical activity program,1
Other,physiotherapy,1
Other,plasma sampling,1
Other,plethysmography,1
Other,plethysmography/dlco,1
Other,poct,1
Other,post-mortem biopsies.,1
Other,post covid-19 functional satus scale,1
Other,postpartum anxiety scale scores,1
Other,pre-operative screening,1
Other,pre-pandemic stroke related metrics,1
Other,predict admission of covid-19 patients to icu,1
Other,"predict admission of covid-19 patients to icu/death with routine/quickly avalaible clinical, biological/radiological variables?",1
Other,predictive factors for clinical response in patients with covid-19.,1
Other,predictors adverse evolution,1
Other,predictors of health care provide,1
Other,prevalence of covid-19,1
Other,"primary care professionals reports of potential patient safety incidents, non-covid-19 related",1
Other,"pro bnp , vitamin d",1
Other,prone lying position,1
Other,prone position on ecmo patient,1
Other,prospective chart review,1
Other,prospective cohort in high body mass index patient with covid 19,1
Other,prospective oberservational registry,1
Other,prospective observation,1
Other,proteinuria,1
Other,psqi,1
Other,pss,1
Other,psychological,1
Other,psychological/sociological interviews,1
Other,psychometric scale administration,1
Other,ptsd check list (pcl) scale,1
Other,q spect-ct,1
Other,qualitative analysis for professionals,1
Other,qualitative interviews..,1
Other,quality of life questionnaires,1
Other,quality of live assessment,1
Other,quantitative analysis for patients,1
Other,quantitative analysis for professionals,1
Other,querying the insee database,1
Other,questionaire,1
Other,questionnaire about impact of the covid-19 pandemic on orthopaedic resident training,1
Other,"questionnaire administration,blood sampling",1
Other,"questionnaire administration,blood sampling/genetic analyses.",1
Other,questionnaire study (cross-sectional analytical clinical research),1
Other,questionnaire survey,1
Other,"questionnaire, phone call",1
Other,questionnaire/interview,1
Other,questionnaire/optional interview,1
Other,questionnaires covid,1
Other,questionnaires covid-,1
Other,questionnaires covid/,1
Other,questionnaires on psychological quality of life,1
Other,"quickly avalaible clinical, biological",1
Other,radiological lung involvement evolution,1
Other,radiological variables?,1
Other,rapid-3,1
Other,rapid antibody test,1
Other,rapid molecular test,1
Other,reactivity,1
Other,recording of hemodynamic monitoring,1
Other,recording of respiratory monitoring,1
Other,relation between frailty,1
Other,relation between frailty/clinical outcomes in elderly patients with covid-19.,1
Other,relationship scales questionnaire (rsq),1
Other,research specific blood sample,1
Other,respiratory exerciser,1
Other,respiratory functions,1
Other,respiratory physiotherapy,1
Other,respiratory supports,1
Other,retrospective,1
Other,retrospective data,1
Other,retrospective data/biological samples,1
Other,retrospective metagenomics on clinical samples collected during hospitalization,1
Other,review of medical file,1
Other,review of medical patient file,1
Other,risk factors,1
Other,routine dental restorative procedures,1
Other,safety executive's (hse) management standards indicator tool (msit) to measure work-related stress,1
Other,saliva based assay: crude rna extraction,1
Other,sars-cov-2 and,1
Other,sars-cov-2 and/or mis-c exposure,1
Other,sars-cov2 infection,1
Other,satisfaction evaluation,1
Other,scales.,1
Other,self-assesment questionnaire,1
Other,self-reported symptom collection,1
Other,self supportive care,1
Other,self supportive care (ssc) alone,1
Other,semi-directed entretien,1
Other,semi-directive interview,1
Other,semi-structured telephone questionnaire,1
Other,sending thorax ct video images via smartphone applications,1
Other,sensor usage,1
Other,separic-covid19 cohort,1
Other,serial seroconversion measurements in hospital employees during the covid-19 pandemic,1
Other,seroprevalence of sars-cov-2 infection in patients with hiv infection,1
Other,serum neurofilaments as a marker of neurological damage.,1
Other,serum protein level analysis,1
Other,service of questionnaire,1
Other,settings,1
Other,severe acute respiratory syndrome coronavirus 2 detection,1
Other,simulation of repurposed drugs for covid-19,1
Other,six-minute walk test (6mwt),1
Other,six minutes walk test,1
Other,smartphone-based voice,1
Other,smartphone-based voice/self-reported symptom collection,1
Other,smartphone technology,1
Other,sociodemographic,1
Other,"sociodemographic/health, daily self-assessment,/feasibility of using the opal app for covid",1
Other,SOP,1
Other,speq (specific psychotic experiences questionnaire) - paranoia,1
Other,speq (specific psychotic experiences questionnaire) - paranoia/grandiosity subscales,1
Other,sperm collection,1
Other,spirometry,1
Other,st. george's respiratory questionnaire (sgrq),1
Other,standard of health care,1
Other,state-trait anxiety inventory scale,1
Other,stepped-care model,1
Other,stress,1
Other,stress/anxiety questionnaire,1
Other,stroke related metrics during the pandemic,1
Other,study a,1
Other,study b,1
Other,study c,1
Other,study d,1
Other,surge capacity,1
Other,surge index,1
Other,surgery,1
Other,"surgery: dynamic hip screw, hemiarthroplasty, hip replacement, intramedullary nail",1
Other,survey/questionnaire,1
Other,surveys/questionnaires,1
Other,swab,1
Other,symptoms,1
Other,taste/olfactory function evaluation,1
Other,tele-pulmonary rehabilitation,1
Other,telecare group,1
Other,teleconsultation either by phone,1
Other,teleconsultation either by phone/by computer consultation,1
Other,telephone consult,1
Other,the effects of covid 19 pandemic on the cardiovascular heath of children with autism spectrum disorder,1
Other,there is no intervention in this study,1
Other,thoracic lung ultrasound,1
Other,thrombin,1
Other,to determine the prevalence of renal dysfunction in hospitalized children with covid19 in qatar.,1
Other,tools development,1
Other,training load,1
Other,transplant patient,1
Other,treatment for covid-19,1
Other,treatment group,1
Other,ultrasonography,1
Other,use,1
Other,use of continuous positive airway pressure,1
Other,use of high flow nasal cannula alone,1
Other,use of non-invasive ventilation,1
Other,use/exposure to disinfectants during the coronavirus pandemic,1
Other,v,1
Other,v/q spect-ct,1
Other,vaccine,1
Other,vaccine coverage assessment,1
Other,validation of the lamp assays,1
Other,validation of the ngs method,1
Other,validation of the poct antigen,1
Other,validation of the poct antigen/antibody tests,1
Other,venipuncture in peripheral vein,1
Other,video call,1
Other,video calls,1
Other,viral sequence,1
Other,vitamin d,1
Other,voice symptom scale (voiss),1
Other,walk test,1
Other,"wearable devices, saliva samples, survey measures",1
Other,web-based survey,1
Other,whoqol-bref,1
Other,yoga,1
Other,zaritt burden interview,1
Procedure,a survey form was applied to individuals included in the study face-to-face.,1
Procedure,anesthesia management,1
Procedure,appendectomy,1
Procedure,arterial line,1
Procedure,autopsy,1
Procedure,awake prone position,1
Procedure,bariatric procedures,1
Procedure,"blood collection at day 8, day 16, day 24, month 6",1
Procedure,"blood collection at day 8, day 16, day 24, month 6/month 12 after first symptoms from sars-cov-2 infection",1
Procedure,blood test,1
Procedure,bronchoalveolar lavage,1
Procedure,collection of mucosal lining fluid,1
Procedure,colorectal resections,1
Procedure,continuous renal replacement therapy,1
Procedure,covid icu containment measures,1
Procedure,data collection: clinical care assessments,1
Procedure,elective cancer surgery,1
Procedure,emergency laparotomy,1
Procedure,emergent cases,1
Procedure,endotracheal intubation,1
Procedure,exposure surveys,1
Procedure,extracorporeal left hemicolectomy anastomosis,1
Procedure,facial fractures reduction,1
Procedure,facial fractures reduction/osteosynthesis,1
Procedure,gastric cancer surgery,1
Procedure,gloves,1
Procedure,hip arthropalsty,1
Procedure,hip fracture surgery,1
Procedure,intracorporeal left hemicolectomy anastomosis,1
Procedure,invasive ventilation strategy,1
Procedure,laparoscopic,1
Procedure,laparoscopic appendectomy,1
Procedure,laparoscopic/open appendicectomy,1
Procedure,lateral position (left,1
Procedure,lateral position (left/right lateral decubitus),1
Procedure,lung ultrasound,1
Procedure,lung ultrasound (lus),1
Procedure,mitral valve surgery,1
Procedure,month 12 after first symptoms from sars-cov-2 infection,1
Procedure,mri scans,1
Procedure,nasopharyngeal,1
Procedure,nasopharyngeal/throat swab,1
Procedure,non-cardiac surgery,1
Procedure,non-invasive ventilation strategies,1
Procedure,observation for study group,1
Procedure,open appendicectomy,1
Procedure,orthopaedic surgical procedures,1
Procedure,osteosynthesis,1
Procedure,percutaneous treatment,1
Procedure,questionnaire,1
Procedure,right lateral decubitus),1
Procedure,sars cov-2 swabs,1
Procedure,study arm,1
Procedure,surgery,1
Procedure,surgical procedure for cancer,1
Procedure,surgical procedures performed under general anesthesia,1
Procedure,surgical repair,1
Procedure,symptom,1
Procedure,symptom/exposure surveys,1
Procedure,"the study evaluates all surgical patients operated, both elective scheduled",1
Procedure,"the study evaluates all surgical patients operated, both elective scheduled/emergent cases",1
Procedure,thyroidectomy,1
Procedure,tracheostomy,1
Procedure,tracheostomy with aerosol box in covid-19 positive patients,1
Radiation,chest radiography,1
Radiation,hr-ct-scan,1
Radiation,radiotherapy,1
Radiation,thoracic computed tomography scan,1
Radiation,thoracic ct-scan,1
