nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04441632,"ClinicalTrials.gov processed this data on January 29, 2021",6/18/2020,NA,NA,8/11/2020,6/18/2020,6/22/2020,Actual,NA,NA,NA,NA,NA,NA,8/11/2020,8/12/2020,Actual,15-Jun-20,Actual,6/15/2020,Aug-20,8/31/2020,30-Jul-20,Actual,7/30/2020,26-Jul-20,Actual,7/26/2020,NA,Interventional,TEAM-ICU,,Effect of Positive Attitudes on Behavior and Wellness,"The Impact of Positive Reinforcement on Teamwork Climate, Resiliency, and Burnout During the COVID-19 Pandemic: the TEAM-ICU Study (Transforming Employee Attitudes Via Messaging Strengthens Interconnection, Communication, and Unity)",Completed,NA,N/A,24,Actual,Cedars-Sinai Medical Center,,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:15:58Z,2021-02-01T12:15:58Z
NCT04441385,"ClinicalTrials.gov processed this data on January 29, 2021",6/18/2020,NA,NA,7/7/2020,6/18/2020,6/22/2020,Actual,NA,NA,NA,NA,NA,NA,7/7/2020,7/9/2020,Actual,26-Jun-20,Actual,6/26/2020,Jul-20,7/31/2020,20-Dec-20,Anticipated,12/20/2020,30-Nov-20,Anticipated,11/30/2020,NA,Interventional,MARACOVID,,Study to Evaluate the Efficacy and Safety of Maraviroc in SARS-CoV-2 Infection (COVID-19).,"Bicentric, Phase 2, Randomized, Open-label Study to Evaluate the Efficacy and Safety of Maraviroc Associated With Standard Treatment in Hospitalized Patients With Pulmonary SARS-CoV-2 Infection (COVID-19).",Recruiting,NA,Phase 2,200,Anticipated,Hospital Universitario Infanta Leonor,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-02-01T12:15:59Z,2021-02-01T12:15:59Z
NCT04437875,"ClinicalTrials.gov processed this data on January 29, 2021",6/16/2020,NA,NA,8/11/2020,6/17/2020,6/18/2020,Actual,NA,NA,NA,NA,NA,NA,8/11/2020,8/12/2020,Actual,17-Jun-20,Actual,6/17/2020,Jun-20,6/30/2020,10-Aug-20,Actual,8/10/2020,3-Aug-20,Actual,8/3/2020,NA,Interventional,NA,,"An Open Study of the Safety, Tolerability and Immunogenicity of ""Gam-COVID-Vac Lyo"" Vaccine Against COVID-19","An Open Study of the Safety, Tolerability and Immunogenicity of the Drug ""Gam-COVID-Vac Lyo"" Lyophilizate for the Preparation of a Solution for Intramuscular Injection With the Participation of Healthy Volunteers",Completed,NA,Phase 1/Phase 2,38,Actual,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:24Z,2021-02-01T12:16:24Z
NCT04437823,"ClinicalTrials.gov processed this data on January 29, 2021",6/17/2020,NA,NA,6/17/2020,6/17/2020,6/18/2020,Actual,NA,NA,NA,NA,NA,NA,6/17/2020,6/18/2020,Actual,1-Jun-20,Actual,6/1/2020,Jun-20,6/30/2020,30-Jun-21,Anticipated,6/30/2021,31-May-21,Anticipated,5/31/2021,NA,Interventional,NA,,Efficacy of Intravenous Infusions of Stem Cells in the Treatment of COVID-19 Patients,Efficacy of Intravenous Infusions of Stem Cells in the Treatment of COVID-19 Patients,Recruiting,NA,Phase 2,20,Anticipated,Jinnah Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,At the end of completion of the study,Available online,NA,Yes,The report will be published and available online.,2021-02-01T12:16:24Z,2021-02-01T12:16:24Z
NCT04436471,"ClinicalTrials.gov processed this data on January 29, 2021",6/16/2020,NA,NA,8/11/2020,6/17/2020,6/18/2020,Actual,NA,NA,NA,NA,NA,NA,8/11/2020,8/12/2020,Actual,17-Jun-20,Actual,6/17/2020,Jun-20,6/30/2020,10-Aug-20,Actual,8/10/2020,3-Aug-20,Actual,8/3/2020,NA,Interventional,NA,,"An Open Study of the Safety, Tolerability and Immunogenicity of the Drug ""Gam-COVID-Vac"" Vaccine Against COVID-19","An Open Study of the Safety, Tolerability and Immunogenicity of the Drug ""Gam-COVID-Vac"" a Solution for Intramuscular Injection With the Participation of Healthy Volunteers",Completed,NA,Phase 1/Phase 2,38,Actual,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:34Z,2021-02-01T12:16:34Z
NCT04435808,"ClinicalTrials.gov processed this data on January 29, 2021",6/4/2020,8/10/2020,NA,11/12/2020,6/16/2020,6/17/2020,Actual,11/12/2020,11/16/2020,Actual,NA,NA,NA,11/12/2020,11/16/2020,Actual,14-Apr-20,Actual,4/14/2020,Nov-20,11/30/2020,15-Jul-20,Actual,7/15/2020,15-Jul-20,Actual,7/15/2020,NA,Interventional,NA,DSMB stopped the study,Efficacy of Hydroxychloroquine Prophylaxis for Health Care Workers at High Risk for COVID-19,Off Label Study to Evaluate the Efficacy of Hydroxychloroquine as Prophylaxis to Prevent Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection Among Health Care Workers at High Risk of Occupational Exposure to SARS-CoV-2,Terminated,NA,Phase 1/Phase 2,1,Actual,University of New Mexico,,2,NA,Stopped for futility by DSMB,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:38Z,2021-02-01T12:16:38Z
NCT04435353,"ClinicalTrials.gov processed this data on January 29, 2021",6/14/2020,NA,NA,6/16/2020,6/16/2020,6/17/2020,Actual,NA,NA,NA,NA,NA,NA,6/16/2020,6/17/2020,Actual,22-Mar-20,Actual,3/22/2020,Jun-20,6/30/2020,1-Feb-21,Anticipated,2/1/2021,31-Dec-20,Anticipated,12/31/2020,NA,Interventional,NA,,Assessment of the Effectiveness of Vibroacoustic Therapy for Respiratory Failure Caused by COVID 19,Assessment of the Effectiveness of Vibroacoustic Therapy for Respiratory Failure Caused by COVID 19,Recruiting,NA,N/A,200,Anticipated,Astana Medical University,,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T12:16:44Z,2021-02-01T12:16:44Z
NCT04434248,"ClinicalTrials.gov processed this data on January 29, 2021",6/13/2020,NA,NA,6/15/2020,6/15/2020,6/16/2020,Actual,NA,NA,NA,NA,NA,NA,6/15/2020,6/16/2020,Actual,23-Apr-20,Actual,4/23/2020,Jun-20,6/30/2020,Jul-20,Anticipated,7/31/2020,Jul-20,Anticipated,7/31/2020,NA,Interventional,NA,,An Adaptive Study of Favipiravir Compared to Standard of Care in Hospitalized Patients With COVID-19,"An Adaptive, Multicenter, Randomized, Open-label, Comparative Clinical Study to Assess Efficacy and Safety of Favipiravir in Hospitalized Patients With COVID-19","Active, not recruiting",NA,Phase 2/Phase 3,330,Actual,Chromis LLC,,5,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:57Z,2021-02-01T12:16:57Z
NCT04434131,"ClinicalTrials.gov processed this data on January 29, 2021",6/9/2020,NA,NA,6/14/2020,6/14/2020,6/16/2020,Actual,NA,NA,NA,NA,NA,NA,6/14/2020,6/16/2020,Actual,28-Apr-20,Actual,4/28/2020,Jun-20,6/30/2020,28-Apr-25,Anticipated,4/28/2025,28-Apr-21,Anticipated,4/28/2021,NA,Interventional,NA,,Treatment With Investigational Convalescent Plasma and Measure Antibody Levels in Patients Hospitalized With COVID-19,"Open, Non-comparative Pilot Study to Provide Access to Treatment With Investigational Convalescent Plasma and Measure Antibody Levels in Patients Hospitalized With COVID-19",Recruiting,NA,Phase 2,30,Anticipated,University of New Mexico,,1,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:17:00Z,2021-02-01T12:17:00Z
NCT04432805,"ClinicalTrials.gov processed this data on January 29, 2021",6/15/2020,NA,NA,6/15/2020,6/15/2020,6/16/2020,Actual,NA,NA,NA,NA,NA,NA,6/15/2020,6/16/2020,Actual,15-Jun-20,Actual,6/15/2020,Jun-20,6/30/2020,15-Jun-21,Anticipated,6/15/2021,15-Jun-21,Anticipated,6/15/2021,NA,Interventional,LUSCOVIDPREG,,Descriptive and Evaluation Study of the Use of Pulmonary Ultrasound in the Initial Management of Pregnant Women in the Context of COVID-19,Descriptive and Evaluation Study of the Use of Pulmonary Ultrasound in the Initial Management of Pregnant Women in the Context of COVID-19,Recruiting,NA,N/A,160,Anticipated,Assistance Publique Hopitaux De Marseille,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:17:13Z,2021-02-01T12:17:13Z
NCT04431180,"ClinicalTrials.gov processed this data on January 29, 2021",6/12/2020,NA,NA,6/12/2020,6/12/2020,6/16/2020,Actual,NA,NA,NA,NA,NA,NA,6/12/2020,6/16/2020,Actual,13-Jun-20,Anticipated,6/13/2020,Jun-20,6/30/2020,30-Jun-20,Anticipated,6/30/2020,13-Jun-20,Anticipated,6/13/2020,NA,Interventional,NA,,Recruit Blood Donors Via SMS During Epidemic of COVID-19 #Second Repeat Trial#,Recruit Blood Donors Via SMS With Different Contents During Epidemic of COVID-19#Second Repeat Trial#,Enrolling by invitation,NA,N/A,403535,Anticipated,Guangzhou Blood Center,,4,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-02-01T12:17:25Z,2021-02-01T12:17:25Z
NCT04429867,"ClinicalTrials.gov processed this data on January 29, 2021",6/10/2020,NA,NA,6/11/2020,6/11/2020,6/12/2020,Actual,NA,NA,NA,NA,NA,NA,6/11/2020,6/16/2020,Actual,7-May-20,Actual,5/7/2020,Jun-20,6/30/2020,7-Dec-20,Anticipated,12/7/2020,7-Dec-20,Anticipated,12/7/2020,NA,Interventional,NA,,Hydroxychloroquine Use in Hospitalized Patients With COVID-19: Impact on Progression to Severe or Critical Disease,Hydroxychloroquine Use in Hospitalized Patients With COVID-19: Impact on Progression to Severe or Critical Disease,"Active, not recruiting",NA,Phase 4,700,Anticipated,WellStar Health System,,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-02-01T12:17:34Z,2021-02-01T12:17:34Z
NCT04429711,"ClinicalTrials.gov processed this data on January 29, 2021",5/24/2020,NA,NA,6/14/2020,6/11/2020,6/12/2020,Actual,NA,NA,NA,NA,NA,NA,6/14/2020,6/16/2020,Actual,12-May-20,Actual,5/12/2020,Jun-20,6/30/2020,31-Oct-20,Anticipated,10/31/2020,30-Sep-20,Anticipated,9/30/2020,NA,Interventional,NA,,Ivermectin vs. Placebo for the Treatment of Patients With Mild to Moderate COVID-19,"Ivermectin vs. Placebo for the Treatment of Patients With Mild to Moderate COVID-19 to Prevent Progression to Severe Infection and to Decrease Viral Shedding - A Double Blind , Randomized Controlled Trial",Recruiting,NA,N/A,100,Anticipated,Sheba Medical Center,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-02-01T12:17:35Z,2021-02-01T12:17:35Z
NCT04442958,"ClinicalTrials.gov processed this data on January 29, 2021",6/17/2020,NA,NA,6/30/2020,6/19/2020,6/23/2020,Actual,NA,NA,NA,NA,NA,NA,6/30/2020,7/1/2020,Actual,15-May-20,Actual,5/15/2020,Jun-20,6/30/2020,17-Jun-20,Actual,6/17/2020,15-Jun-20,Actual,6/15/2020,NA,Interventional,NA,,Effectiveness of Convalescent Immune Plasma Therapy,Effectiveness of Convalescent Immune Plasma Therapy in Severe COVID-19 Patients With Acute Respiratory Distress Syndrome,Completed,NA,N/A,60,Actual,Bagcilar Training and Research Hospital,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-02-01T12:15:44Z,2021-02-01T12:15:44Z
NCT04442191,"ClinicalTrials.gov processed this data on January 29, 2021",5/11/2020,NA,NA,6/19/2020,6/19/2020,6/22/2020,Actual,NA,NA,NA,NA,NA,NA,6/19/2020,6/22/2020,Actual,5-May-20,Actual,5/5/2020,Jun-20,6/30/2020,5-May-21,Anticipated,5/5/2021,5-May-21,Anticipated,5/5/2021,NA,Interventional,NA,,Convalescent Plasma as a Possible Treatment for COVID-19,"Infusion of Convalescent Plasma for the Treatment of Patients Infected With Severe Acute Respiratory Syndrome-Coronavirus-2 (COVID-19): A Double-blinded, Placebo-controlled, Proof-of-concept Study",Recruiting,NA,Phase 2,50,Anticipated,University of Illinois at Chicago,,2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:15:52Z,2021-02-01T12:15:52Z
NCT04442152,"ClinicalTrials.gov processed this data on January 29, 2021",6/19/2020,NA,NA,6/19/2020,6/19/2020,6/22/2020,Actual,NA,NA,NA,NA,NA,NA,6/19/2020,6/22/2020,Actual,Jun-20,Anticipated,6/30/2020,Jun-20,6/30/2020,Aug-20,Anticipated,8/31/2020,Aug-20,Anticipated,8/31/2020,NA,Interventional,NA,,Impact of COVID-19 on Family Dynamics on Bandebereho Study Participants,Phone Survey for Understanding the Impact of COVID-19 on Caregiving and Family Dynamics on Bandebereho Study Participants,Enrolling by invitation,NA,N/A,1000,Anticipated,"Promundo, United States",,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:15:53Z,2021-02-01T12:15:53Z
NCT04441918,"ClinicalTrials.gov processed this data on January 29, 2021",6/6/2020,NA,NA,6/18/2020,6/18/2020,6/22/2020,Actual,NA,NA,NA,NA,NA,NA,6/18/2020,6/22/2020,Actual,5-Jun-20,Actual,6/5/2020,Jun-20,6/30/2020,11-Dec-20,Anticipated,12/11/2020,11-Dec-20,Anticipated,12/11/2020,NA,Interventional,NA,,"Tolerability,Safety,Pharmacokinetic Profile and Immunogenicity of a Recombinant Humanized Anti-SARS-CoV-2 Monoclonal Antibody (JS016) for Injection in Chinese Health Subjects","A Randomized, Double-blind, Placebo-controlled, Phase I Clinical Study to Evaluate the Tolerability, Safety, Pharmacokinetic Profile and Immunogenicity of JS016 (Anti-SARS-CoV-2 Monoclonal Antibody) Injection in Chinese Healthy Subjects After Intravenous Infusion of Single Dose",Recruiting,NA,Phase 1,40,Anticipated,"Shanghai Junshi Bioscience Co., Ltd.",,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T12:15:56Z,2021-02-01T12:15:56Z
NCT04441424,"ClinicalTrials.gov processed this data on January 29, 2021",6/12/2020,NA,NA,6/20/2020,6/19/2020,6/22/2020,Actual,NA,NA,NA,NA,NA,NA,6/20/2020,6/23/2020,Actual,3-Apr-20,Actual,4/3/2020,Jun-20,6/30/2020,1-Jun-20,Actual,6/1/2020,1-Jun-20,Actual,6/1/2020,NA,Interventional,NA,,Convalescent Plasma Therapy on Critically-ill Novel Coronavirus (COVID-19) Patients,"The Therapeutic Potential of Convalescent Plasma Therapy on Treating Critically-ill COVID-19 Patients Residing in Respiratory Care Units in Hospitals in Baghdad, Iraq",Completed,NA,N/A,49,Actual,Alkarkh Health Directorate-Baghdad,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:15:59Z,2021-02-01T12:15:59Z
NCT04439006,"ClinicalTrials.gov processed this data on January 29, 2021",6/17/2020,NA,NA,8/17/2020,6/18/2020,6/19/2020,Actual,NA,NA,NA,NA,NA,NA,8/17/2020,8/19/2020,Actual,22-Jul-20,Actual,7/22/2020,Aug-20,8/31/2020,31-Dec-22,Anticipated,12/31/2022,31-Dec-21,Anticipated,12/31/2021,NA,Interventional,NA,,Ibrutinib for the Treatment of COVID-19 in Patients Requiring Hospitalization,Randomized Double-Blind Phase 2 Trial of Ibrutinib Versus Standard Treatment for COVID-19 Illness Requiring Hospitalization With Safety Lead-In,Recruiting,NA,Phase 2,72,Anticipated,Ohio State University Comprehensive Cancer Center,,2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:17Z,2021-02-01T12:16:17Z
NCT04438694,"ClinicalTrials.gov processed this data on January 29, 2021",6/16/2020,NA,NA,9/25/2020,6/17/2020,6/19/2020,Actual,NA,NA,NA,NA,NA,NA,9/25/2020,9/29/2020,Actual,1-Jun-20,Actual,6/1/2020,Sep-20,9/30/2020,31-Dec-21,Anticipated,12/31/2021,31-May-21,Anticipated,5/31/2021,NA,Interventional,CP IN COVID19,,Assessment of the Effect of Convalescent Plasma Therapy in Patients With Life-threatening COVID19 Infection,Assessment of the Effect of Convalescent Plasma Therapy in Patients With Life-threatening COVID19 Infection,Recruiting,NA,Phase 1/Phase 2,67,Anticipated,Cairo University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:19Z,2021-02-01T12:16:19Z
NCT04438070,"ClinicalTrials.gov processed this data on January 29, 2021",6/17/2020,NA,NA,6/17/2020,6/17/2020,6/18/2020,Actual,NA,NA,NA,NA,NA,NA,6/17/2020,6/18/2020,Actual,10-Apr-20,Actual,4/10/2020,Jun-20,6/30/2020,Jun-20,Anticipated,6/30/2020,Jun-20,Anticipated,6/30/2020,NA,Interventional,NA,,COVID Screening Strategies in Homeless Shelters,COVID Screening Strategies in Homeless Shelters,Recruiting,NA,N/A,400,Anticipated,St. Joseph's Healthcare Hamilton,,4,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-02-01T12:16:23Z,2021-02-01T12:16:23Z
NCT04438057,"ClinicalTrials.gov processed this data on January 29, 2021",6/17/2020,NA,NA,8/19/2020,6/17/2020,6/18/2020,Actual,NA,NA,NA,NA,NA,NA,8/19/2020,8/21/2020,Actual,12-Aug-20,Actual,8/12/2020,Aug-20,8/31/2020,12-Aug-21,Anticipated,8/12/2021,12-Aug-20,Actual,8/12/2020,NA,Interventional,NA,,Evaluating the Efficacy of Convalescent Plasma in Symptomatic Outpatients Infected With COVID-19,Evaluating the Efficacy of Convalescent Plasma in Symptomatic Outpatients Infected With COVID-19,Recruiting,NA,Phase 2,150,Anticipated,Metro Infectious Disease Consultants,,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:23Z,2021-02-01T12:16:23Z
NCT04437719,"ClinicalTrials.gov processed this data on January 29, 2021",6/17/2020,NA,NA,8/12/2020,6/17/2020,6/18/2020,Actual,NA,NA,NA,NA,NA,NA,8/12/2020,8/14/2020,Actual,29-Jun-20,Actual,6/29/2020,Aug-20,8/31/2020,31-Dec-21,Anticipated,12/31/2021,29-Dec-21,Anticipated,12/29/2021,NA,Interventional,OBVIONCO,,"Prospective Cohort Study to Describe the Clinical Characteristics of COVID-19, the Acquired Immune Response and the Biological and Clinical Parameters of Patients Followed in Oncology by the Saint-Joseph Hospital Group for a Period of 6 Months During the COVID-19 Pandemic","Longitudinal Prospective Cohort Study to Describe the Clinical Characteristics of COVID-19, the Acquired Immune Response and the Biological and Clinical Parameters of Patients Followed in Oncology by the Saint-Joseph Hospital Group, Paris, France for a Period of 6 Months During the COVID-19 Pandemic in 2020",Recruiting,NA,N/A,100,Anticipated,Groupe Hospitalier Paris Saint Joseph,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T12:16:25Z,2021-02-01T12:16:25Z
NCT04435717,"ClinicalTrials.gov processed this data on January 29, 2021",6/11/2020,NA,NA,6/16/2020,6/16/2020,6/17/2020,Actual,NA,NA,NA,NA,NA,NA,6/16/2020,6/17/2020,Actual,4-May-20,Actual,5/4/2020,Jun-20,6/30/2020,4-Aug-20,Anticipated,8/4/2020,4-Aug-20,Anticipated,8/4/2020,NA,Interventional,COVITOZ-01,,Efficacy of Tocilizumab in Modifying the Inflammatory Parameters of Patients With COVID-19 (COVITOZ-01),"Unicenter, Randomized, Open-label Clinical Trial on the Efficacy of Tocilizumab in Modifying the Inflammatory Parameters of Patients With COVID-19",Recruiting,NA,Phase 2,78,Anticipated,Hospital Universitario Ramon y Cajal,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:40Z,2021-02-01T12:16:40Z
NCT04435587,"ClinicalTrials.gov processed this data on January 29, 2021",6/15/2020,NA,NA,1/7/2021,6/15/2020,6/17/2020,Actual,NA,NA,NA,NA,NA,NA,1/7/2021,1/11/2021,Actual,13-Jul-20,Actual,7/13/2020,Jan-21,1/31/2021,Nov-21,Anticipated,11/30/2021,Jun-21,Anticipated,6/30/2021,NA,Interventional,IDRA-COVID19,,Ivermectin vs Combined Hydroxychloroquine and Antiretroviral Drugs (ART) Among Asymptomatic COVID-19 Infection,Comparative Efficacy of Ivermectin Versus Combination of Hydroxychloroquine Plus Darunavir/ Ritonavir for Shortening Duration of SARS-CoV2 Detection From Respiratory Secretion Among Asymptomatic or Afebrile COVID-19 Infection,Recruiting,NA,Phase 4,80,Anticipated,Mahidol University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:42Z,2021-02-01T12:16:42Z
NCT04435275,"ClinicalTrials.gov processed this data on January 29, 2021",6/9/2020,NA,NA,1/7/2021,6/15/2020,6/17/2020,Actual,NA,NA,NA,NA,NA,NA,1/7/2021,1/8/2021,Actual,2-Jan-21,Actual,1/2/2021,May-20,5/31/2020,1-May-21,Anticipated,5/1/2021,31-Mar-21,Anticipated,3/31/2021,NA,Interventional,NA,,Virtual Assistant for COVID-19 PPE,Development of an Automated and Scalable Virtual Assistant to Aid in PPE Adherence and Clinical Protocols for Healthcare Worker Safety,Recruiting,NA,N/A,50,Anticipated,"University Health Network, Toronto",,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T12:16:45Z,2021-02-01T12:16:45Z
NCT04435184,"ClinicalTrials.gov processed this data on January 29, 2021",6/16/2020,NA,NA,1/14/2021,6/16/2020,6/17/2020,Actual,NA,NA,NA,NA,NA,NA,1/14/2021,1/19/2021,Actual,9-Jul-20,Actual,7/9/2020,Jan-21,1/31/2021,4-Jan-21,Actual,1/4/2021,28-Nov-20,Actual,11/28/2020,NA,Interventional,CRITICAL,,Crizanlizumab for Treating COVID-19 Vasculopathy,Crizanlizumab for Treating COVID-19 Vasculopathy,Completed,NA,Phase 2,50,Actual,Johns Hopkins University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:16:45Z,2021-02-01T12:16:45Z
NCT04433546,"ClinicalTrials.gov processed this data on January 29, 2021",5/28/2020,NA,NA,12/9/2020,6/13/2020,6/16/2020,Actual,NA,NA,NA,NA,NA,NA,12/9/2020,12/11/2020,Actual,15-Jul-20,Actual,7/15/2020,Dec-20,12/31/2020,2-Dec-20,Actual,12/2/2020,2-Dec-20,Actual,12/2/2020,NA,Interventional,VANGARD,,"Pemziviptadil (PB1046), a Long-acting, Sustained Release Human VIP Analogue, Intended to Provide Clinical Improvement to Hospitalized COVID-19 Patients at High Risk for Rapid Clinical Deterioration and Acute Respiratory Distress Syndrome (ARDS).","A Randomized, Double-Blind, Parallel Group Study to Assess the Efficacy and Safety of Once Weekly Subcutaneous Injections of Pemziviptadil (PB1046), a Sustained-Release VIP (Vasoactive Intestinal Peptide) ANalogue, in Hospitalized COVID-19 Patients at HiGh Risk for Rapid Clinical Deterioration and ARDS (PB1046 VANGARD Study)",Terminated,NA,Phase 2,54,Actual,PhaseBio Pharmaceuticals Inc.,,3,NA,Company no longer pursing indication,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T12:17:07Z,2021-02-01T12:17:07Z
NCT04432987,"ClinicalTrials.gov processed this data on January 29, 2021",6/15/2020,NA,NA,6/15/2020,6/15/2020,6/16/2020,Actual,NA,NA,NA,NA,NA,NA,6/15/2020,6/16/2020,Actual,25-May-20,Actual,5/25/2020,May-20,5/31/2020,25-Sep-20,Anticipated,9/25/2020,25-Aug-20,Anticipated,8/25/2020,NA,Interventional,NA,,Dornase Alpha for the Treatment of COVID-19,Determination of Dornase Alpha Effectiveness in COVID-19 Treatment,Recruiting,NA,Phase 2,60,Anticipated,Acibadem University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-02-01T12:17:11Z,2021-02-01T12:17:11Z
NCT04432051,"ClinicalTrials.gov processed this data on January 29, 2021",6/11/2020,NA,NA,8/6/2020,6/12/2020,6/16/2020,Actual,NA,NA,NA,NA,NA,NA,8/6/2020,8/7/2020,Actual,26-May-20,Actual,5/26/2020,Aug-20,8/31/2020,10-Aug-20,Anticipated,8/10/2020,8-Aug-20,Anticipated,8/8/2020,NA,Interventional,NA,,The Use of Lung Ultrasonography in COVID-19 Patients,The Significance of Lung Ultrasonography in the Follow-up and Treatment of COVID-19 Patients With Respiratory Failure,Recruiting,NA,N/A,100,Anticipated,Gaziosmanpasa Taksim Research and Education Hospital,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:17:18Z,2021-02-01T12:17:18Z
