nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,name,downcase_name,intervention_type,intervention_name,description,intervention_count,status,facility_name,city,state,zip,country,site_count
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-15,NA,NA,2020-04-18,2020-04-18,2020-04-22,Actual,NA,NA,NA,NA,NA,NA,2020-04-18,2020-04-22,Actual,"March 13, 2020",Actual,2020-03-13,April 2020,2020-04-30,March 2022,Anticipated,2022-03-31,March 2021,Anticipated,2021-03-31,4 Weeks,Observational [Patient Registry],RISC-19-ICU,,The RIsk Stratification in COVID-19 Patients in the ICU Registry,The RIsk Stratification in COVID-19 Patients in the ICU Registry,Recruiting,NA,NA,10000,Anticipated,University of Zurich,,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Each collaborator's data is available for their own use
The collaborators are encouraged to share their analysis code (the standard is R code)
Analysis on the entire registry dataset may be performed using the same analysis pathway. To request analysis on the entire dataset, a protocol may be submitted to the board
The board may make some descriptive data publicly available to support the coordination of the response to the pandemic threat
Scientific findings will be jointly published in a scientific journal according to a collaboration agreement",2020-04-27T08:55:02Z,2020-04-27T08:55:02Z,5199590,NCT04357275,COVID-19,covid-19,Other,ICU treatment,ICU treatment according to standard of care,1,Recruiting,University Hospital of Zurich,Zurich,,8091,Switzerland,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-17,NA,NA,2020-04-21,2020-04-21,2020-04-22,Actual,NA,NA,NA,NA,NA,NA,2020-04-21,2020-04-22,Actual,"April 30, 2020",Anticipated,2020-04-30,April 2020,2020-04-30,"July 30, 2020",Anticipated,2020-07-30,"July 30, 2020",Anticipated,2020-07-30,3 Months,Observational [Patient Registry],NA,,Immune Response to Covid-19 in 300 Health Care Workers With Mild Symptoms,Immune Response to Covid-19 in 300 Health Care Workers With Mild Symptoms,Enrolling by invitation,NA,NA,300,Anticipated,Sciensano,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-27T08:55:31Z,2020-04-27T08:55:31Z,5199676,NCT04356586,COVID-19,covid-19,NA,NA,NA,NA,,Sciensano,Brussels,,1050,Belgium,1
"ClinicalTrials.gov processed this data on April 17, 2020",2020-04-01,NA,NA,2020-04-09,2020-04-09,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-04-09,2020-04-10,Actual,"March 31, 2020",Actual,2020-03-31,April 2020,2020-04-30,"September 30, 2020",Anticipated,2020-09-30,"May 1, 2020",Anticipated,2020-05-01,6 Weeks,Observational [Patient Registry],NA,,Evolution of Pulmonary Ultrasound in Patients Hospitalized for Covid (Coronavirus Disease) 19,Prospective Descriptive Study on the Evolution of Pulmonary Ultrasound in Patients Hospitalized for Covid19,Recruiting,NA,NA,200,Anticipated,Centre Hospitalier Intercommunal Creteil,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-20T08:49:52Z,2020-04-20T08:49:52Z,5109956,NCT04341766,COVID-19,covid-19,Other,No special intervention,No special intervention : Ultrasound data will be collected,1,Not yet recruiting|Recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting,CHG de Chambery|Centre Hospitalier Intercommunal de CrÃ©teil|CHU de Limoges|APHM - Hopital Nord|CHU de Nancy|Hopital privÃ© de la Loire|CHU de Tours,ChambÃ©ry|CrÃ©teil|Limoges|Marseille|Nancy|Saint-Ã‰tienne|Tours,||||||,73000|94000|87000|13015|54035|42100|37000,France|France|France|France|France|France|France,7
"ClinicalTrials.gov processed this data on April 17, 2020",2020-04-06,NA,NA,2020-04-08,2020-04-06,2020-04-09,Actual,NA,NA,NA,NA,NA,NA,2020-04-08,2020-04-10,Actual,"May 1, 2020",Anticipated,2020-05-01,April 2020,2020-04-30,"May 1, 2021",Anticipated,2021-05-01,"May 1, 2021",Anticipated,2021-05-01,12 Months,Observational [Patient Registry],NA,,The Use of Ultrasound in Establishing COVID-19 Infection as Part of a Trauma Evaluation,The Use of Ultrasound in Establishing COVID-19 Infection as Part of a Trauma Evaluation,Not yet recruiting,NA,NA,20,Anticipated,"University of Colorado, Denver",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-20T08:50:35Z,2020-04-20T08:50:35Z,5110090,NCT04340479,COVID,covid,Diagnostic Test,Ultrasound lung imaging as part of FAST+ evaluation,"FAST+ evaluations will expand on the traditional FAST exam to systematically survey bilateral lung fields. Traditional FAST evaluation will survey the perihepatic, perisplenic, pelvic, and pericardial areas. Representative images will be saved by the performing provider for further evaluation. Up to sixteen areas in total will be included in FAST+ evaluation:
Anterior midclavicular right and left (apical, medial, basal)
Posterior paraspinal right and left* (apical, medial, basal)
*Posterior lung evaluation will be omitted if patients are at risk for further traumatic injury from repeated side rolling.
Lateral axillary medial right and left (apical and basal)
Specifically, we will document the presence or absence of bilateral, diffuse pleural line abnormalities, subpleural consolidations, white lung areas and thick, irregular vertical artifacts in these lung fields by ultrasound and will record these findings.",1,,Children's Hospital Colorado,Aurora,Colorado,80045,United States,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-16,NA,NA,2020-04-20,2020-04-20,2020-04-21,Actual,NA,NA,NA,NA,NA,NA,2020-04-20,2020-04-22,Actual,"April 27, 2020",Anticipated,2020-04-27,April 2020,2020-04-30,"April 27, 2022",Anticipated,2022-04-27,"April 27, 2022",Anticipated,2022-04-27,12 Months,Observational [Patient Registry],CORIA,,Coronavirus (COVID-19) Outcomes Registries in Immunocompromised Individuals Australia (CORIA),Coronavirus Outcomes Registries in Immunocompromised Individuals Australia (CORIA): a Multisite Registry and Optional Biorepository in People With COVID-19 and Selected Conditions Affecting Immune Function,Not yet recruiting,NA,NA,1000,Anticipated,Kirby Institute,,NA,5,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-27T08:56:34Z,2020-04-27T08:56:34Z,5199898,NCT04354818,COVID-19,covid-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-16,NA,NA,2020-04-16,2020-04-16,2020-04-21,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-21,Actual,"March 17, 2020",Actual,2020-03-17,April 2020,2020-04-30,December 2022,Anticipated,2022-12-31,December 2021,Anticipated,2021-12-31,12 Months,Observational [Patient Registry],CCC19,,COVID-19 and Cancer Consortium Registry,The COVID-19 and Cancer Consortium (CCC19) Registry,Recruiting,NA,NA,1000,Anticipated,Vanderbilt-Ingram Cancer Center,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-27T08:56:38Z,2020-04-27T08:56:38Z,5199910,NCT04354701,COVID-19,covid-19,Other,Web-based REDCap survey,"The survey takes approximately 5-10 minutes to complete and includes five parts: 1) basic demographics about the patient, including performance status and comorbidities; 2) initial COVID-19 diagnosis and clinical course; 3) cancer and cancer treatment details; 4) respondent details; 5) long-term COVID-19 outcomes.",1,Recruiting,Vanderbilt University Medical Center,Nashville,Tennessee,37232,United States,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-06,NA,NA,2020-04-20,2020-04-20,2020-04-21,Actual,NA,NA,NA,NA,NA,NA,2020-04-20,2020-04-21,Actual,"March 14, 2020",Actual,2020-03-14,March 2020,2020-03-31,"July 14, 2022",Anticipated,2022-07-14,"July 14, 2021",Anticipated,2021-07-14,1 Year,Observational [Patient Registry],UKMSRCV19,,The United Kingdom Multiple Sclerosis Register Covid-19 Substudy,The UK MS Regsiter COVID-19 Substudy,Recruiting,NA,NA,3000,Anticipated,Swansea University,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,Aggregate results will be published Line level data avaialble to other Researchers subject to Governance approval within Secure e-Research Platform,2020-04-27T08:56:44Z,2020-04-27T08:56:44Z,5199934,NCT04354519,COVID-19,covid-19,NA,NA,NA,NA,Recruiting,Swansea Univeristy,Swansea,,SA28PP,United Kingdom,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-06,NA,NA,2020-04-21,2020-04-17,2020-04-20,Actual,NA,NA,NA,NA,NA,NA,2020-04-21,2020-04-24,Estimate,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,July 2020,Anticipated,2020-07-31,July 2020,Anticipated,2020-07-31,3 Months,Observational [Patient Registry],NA,,Renal Outcome in Patients With COVID-19,Renal Outcome in Patients With Coronavirus Disease 2019 (COVID-19),Not yet recruiting,NA,NA,40,Anticipated,University of Giessen,,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-27T08:57:19Z,2020-04-27T08:57:19Z,5200072,NCT04353583,Corona Virus Infection,corona virus infection,NA,NA,NA,NA,,"University Hospital Giessen and Marburg, Giessen",Giessen,Hessen,35382,Germany,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-15,NA,NA,2020-04-15,2020-04-15,2020-04-20,Actual,NA,NA,NA,NA,NA,NA,2020-04-15,2020-04-20,Actual,"June 1, 2020",Anticipated,2020-06-01,April 2020,2020-04-30,"September 30, 2021",Anticipated,2021-09-30,"September 30, 2021",Anticipated,2021-09-30,12 Months,Observational [Patient Registry],PostCOVID19,,Study of Biomarkers in the Long-term Impact of Coronavirus Infection in the Cardiorespiratory System,Study of Biomarkers in the Long-term Impact of Coronavirus Infection in the Cardiorespiratory System: Effect of Hydroxychloroquine / Azithromycin Combined Therapy,Not yet recruiting,NA,NA,130,Anticipated,University of Sao Paulo General Hospital,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-27T08:57:33Z,2020-04-27T08:57:33Z,5200117,NCT04353245,COVID19,covid19,Other,BIOMARKERS IN THE LONG TERM IMPACT OF CORONAVIRUS INFECTION IN THE CARDIORRESPIRATORY SYSTEM,"Organize care follow-up for patients who have had COVID-19 coronavirus infection for scientific purposes. Thus, it is expected to obtain relevant data on cardiac sequelae and pulmonary. These data are important for understanding the long-term prognosis of patients surviving this infection.",1,,Instituto do CoraÃ§Ã£o - Hospital das ClÃ­nicas - Faculdade de Medicina da Universidade de SÃ£o Paulo,SÃ£o Paulo,SP,,Brazil,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-16,NA,NA,2020-04-20,2020-04-16,2020-04-20,Actual,NA,NA,NA,NA,NA,NA,2020-04-20,2020-04-22,Actual,"March 27, 2020",Actual,2020-03-27,April 2020,2020-04-30,"January 31, 2021",Anticipated,2021-01-31,"December 31, 2020",Anticipated,2020-12-31,1 Month,Observational [Patient Registry],NA,,ANTIBODY BASED TESTS FOR SARSCoV-2 COVID-19) - Evaluation of Patients and Healthcare Providers in the Confines of Healthcare Settings,Use of the ANTIBODY BASED LATERAL FLOW IMMUNOASSAY TESTS FOR SARSCoV-2 THAT CAUSES CORONAVIRUS DISEASE 2019 (COVID-19) - Evaluation of Patients and Healthcare Providers in the Confines of Healthcare Settings,Recruiting,NA,NA,1000,Anticipated,Texas Cardiac Arrhythmia Research Foundation,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,No plans decided yet,2020-04-27T08:57:49Z,2020-04-27T08:57:49Z,5200213,NCT04352764,Covid19,covid19,Diagnostic Test,CoronaCideTM COVID-19 IgM/IgG Rapid Test and Premier Biotech COVID-19 IgM/IgG Rapid Test,The tests are being distributed under section IV.D of the current United States Food and Drug Administration (FDA) policies for diagnostic tests for coronavirus disease 2019. The test is available under an emergency access mechanism called an Emergency Use Authorization (EUA). The EUA is supported by the Secretary of Health and Human Service's (HHS's) declaration that circumstances exist to justify the emergency use of in vitro diagnostics (IVDs) for the detection and/or diagnosis of the virus that causes COVID-19,1,Recruiting,St. David's Medical Center,Austin,Texas,78705,United States,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-16,NA,NA,2020-04-17,2020-04-16,2020-04-17,Actual,NA,NA,NA,NA,NA,NA,2020-04-17,2020-04-20,Actual,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,December 2021,Anticipated,2021-12-31,December 2021,Anticipated,2021-12-31,2 Years,Observational [Patient Registry],NA,,Austrian COVID-19 Registry,Austrian COVID-19 Registry (AGMT_COVID-19),Recruiting,NA,NA,1000,Anticipated,Arbeitsgemeinschaft medikamentoese Tumortherapie,,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-27T08:58:32Z,2020-04-27T08:58:32Z,5200374,NCT04351529,COVID-19,covid-19,NA,NA,NA,NA,Recruiting,"IIIrd Medical Department, Private Medical University Hospital Salzburg",Salzburg,,5020,Austria,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-13,NA,NA,2020-04-22,2020-04-13,2020-04-16,Actual,NA,NA,NA,NA,NA,NA,2020-04-22,2020-04-24,Estimate,"April 20, 2020",Anticipated,2020-04-20,April 2020,2020-04-30,"May 1, 2021",Anticipated,2021-05-01,"May 1, 2021",Anticipated,2021-05-01,6 Months,Observational [Patient Registry],NA,,"A COVID-19 Symptom, Exposure and Immune Response Registry",COVID-19 Study - A Primarily Prospective Observational Study of COVID-19 Clinical Characteristics and Acquired Immune Response Within the General Population,Not yet recruiting,NA,NA,10000,Anticipated,ObvioHealth,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-27T08:59:36Z,2020-04-27T08:59:36Z,5200607,NCT04348942,COVID-19,covid-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-13,NA,NA,2020-04-21,2020-04-14,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-21,2020-04-24,Estimate,"March 27, 2020",Actual,2020-03-27,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,April 2021,Anticipated,2021-04-30,1 Year,Observational [Patient Registry],NA,,"A Prospective ""Universal"" Observational Database for COVID-19",Real World Observational Database for COVID-19 Treatment and Outcomes,Recruiting,NA,NA,5000,Anticipated,Hackensack Meridian Health,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-27T08:59:48Z,2020-04-27T08:59:48Z,5200667,NCT04347993,COVID-19,covid-19,NA,NA,NA,NA,Recruiting,Hackensack Meridian Health - John Theurer Cancer Center,Hackensack,New Jersey,07601,United States,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-13,NA,NA,2020-04-16,2020-04-13,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-20,Actual,"April 15, 2020",Anticipated,2020-04-15,April 2020,2020-04-30,April 2021,Anticipated,2021-04-30,April 2021,Anticipated,2021-04-30,12 Months,Observational [Patient Registry],IMPACT,,IMPACT: IMPact of Antimalarials on Covid-19 Infections in RAPPORT,IMPACT RAPPORT: IMPact of Antimalarials on Covid Infections: a Case Control sTudy of RAPPORT,Enrolling by invitation,NA,NA,500,Anticipated,University of Alberta,,NA,2,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,Samples Without DNA,"
      Blood sample for Covid-19 serology, ABO blood type, HLA typing
    ",NA,NA,NA,NA,NA,2020-04-27T08:59:51Z,2020-04-27T08:59:51Z,5200675,NCT04347798,Covid-19 Infection,covid-19 infection,Other,Hydroxychloroquine/Chloroquine,Prospective evaluation of development of Covid-19 in inflammatory arthritis patients on biologics with anti-malarials compared to inflammatory arthritis patients on biologics without anti-malarial exposure,1,,University of Alberta,Edmonton,Alberta,T6G 2G3,Canada,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-03-30,NA,NA,2020-04-19,2020-04-06,2020-04-07,Actual,NA,NA,NA,NA,NA,NA,2020-04-19,2020-04-21,Actual,"April 7, 2020",Actual,2020-04-07,April 2020,2020-04-30,"June 30, 2021",Anticipated,2021-06-30,"June 30, 2021",Anticipated,2021-06-30,6 Months,Observational [Patient Registry],PANDOR,,Covid-19 Pediatric Observatory,Covid-19 Pediatric Observatory,Recruiting,NA,NA,250,Anticipated,Centre Hospitalier Intercommunal Creteil,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-27T09:00:50Z,2020-04-27T09:00:50Z,5200862,NCT04336956,COVID-19,covid-19,Other,hospitalized children with Covid19,All patients under 18 years hospitalized with a covid19 diagnosis,1,Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting,Chu Felix Guyon|Ch St Esprit|Ch General Aix En Provence -|CHU Angers|CH d'ANGOULEME|Pringy - Ch D'Annecy|Ch Armentieres|CH Arpajon|Ch Auxerre|CH GENERAL Henri Duffaut|CHU de BESANCON|Hopital Femme Enfant|Ch de Pontoise|Ch W. Morey|CH de CHAMBERY|Ch Hotel Dieu|Centre Hospitalier intercommunal de Creteil|Ch de Dax|Hopital D'Enfants Chu Dijon|CH Louviers Val de Reuil|CH Gonesse|CH d'HYERES|Ch de Marne La Vallee|Chru de Grenoble|CHGÃ©nÃ©ral du HAVRE|Hopital Saint Vincent de Paul|Ch de Longjumeau|Hopital Femme Mere Enfant-Bron|Hopital Nord Enfants|Hopital de Meaux|CH de Montargis|CH de MONTBRISON|CHRU de Nancy|Nantes - Hopital Mere Enfant|Ch de Neuilly Sur Seine|Hopital Lenval|Assistance Publique HÃ´pitaux de Paris|POISSY - CH de POISSY|QUIMPER - CH de Cornouaille|RANG du FLIERS - C.H.A.M.|Hopital AmÃ©ricain CHU REIMS|CH RODEZ|Chu Rouen|Hopital Charles-Nicolle|Chu St Etienne|Ch de Saint Malo|Ch Du Pays Du Mont Blanc|Chg Salon de Provence|CH Bel Air|Hopital Sainte Musse|CHU Toulouse-hÃ´pital des Enfants|CH de TROYES|Ch Le Chesnay,Saint Denis|Agen|Aix-en-Provence|Angers|AngoulÃ¨me|Annecy|ArmentiÃ¨res|Arpajon|Auxerre|Avignon|BesanÃ§on|Caen|Cergy-Pontoise|Chalon-sur-SaÃ´ne|ChambÃ©ry|Chartres|Creteil|Dax|Dijon|Elbeuf|Gonesse|HyÃ¨res|Jossigny|La Tronche|Le Havre|Lille|Longjumeau|Lyon|Marseille|Meaux|Montargis|Montbrison|Nancy|Nantes|Neuilly-sur-Seine|Nice|Paris|Poissy|Quimper|RANG du FLIERS|Reims|Rodez|Rouen|Rouen|Saint Etienne|Saint-Malo|Sallanches|Salon de Provence|Thionville|Toulon|Toulouse|Troyes|Versailles,La RÃ©union||||||||||||||||||||||||||||||||||||||||||||||||||||,||||||||||||||||94010||||||||||||||||||||75004||||||||||||||||,France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France,53
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-02,NA,NA,2020-04-22,2020-04-03,2020-04-07,Actual,NA,NA,NA,NA,NA,NA,2020-04-22,2020-04-24,Estimate,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,"May 30, 2020",Anticipated,2020-05-30,"April 30, 2020",Anticipated,2020-04-30,1 Month,Observational [Patient Registry],MexCOVID-19,,Outcomes of Patients With COVID-19 in the Intensive Care Unit,Outcomes of Patients With COVID-19 in the Intensive Care Unit: A National Observational Study (Mexico COVID-19 ICU Study),Recruiting,NA,NA,150,Anticipated,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,All IPD that underlie could results in a publication.,2020-04-27T09:00:51Z,2020-04-27T09:00:51Z,5200868,NCT04336345,Coronavirus Infections,coronavirus infections,NA,NA,NA,NA,Recruiting|Recruiting,Instituto Nacional de Ciencias MÃ©dicas y NutriciÃ³n Salvador ZubirÃ¡n|All centres from Mexico willing to contribute are Welcome.,Mexico City|Mexico,|,14000|,Mexico|Mexico,2
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-03,NA,NA,2020-04-16,2020-04-03,2020-04-06,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-17,Actual,"April 3, 2020",Actual,2020-04-03,April 2020,2020-04-30,"December 31, 2030",Anticipated,2030-12-31,"December 31, 2030",Anticipated,2030-12-31,6 Months,Observational [Patient Registry],NA,,"COVID-19 in Hospitalised Norwegian Children - Risk Factors, Outcomes and Immunology","COVID-19 in Hospitalised Norwegian Children - Risk Factors, Outcomes and Immunology",Recruiting,NA,NA,350,Anticipated,"University Hospital, Akershus",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blodsamples, Eluate from nasopharyngeal sample, Urin, Feces,
    ",NA,NA,NA,NA,NA,2020-04-27T09:00:52Z,2020-04-27T09:00:52Z,5200875,NCT04335773,COVID,covid,NA,NA,NA,NA,Recruiting,Akershus universistetssykehus,LÃ¸renskog,,,Norway,1
"ClinicalTrials.gov processed this data on April 03, 2020",2020-03-17,NA,NA,2020-03-25,2020-03-19,2020-03-23,Actual,NA,NA,NA,NA,NA,NA,2020-03-25,2020-03-26,Actual,"March 18, 2020",Actual,2020-03-18,March 2020,2020-03-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2020",Anticipated,2020-12-31,6 Months,Observational [Patient Registry],COVID19-HCW,,COVID-19: Healthcare Worker Bioresource: Immune Protection and Pathogenesis in SARS-CoV-2,COVID-19: Healthcare Worker Bioresource: Immune Protection and Pathogenesis in SARS-CoV-2,Recruiting,NA,NA,400,Anticipated,"University College, London",,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blood samples Nasal and oropharygeal swabs
    ",NA,NA,NA,Yes,Publication of results in open access journals; sharing of results in scientific databases.,2020-04-05T09:05:57Z,2020-04-05T09:05:57Z,4912107,NCT04318314,Coronavirus,coronavirus,Diagnostic Test,COPAN swabbing and blood sample collection,COPAN swabbing of nostrils and/or oropharynx and blood sample collection,1,"Recruiting|Active, not recruiting",Barts Heart Center|Royal Free London NHS Foundation Trust,London|London,|,|,United Kingdom|United Kingdom,2
"ClinicalTrials.gov processed this data on April 24, 2020",2020-03-30,NA,NA,2020-04-16,2020-03-30,2020-04-02,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-17,Actual,"March 17, 2020",Actual,2020-03-17,April 2020,2020-04-30,"July 31, 2020",Anticipated,2020-07-31,"March 31, 2020",Actual,2020-03-31,1 Day,Observational [Patient Registry],COVID CALL 15,,Epidemiological Observation From a Smartphone Self-monitoring Application for Suspected COVID-19 Patients' Triage,Epidemiological Observation From a Smartphone Self-monitoring Application for Suspected COVID-19 Patients' Triage,Recruiting,NA,NA,3000000,Anticipated,Weprom,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-27T09:01:09Z,2020-04-27T09:01:09Z,5200941,NCT04331171,COVID-19,covid-19,Device,Web application users,questionnaire of comorbidity and symptoms completed by the patient on his smartphone,1,Recruiting,All French Emergency services,Le Mans,,,France,1
"ClinicalTrials.gov processed this data on April 24, 2020",2020-03-24,NA,NA,2020-04-22,2020-03-24,2020-03-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-22,2020-04-24,Estimate,"March 20, 2020",Actual,2020-03-20,April 2020,2020-04-30,"March 31, 2024",Anticipated,2024-03-31,"March 31, 2024",Anticipated,2024-03-31,12 Months,Observational [Patient Registry],PRIORITY,,COVID-19 PRIORITY (Pregnancy CoRonavIrus Outcomes RegIsTrY),PRIORITY (Pregnancy Coronavirus Outcomes Registry),Recruiting,NA,NA,2000,Anticipated,"University of California, San Francisco",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-27T09:01:29Z,2020-04-27T09:01:29Z,5201003,NCT04323839,Coronavirus,coronavirus,Other|Other,Pregnant women under investigation for Coronavirus or diagnosed with COVID-19|Postpartum women under investigation for Coronavirus or diagnosed with COVID-19,This is an observational study with no intervention|This is an observational study with no intervention,2,Recruiting,"University of California, San Francisco",San Francisco,California,94143,United States,1
