nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,intervention_type,intervention_name,description,n.x,status,facility_name,city,state,zip,country,n.y
NCT04276688,"ClinicalTrials.gov processed this data on March 09, 2020",2020-02-11,NA,NA,2020-02-26,2020-02-17,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-02-26,2020-02-28,Actual,"February 10, 2020",Actual,2020-02-10,February 2020,2020-02-29,"July 31, 2022",Anticipated,2022-07-31,"January 31, 2022",Anticipated,2022-01-31,NA,Interventional,NA,,"Lopinavir/ Ritonavir, Ribavirin and IFN-beta Combination for nCoV Treatment","An Open-label Randomized Controlled Trial on Lopinavir/ Ritonavir, Ribavirin and Interferon Beta 1b Combination Versus Lopinavir/ Ritonavir Alone, as Treatment for 2019 Novel Coronavirus Infection",Recruiting,NA,Phase 2,70,Anticipated,The University of Hong Kong,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-10T09:11:56Z,2020-03-10T09:11:56Z,Drug|Drug|Drug,Lopinavir/ritonavir|Ribavirin|Interferon Beta-1B,400mg/100mg twice daily for 14 days|400mg twice daily for 14 days|0.25mg subcutaneous injection alternate day for 3 days,3,Recruiting,"University of Hong Kong, Queen Mary Hospital",Hong Kong,,,Hong Kong,1
NCT04280224,"ClinicalTrials.gov processed this data on March 02, 2020",2020-02-13,NA,NA,2020-02-20,2020-02-20,2020-02-21,Actual,NA,NA,NA,NA,NA,NA,2020-02-20,2020-02-21,Actual,"February 20, 2020",Anticipated,2020-02-20,February 2020,2020-02-29,"December 30, 2020",Anticipated,2020-12-30,"September 30, 2020",Anticipated,2020-09-30,NA,Interventional,NA,,NK Cells Treatment for Novel Coronavirus Pneumonia,Clinical Investigation of Natural Killer Cells Treatment in Pneumonia Patients Infected With 2019 Novel Coronavirus,Recruiting,NA,Phase 1,30,Anticipated,Xinxiang medical university,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-03T05:07:25Z,2020-03-03T05:07:25Z,Biological,NK Cells,twice a week of NK cells (0.1-2*10E7 cells/kg body weight),1,Recruiting,The First Affiliated Hospital of Xinxiang Medical University,Xinxiang,Henan,453000,China,1
NCT04275414,"ClinicalTrials.gov processed this data on February 28, 2020",2020-02-14,NA,NA,2020-02-16,2020-02-16,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-02-16,2020-02-19,Actual,February 2020,Anticipated,2020-02-29,February 2020,2020-02-29,May 2020,Anticipated,2020-05-31,April 2020,Anticipated,2020-04-30,NA,Interventional,BEST-CP,,Bevacizumab in Severe or Critical Patients With COVID-19 Pneumonia,A Pilot Study of Bevacizumab in the Treatment of Severe or Critical Patients With COVID-19 Pneumonia (BEST-CP),Recruiting,NA,Phase 2/Phase 3,20,Anticipated,Qilu Hospital of Shandong University,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-03-01T00:05:05Z,2020-03-01T00:05:05Z,Drug,Bevacizumab Injection,"Bevacizumab 500mg + normal saline (NS) 100ml, ivdrip â‰¥90min",1,Recruiting,Qilu Hospital of Shandong University,Jinan,Shandong,250012,China,1
NCT04273646,"ClinicalTrials.gov processed this data on March 02, 2020",2020-02-14,NA,NA,2020-02-19,2020-02-17,2020-02-18,Actual,NA,NA,NA,NA,NA,NA,2020-02-19,2020-02-21,Actual,"February 16, 2020",Anticipated,2020-02-16,February 2020,2020-02-29,"February 15, 2022",Anticipated,2022-02-15,"June 30, 2020",Anticipated,2020-06-30,NA,Interventional,NA,,Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Novel Coronavirus Severe Pneumonia,Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Novel Coronavirus Severe Pneumonia,Not yet recruiting,NA,N/A,48,Anticipated,"Wuhan Union Hospital, China",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-03T05:08:27Z,2020-03-03T05:08:27Z,Biological|Drug,UC-MSCs|Placebo,"4 times of UC-MSCs(0.5*10E6 UC-MSCs/kg body weight intravenously at Day 1, Day 3, Day 5, Day 7).|4 times of cell-free stem cell suspension (saline containing 1% human albumin) intravenously at Day 1, Day 3, Day 5, Day 7).",2,,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",Wuhan,Hubei,430000,China,1
NCT04273581,"ClinicalTrials.gov processed this data on March 02, 2020",2020-02-14,NA,NA,2020-02-19,2020-02-14,2020-02-18,Actual,NA,NA,NA,NA,NA,NA,2020-02-19,2020-02-21,Actual,"February 18, 2020",Anticipated,2020-02-18,February 2020,2020-02-29,"May 30, 2020",Anticipated,2020-05-30,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,The Efficacy and Safety of Thalidomide Combined With Low-dose Hormones in the Treatment of Severe COVID-19,"The Efficacy and Safety of Thalidomide Combined With Low-dose Hormones in the Treatment of Severe New Coronavirus (COVID-19) Pneumonia: a Prospective, Multicenter, Randomized, Double-blind, Placebo, Parallel Controlled Clinical Study",Not yet recruiting,NA,Phase 2,40,Anticipated,First Affiliated Hospital of Wenzhou Medical University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-03T05:08:27Z,2020-03-03T05:08:27Z,Drug|Drug,placebo|Thalidomide,100mg/dï¼Œqnï¼Œfor 14 days.|100mg/dï¼Œqnï¼Œfor 14 days.,2,NA,NA,NA,NA,NA,NA,NA
NCT04273529,"ClinicalTrials.gov processed this data on March 02, 2020",2020-02-14,NA,NA,2020-02-19,2020-02-14,2020-02-18,Actual,NA,NA,NA,NA,NA,NA,2020-02-19,2020-02-21,Actual,"February 20, 2020",Anticipated,2020-02-20,February 2020,2020-02-29,"June 30, 2020",Anticipated,2020-06-30,"May 30, 2020",Anticipated,2020-05-30,NA,Interventional,NA,,The Efficacy and Safety of Thalidomide in the Adjuvant Treatment of Moderate New Coronavirus (COVID-19) Pneumonia,"The Efficacy and Safety of Thalidomide in the Adjuvant Treatment of Moderate New Coronavirus (COVID-19) Pneumonia: a Prospective, Multicenter, Randomized, Double-blind, Placebo, Parallel Controlled Clinical Study",Not yet recruiting,NA,Phase 2,100,Anticipated,First Affiliated Hospital of Wenzhou Medical University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2020-03-03T05:08:27Z,2020-03-03T05:08:27Z,Drug|Drug,thalidomide|placebo,100mgï¼Œpoï¼Œqnï¼Œfor 14 days.|100mgï¼Œpoï¼Œqnï¼Œfor 14 days.,2,NA,NA,NA,NA,NA,NA,NA
NCT04304313,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-14,NA,NA,2020-03-14,2020-03-10,2020-03-11,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"February 9, 2020",Actual,2020-02-09,March 2020,2020-03-31,"November 9, 2020",Anticipated,2020-11-09,"March 1, 2020",Actual,2020-03-01,NA,Interventional,NA,,A Pilot Study of Sildenafil in COVID-19,A Pilot Study of Sildenafi in the Treatment of COVID-19,Recruiting,NA,Phase 3,10,Anticipated,Tongji Hospital,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-03-24T08:56:07Z,2020-03-24T08:56:07Z,Drug,Sildenafil citrate tablets,0.1g/day for 14 days,1,Recruiting,Department and Institute of Infectious Disease,Wuhan,Hubei,430030,China,1
NCT04273763,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-14,NA,NA,2020-03-19,2020-02-14,2020-02-18,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-23,Estimate,"February 16, 2020",Actual,2020-02-16,March 2020,2020-03-31,"April 30, 2020",Anticipated,2020-04-30,"April 15, 2020",Anticipated,2020-04-15,NA,Interventional,NA,,Evaluating the Efficacy and Safety of Bromhexine Hydrochloride Tablets Combined With Standard Treatment/ Standard Treatment in Patients With Suspected and Mild Novel Coronavirus Pneumonia (COVID-19),Evaluating the Efficacy and Safety of Bromhexine Hydrochloride Tablets Combined With Standard Treatment/ Standard Treatment in Patients With Suspected and Mild Novel Coronavirus Pneumonia (COVID-19),Enrolling by invitation,NA,N/A,60,Anticipated,Second Affiliated Hospital of Wenzhou Medical University,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:57:21Z,2020-03-24T08:57:21Z,Drug|Drug|Drug,Bromhexine Hydrochloride Tablets|Arbidol Hydrochloride Granules|Recombinant Human Interferon Î±2b Spray,Bromhexine Hydrochloride Tablets|Standard treatment refers to the latest edition of Pneumonia Diagnosis and Treatment Scheme for Novel Coronavirus Infection. Arbidol Hydrochloride Granules is recommended but not enforced to use.|Standard treatment refers to the latest edition of Pneumonia Diagnosis and Treatment Scheme for Novel Coronavirus Infection.,3,,The Second AffIliated Hospital of Wenzhou Medical University,Wenzhou,Zhejiang,325000,China,1
NCT04293887,"ClinicalTrials.gov processed this data on March 13, 2020",2020-02-15,NA,NA,2020-03-02,2020-03-02,2020-03-03,Actual,NA,NA,NA,NA,NA,NA,2020-03-02,2020-03-03,Actual,"March 1, 2020",Anticipated,2020-03-01,March 2020,2020-03-31,"June 30, 2020",Anticipated,2020-06-30,"May 30, 2020",Anticipated,2020-05-30,NA,Interventional,NA,,Efficacy and Safety of IFN-Î±2Î² in the Treatment of Novel Coronavirus Patients,"Randomized, Open, Blank Control Study on the Efficacy and Safety of Recombinant Human Interferon Î±1Î² in the Treatment of Patients With New Type of Coronavirus Infection in Wuhan",Not yet recruiting,NA,Early Phase 1,328,Anticipated,Tongji Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-14T09:29:16Z,2020-03-14T09:29:16Z,Drug,Recombinant human interferon Î±1Î²,Saline needle 2ml + recombinant human interferon Î±1Î²10ug bid nebulization inhalation,1,NA,NA,NA,NA,NA,NA,NA
NCT04273321,"ClinicalTrials.gov processed this data on March 05, 2020",2020-02-15,NA,NA,2020-02-20,2020-02-17,2020-02-18,Actual,NA,NA,NA,NA,NA,NA,2020-02-20,2020-02-24,Actual,"February 14, 2020",Actual,2020-02-14,February 2020,2020-02-29,"May 30, 2020",Anticipated,2020-05-30,"May 1, 2020",Anticipated,2020-05-01,NA,Interventional,NA,,Efficacy and Safety of Corticosteroids in COVID-19,Efficacy and Safety of Corticosteroids in COVID-19: A Prospective Randomized Controlled Trails,Recruiting,NA,N/A,400,Anticipated,Beijing Chao Yang Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,NA,2020-03-06T05:31:45Z,2020-03-06T05:31:45Z,Drug,Methylprednisolone,Methylprednisolone 1mg/kg/day ivgtt for 7 days.,1,Recruiting|Recruiting|Recruiting|Recruiting|Recruiting,Hubei province hospital of integrated Chinese & Western Medicine|Yichang first people's Hospital|Renmin Hospital of Wuhan University|Tianyou Hospital Affiliated to Wuhan University of science and technology|Union Hospital Affiliated to Tongji Medical College of Huazhong University of science and technology,Wuhan|Yichang|Wuhan|Wuhan|Wuhan,Hubei|Hubei|||,||||,China|China|China|China|China,5
NCT04279197,"ClinicalTrials.gov processed this data on March 02, 2020",2020-02-15,NA,NA,2020-02-19,2020-02-19,2020-02-21,Actual,NA,NA,NA,NA,NA,NA,2020-02-19,2020-02-21,Actual,"February 15, 2020",Anticipated,2020-02-15,February 2020,2020-02-29,December 2022,Anticipated,2022-12-31,December 2022,Anticipated,2022-12-31,NA,Interventional,NA,,Treatment of Pulmonary Fibrosis Due to 2019-nCoV Pneumonia With Fuzheng Huayu,"A Randomized, Placebo-Controlled, Multi-Center Study on the Efficacy and Safety of Fuzheng Huayu on Pulmonary Fibrosis Due to 2019-nCoV",Recruiting,NA,Phase 2,136,Anticipated,ShuGuang Hospital,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-03T05:08:01Z,2020-03-03T05:08:01Z,Drug|Drug,N-acetylcysteine+ Fuzheng Huayu Tablet|N-acetylcysteine+Placebo,The subjects will be taking 1 N-acetylcysteine capcule and 4 Fuzheng Huayu tablets three times a day for 24 weeks.|The subjects will be taking 1 N-acetylcysteine capcule and 4 Placebo tablets three times a day for 24 weeks.,2,Recruiting,Shuguang Hospital,Shanghai,Shanghai,201203,China,1
NCT04276987,"ClinicalTrials.gov processed this data on March 06, 2020",2020-02-16,NA,NA,2020-02-21,2020-02-18,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-02-21,2020-02-25,Actual,"February 15, 2020",Anticipated,2020-02-15,February 2020,2020-02-29,"July 31, 2020",Anticipated,2020-07-31,"May 31, 2020",Anticipated,2020-05-31,NA,Interventional,NA,,A Pilot Clinical Study on Inhalation of Mesenchymal Stem Cells Exosomes Treating Severe Novel Coronavirus Pneumonia,A Pilot Clinical Study on Aerosol Inhalation of the Exosomes Derived From Allogenic Adipose Mesenchymal Stem Cells in the Treatment of Severe Patients With Novel Coronavirus Pneumonia,Not yet recruiting,NA,Phase 1,30,Anticipated,Ruijin Hospital,,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,Starting 6 months after publication,NA,NA,Yes,all IPD that underlie results in a publication,2020-03-07T05:30:17Z,2020-03-07T05:30:17Z,Biological,MSCs-derived exosomes,"5 times aerosol inhalation of MSCs-derived exosomes (2.0*10E8 nano vesicles/3 ml at Day 1, Day 2, Day 3, Day 4, Day 5).",1,NA,NA,NA,NA,NA,NA,NA
NCT04275388,"ClinicalTrials.gov processed this data on February 28, 2020",2020-02-17,NA,NA,2020-02-18,2020-02-18,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-02-18,2020-02-19,Actual,"February 14, 2020",Anticipated,2020-02-14,February 2020,2020-02-29,"December 14, 2021",Anticipated,2021-12-14,"May 14, 2020",Anticipated,2020-05-14,NA,Interventional,NA,,Xiyanping Injection for the Treatment of New Coronavirus Infected Pneumonia,"A Prospective, Randomized, Open, Parallel Controlled, Multicenter Clinical Study of Xiyanping Injection in Combination With Conventional Treatment for the Evaluation of the Effectiveness and Safety of Novel Coronavirus Infection Pneumonia",Not yet recruiting,NA,N/A,348,Anticipated,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-01T00:05:07Z,2020-03-01T00:05:07Z,Drug|Drug,"Xiyanping injection|Lopinavir / ritonavir, alpha-interferon nebulization","Xiyanping injection, 10-20ml daily, Qd, the maximum daily does not exceed 500mg (20mL) + Lopinavir tablet or Ritonavir tablet+Alpha-interferon nebulization, for 7-14 days,|Lopinavir / ritonavir tablets, 2 times a day, 2 tablets at a time; alpha-interferon nebulization",2,NA,NA,NA,NA,NA,NA,NA
NCT04276896,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-17,NA,NA,2020-03-17,2020-02-17,2020-02-19,Actual,NA,NA,NA,NA,NA,NA,2020-03-17,2020-03-19,Actual,"March 24, 2020",Anticipated,2020-03-24,March 2020,2020-03-31,"December 31, 2024",Anticipated,2024-12-31,"July 31, 2023",Anticipated,2023-07-31,NA,Interventional,NA,,Immunity and Safety of Covid-19 Synthetic Minigene Vaccine,Phase I/II Multicenter Trial of Lentiviral Minigene Vaccine (LV-SMENP) of Covid-19 Coronavirus,Recruiting,NA,Phase 1/Phase 2,100,Anticipated,Shenzhen Geno-Immune Medical Institute,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:57:12Z,2020-03-24T08:57:12Z,Biological,Injection and infusion of LV-SMENP-DC vaccine and antigen-specific CTLs,"Patients will receive approximately 5x10^6 LV-DC vaccine and 1x10^8 CTLs via sub-cutaneous injections and iv infusions, respectively.",1,Recruiting|Recruiting|Recruiting,Shenzhen Geno-immune Medical Institute|Shenzhen Second People's Hospital|Shenzhen Third People's Hospital,Shenzhen|Shenzhen|Shenzhen,Guangdong|Guangdong|Guangdong,518000|518000|518000,China|China|China,3
NCT04278963,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-19,NA,NA,2020-03-15,2020-02-19,2020-02-20,Actual,NA,NA,NA,NA,NA,NA,2020-03-15,2020-03-17,Actual,"February 27, 2020",Actual,2020-02-27,March 2020,2020-03-31,January 2021,Anticipated,2021-01-31,January 2021,Anticipated,2021-01-31,NA,Interventional,NA,,Yinhu Qingwen Decoction for the Treatment of Mild / Common CoVID-19,"Adaptive, Randomized, Single-blind, Three-arm Parallel Controlled Clinical Trial of Yinhu Qingwen Decoction in the Treatment of Mild / Common CoVID-19","Active, not recruiting",NA,Phase 2/Phase 3,300,Anticipated,China Academy of Chinese Medical Sciences,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-24T08:57:07Z,2020-03-24T08:57:07Z,Drug|Drug|Other|Other,YinHu QingWen Decoction|YinHu QingWen Decoction(low dose)|Chinese medicine treatment|standard western medicine treatment,"YinHu QingWen Decoction (Granula) consits of 11 Chinese herbal medicine as Honeysuckle, Polygonum cuspidatum, Schizonepeta, Longspur epimedium, etc. The decoction granula will be dissolved into 600ml decoction and divided to 3 times (once with 200ml). It will be given a 200ml per time, three times a day, for 10 days.|This intervention is given as 10% dose of YinHu QingWen Decoction (Granula).The granula will be dissolved into 600ml decoction and divided to 3 times (once with 200ml). It will be given a 200ml per time, three times a day, for 10 days.|This intervention will be given with Chinese medicine decoction granula based on the symptoms differentiation of the patients for 10 days.|Standard western medicine treatment is according to the protocol of treatment of CoVID-19 infection according to guideline appoved by National Health Commission of China.",4,||,Jingzhou Hospital of Traditional Chinese Medicine|Wuhan Leishenshan (Thunder God Mountain) Hospital/The First Affiliated Hospital of Dalian Medical University|Xiangyang Hospital of Traditional Chinese Medicine,Jingzhou|Wuhan|Xiangyang,Hubei|Hubei|Hubei,434000|430200|441000,China|China|China,3
NCT04285190,"ClinicalTrials.gov processed this data on March 06, 2020",2020-02-19,NA,NA,2020-02-24,2020-02-24,2020-02-26,Actual,NA,NA,NA,NA,NA,NA,2020-02-24,2020-02-26,Actual,"February 26, 2020",Anticipated,2020-02-26,February 2020,2020-02-29,"September 15, 2020",Anticipated,2020-09-15,"June 15, 2020",Anticipated,2020-06-15,NA,Interventional,NA,,The Effect of T89 on Improving Oxygen Saturation and Clinical Symptoms in Patients With COVID-19,A Clinical Study to Investigate the Effect of T89 on Improving Oxygen Saturation and Clinical Symptoms in Patients With Coronavirus Disease 2019 (COVID-19),Not yet recruiting,NA,N/A,120,Anticipated,"Tasly Pharmaceuticals, Inc.",,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,No plan to share,2020-03-08T05:19:27Z,2020-03-08T05:19:27Z,Drug,T89,"The subjects in the T89 treatment group will receive 30 pills of T89 orally, bid., for 10 days, except a standard background treatment (antiviral drug + antibacterial + oxygen therapy+ Traditional Chinese Medicine decoction). The subjects in the blank control group will only receive a standard background treatment.",1,NA,NA,NA,NA,NA,NA,NA
NCT04281693,"ClinicalTrials.gov processed this data on March 05, 2020",2020-02-20,NA,NA,2020-02-21,2020-02-21,2020-02-24,Actual,NA,NA,NA,NA,NA,NA,2020-02-21,2020-02-24,Actual,February 2020,Anticipated,2020-02-29,February 2020,2020-02-29,March 2020,Anticipated,2020-03-31,March 2020,Anticipated,2020-03-31,NA,Interventional,NA,,A New Screening Strategy for 2019 Novel Coronavirus Infection,Identification of a New Screening Strategy for 2019 Novel Coronavirus Infection,Not yet recruiting,NA,N/A,230,Anticipated,Affiliated Hospital to Academy of Military Medical Sciences,,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-06T05:30:36Z,2020-03-06T05:30:36Z,Diagnostic Test|Diagnostic Test,Standard screening strategy|New screening strategy,The pharyngeal swab specimen was obtained and sent for NCIP RNA detection by individual testing.|The pharyngeal swab specimen was obtained and sent for NCIP RNA detection by minipool testing.,2,,the Fifth Medical Center of Chinese PLA General Hospital,Beijing,Beijing,100071,China,1
NCT04280588,"ClinicalTrials.gov processed this data on March 02, 2020",2020-02-20,NA,NA,2020-02-20,2020-02-20,2020-02-21,Actual,NA,NA,NA,NA,NA,NA,2020-02-20,2020-02-21,Actual,"February 22, 2020",Anticipated,2020-02-22,February 2020,2020-02-29,"July 1, 2020",Anticipated,2020-07-01,"July 1, 2020",Anticipated,2020-07-01,NA,Interventional,NA,,Fingolimod in COVID-19,Efficacy of Fingolimod in the Treatment of New Coronavirus Pneumonia (COVID-19),Recruiting,NA,Phase 2,30,Anticipated,First Affiliated Hospital of Fujian Medical University,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,NA,2020-03-03T05:07:12Z,2020-03-03T05:07:12Z,Drug,Fingolimod 0.5 mg,"Each patient in the fingolimod treatment group was given 0.5 mg of fingolimod orally once daily, for three consecutive days",1,Recruiting,Wan-Jin Chen,Fuzhou,,,China,1
NCT04280705,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-20,NA,NA,2020-03-19,2020-02-20,2020-02-21,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-23,Estimate,"February 21, 2020",Actual,2020-02-21,"February 20, 2020",2020-02-20,"April 1, 2023",Anticipated,2023-04-01,"April 1, 2023",Anticipated,2023-04-01,NA,Interventional,NA,,Adaptive COVID-19 Treatment Trial,"A Multicenter, Adaptive, Randomized Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Adults",Recruiting,NA,Phase 2,394,Anticipated,National Institute of Allergy and Infectious Diseases (NIAID),,2,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2020-03-24T08:57:04Z,2020-03-24T08:57:04Z,Other|Drug,Placebo|Remdesivir,"The supplied matching placebo lyophilized formulation is identical in physical appearance to the active lyophilized formulation and contains the same inactive ingredients.|Drug Remdesivir is a single diastereomer monophosphoramidate prodrug designed for the intracellular delivery of a modified adenine nucleoside analog GS-441524. In addition to the active ingredient, the lyophilized formulation of Remdesivir contains the following inactive ingredients: water for injection, sulfobutylether beta-cyclodextrin sodium (SBECD), and hydrochloric acid and/or sodium hydroxide.",2,Not yet recruiting|Not yet recruiting|Not yet recruiting|Recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Recruiting|Not yet recruiting|Not yet recruiting|Not yet recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Not yet recruiting,"University of California San Diego Health - Jacobs Medical Center|University of California Irvine Medical Center - Infectious Disease|University of California Davis Medical Center - Internal Medicine - Infectious Disease|Emory Vaccine Center - The Hope Clinic|University of Maryland School of Medicine - Center for Vaccine Development - Baltimore|Johns Hopkins Hospital - Medicine - Infectious Diseases|National Institutes of Health - Clinical Center, National Institute of Allergy and Infectious Diseases Laboratory Of Immunoregulation, Clinical Research Section|University of Minnesota Medical Center, Fairview - Infectious Diseases and International Medicine|Saint Louis University - Center for Vaccine Development|University of Nebraska Medical Center - Infectious Diseases|Montefiore Medical Center - Infectious Diseases|University of Texas Medical Branch - Division of Infectious Disease|Baylor College of Medicine - Molecular Virology and Microbiology|EvergreenHealth Infectious Disease Service|The University of Washington - Virology Research Clinic|Providence Sacred Heart Medical Center|Seoul National University Bundang Hospital - Division of Infectious Diseases|Seoul National University Hospital|National Centre for Infectious Diseases (NCID)",La Jolla|Orange|Sacramento|Decatur|Annapolis|Baltimore|Bethesda|Minneapolis|Saint Louis|Omaha|Bronx|Galveston|Houston|Kirkland|Seattle|Spokane|Bundang-gu Seongnam-si|Seoul|Singapore,California|California|California|Georgia|Maryland|Maryland|Maryland|Minnesota|Missouri|Nebraska|New York|Texas|Texas|Washington|Washington|Washington|Gyeonggi-do|Jongno-gu|,29037|92868-3298|95817-1460|30030-1705|21401-1527|21287-0005|20892-1504|55455-0341|63104-1015|68198-5400|10467-2401|77555-0435|77030-3411|98034|98104-2433|99204|13620|03080|308442,"United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Korea, Republic of|Korea, Republic of|Singapore",19
NCT04287686,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-21,NA,NA,2020-03-15,2020-02-25,2020-02-27,Actual,NA,NA,NA,NA,NA,NA,2020-03-15,2020-03-17,Actual,February 2020,Anticipated,2020-02-29,March 2020,2020-03-31,April 2020,Anticipated,2020-04-30,April 2020,Anticipated,2020-04-30,NA,Interventional,NA,,Recombinant Human Angiotensin-converting Enzyme 2 (rhACE2) as a Treatment for Patients With COVID-19,"A Randomized, Open Label, Controlled Clinical Study to Evaluate the Recombinant Human Angiotensin-converting Enzyme 2 (rhACE2) in Adult Patients With COVID-19",Withdrawn,NA,N/A,0,Actual,The First Affiliated Hospital of Guangzhou Medical University,,2,NA,Without CDE Approval,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-24T08:56:48Z,2020-03-24T08:56:48Z,Drug,Recombinant human angiotensin-converting enzyme 2 (rhACE2),"In this study, the experimental group will receive 0.4 mg/kg rhACE2 IV BID for 7 days.",1,,GCP Office of The First Affiliated Hospital of Guangzhou Medical University,Guangzhou,Guangdong,510120,China,1
