Intervention_type,intervention,Study_count
Other,no intervention (survey study for medical doctors).,1
Other,no interventional study,1
Other,non,1
Other,non interventional study,1
Other,non invasive visual acuity testing,1
Other,none - na,1
Other,none - observational,1
Other,"none, this study is observational",1
Other,nosocomial,1
Other,nutrition,1
Other,nutritional assessment,1
Other,nutritional intervention,1
Other,observation of covid 19 pneumonia,1
Other,observation of different courses of sars-cov-2 infection in different phases (acute vs. post-acute),1
Other,observation of different courses of sars-cov-2 infection in different phases (acute vs. post-acute)/settings,1
Other,observational cohort study on the natural history of hospitalized sars-cov-2 patients.,1
Other,olfaction testing,1
Other,olfactory,1
Other,olfactory function evaluation,1
Other,olfactory/gustatory tests,1
Other,or antiplatelet) before admission for covid19,1
Other,or mis-c exposure,1
Other,oropharyngeal,1
Other,oropharyngeal/intestinal microbiota,1
Other,oxygen,1
Other,pandemic control measures,1
Other,paraclinical examination,1
Other,passed infection of sars-cov-2,1
Other,patient characteristics,1
Other,patient with sar-cov-2 infection,1
Other,patients,1
Other,patients admitted in intensive care units,1
Other,patients admitted to intensive care unit with sars-cov2,1
Other,patients received standard of care treatment during hospitalization,1
Other,pcr,1
Other,pct/serology,1
Other,peep,1
Other,personal protective equipment from biological hazard,1
Other,personal protective testing booth,1
Other,phobia questionairre,1
Other,phone interviews,1
Other,phq,1
Other,phq-9 depression scale,1
Other,phsyiotherapy,1
Other,physical activity program,1
Other,physiotherapy,1
Other,plethysmography,1
Other,plethysmography/dlco,1
Other,post covid-19 functional satus scale,1
Other,postpartum anxiety scale scores,1
Other,pre-operative screening,1
Other,predict admission of covid-19 patients to icu,1
Other,"predict admission of covid-19 patients to icu/death with routine/quickly avalaible clinical, biological/radiological variables?",1
Other,predictive factors for clinical response in patients with covid-19.,1
Other,predictors adverse evolution,1
Other,predictors of health care provide,1
Other,prevalence of covid-19,1
Other,"primary care professionals reports of potential patient safety incidents, non-covid-19 related",1
Other,"pro bnp , vitamin d",1
Other,prone lying position,1
Other,prospective chart review,1
Other,prospective oberservational registry,1
Other,psqi,1
Other,pss,1
Other,psychological,1
Other,psychological/sociological interviews,1
Other,psychometric scale administration,1
Other,q spect-ct,1
Other,qualitative interviews..,1
Other,quality of life assessment,1
Other,quality of life questionnaires,1
Other,quality of live assessment,1
Other,querying the insee database,1
Other,questionaire,1
Other,"questionnaire, phone call",1
Other,questionnaire/interview,1
Other,questionnaires on psychological quality of life,1
Other,"quickly avalaible clinical, biological",1
Other,radiological lung involvement evolution,1
Other,radiological variables?,1
Other,rapid-3,1
Other,rapid molecular test,1
Other,reactivity,1
Other,relation between frailty,1
Other,relation between frailty/clinical outcomes in elderly patients with covid-19.,1
Other,research specific blood sample,1
Other,respiratory physiotherapy,1
Other,retrospective,1
Other,retrospective data collection,1
Other,retrospective metagenomics on clinical samples collected during hospitalization,1
Other,risk factors,1
Other,saliva based assay: crude rna extraction,1
Other,sars-cov-2 and,1
Other,sars-cov-2 and/or mis-c exposure,1
Other,sars-cov2 infection,1
Other,satisfaction evaluation,1
Other,self-reported symptom collection,1
Other,semi-directive interview,1
Other,semi-structured telephone questionnaire,1
Other,sending thorax ct video images via smartphone applications,1
Other,sensor usage,1
Other,serial seroconversion measurements in hospital employees during the covid-19 pandemic,1
Other,seroprevalence of sars-cov-2 infection in patients with hiv infection,1
Other,serum neurofilaments as a marker of neurological damage.,1
Other,serum protein level analysis,1
Other,service of questionnaire,1
Other,settings,1
Other,severe acute respiratory syndrome coronavirus 2 detection,1
Other,simulation of repurposed drugs for covid-19,1
Other,six-minute walk test (6mwt),1
Other,smartphone-based voice,1
Other,smartphone-based voice/self-reported symptom collection,1
Other,SOP,1
Other,speq (specific psychotic experiences questionnaire) - paranoia,1
Other,speq (specific psychotic experiences questionnaire) - paranoia/grandiosity subscales,1
Other,spirometry,1
Other,st. george's respiratory questionnaire (sgrq),1
Other,state-trait anxiety inventory scale,1
Other,stress,1
Other,stress/anxiety questionnaire,1
Other,study a,1
Other,study b,1
Other,study c,1
Other,study d,1
Other,surge capacity,1
Other,surge index,1
Other,"surgery: dynamic hip screw, hemiarthroplasty, hip replacement, intramedullary nail",1
Other,survey/questionnaire,1
Other,surveys/questionnaires,1
Other,symptoms,1
Other,t-detectâ„¢ sars-cov-2 assay,1
Other,taste/olfactory function evaluation,1
Other,teleconsultation,1
Other,teleconsultation either by phone,1
Other,teleconsultation either by phone/by computer consultation,1
Other,telephone consult,1
Other,there is no intervention in this study,1
Other,thoracic lung ultrasound,1
Other,thrombin,1
Other,training load,1
Other,transplant patient,1
Other,treatment for covid-19,1
Other,treatment group,1
Other,ultrasonography,1
Other,use,1
Other,use/exposure to disinfectants during the coronavirus pandemic,1
Other,v,1
Other,v/q spect-ct,1
Other,vaccine coverage assessment,1
Other,validation of the lamp assays,1
Other,validation of the ngs method,1
Other,validation of the poct antigen tests,1
Other,venipuncture in peripheral vein,1
Other,viral sequence,1
Other,vitamin d,1
Other,voice symptom scale (voiss),1
Other,walk test,1
Other,whoqol-bref,1
Other,yoga,1
Other,zaritt burden interview,1
Procedure,anesthesia management,1
Procedure,appendectomy,1
Procedure,autopsy,1
Procedure,bariatric procedures,1
Procedure,"blood collection at day 8, day 16, day 24, month 6",1
Procedure,"blood collection at day 8, day 16, day 24, month 6/month 12 after first symptoms from sars-cov-2 infection",1
Procedure,collection of mucosal lining fluid,1
Procedure,collection of tears,1
Procedure,collection of tears/saliva.,1
Procedure,colorectal resections,1
Procedure,continuous renal replacement therapy,1
Procedure,covid icu containment measures,1
Procedure,data collection: clinical care assessments,1
Procedure,elective cancer surgery,1
Procedure,emergency laparotomy,1
Procedure,exposure surveys,1
Procedure,extracorporeal left hemicolectomy anastomosis,1
Procedure,facial fractures reduction,1
Procedure,facial fractures reduction/osteosynthesis,1
Procedure,gloves,1
Procedure,hip arthropalsty,1
Procedure,intracorporeal left hemicolectomy anastomosis,1
Procedure,laparoscopic,1
Procedure,laparoscopic/open appendicectomy,1
Procedure,lateral position (left,1
Procedure,lateral position (left/right lateral decubitus),1
Procedure,lung ultrasound,1
Procedure,lung ultrasound (lus),1
Procedure,month 12 after first symptoms from sars-cov-2 infection,1
Procedure,mri scans,1
Procedure,nasopharyngeal,1
Procedure,nasopharyngeal/throat swab,1
Procedure,observation for study group,1
Procedure,open appendicectomy,1
Procedure,orthopaedic surgical procedures,1
Procedure,osteosynthesis,1
Procedure,questionnaire,1
Procedure,right lateral decubitus),1
Procedure,saliva.,1
Procedure,study arm,1
Procedure,surgery,1
Procedure,surgical procedure for cancer,1
Procedure,surgical procedures performed under general anesthesia,1
Procedure,symptom,1
Procedure,symptom/exposure surveys,1
Procedure,thyroidectomy,1
Procedure,tracheostomy,1
Procedure,tracheostomy with aerosol box in covid-19 positive patients,1
Radiation,radiotherapy,1
Radiation,thoracic ct-scan,1
